"gene","module","kME"
"DENND6B",4,0.128546530096277
"BIN2",2,0.164681707765252
"GPR65",2,0.183420387466669
"ZNF786",2,0.116201550379969
"ZBTB11",2,0.00887942662864917
"UBXN6",1,0.114320807218277
"CAMK1G",4,0.110911154616685
"PI3",0,0.0299177321141097
"GALNT3",2,0.14255257180887
"MFF",2,0.0982767287537611
"SPICE1",4,0.16230658181181
"EIF3A",2,0.0888012580632221
"USP6",2,0.153878106099169
"CHST13",0,0.488800255386333
"KIAA1551",2,0.404760008100204
"ZNF600",2,-0.00323252675616326
"METTL21A",2,0.194359524372428
"PYGL",2,0.703020249570285
"SELT",2,0.0607125585741655
"ARFGEF1",2,0.184738153548014
"TSPAN2",2,0.250084972875351
"FYB",2,0.283595033414604
"MPO",1,0.311993077767206
"MT2A",1,0.0207083600026951
"SF3B6",2,0.0560551900205143
"IL17RD",2,-0.00469111862918288
"KLHL2",2,0.546655051128086
"AQP10",1,0.216827622970376
"FGFBP2",1,-0.232110995176488
"ARPP19",2,0.0413570625732158
"CARM1",1,0.121611888072574
"TMEM167A",2,0.152646444029215
"KATNBL1",2,0.286241474741756
"TOP1P2",2,0.178242912649074
"TUBA4A",2,0.366187600971493
"ALDH1A1",2,0.125407455500836
"KBTBD7",2,0.515316565096642
"GRINA",1,0.364845948997415
"CLEC1B",1,0.264737542200902
"LGALS3",2,0.0813762785513692
"GSTM1",0,-0.0749961517343788
"NELL2",4,-0.616291990728697
"SYNE1",2,-0.0257169557032261
"MKRN1",1,0.289243637676809
"C2ORF88",1,0.343820787180998
"GSPT1",1,0.211252389887438
"RHOB",2,0.215434179591312
"ADI1",2,-0.0305984291263417
"GPBP1",2,0.090070119052414
"SP3",2,0.188878702685575
"ITPK1-AS1",2,0.152221241492271
"CNBP",2,0.0687221585360339
"RGS18",3,0.562476747870216
"CD48",1,-0.176247277536354
"LCOR",2,0.220806648122429
"EIF2AK2",3,0.703360139146906
"TMEM156",1,-0.0773916644922185
"HAGH",1,0.105029309442234
"SACM1L",2,0.0263132132370441
"TFF3",1,0.292186285236822
"RSL24D1",1,0.0419632447810512
"ANKRD22",1,0.600049541229119
"SBDS",1,-0.270236353758584
"COX7B",1,0.204925125635366
"RNF149",2,0.53183776680301
"CYP1B1",0,0.547317630152934
"ZNF577",2,0.168271253036864
"PATE2",2,0.0627827013476801
"ABCA1",3,0.745688949590747
"IL18R1",3,0.704368103219425
"RN7SK",3,0.423216273670648
"IFIT2",3,0.487364097039686
"GUK1",1,0.144597583037914
"PLIN5",2,0.142859214987496
"BEX1",1,0.137506914914581
"ID2",1,-0.10419752014767
"ADIPOR1",1,0.256356817299702
"IRF2BPL",2,0.597479273558404
"YBX3",1,0.265304507301459
"GDPD1",2,0.0701327387179321
"RAD51",2,0.0112164802784322
"BCL6",3,0.846388248606871
"TESC",1,0.0811134712898981
"TOP1P1",2,0.114913843020903
"LDHB",1,-0.518585085041519
"CTR9",2,0.0707381816549355
"AKAP7",4,0.408460479777789
"PKN2",2,0.334961488414096
"RPL26",1,-0.0892225761537439
"IL7R",4,-0.579235406488767
"ACTN1",1,0.689349432317699
"SLC25A39",1,0.0732065421300187
"CD19",3,-0.48642435306748
"SUMO2",1,-0.124124658947951
"PPM1K",2,0.070123064905297
"HIST1H4H",1,0.636309957972988
"R3HDM4",1,0.289996474553636
"UCP2",0,-0.0709051451899178
"XAF1",0,0.0572594982097632
"EIF4E",2,-0.0106769969188953
"MYL4",1,0.277831875735609
"HEBP2",2,0.384730751157753
"PRRG4",2,0.189620652006533
"HIST1H3H",1,0.131111947054536
"NAPSB",0,-0.229950066564183
"THBS1",1,0.466662699598848
"TMEM70",2,0.0511004783357423
"RBBP4",2,-0.0241457567096056
"HP",1,0.535069570749622
"NFIX",1,0.239212455828904
"RAB6A",2,0.100748788376258
"TMEM128",2,-0.154358985095743
"ATP6V0C",1,0.266272568587944
"SAP30",2,0.551266934417397
"DDX51",1,0.118490823842292
"ARMT1",2,0.0678713101725473
"GYPC",1,0.171641420207381
"SIPA1L2",3,0.837820078625867
"ITLN1",1,0.230749372762775
"HES4",0,0.0460807752128359
"CDC34",1,0.227637331779116
"F13A1",1,0.303498460886387
"LYPLA1",2,0.041634109176383
"HPS1",1,0.136197793291389
"FCGR1B",3,0.432564898995052
"SAR1A",2,0.0740834014739472
"IGF2R",3,0.869182422660549
"ANKRD44",2,0.0812592402344961
"ACRBP",1,0.106488974448449
"SLC2A11",4,0.467293181609695
"LINC01567",2,0.100827653292875
"SLC25A37",1,0.455034985244371
"NKX3-1",0,-0.197937516947563
"IFI27L2",2,-0.0535003093416376
"GNG10",3,0.553386045796811
"MARC1",3,0.832788278200022
"NAA50",2,0.0962286874425197
"RNPC3",2,0.0836860636015133
"IRAK3",3,0.864658073039982
"RETN",1,0.402167693562647
"RPS15A",1,0.142155151328967
"CFD",0,0.065106103947123
"FFAR2",0,0.464589842244114
"FAM118A",0,0.119134694649038
"HLA-DRB3",1,-0.144022645118088
"PDK4",2,0.45738663240566
"HIGD1A",1,0.130133162057953
"LILRA3",3,0.535299144756991
"ITGA2B",1,0.301036052966305
"KIAA0408",2,0.103786137493957
"TMPRSS9",1,-0.0698842975829903
"IRF5",1,0.135951970621673
"TSPAN9",1,0.308596016955195
"PARP9",2,0.389291811604041
"KRT72",0,-0.353400073603637
"LEF1",3,-0.621187137334932
"RTF1",1,0.221065155234094
"GZMA",1,-0.288037609149251
"TMEM106B",2,-0.133356253491708
"GBP1",1,0.114701123216763
"NOL10",4,0.0208747926982262
"NAT8B",1,0.230798283644103
"SIAH2",1,0.282475695713547
"IRS2",3,0.823943205338164
"PMAIP1",2,0.044033264353853
"SIGLEC5",1,0.748916933898579
"FCGR1A",3,0.501414571476788
"CD6",3,-0.719755184777703
"FAM162A",2,-0.223653245306436
"TP53INP1",2,0.36681860082362
"CXCR2",1,0.70110788066946
"FRG1",2,0.036670483841106
"FMC1",2,0.175484555020991
"ZNF69",2,0.262603367775974
"CXCR1",1,0.699886522314585
"CDA",1,0.766926114316005
"NDUFAF7",2,0.0571287632286714
"NKG7",0,-0.374700068339318
"CD79B",1,-0.610334593606451
"CKAP4",3,0.907057909962703
"FKBP3",2,-0.134863640341381
"RABGEF1",2,0.131833580147262
"GUCD1",1,0.0767710644781221
"FAM126B",2,0.243800335216045
"GZMB",0,-0.16508149914888
"GTF2H1",2,-0.0427557054911034
"OAS1",0,0.14070639017157
"HDAC4",2,0.406793186060387
"LRG1",3,0.814300944192557
"PCYOX1",1,-0.0661718163477377
"FPR2",3,0.810119818952544
"CD8A",1,-0.38932201471833
"HIST2H2AA3",3,0.831070591879553
"NCF2",2,0.518893874058802
"GBP5",0,0.0197599109576005
"OSBPL8",2,0.533954636511035
"HINT1",1,-0.325994828254511
"SELL",1,0.657083940679879
"ALG11",2,-0.203993767178755
"TAOK1",0,0.53946474705066
"MCOLN1",1,0.321818633308454
"LUC7L3",1,-0.181958749133449
"TFAP2A",2,0.0183779598777129
"SP4",1,-0.136522015507729
"RPN2",2,0.0041055170083108
"ADM",3,0.768443029702093
"CPVL",0,0.0731310291390323
"MAK",4,0.27179006685096
"SPCS2",2,0.00849195989685061
"RAB2B",1,0.0151302548573755
"SLC4A5",2,-0.0204158152058716
"KIR2DL3",0,0.00682017816855838
"CNGB1",2,0.0412553275134755
"ZNF773",1,-0.096624085317106
"ZFAND6",2,0.099969121920231
"LMOD3",2,0.251377582897475
"BASP1",3,0.784011876136673
"ADRA2C",1,0.150844231175212
"CTAG2",1,0.0122729961526511
"MYC",1,-0.277976543480323
"NPRL3",1,0.138506745186801
"ROPN1B",1,0.0958011226171842
"KLF1",1,0.0655913936629817
"FCMR",4,-0.623653767966128
"CPD",3,0.89198880761966
"PROS1",1,0.427312330249692
"VWF",1,0.354638275069243
"CDC14B",1,0.177067937868479
"SLC38A2",1,0.260944487872325
"WLS",0,0.619489125192377
"NFE2",1,0.557023792151484
"PHF3",2,0.216478513279644
"PPIG",2,0.055957236897198
"SLPI",3,0.542629997109055
"ZNF467",1,0.629320261743843
"PPP1R12A",2,0.274298883015151
"DAAM2",1,0.726700412231431
"ADGRE3",3,0.786116426098533
"VPS41",2,0.0865978513705216
"GPR146",1,0.177270138449569
"INTS8",2,0.0968435363244331
"NSG1",4,-0.45622057004595
"TMEM86B",1,0.245798659881571
"YIPF4",2,0.123782364135206
"SPAST",2,0.13445293093732
"MANSC1",3,0.827576988280177
"MAL",3,-0.67752892678691
"CD55",2,0.736862918028722
"TMIGD3",1,0.579925235067238
"S100A11",2,0.576907136003251
"HSPA4",2,0.00786478563309654
"UBE2O",1,0.0287426792426743
"MED25",1,0.228078340740296
"GNB4",2,0.284934183903748
"NAMPT",3,0.803669783972044
"RASGRP1",1,-0.461982155834898
"CD52",2,-0.366455986580941
"ITGB3",1,0.28915897224831
"BLZF1",2,0.17552340840984
"TAGLN2",1,0.496342132422301
"STXBP2",0,0.25359926965288
"HSCB",1,-0.0650534573218035
"MAP3K2",2,0.616439662576415
"FAM63A",2,0.559057472836692
"MYADM",2,0.538766205275282
"CES2",1,-0.0308515748522498
"G6PC",1,0.18333296891773
"RRM2B",2,0.251967343383045
"DYNC1LI1",2,0.152551990243389
"FAM103A1",2,0.217735157464979
"FAM129A",1,0.73795189921701
"ZNF483",2,0.0674205568923475
"NINJ2",1,0.279866443358124
"PROK2",0,0.667831983933007
"PTCRA",1,0.192047002688543
"HMGB1",2,0.0786610543477429
"F2RL1",2,0.538027609691754
"LILRA5",1,0.654014405793251
"MTMR6",2,0.442541961279733
"WARS",0,0.277844280890143
"TRIM10",1,0.215017588606378
"MEFV",4,0.373424782352555
"SORL1",1,0.840038955771343
"SLC7A5",1,0.193789963521229
"RNF19B",0,0.255682522789964
"CLEC7A",2,0.272742949568628
"DUSP11",2,-0.00186411717333342
"ARHGEF40",1,0.732032341033382
"HIST1H1C",4,0.462000108014738
"HLA-C",0,0.0983938957558874
"KAT2B",2,0.039398002918896
"OASL",1,0.360116247485178
"HYPK",1,0.110385774358581
"PGD",1,0.76697641849596
"TPGS2",1,0.232144828070654
"C5AR1",3,0.856457747746699
"CYSTM1",1,0.839845120030982
"RANGRF",2,-0.052373051923672
"SELPLG",0,0.294566909355465
"HNRNPU",2,0.00598832028634953
"PTMS",1,0.125993433933942
"CNIH4",1,0.39462695046313
"PTPRCAP",1,-0.661791870567027
"KEL",1,0.137421834871758
"RPL37A",2,-0.230180747604608
"NAP1L1",2,-0.0847432753057631
"SPATA13",0,0.325373126610475
"SPI1",2,0.439244360256742
"SLC48A1",1,0.123752116051383
"NDUFA5",2,-0.0213071923554689
"TMEM154",2,0.451131078733113
"ANPEP",1,0.731480573473185
"FBXO7",1,0.115717727773092
"GRN",0,0.518556905046645
"USMG5",0,0.150896221281378
"ITGB5",1,0.287646674547611
"B4GALT5",3,0.927924918031095
"PANX2",3,0.700952003307195
"PRF1",1,-0.0515856508833845
"NXT2",2,-0.0370636565814158
"IL2RB",1,-0.474845259628382
"KDM3A",2,0.104806678625571
"GPAT3",3,0.847806838522061
"LIN7C",2,-0.0740091365374629
"FAM8A1",2,0.33854947705798
"FAM53C",1,0.665457179174279
"KLRB1",1,-0.483245567823316
"DGAT2",2,0.60692940169473
"MOSPD2",2,0.390813222600696
"RGCC",2,-0.449835764670992
"TRIM22",1,0.148595493748162
"DUSP1",3,0.834750790838789
"B3GNT5",2,0.340194617705863
"CD3D",1,-0.629404940960092
"TIMM10",0,-0.0810624913232664
"IDI1",2,0.310374195073661
"ST6GALNAC4",1,0.169991308860265
"CXCL16",0,0.765272908482475
"TXNDC9",2,0.061147984400611
"CCNH",2,0.0514182308544503
"PHOSPHO1",1,0.342736822349924
"ADGRG1",0,-0.0305346888972506
"CD3G",4,-0.3764668173524
"SRSF3",2,-0.0368728082012918
"GATA1",1,0.109650872781997
"CX3CR1",1,-0.183784448734858
"RGS2",3,0.804023205067737
"CLEC4E",1,0.763450352976982
"NCF1",0,0.459985549502333
"CHST15",1,0.824078648194628
"ANKRD33",4,0.514418575828951
"UTP23",2,-0.0527364846887146
"CD163",3,0.671623865543642
"UBE4A",2,0.174542629693586
"SPTLC1",2,0.0140229417660408
"CTDSPL",1,0.258443510022584
"CD3E",3,-0.490472932066356
"ELOVL5",2,0.493007779341473
"PNPLA8",2,0.0871765409300945
"BAZ2B",3,0.811571718691738
"FCHO2",2,0.34877052666774
"GCLM",2,0.170107134833495
"TRIM25",1,0.634275073878595
"DNTTIP2",2,-0.0400880928589563
"ALOX12",1,0.231522891076908
"VNN1",1,0.689281166977989
"RPL5",1,-0.227799263651266
"PIK3IP1",4,-0.4881046881392
"PTGS2",2,0.628151701104268
"MCFD2",2,0.0133098512789986
"MMD",0,0.149802983832129
"TNFSF10",3,0.737538900563102
"MPL",1,0.27837804934272
"SEMA3E",2,0.362869177795469
"EIF2AK1",1,0.264220398637715
"PCED1B",4,-0.582094488037796
"GOLGA8B",1,-0.546382055092316
"NFIL3",2,0.77965666564783
"DPYD",2,0.480652933030728
"LMO2",2,0.210361918411807
"FBXO30",2,0.193858072218504
"CNEP1R1",2,0.239097157744682
"C12ORF57",1,-0.554098354422685
"LOC401357",1,0.532426751535169
"HLA-DOB",3,-0.495621326300008
"TSTA3",1,0.188938935490114
"ALG13",2,-0.0272525329852642
"ITK",3,-0.621984032910382
"ADGRG3",3,0.819467825896989
"F5",3,0.861500850509667
"CLIC3",0,-0.233487385431647
"S1PR5",1,-0.383391063026827
"MARCKS",3,0.758649290039171
"USP10",3,0.782301577752547
"CLEC4D",3,0.823371765816741
"PPP2R3C",2,0.361202010659651
"PASK",2,-0.56597402955287
"FKBP8",1,0.125881863961545
"ECHDC2",4,-0.556055134353918
"HAL",2,0.837483656573052
"H1F0",0,0.301823453932345
"ABHD5",3,0.806782366564904
"TNFSF15",2,0.178733335229397
"TIMP1",1,0.284137032443472
"TMX1",1,0.188199059383016
"HEMGN",1,0.264408168903526
"SNAP23",2,0.311188894649277
"FOXO4",1,0.415185957162916
"TMX4",3,0.733978976307804
"WDR74",1,-0.132838555642901
"CYP27A1",0,0.405423128148766
"ACTRT1",1,0.159582032162064
"ROPN1L",1,0.816004160435387
"GSTT1",1,0.0116218092811646
"FAM101B",1,0.392175976086481
"RPL7A",1,-0.249449085651818
"NT5M",1,0.101121006226089
"RPS6",1,-0.132278831314684
"LIMS1",4,0.217272216352905
"DSC2",1,0.528319348206588
"GNA12",1,0.120959827521792
"SLC2A14",2,0.549516127158529
"IER3IP1",1,-0.164827841360197
"SEC23A",2,0.126137009572702
"MFGE8",2,-0.441374739485211
"VNN3",3,0.825507019359865
"VPS26A",2,0.163318091034348
"OMA1",2,-0.082889132122772
"LGALS2",2,0.200060054963805
"RPL27",0,-0.0542708359447407
"ZNF91",1,-0.178441553771117
"PDCD4",1,0.127300374410581
"GPR183",1,-0.582293694543307
"CIR1",2,0.333237053092981
"C19ORF33",1,0.160543999776975
"TGM3",1,0.625342939015039
"ID3",3,-0.711468238463494
"CD93",3,0.674803654877563
"RIOK3",1,0.361922025607932
"CTNNB1",2,0.099740380407287
"BANK1",1,-0.476431002844314
"TATDN1",2,-0.139036817604703
"CMTM2",3,0.764513534878153
"CPA3",1,-0.00210384175958056
"ZNF682",2,-0.00370492074958691
"AQP9",3,0.893240905358722
"CEBPD",3,0.785575006840709
"CTSZ",3,0.566840306782539
"C14ORF166",1,-0.23756973634365
"GNLY",0,-0.17472381701072
"AGO2",1,0.533391349891769
"HLA-DRB6",1,-0.308926884609817
"CD69",1,-0.363708592700175
"NBPF9",0,0.231929704704723
"RPL13A",1,-0.497044627493915
"LRRFIP1",2,0.497458481689855
"ZNF430",2,0.0952577928255026
"SLC22A4",3,0.794326558524188
"TLN1",1,0.684385801256171
"LAP3",1,0.175214111891663
"OSBPL11",2,0.299775234539464
"DNAJA4",1,-0.0248391801754715
"CD247",1,-0.472677596438623
"ADH4",2,-0.169305059002263
"LRP10",3,0.5859948848052
"SAMD9L",0,0.309503386730748
"ZNF652",2,0.128358140862321
"TNFRSF4",2,-0.342840364472053
"SRPK1",3,0.924316469856584
"TNNC2",1,0.111325362004379
