"gene","module","kME"
"CCL2",1,0.957195564591451
"HSPB1",1,0.94962847603314
"TIMP1",1,0.956379910183899
"SPRR1A",1,0.95763192303321
"CCL7",1,0.952629181235175
"HSPA1A",1,0.856756301437934
"CD14",1,0.960418503212646
"INHBA",1,0.778861144346681
"LGALS3",1,0.953265790925916
"HMOX1",1,0.9678049219117
"SPP1",1,0.905248301422494
"TUBB6",1,0.969746948134593
"TNFRSF12A",1,0.975620740247287
"TFPI2",1,0.899630248523735
"CCL20",1,0.929692746308601
"GPNMB",1,0.943561892238244
"ADAMTS1",1,0.930824080232794
"LCN2",1,0.931229014625571
"TRH",1,0.936098161905992
"KNG1",1,0.962404789740562
"CD44",1,0.980162435113265
"ATF3",1,0.908492434557802
"PROCR",1,0.864148795308604
"PTGS2",1,0.815313896513451
"S1PR3",1,0.942631085232669
"MPZ",1,-0.543027880411311
"EMP1",1,0.931745239432299
"SERPINE1",1,0.941408208601038
"PDPN",1,0.952335238853569
"LOC100362769",1,0.904771910248515
"CEBPD",1,0.939550881160088
"RT1-EC2",1,0.910246225060918
"GADD45G",1,0.877085090039924
"FOSB",1,0.364999454896369
"PLIN2",1,0.96506135086564
"S100A6",1,0.975670794589201
"TMBIM1",1,0.966034309517208
"CLIC1",1,0.969264854714961
"SLPI",1,0.925956334763308
"SOX7",1,0.959440430215875
"RT1-A2",1,-0.59795167072926
"ANXA2",1,0.97906392551502
"IFITM3",1,0.948115379449813
"IFITM1",1,0.967408073485247
"FCGR2B",1,0.981475306144894
"IL11",1,0.950279640223309
"GPX2",1,0.959940553955528
"GADD45A",1,0.921488529517493
"MYC",1,0.953040297956105
"S100A10",1,0.987702554035035
"INMT",1,0.959770328185876
"GADD45B",1,0.863315312243545
"GLYCAM1",1,0.942345790413096
"MSN",1,0.973985873876363
"CYP1B1",1,0.962941737570695
"CYR61",1,0.776613200230055
"RRAD",1,0.932795050671831
"SDC1",1,0.945868757420175
"TSPO",1,0.960085241251989
"GFAP",1,0.927886592341454
"TAGLN",1,0.869127368529873
"STAT3",1,0.970294722810539
"S100A4",1,0.928032115434384
"BDNF",1,0.409739768431524
"H19",1,0.984617608923452
"LOX",1,0.958477163112484
"GEM",1,0.870642834441119
"S100A9",1,0.916742215834742
"TNFAIP6",1,0.902943475755815
"TMEM100",1,0.968591200515092
"TAGLN2",1,0.969591919768852
"SOCS3",1,0.93768679647521
"MAFF",1,0.912273808819435
"SRXN1",1,0.907552007029818
"FLNC",1,0.973505213165905
"IL6",1,0.871238809403932
