"gene","module","kME"
"GCA",10,0.136987348481644
"LY96",10,-0.34576963109187
"PI3",10,0.27570515022262
"ATP5B",10,0.033967312623676
"RGS18",10,-0.0725748672288912
"TMEM71",10,0.0371899410472344
"CTSB",10,-0.128585667828551
"TNFSF10",10,-0.212098873246847
"LAMP2",10,-0.173441416460271
"SDPR",10,-0.23849795750769
"NT5C3A",10,0.0704293591052527
"PJA2",10,-0.00315906339176371
"SNRK",10,-0.0742892199011893
"RTN4",10,-0.0540508053281107
"CSF1R",10,-0.084732485194118
"MAP3K7CL",10,-0.00767743918792817
"LAMTOR5",10,-0.207834493026895
"NDUFB3",10,-0.112177703408009
"NPTN",10,-0.33138283329706
"YPEL5",10,0.157260157621992
"LAMTOR4",10,0.0175685144947263
"MARCH7",10,-0.0720057185712043
"PAIP2",10,-0.114960524197745
"GNG10",10,-0.014439561938632
"SGK1",10,-0.129298040346336
"PTGS2",10,-0.213450773901516
"CHSY1",10,-0.0547623072000206
"DYNLT1",10,0.100048726671561
"BAZ2B",10,-0.185028384029701
"GOLGA7",10,-0.250083390562858
"SLC40A1",10,0.100662431512399
"PPM1B",10,-0.296291900162223
"DCP2",10,-0.360031760026514
"AZIN1",10,-0.154809766933894
"ACSL4",10,0.0278778288004899
"HSH2D",10,0.0552251510648753
"ZMPSTE24",10,-0.119798171313367
"LYRM1",10,-0.27075760252999
"LMBRD1",10,-0.0635484255988241
"SYF2",10,-0.412584128481211
"COQ10B",10,-0.297405482403883
"ZNF428",10,-0.0985009518731317
"C18ORF25",10,-0.319698981080275
"CYB5R4",10,-0.0160841624907938
"CHMP1B",10,-0.0823419074499361
"BNIP2",10,-0.206810603030076
"VPS4B",10,0.00687446632904559
"CYBRD1",10,-0.197107269545748
"CD58",10,-0.178528781426043
"PDE4B",10,0.0660764559873663
"C4ORF3",10,-0.107851692730074
"PTPN12",10,-0.288253994775531
"RNF13",10,-0.0236102600927339
"TOR1AIP1",10,-0.0316799714553294
"FAM160B1",10,0.0957916694949237
"STAG2",10,-0.304964397933119
"TAGAP",10,-0.19883449938016
"TLE4",10,-0.0500681964901546
"IFRD1",10,-0.0464203735924515
"RHOT1",10,0.0321122629393588
"POLB",10,-0.106854901095281
"GMFB",10,-0.529337149360614
"PI4KA",10,-0.487264125118789
"UBE2J1",10,-0.325603300711804
"BUD31",10,0.0644301793717608
"VCPKMT",10,-0.408378270432189
"HSD17B12",10,-0.363054005276507
"KPNA4",10,-0.054137998250994
"ABHD3",10,-0.37162147287624
"HCFC1",10,-0.0169838175956339
"F2RL1",10,-0.138941596654524
"FAR1",10,-0.129518510780741
"CCDC28A",10,-0.103524997079128
"LAMTOR3",10,-0.2081083918517
"USP15",10,-0.414713610679832
"FBXO33",10,-0.137288835656362
"ST8SIA4",10,-0.162603188387
"USP38",10,-0.286233970765192
"HMGCR",10,-0.154071151789697
"SLMAP",10,-0.276621660554025
"PDPK1",10,-0.129817048316641
"ELF2",10,-0.0398190035587778
"TMEM55A",10,-0.180960314696858
"AKTIP",10,-0.0164598449618083
"GNAI3",10,0.116950338314548
"FEM1C",10,-0.111086917440205
"GPCPD1",10,-0.20212604560639
"CLEC7A",10,-0.415972871246772
"RB1CC1",10,-0.0635296274136502
"HSDL2",10,0.16913325404087
"ARHGAP21",10,-0.202733801507775
"ARFIP1",10,-0.0565348238753843
"TMEM167B",10,-0.196332916540938
"CHMP5",10,-0.351039897532705
"DHPS",10,0.280567415479681
"GPR160",10,-0.0431748260107665
"IPO11",10,-0.160915689017972
"CCNG2",10,-0.193895533729109
"YARS",10,-0.238013930512365
"XRN1",10,-0.456911922102632
"PHF20L1",10,-0.0409173729206795
"C11ORF54",10,0.0204997590809917
"GGNBP2",10,0.00256898340225168
"TMEM216",10,-0.249141459485948
"TBK1",10,0.01988769750914
"MTIF3",10,-0.311849410837969
"ZFP36L2",10,0.0839360253786
"MAP3K8",10,-0.455715053398693
"COA1",10,-0.253206324383313
"MFSD14B",10,-0.0213528361702544
"RMI1",10,-0.281617602475089
"IKBIP",10,-0.0216330516093871
"SLU7",10,0.442882681410446
"RP2",10,-0.121769163973768
"RSBN1L",10,-0.0809911178498269
"CLK4",10,-0.36106768268859
"CRIPT",10,-0.0914183611314435
"VCPIP1",10,-0.31635717003882
"TBCC",10,-0.162723412442911
"SCYL2",10,-0.277484587112793
"NUFIP2",10,-0.426849980695055
"FBXO18",10,-0.046850763939295
"GOLGA3",10,0.136544356571495
"OGFRL1",10,-0.083166311455737
"DDIT3",10,-0.049391151924294
"JKAMP",10,-0.289976006575378
"SIAH1",10,-0.205007874229991
"CYSLTR1",10,-0.0596113729681533
"TBC1D15",10,-0.0897274586686106
"TICAM1",10,0.0363438808482239
"STIP1",10,0.367041636215436
"BTBD10",10,0.0112201722699904
"PTPA",10,0.300325077897746
"CASP8",10,-0.150761461950835
"ZDHHC17",10,-0.296726095960314
"CHUK",10,0.000477174316045473
"PCF11",10,-0.195980258474419
"USMG5",10,-0.227113048389459
"DCXR",10,0.131101319972314
"ING3",10,-0.0706015952642659
"PCCB",10,0.160525127535863
"PRKAG2",10,-0.170243177343328
"DDRGK1",10,0.125105974673507
"TMEM165",10,-0.417218948286136
"TNFAIP3",10,0.0795073307437359
"AP3S1",10,-0.197600033988876
"BOP1",10,-0.297470802253495
"HEATR1",10,-0.290535963844539
"PGM2",10,-0.0110304514435484
"PPM1D",10,-0.326365575368577
"CSGALNACT1",10,0.188580054654835
"FAM189B",10,-0.120625804228775
