"gene","module","kME"
"HBG2",6,0.313906702640127
"HBG1",6,0.248560955472497
"ALAS2",6,0.086054045098278
"DEFA1",12,0.0722409948103897
"DEFA3",12,0.0685973177929001
"RPS15A",3,-0.564920555326292
"HBD",6,-0.0112138848427008
"RPL27",4,-0.570098756025994
"DEFA1B",12,0.0486381343346282
"SLC25A39",6,0.350289089912636
"RPS10",4,-0.546887328695958
"H3F3AP4",1,0.0254900157217545
"RPSA",4,-0.501799850341436
"YBX3",6,0.282455894386472
"GLRX5",6,0.0203054446642133
"RPS28",11,-0.23172127431148
"AHSP",6,0.0816813865711888
"RPL39",3,-0.521930401067184
"RPS17",4,-0.538051473250451
"CDC14B",3,0.49288876156042
"RPS3A",3,-0.586090385953879
"SNCA",6,0.174034415298937
"RGS2",8,0.235847118661865
"RPL35A",4,-0.453883777879481
"RPS3",4,-0.524516114495059
"MKRN1",6,0.33854201440377
"RPS14",4,-0.537746691752167
"CDAN1",1,-0.151748907111426
"SPTLC1",1,-0.139998922683755
"R3HDM4",6,0.653646170293766
"GYPC",6,0.36984710874313
"FAM46C",6,0.101923881733949
"IFITM3",17,0.325729733089929
"CCL5",5,-0.184687452437715
"MX1",17,0.077309016818132
"GPX1",6,0.321715538171071
"RPS15",11,-0.313204974802745
"SPRYD3",18,0.107574700142795
"AIRE",1,-0.162856200120513
"RPL17",4,-0.556453137047931
"PNPT1",1,-0.101266592117376
"HLA-DRA",5,-0.124270034002801
"LCP1",4,0.494641203553594
"RPL10A",4,-0.551710771274653
"RPL11",3,-0.654022490538638
"RPL18A",4,-0.653546788936031
"ALOX5AP",2,0.478209935991808
"SMAP2",2,0.399962774275292
"RPS11",4,-0.575650627617119
"BASP1",13,0.779997135032752
"S100A4",1,0.270361670039102
"GUK1",6,0.233526568681293
"RPL19",4,-0.396283507367358
"IFITM2",3,0.567477594110633
"SLC44A4",1,-0.0939831426694561
"RPLP1",11,-0.426254371760843
"RPL7L1",1,-0.203037745526964
"FKTN",1,-0.071514241325814
"DMC1",15,-0.0313643312252031
"RPL41",4,-0.364777029877691
"OCIAD1",1,-0.0912466117188237
"RPS5",4,-0.512244494256578
"ACTG1",1,0.436781068288294
"RPL12",4,-0.343927682944198
"SLC25A37",6,0.422085623477523
"RPL9",3,-0.404262637288712
"RPL18",9,-0.607025971499263
"RPS6",3,-0.64347941934515
"SOD2",2,0.55845589766478
"ITGB2",3,0.452234925746153
"RPL8",4,-0.431620912115684
"CSF3R",2,0.110955496953145
"ALPL",4,0.379642333056845
"NLRP8",1,-0.187782035127887
"RPL37A",11,-0.270165957147642
"RPL30",4,-0.450245735539382
"RPS25",4,-0.63663421021047
"RPL23AP64",1,-0.227053767487164
"FCN1",15,-0.0265236063843649
"RPL27A",4,-0.668422245944079
"UBB",1,0.051586081905086
"IL18",1,-0.194195322087078
"NCOA4",6,0.262469015342771
"FAM213A",1,-0.0894654250924149
"CDKN2AIPNL",15,-0.291925633974552
"CD14",3,-0.0393525810912241
"RPS27",4,-0.278800337764776
"GABPB2",1,-0.0599538523479861
"RNASET2",2,0.204095616039806
"BCL2L1",6,0.415628082776854
"MYL6",1,0.174500328429543
"INIP",1,-0.088980468842206
"AOC4P",15,-0.0914022116702781
"RPL38",4,-0.432035950912123
"GSPT1",6,0.16228838193458
"TSPO",15,0.0977403731113895
"B2M",1,-0.0474511583480974
"SRGN",1,0.0531067132655629
"MYL12A",7,0.263971735713064
"MCM8",1,-0.027417398542868
"HBM",6,0.128395119769852
"LILRB1",1,-0.179113925584372
"ZNF430",1,-0.0755010383664604
"RPS16",13,-0.657613116395145
"FAU",4,-0.452785708169735
"ACTB",3,0.680624007034504
"FPR1",2,0.561452950541144
"CST3",8,0.33904838836459
"STRADB",6,0.235205223447895
"RPS20",3,-0.580167125969477
"SHCBP1",1,-0.148015092643925
"IL10",1,-0.110015768392093
"MSRB1",2,0.633510898002568
"HCLS1",2,0.655988719078064
"DTWD2",1,-0.0875337938448302
"AQP9",2,0.385056151800175
"TAGLN2",2,0.763686344605374
"TALDO1",2,0.680639679689161
"EEF1B2",3,-0.66267729123705
"RPS27A",4,-0.55376403288443
"PROK2",2,0.197483725473013
"UBC",4,0.507756421134505
"ATP5EP2",1,-0.192128196995829
"CD52",4,-0.388091339066116
"FCGR3B",1,0.0822122305336512
"RPS19",3,-0.604905748159211
"ASCC2",6,0.257201110828477
"PPA2",1,-0.128500114918612
"SLC16A12",1,-0.0996806982436313
"USP49",1,-0.0672834440810832
"GLTSCR2",5,-0.336162740578883
