"gene","module","kME"
"COL1A2",9,NA
"TGFA",2,NA
"EAF1",1,NA
"SNED1",3,NA
"GM17137",7,NA
"MEIS1",13,NA
"GM2420",3,NA
"TUBA4A",3,NA
"MIR17HG",2,NA
"ICAM2",2,NA
"TNXB",2,NA
"CYS1",1,NA
"SMNDC1",1,NA
"IRF5",2,NA
"PTPRB",1,NA
"FXYD7",1,NA
"AQP5",1,NA
"TPCN2",2,NA
"SPEER4B",7,NA
"CEACAM1",2,NA
"RNF19A",1,NA
"POLR3F",1,NA
"CYP26B1",3,NA
"MCTP2",4,NA
"MUC6",2,NA
"CNKSR1",1,NA
"FXR1",1,NA
"GM15414",6,NA
"MTBP",3,NA
"GM20515",2,NA
"MYD88",2,NA
"DNM3OS",7,NA
"MFSD2A",9,NA
"DES",1,NA
"GPR37",1,NA
"HPCAL1",3,NA
"HCRTR2",4,NA
"GM15813",6,NA
"SLC16A13",4,NA
"GABRR2",1,NA
"PDE3A",2,NA
"EOMES",13,NA
"SH2D3C",4,NA
"TEAD4",2,NA
"NUP43",3,NA
"ELMSAN1",4,NA
"USP18",2,NA
"STAB1",2,NA
"FAM179A",2,NA
"4931429I11RIK",1,NA
"MOG",3,NA
"MLF1",4,NA
"SYTL4",8,NA
"MALL",2,NA
"GM7347",2,NA
"CFP",1,NA
"BMF",3,NA
"TIPARP",12,NA
"MOXD1",1,NA
"IKBKE",2,NA
"NXF7",1,NA
"GM14421",1,NA
"TRMT44",1,NA
"GNG7",11,NA
"AI606181",1,NA
"F630028O10RIK",2,NA
"RASGRP2",11,NA
"TRIM25",2,NA
"SAMD4",4,NA
"C4A",2,NA
"MDFIC",3,NA
"BC030499",6,NA
"FAM163B",3,NA
"POLG2",2,NA
"MAPKAPK3",2,NA
"GIMAP8",3,NA
"CLIC4",2,NA
"AOX1",1,NA
"TYROBP",2,NA
"RPS27L",1,NA
"PLK-PS1",1,NA
"PCSK2OS2",3,NA
"HAPLN2",2,NA
"FAT4",4,NA
"DOCK8",2,NA
"MYNN",1,NA
"CAR13",3,NA
"GPR182",1,NA
"ZFP281",4,NA
"C8B",4,NA
"SWAP70",2,NA
"DACH2",1,NA
"SH3BP2",2,NA
"H2-K1",2,NA
"HBA-A1",1,NA
"MAFK",4,NA
"NR6A1",4,NA
"TEC",4,NA
"GPRC5A",4,NA
"HRH1",6,NA
"ABCC12",1,NA
"GM17024",3,NA
"KATNBL1",1,NA
"KDM6B",4,NA
"EPHX1",3,NA
"LRRC3",1,NA
"TYW5",1,NA
"GM26175",5,NA
"SLC6A13",9,NA
"SNORD13",3,NA
"SYNPO2",4,NA
"ALOX12B",2,NA
"IFITM1",2,NA
"GM11539",5,NA
"RAB39",4,NA
"A230004M16RIK",3,NA
"FDPS",3,NA
"HIST1H1E",3,NA
"HEATR9",2,NA
"IGSF3",1,NA
"RASD1",12,NA
"STMN1",3,NA
"COL2A1",3,NA
"GM9930",6,NA
"NPTXR",3,NA
"COL24A1",3,NA
"OAF",2,NA
"TUBA1A",3,NA
"COL11A1",2,NA
"CCDC81",1,NA
"FILIP1",4,NA
"TAGLN3",3,NA
"SPRY4",1,NA
"PLD4",3,NA
"DDX60",3,NA
"SALL3",6,NA
"GRASP",1,NA
"RIPK1",2,NA
"BLOC1S4",1,NA
"PPP1R13L",4,NA
"COL6A2",1,NA
"IFFO2",4,NA
"A730018C14RIK",1,NA
"GM15542",1,NA
"RPL38-PS2",5,NA
"FBXO42",1,NA
"IL1R1",2,NA
"UNC13A",3,NA
"ACAN",4,NA
"TBX18",3,NA
"FBLIM1",2,NA
"IFITM2",2,NA
"LTBR",2,NA
"TNFRSF18",6,NA
"ISLR2",3,NA
"MGST1",2,NA
"PCSK4",1,NA
"IFIT3",2,NA
"RBM47",2,NA
"ZKSCAN17",1,NA
"CTH",1,NA
"DUSP4",6,NA
"TMEM255A",8,NA
"OPRK1",6,NA
"COL18A1",2,NA
"NFAM1",2,NA
"PLSCR1",2,NA
"5530401A14RIK",6,NA
"TEAD1",3,NA
"SNX18",4,NA
"RPRML",3,NA
"LRRC25",2,NA
"TMEM132E",8,NA
"CD38",2,NA
"LEPR",2,NA
"GM14415",1,NA
"CCNO",4,NA
"SLC4A11",1,NA
"PCSK1",3,NA
"KCNQ1",7,NA
"FAM126B",1,NA
"1300017J02RIK",2,NA
"ONECUT2",4,NA
"DUSP11",1,NA
"SEC61A1",1,NA
"RIPK4",12,NA
"COL9A3",9,NA
"SLC6A12",1,NA
"RND1",4,NA
"TRIP10",4,NA
"PTPN12",1,NA
"GM12892",5,NA
"RBM39",1,NA
"ZBTB39",1,NA
"MOCOS",4,NA
"BAK1",1,NA
"GM11627",3,NA
"DAP",2,NA
"GAP43",3,NA
"RPL31-PS12",5,NA
"TESC",3,NA
"GUCY2G",3,NA
"DUSP6",6,NA
"CHUK",1,NA
"TRPM6",3,NA
"ADAMTSL4",2,NA
"CPA6",13,NA
"MTFP1",3,NA
"GM4604",5,NA
"SLC22A21",4,NA
"TUBB4A",3,NA
"BCAS3OS1",2,NA
"UACA",2,NA
"TGFB1",3,NA
"OACYL",2,NA
"PLCG2",2,NA
"FAM46C",9,NA
"LY9",2,NA
"VASP",2,NA
"IGF2",3,NA
"ASTN2",1,NA
"PPFIBP2",2,NA
"MARVELD3",4,NA
"NEXN",7,NA
"LYSMD3",4,NA
"IGSF21",3,NA
"FXYD4",1,NA
"NUPR1",1,NA
"ANTXR2",2,NA
"NUP62",1,NA
"CHST3",4,NA
"LIN9",1,NA
"HSF5",1,NA
"GM26315",5,NA
"4930419G24RIK",6,NA
"GBP5",2,NA
"NKTR",3,NA
"MICALL2",2,NA
"IQGAP1",2,NA
"STC1",2,NA
"DACT3",3,NA
"SRXN1",1,NA
"CRY1",1,NA
"RPL39-PS",5,NA
"BAHD1",1,NA
"PISD-PS2",2,NA
"FAM131A",3,NA
"B430306N03RIK",4,NA
"CNN1",4,NA
"PADI2",1,NA
"PARP9",2,NA
"ALDH8A1",1,NA
"MSLNL",1,NA
"PSMB8",2,NA
"XKR6",3,NA
"PPP1R18",2,NA
"SEMA4C",4,NA
"GRHL1",4,NA
"C1QL1",3,NA
"PIM1",2,NA
"GM13389",6,NA
"CLDN23",4,NA
"CALD1",2,NA
"GM11245",6,NA
"DDX58",2,NA
"ARHGAP28",2,NA
"AMY1",1,NA
"ARHGAP30",1,NA
"SEZ6",1,NA
"SPSB1",4,NA
"HIST1H2BB",4,NA
"SLCO1C1",1,NA
"SNAPC4",1,NA
"MYO1C",2,NA
"MT-ND2",3,NA
"ARMCX5",1,NA
"PPP1R1B",11,NA
"CACYBP",1,NA
"POLQ",7,NA
"RYK",1,NA
"BHLHE22",2,NA
"NHLRC3",1,NA
"F11R",6,NA
"PRKX",4,NA
"RASGEF1B",6,NA
"GM20469",6,NA
"TMEM88B",2,NA
"CDC14A",2,NA
"SYT6",13,NA
"GPR34",4,NA
"CFH",2,NA
"ANKRD13A",1,NA
"RDH5",3,NA
"GREB1",10,NA
"MAG",1,NA
"PER1",4,NA
"PLA1A",2,NA
"HN1L",2,NA
"KCNG1",2,NA
"GM12429",7,NA
"SORBS2OS",7,NA
"SPRTN",1,NA
"HTR2B",3,NA
"EMP3",2,NA
"CLSPN",9,NA
"OSGIN2",1,NA
"EDNRB",2,NA
"TRAF3",1,NA
"MX1",2,NA
"LSM11",1,NA
"IGFBPL1",13,NA
"ST14",2,NA
"PTGER4",7,NA
"GM22710",5,NA
"GPR26",1,NA
"GM13872",7,NA
"FIGN",1,NA
"GAS5",1,NA
"RASSF1",4,NA
"PELI1",1,NA
"MEX3D",4,NA
"FAS",4,NA
"ICAM5",3,NA
"ABCC10",10,NA
"NOP58",1,NA
"NKX3-1",6,NA
"RRH",4,NA
"ELK3",2,NA
"CFLAR",2,NA
"4933427I04RIK",1,NA
"TCHH",3,NA
"RAPGEF4OS3",7,NA
"TRAIP",12,NA
"SLC15A1",4,NA
"GBX1",8,NA
"GM9817",1,NA
"ARAP3",2,NA
"CDC42EP1",2,NA
"GLB1L2",4,NA
"BCAS1",6,NA
"PLLP",1,NA
"RN7SK",3,NA
"RBM12B1",3,NA
"ST8SIA2",4,NA
"HEATR2",4,NA
"ISLR",3,NA
"ITGA6",2,NA
"DRC7",9,NA
"LIN28B",1,NA
"DDR2",2,NA
"LMNA",4,NA
"GM15521",6,NA
"NEUROD6",3,NA
"ASIC4",11,NA
"PHLDA1",4,NA
"NID2",2,NA
"GM5607",8,NA
"ROBO3",3,NA
"LAMA4",2,NA
"GM3896",6,NA
"DOK2",2,NA
"FUT7",1,NA
"TLR7",7,NA
"IL18RAP",2,NA
"SNORA16A",5,NA
"SERPINA3G",1,NA
"HMGCS2",2,NA
"NWD2",4,NA
"ADM",2,NA
"RAB40C",1,NA
"6330403K07RIK",3,NA
"HELZ2",2,NA
"4921524J17RIK",1,NA
"SMAD7",4,NA
"3930402G23RIK",4,NA
"GZMM",4,NA
"TMSB10",5,NA
"KLHDC4",1,NA
"GM1821",5,NA
"KLHL1",1,NA
"RAD51AP2",3,NA
"GM7120",0,NA
"AB124611",3,NA
"ZMYM5",1,NA
"FZD8",4,NA
"FNDC3B",4,NA
"PDE1B",11,NA
"H3F3B",4,NA
"ADAMTS8",4,NA
"RASL2-9",1,NA
"PAWR",1,NA
"SPARC",8,NA
"CRABP2",1,NA
"SMAD6",1,NA
"GUCY2E",4,NA
"HRK",2,NA
"OSM",2,NA
"PHF12",1,NA
"HCN4",4,NA
"NOXA1",1,NA
"DNTTIP2",1,NA
"RCN3",1,NA
"TRHR",4,NA
"CIART",4,NA
"GM20705",6,NA
"SLC12A7",2,NA
"ADCY5",11,NA
"PRKRIP1",1,NA
"PLXNA4OS2",7,NA
"A730011C13RIK",4,NA
"EPHB4",2,NA
"MST1",7,NA
"MTF1",1,NA
"GM19932",3,NA
"GM12369",6,NA
"EIF1AD",1,NA
"ATP10A",4,NA
"CASP8",2,NA
"RTL1",4,NA
"PTCH2",4,NA
"UNC13C",11,NA
"IFRD1",3,NA
"VWA5A",2,NA
"BRIX1",1,NA
"BCL11B",2,NA
"SMC4",1,NA
"GM8129",5,NA
"NRGN",3,NA
"ID1",2,NA
"PDLIM4",2,NA
"MLKL",2,NA
"ADRA2C",3,NA
"TRIB1",2,NA
"NUP93",1,NA
"TUBA1B",3,NA
"HMGB2",4,NA
"GM6611",2,NA
"RABGGTB",1,NA
"NNAT",8,NA
"MCAM",2,NA
"ADRA2A",3,NA
"DEF6",4,NA
"FBXL14",1,NA
"PLK4",1,NA
"NPM3",1,NA
"RBM15",1,NA
"CD300LB",2,NA
"SLAMF8",2,NA
"GCNT1",2,NA
"GM10287",6,NA
"DIS3",1,NA
"ZFHX3",11,NA
"CAST",3,NA
"FERMT1",2,NA
"WFDC1",1,NA
"KLHDC7A",3,NA
"GABPB1",1,NA
"BTBD7",1,NA
"EZR",10,NA
"RNPC3",7,NA
"MMP21",2,NA
"FGD5",2,NA
"GM8855",6,NA
"A4GALT",3,NA
"2810468N07RIK",3,NA
"MTMR11",2,NA
"RSPO1",1,NA
"FKBP4",1,NA
"SIGIRR",2,NA
"UNC5B",1,NA
"ZFP777",1,NA
"NECAB2",8,NA
"MAP10",1,NA
"GABPA",1,NA
"ABCC3",2,NA
"GALNT9",3,NA
"MMP23",1,NA
"C230034O21RIK",4,NA
"IER3",2,NA
"GNAI3",1,NA
"GSE1",1,NA
"XIRP2",6,NA
"1810026J23RIK",1,NA
"ZBTB43",1,NA
"HMCN1",1,NA
"PHF21B",5,NA
"ENPP6",3,NA
"ANXA3",2,NA
"SLC7A5",1,NA
"TOB2",4,NA
"IL4I1",4,NA
"EDRF1",1,NA
"VEZF1",1,NA
"RS1",5,NA
"PAQR3",1,NA
"RANBP3L",4,NA
"RIPK3",2,NA
"DDC",0,NA
"MAMDC2",2,NA
"CILP2",4,NA
"GM16153",6,NA
"KLK9",2,NA
"ACRBP",2,NA
"PIK3R5",2,NA
"TCIRG1",2,NA
"ATP6AP1L",1,NA
"SHISA3",4,NA
"TST",3,NA
"C1QTNF4",3,NA
"MYO1G",2,NA
"FCGR3",2,NA
"SLFN4",2,NA
"AMOTL1",2,NA
"ZBTB33",1,NA
"MACROD2OS1",1,NA
"GM16347",10,NA
"CCNT1",1,NA
"MECOM",2,NA
"H2-Q4",2,NA
"PRELP",1,NA
"YTHDF2",1,NA
"ERO1L",1,NA
"BAZ2A",1,NA
"L1CAM",3,NA
"GSG1L",2,NA
"SDK2",3,NA
"GM10073",5,NA
"HSPB8",1,NA
"AJUBA",1,NA
"ACER2",1,NA
"EHD4",2,NA
"PLEKHG2",2,NA
"SERTAD1",1,NA
"GM5415",6,NA
"ACOT10",6,NA
"GM10136",5,NA
"IKZF4",1,NA
"CLDN11",6,NA
"ADAMTS2",9,NA
"GM16586",7,NA
"GM15535",6,NA
"ZBTB46",4,NA
"MIR27B",1,NA
"CMTM5",1,NA
"MMP9",2,NA
"AI413582",3,NA
"TMPRSS9",1,NA
"GPR133",1,NA
"PARD6G",1,NA
"PVRL2",4,NA
"DNMBP",4,NA
"CNTRL",7,NA
"CNN3",1,NA
"FAM83G",4,NA
"IGSF10",2,NA
"EQTN",10,NA
"SMOC2",4,NA
"GJA6",7,NA
"ZBTB10",4,NA
"NLRP6",4,NA
"ADAMTS5",2,NA
"MYCL",3,NA
"GM5844",1,NA
"IIGP1",2,NA
"EPC1",1,NA
"CFAP53",1,NA
"ZCCHC14",1,NA
"ITPKC",4,NA
"RUNX2",1,NA
"DOC2B",1,NA
"KY",2,NA
"1110007C09RIK",2,NA
"EGFL7",2,NA
"RASAL3",6,NA
"MCM10",4,NA
"YRDC",1,NA
"GM4793",4,NA
"A530016L24RIK",1,NA
"TRIM35",1,NA
"SH3TC1",2,NA
"PRC1",7,NA
"COL25A1",1,NA
"TRIM56",2,NA
"AMZ1",3,NA
"GM10471",2,NA
"SLC8A2",3,NA
"AKIRIN1",1,NA
"ARID3C",1,NA
"SOX2",2,NA
"ISL1",11,NA
"GM16238",5,NA
"ESYT3",4,NA
"TNFRSF11A",2,NA
"4933413L06RIK",7,NA
"TENM1",1,NA
"DOCK2",2,NA
"ITIH2",2,NA
"ATG14",1,NA
"CCAR1",1,NA
"GM266",4,NA
"RPL9-PS7",5,NA
"RET",4,NA
"P4HA1",1,NA
"RPL19-PS4",5,NA
"GM12630",7,NA
"TNFRSF25",3,NA
"PCP4L1",11,NA
"GM8730",4,NA
"SPIN4",4,NA
"HIST1H1D",3,NA
"ZFP217",2,NA
"TUBB2A",3,NA
"GM12064",6,NA
"D16ERTD472E",4,NA
"GCC1",1,NA
"USP38",1,NA
"LRRC8E",4,NA
"INHBE",4,NA
"GM15513",7,NA
"APOBR",2,NA
"MYBBP1A",1,NA
"TNFRSF23",2,NA
"CCK",3,NA
"SLCO5A1",4,NA
"FAM222A",4,NA
"CHEK1",4,NA
"PXN",2,NA
"VWA5B1",4,NA
"RGS4",2,NA
"CACNA2D2",8,NA
"RAB32",1,NA
"LYAR",1,NA
"ZFP948",1,NA
"GM15344",4,NA
"RXFP3",4,NA
"GM17709",6,NA
"B4GALT1",4,NA
"GM14204",11,NA
"AU019823",1,NA
"DUSP15",3,NA
"GM14401",1,NA
"MAP4K5",1,NA
"CARS",1,NA
"SCN11A",1,NA
"SLITRK6",1,NA
"RNF122",2,NA
"NOP2",1,NA
"SLC18A1",4,NA
"USH1G",4,NA
"ZFP655",1,NA
"NOTCH4",6,NA
"PTBP3",1,NA
"CALCR",8,NA
"ELTD1",4,NA
"NRG2",4,NA
"IGFALS",2,NA
"CHRM5",8,NA
"TRPC7",8,NA
"CASC1",7,NA
"GM15601",3,NA
"SCN2B",3,NA
"SYT9",3,NA
"GLRA2",11,NA
"NMRK2",4,NA
"GM13459",5,NA
"TSPAN18",4,NA
"IGTP",2,NA
"GPR165",8,NA
"LAMP5",1,NA
"CARTPT",8,NA
"TINAGL1",1,NA
"EIF2AK2",2,NA
"TIRAP",2,NA
"IFI203",2,NA
"GM11750",2,NA
"FOXP3",7,NA
"HFM1",1,NA
"AGPAT2",4,NA
"WDR43",1,NA
"SEC24A",1,NA
"GM12103",3,NA
"NCALD",3,NA
"TRP53",1,NA
"COL22A1",1,NA
"FGFRL1",2,NA
"ZFP189",6,NA
"PRR5L",6,NA
"SCGN",13,NA
"RDH9",1,NA
"SLC28A1",1,NA
"RSL1D1",1,NA
"GPR115",1,NA
"ITGAD",2,NA
"CDCA4",1,NA
"ABCA8A",3,NA
"NR1D1",4,NA
"GM15916",6,NA
"ODF3",1,NA
"ANLN",1,NA
"KCNS2",2,NA
"STAC",4,NA
"GM15835",3,NA
"6820431F20RIK",1,NA
"CRH",1,NA
"RNF138",1,NA
"SNHG12",1,NA
"WNT3",4,NA
"GM17167",4,NA
"GM14630",5,NA
"C8A",1,NA
"PRKCG",3,NA
"SPDEF",4,NA
"ZFP105",1,NA
"MYO5C",5,NA
"LGALS1",2,NA
"GM22442",3,NA
"NECAB3",3,NA
"PRSS12",3,NA
"GM4787",2,NA
"KLHL29",1,NA
"NCF2",2,NA
"ZFP618",1,NA
"PCDHB12",3,NA
"UQCR11",3,NA
"GPR83",1,NA
"ASPHD1",3,NA
"SMIM3",4,NA
"PVALB",3,NA
"GM13361",6,NA
"CDC6",4,NA
"PCDH8",1,NA
"2610005L07RIK",1,NA
"SNCB",3,NA
"BC048546",4,NA
"CASS4",1,NA
"SLC47A1",1,NA
"POLE3",1,NA
"APAF1",1,NA
"MVD",1,NA
"ANKRD34A",1,NA
"PIK3CG",6,NA
"6330419J24RIK",3,NA
"COL16A1",2,NA
"THSD7B",1,NA
"RBM8A",1,NA
"RLF",1,NA
"RANBP6",1,NA
"ARG1",2,NA
"CHRNA2",4,NA
"GM11655",7,NA
"KLHDC8A",1,NA
"ARHGEF19",2,NA
"TGM3",12,NA
"SIS",1,NA
"DBF4",1,NA
"GM12404",4,NA
"SYT17",3,NA
"1700111E14RIK",3,NA
"NPR1",2,NA
"RAPGEF4OS2",7,NA
"OMD",5,NA
"DDX11",2,NA
"1700086L19RIK",1,NA
"SPSB4",4,NA
"PPAPDC1A",1,NA
"OLIG1",1,NA
"BEND7",4,NA
"DKKL1",3,NA
"GM15478",7,NA
"B230325K18RIK",7,NA
"1700022I11RIK",1,NA
"NELL1",3,NA
"ASPA",4,NA
"CEACAM2",3,NA
"PIWIL2",2,NA
"HIF3A",6,NA
"BACH1",4,NA
"CPNE4",2,NA
"CLCA1",4,NA
"NEB",2,NA
"MT-ND1",3,NA
"CNTNAP5A",1,NA
"RWDD4A",1,NA
"LINGO3",6,NA
"SENP1",1,NA
"CAMKV",3,NA
"RTP4",2,NA
"CD48",2,NA
"ST8SIA6",2,NA
"BTK",2,NA
"ASGR1",1,NA
"LMO3",3,NA
"PRR18",3,NA
"GM15577",6,NA
"NTNG2",3,NA
"GM5577",6,NA
"GPR179",2,NA
"CCDC3",1,NA
"ZFP85",4,NA
"LRP2",2,NA
"NRN1",2,NA
"CCDC176",5,NA
"FBLN5",1,NA
"KCNJ5",4,NA
"GM15828",6,NA
"MAP3K8",2,NA
"RAI14",2,NA
"HBA-A2",3,NA
"STMN2",3,NA
"PPP2R2COS",7,NA
"HBB-BS",1,NA
"RSPH4A",4,NA
"GM14827",5,NA
"JPH4",3,NA
"RAD54L2",1,NA
"HS3ST2",3,NA
"FKBP1B",1,NA
"FRMD6",1,NA
"GM13453",5,NA
"ZIK1",1,NA
"RHOC",2,NA
"ZBTB7C",9,NA
"REL",4,NA
"HAGHL",3,NA
"SLC38A2",1,NA
"PLCXD2",2,NA
"SAMSN1",2,NA
"KCNE4",2,NA
"FAM46A",4,NA
"NAA16",1,NA
"RBM12B2",1,NA
"FGD2",4,NA
"HIST3H2BA",7,NA
"GGT6",4,NA
"FTL1",2,NA
"GM17022",4,NA
"ARL14EP",1,NA
"KCNIP2",3,NA
"FAT2",4,NA
"SERPINA3M",2,NA
"NPSR1",4,NA
"A330102I10RIK",6,NA
"ANO6",2,NA
"FGFBP1",9,NA
"RASSF3",2,NA
"FNDC1",12,NA
"ESRRB",1,NA
"HIST2H2BB",1,NA
"GM13380",3,NA
"DNHD1",5,NA
"GM14399",10,NA
"SLC29A4",1,NA
"LRRC19",6,NA
"HIST1H4A",3,NA
"ANPEP",2,NA
"CSPG5",3,NA
"PLEKHF2",4,NA
"GFOD1",1,NA
"LPPR1",11,NA
"GRP",3,NA
"LIMS1",3,NA
"MUC1",2,NA
"GM16316",6,NA
"XAF1",2,NA
"GTF3C4",1,NA
"SLC22A3",1,NA
"RRP1B",10,NA
"GM10475",2,NA
"OAZ1-PS",5,NA
"AK4",2,NA
"SBK1",1,NA
"AAAS",3,NA
"NFKBIE",2,NA
"SNCA",2,NA
"GLB1L3",4,NA
"ERBB2IP",3,NA
"PKP3",2,NA
"DUSP5",4,NA
"D930015M05RIK",4,NA
"IRF7",2,NA
"GM12002",3,NA
"CD46",7,NA
"CLK4",1,NA
"TAB2",1,NA
"BSPRY",1,NA
"1700080N15RIK",6,NA
"PPP1R3B",2,NA
"ACTL6A",1,NA
"ZBTB6",1,NA
"ALPL",1,NA
"TMEM39A",4,NA
"RIMBP3",4,NA
"ING2",1,NA
"ARID4B",1,NA
"SERTAD2",4,NA
"EMX1",6,NA
"SNCAIP",5,NA
"SH2B3",4,NA
"ACTN2",11,NA
"ORC1",7,NA
"GOLGA7B",3,NA
"PGLYRP1",2,NA
"NPL",2,NA
"TSPO",2,NA
"EMILIN3",1,NA
"PTAFR",2,NA
"FGFR1OP",1,NA
"TNFRSF10B",2,NA
"B130006D01RIK",5,NA
"MDM2",1,NA
"PVR",2,NA
"GM14411",1,NA
"NEK10",3,NA
"PZP",1,NA
"GM20517",4,NA
"DTL",1,NA
"4632427E13RIK",3,NA
"CDH19",6,NA
"BCL2A1B",2,NA
"ATG4A",1,NA
"PLAT",4,NA
"ARAP1",2,NA
"2810408M09RIK",1,NA
"ATP5K",3,NA
"GM15834",3,NA
"SOWAHB",4,NA
"RAB3IL1",2,NA
"TACR3",4,NA
"PF4",2,NA
"OLFM2",3,NA
"GM13456",5,NA
"GM3294",4,NA
"INF2",1,NA
"KRT80",3,NA
"MALT1",2,NA
"BC027231",1,NA
"MRC1",2,NA
"CTSL",2,NA
"ST18",6,NA
"MGP",1,NA
"CASP2",1,NA
"GAR1",3,NA
"SOX8",3,NA
"GSDMD",2,NA
"ZFP185",3,NA
"SLC24A1",5,NA
"FEZF2",3,NA
"ERRFI1",4,NA
"DOCK1",2,NA
"SYNGR2",2,NA
"CX3CL1",3,NA
"FYTTD1",1,NA
"YOD1",1,NA
"MIER3",1,NA
"TSC22D2",1,NA
"SKIL",1,NA
"DDN",3,NA
"NRG3OS",10,NA
"SLC35G1",4,NA
"PRPF38B",1,NA
"ATP6V1G2",3,NA
"DUSP3",3,NA
"TRP53INP1",0,NA
"GM10309",7,NA
"ADAM12",2,NA
"GM9575",5,NA
"HTR4",11,NA
"UQCRQ",4,NA
"SLC39A2",6,NA
"DCC",1,NA
"RPS16",1,NA
"PRKD2",2,NA
"PMP22",4,NA
"ZFP57",5,NA
"C030013D06RIK",6,NA
"CALHM2",4,NA
"SHROOM4",2,NA
"ETF1",1,NA
"ZBED3",1,NA
"GRIN1OS",10,NA
"PNP",2,NA
"2810008D09RIK",10,NA
"PDGFB",4,NA
"TCP10A",4,NA
"TMCO4",3,NA
"GM17230",6,NA
"GM15704",4,NA
"MEI4",3,NA
"SLC6A11",8,NA
"ASPRV1",1,NA
"NXPH3",3,NA
"ADAM4",6,NA
"SLFN5",1,NA
"ZFP26",1,NA
"CCDC150",7,NA
"STRIP2",11,NA
"SLC22A4",2,NA
"HES1",12,NA
"ZBTB40",10,NA
"SHISA2",4,NA
"PLEKHH1",3,NA
"ATF4",1,NA
"PDE7B",1,NA
"GPX3",11,NA
"SLC17A6",3,NA
"ANGPTL3",5,NA
"AOC2",1,NA
"GM11839",7,NA
"COLEC12",3,NA
"IL17RB",1,NA
"C1RA",2,NA
"TLR3",2,NA
"FHOD1",2,NA
"SMOC1",3,NA
"RASL11A",4,NA
"TNN",1,NA
"ARHGAP6",8,NA
"ZFP36L1",2,NA
"SF3B4",1,NA
"RHOV",1,NA
"TRBC2",3,NA
"TCEAL5",3,NA
"SHISA4",3,NA
"PTN",3,NA
"AGO4",1,NA
"OVGP1",7,NA
"RAB37",8,NA
"2310047M10RIK",6,NA
"GPR123",3,NA
"GM17205",6,NA
"PAXBP1",7,NA
"LY6H",3,NA
"A430110L20RIK",3,NA
"CSF3",2,NA
"GM12289",3,NA
"SLC6A3",4,NA
"RCN1",1,NA
"LAX1",1,NA
"CHRNA10",13,NA
"PDLIM2",8,NA
"GM12231",5,NA
"THOC6",2,NA
"GNA15",2,NA
"SSTR5",2,NA
"FCGRT",3,NA
"OTUB2",1,NA
"HRCT1",1,NA
"GM10654",7,NA
"KIF20A",1,NA
"PRPF39",3,NA
"SH2D4B",1,NA
"UBQLN1",1,NA
"GSTP1",3,NA
"TEAD3",2,NA
"PRIMA1",2,NA
"FSD1",3,NA
"MBD6",10,NA
"TEX11",1,NA
"MAPK6",1,NA
"MAP3K1",2,NA
"MTCH1",3,NA
"FAM118A",1,NA
"TMBIM1",2,NA
"EFNB3",8,NA
"UGT1A6A",3,NA
"C1QB",2,NA
"RGCC",3,NA
"PSG16",1,NA
"DOK1",1,NA
"GSTP2",5,NA
"OLFML2B",1,NA
"TAF7L",4,NA
"CLCN1",1,NA
"1700060J05RIK",3,NA
"ARHGDIB",2,NA
"4632428N05RIK",3,NA
"UNC45A",1,NA
"BEX2",3,NA
"LYZL4",1,NA
"GSTA3",3,NA
"MR1",9,NA
"CASQ1",4,NA
"FNDC9",4,NA
"BHLHE41",4,NA
"PDRG1",1,NA
"TGFB2",3,NA
"HTR2A",1,NA
"ACCSL",1,NA
"GIMAP4",2,NA
"ACTR5",4,NA
"LAMC3",3,NA
"MT-ND4L",4,NA
"NXPE2",2,NA
"GPR150",1,NA
"ETNK2",4,NA
"ACR",4,NA
"SYNM",3,NA
"JUND",4,NA
"SEMA3B",9,NA
"GM14164",3,NA
"HEBP1",3,NA
"AI504432",1,NA
"AMPD3",2,NA
"BC021891",4,NA
"LZTS3",3,NA
"PARVB",2,NA
"CSRNP3",1,NA
"H2-BL",4,NA
"CTDSP2",1,NA
"GM17477",3,NA
"TRPM3",1,NA
"GM6548",2,NA
"GM11841",1,NA
"INSM1",4,NA
"SLC26A1",1,NA
"GM20696",6,NA
"SRSF2",6,NA
"SYNPR",3,NA
"GM17056",3,NA
"PFKL",3,NA
"VTN",3,NA
"TMEM154",2,NA
"CPN1",4,NA
"E2F3",1,NA
"MAML3",4,NA
"NTNG1",1,NA
"PARP16",4,NA
"ARSB",1,NA
"TDRD1",0,NA
"BC067074",9,NA
"EGR3",3,NA
"TGFB1I1",1,NA
"GM5822",5,NA
"NT5DC1",4,NA
"HIST1H4F",3,NA
"PHF10",1,NA
"TYRO3",3,NA
"NLRC4",4,NA
"SCNN1A",1,NA
"LDHA-PS2",3,NA
"9330158H04RIK",6,NA
"ZFP939",1,NA
"DCDC2B",9,NA
"PARP12",3,NA
"VSNL1",2,NA
"DDIT4L",5,NA
"TEAD2",6,NA
"ADAM17",2,NA
"ZYX",4,NA
"FXYD6",3,NA
"POPDC3",1,NA
"TTC9B",3,NA
"KCNH4",4,NA
"PQLC3",7,NA
"ZIC2",1,NA
"HBS1L",1,NA
"MYLIP",1,NA
"1500012F01RIK",1,NA
"HPDL",6,NA
"ZFP654",1,NA
"UHRF1BP1",1,NA
"TEK",6,NA
"PERP",4,NA
"ZFP410",1,NA
"SLC26A7",3,NA
"QTRTD1",1,NA
"SLC12A3",2,NA
"SLC23A1",5,NA
