names,scores,logfoldchanges,pvals,pvals_adj,cell_type
CALR,14.052375,2.0301578,7.449306611248797e-45,3.2692335584556246e-43,GABAergic
P2RX4,14.034039,2.942264,9.649659911281733e-45,4.2254788567068124e-43,GABAergic
TREM2,13.988652,2.2546875,1.828450025004933e-44,7.953555793095409e-43,GABAergic
ZFAND5,13.957426,1.6279758,2.8348755864327377e-44,1.2304234235827556e-42,GABAergic
PHLDA1,13.953791,3.115326,2.9832002573894246e-44,1.291955188392497e-42,GABAergic
MS4A6B,13.949935,1.241609,3.148920558177086e-44,1.360734201729813e-42,GABAergic
CCNL1,13.92024,1.6105384,4.772967157324512e-44,2.0535222234733515e-42,GABAergic
MARCKSL1,13.919824,2.4719937,4.800861384890611e-44,2.0610233897444334e-42,GABAergic
FCGR4,13.914944,2.2617254,5.140011074607943e-44,2.2018243092423805e-42,GABAergic
SRSF7,13.91151,1.2244954,5.392812323666423e-44,2.3051055713198884e-42,GABAergic
BCL2A1A,13.828393,2.8881164,1.7181710483400436e-43,7.265356332090248e-42,GABAergic
IL10RB,13.769814,1.5601264,3.87211184602844e-43,1.6199567712524503e-41,GABAergic
TPM4,13.736725,1.3304704,6.118136008873093e-43,2.554192162178905e-41,GABAergic
RNF149,13.686008,1.9067264,1.2308723390204563e-42,5.063536417619643e-41,GABAergic
LY86,13.633643,1.8650014,2.526459974594389e-42,1.0371644541538007e-40,GABAergic
EVI2A,13.605012,1.620039,3.739060191550571e-42,1.525428179596356e-40,GABAergic
ANXA3,13.600352,1.7629895,3.985108717353099e-42,1.622449737095926e-40,GABAergic
YWHAH,13.595928,1.3706506,4.2335556058046176e-42,1.7129817908086239e-40,GABAergic
ACTG1,13.561664,3.5736325,6.758595288811917e-42,2.717920819715078e-40,GABAergic
CLEC4N,13.514031,6.2478766,1.2924586383239278e-41,5.155444831613968e-40,GABAergic
ZEB2,13.455126,1.6306242,2.8725015390073165e-41,1.1388861735641684e-39,GABAergic
MAT2A,13.450589,1.476437,3.054280913135007e-41,1.2085262127173759e-39,GABAergic
SIRPA,13.443352,1.860786,3.368290016042435e-41,1.330103301926176e-39,GABAergic
IER5,13.440582,1.2027054,3.496740504624189e-41,1.378065432872393e-39,GABAergic
CYFIP1,13.438084,1.9542189,3.6168353457651263e-41,1.4225497103453456e-39,GABAergic
XBP1,13.41964,1.3811375,4.639644712053637e-41,1.8211991842832058e-39,GABAergic
TNF,13.418002,2.534894,4.743314841100042e-41,1.858191231488595e-39,GABAergic
SLC7A11,13.416156,3.1367562,4.862930427889378e-41,1.9012707159039718e-39,GABAergic
CLEC5A,13.375008,2.8792906,8.464532271239783e-41,3.302843730787721e-39,GABAergic
ZFP36,13.336775,1.1336259,1.4144836995681003e-40,5.497515049307578e-39,GABAergic
APBB1IP,13.328456,1.7217906,1.581367744616102e-40,6.134025867649663e-39,GABAergic
ARPC5,13.315539,1.2854793,1.880105144312605e-40,7.264210170329388e-39,GABAergic
ANXA5,13.293482,1.6096694,2.5254705983779446e-40,9.681789521602607e-39,GABAergic
NRROS,13.261637,1.5825645,3.863679074422701e-40,1.4783261390582393e-38,GABAergic
ABHD12,13.157362,2.1048617,1.5438210517903964e-39,5.872778730797252e-38,GABAergic
CNIH4,13.153118,1.2034796,1.632980050809982e-39,6.19997531815235e-38,GABAergic
FYB,13.13087,1.5538201,2.1912469333039483e-39,8.287623957918292e-38,GABAergic
SKAP2,13.075268,1.2885076,4.5595258920183705e-39,1.7146079714164502e-37,GABAergic
ARG1,13.057618,15.018034,5.74988633631648e-39,2.1581240048974522e-37,GABAergic
CARD19,12.978479,1.538625,1.6206722076181677e-38,5.980401844778276e-37,GABAergic
LCP1,12.924008,0.9213302,3.295168718162239e-38,1.2091489681822517e-36,GABAergic
CORO1A,12.889755,0.30682808,5.140693966102136e-38,1.8793575992957808e-36,GABAergic
POR,12.833191,2.0736873,1.0687043211291849e-37,3.8569264922803275e-36,GABAergic
LRRC25,12.738501,2.1162713,3.612704451520179e-37,1.280365849230308e-35,GABAergic
HN1,12.702182,1.0621886,5.7504061228157815e-37,2.0306765707900533e-35,GABAergic
SDF2L1,12.678487,1.5049014,7.781995380891637e-37,2.74318817496368e-35,GABAergic
ALOX5AP,12.670348,1.1405823,8.633047727023427e-37,3.0377536689463684e-35,GABAergic
RAP1B,12.667545,1.3604113,8.947066155902465e-37,3.142637051730091e-35,GABAergic
IFNGR2,12.535974,1.7856282,4.745008108976981e-36,1.6432405059295505e-34,GABAergic
CEBPB,12.52389,1.7030363,5.5259544758060345e-36,1.9103321569431213e-34,GABAergic
ADAMTS1,12.481936,2.3074884,9.368059780165349e-36,3.2048197563916354e-34,GABAergic
IFI204,12.433482,1.5424678,1.7197600188930856e-35,5.852827490896071e-34,GABAergic
PSMB8,12.370051,0.6973984,3.795766613135212e-35,1.2829430722440712e-33,GABAergic
RPLP0,12.349694,1.9278592,4.889685835158401e-35,1.6442194433753635e-33,GABAergic
P4HB,12.313116,1.2409902,7.699197901556913e-35,2.5757673115480298e-33,GABAergic
CLEC4D,12.305569,3.649659,8.453887035901048e-35,2.818677564169715e-33,GABAergic
RHOB,12.287648,1.384876,1.0553159222804385e-34,3.50674540447488e-33,GABAergic
PKM,12.252899,2.7412674,1.6209536274862635e-34,5.368217013380979e-33,GABAergic
IFNGR1,12.218156,1.2058653,2.4866094688245775e-34,8.221248252212802e-33,GABAergic
TMEM106A,12.181618,2.3184216,3.894808263407812e-34,1.279119947174182e-32,GABAergic
ASAH1,12.137987,1.3178208,6.644051150142339e-34,2.1711613252662487e-32,GABAergic
DNAJB11,12.118193,1.3136077,8.460459630538766e-34,2.751045495375683e-32,GABAergic
LAT2,12.091886,1.666593,1.1657964134884825e-33,3.7782924881234453e-32,GABAergic
IRF5,12.080916,1.4401464,1.3322666939873645e-33,4.296614599839774e-32,GABAergic
VIM,12.064544,1.2827008,1.6256087108285903e-33,5.225549697696146e-32,GABAergic
CITED2,12.054334,1.8918309,1.8401382437340728e-33,5.89592261671218e-32,GABAergic
TUBB5,12.034753,0.26465404,2.3333054122122372e-33,7.451828711125143e-32,GABAergic
ARPC4,11.97466,1.0099617,4.8240976702722496e-33,1.5233789197550428e-31,GABAergic
MANF,11.897058,1.4896685,1.2259369608777015e-32,3.8528050740183587e-31,GABAergic
PDIA3,11.882486,1.83565,1.4596067985806764e-32,4.572583778383502e-31,GABAergic
SEC11A,11.855071,1.113458,2.0255299464688984e-32,6.32536728925034e-31,GABAergic
ITGAM,11.8395195,1.869463,2.4384488100869107e-32,7.590779431716047e-31,GABAergic
STT3A,11.785821,1.4559981,4.6189960803308576e-32,1.4310899019326972e-30,GABAergic
CYTH4,11.768677,1.4652485,5.66053541201481e-32,1.7482891895572387e-30,GABAergic
NOP56,11.758794,1.661516,6.363704823916726e-32,1.9623912919449e-30,GABAergic
NCF4,11.716829,1.0277953,1.0451083705341403e-31,3.207766423890224e-30,GABAergic
WFDC17,11.676851,3.362253,1.673808756135292e-31,5.129455915963597e-30,GABAergic
CD83,11.631122,2.6938949,2.8630946147637605e-31,8.692955220942974e-30,GABAergic
CD48,11.622381,0.90159625,3.17170749670213e-31,9.61515326500238e-30,GABAergic
LYN,11.608468,1.2450063,3.7324210977223504e-31,1.1297597193643457e-29,GABAergic
LRRFIP1,11.498301,1.4929917,1.3453847689521458e-30,4.047451430870539e-29,GABAergic
ANXA2,11.488175,1.1958516,1.5127363095603167e-30,4.5439739298606767e-29,GABAergic
HNRNPDL,11.444168,1.331719,2.5150651004110143e-30,7.497633555763848e-29,GABAergic
ERP29,11.418419,1.0023286,3.383349320353771e-30,1.0070830567608922e-28,GABAergic
NFIL3,11.40934,2.649849,3.75568050763916e-30,1.1162245007998437e-28,GABAergic
RCAN1,11.330128,3.419635,9.306889423425522e-30,2.745393055218562e-28,GABAergic
TRA2B,11.280942,0.9662454,1.6299064122743252e-29,4.77225941365016e-28,GABAergic
BTG2,11.280616,1.0069805,1.6359662203486523e-29,4.782895307413975e-28,GABAergic
TGFB1,11.252981,1.4472202,2.2389452535829816e-29,6.526392932226724e-28,GABAergic
BIN2,11.22937,1.103781,2.925554490170119e-29,8.51522174723814e-28,GABAergic
HEXA,11.201347,1.2374418,4.0157902062876097e-29,1.1585819328681896e-27,GABAergic
SAMSN1,11.098361,1.4544948,1.2776498628126534e-28,3.654004433486696e-27,GABAergic
ITGA5,11.095761,3.6210968,1.3153571862768106e-28,3.75639323993979e-27,GABAergic
ARRB2,11.043463,1.2125052,2.357674555929075e-28,6.665419960485282e-27,GABAergic
MRPL52,11.02135,1.076307,3.015040628016104e-28,8.487339367865334e-27,GABAergic
CORO1C,11.00115,1.8678664,3.772901654674483e-28,1.0575395036324422e-26,GABAergic
AIF1,10.961172,1.3485173,5.873362687563795e-28,1.6346696576051495e-26,GABAergic
VAV1,10.951239,1.9275451,6.554535803932318e-28,1.8216802259024868e-26,GABAergic
CSF1,10.934562,3.8596146,7.878572657380727e-28,2.1865813269533412e-26,GABAergic
ELOVL1,10.932643,1.4467039,8.047034764812373e-28,2.2301943746923742e-26,GABAergic
PTPN6,10.926857,0.92363954,8.576814154367838e-28,2.373681501570481e-26,GABAergic
CERS2,10.926254,1.204178,8.633905960770372e-28,2.3861306726084176e-26,GABAergic
GNGT2,10.918381,0.624834,9.415978303652937e-28,2.598625384782649e-26,GABAergic
MILR1,10.914215,1.571102,9.857661262275452e-28,2.716716296127801e-26,GABAergic
AA467197,10.898191,4.3884797,1.1757037382714969e-27,3.2311355875369376e-26,GABAergic
DDX39,10.787636,1.2266498,3.937896829594833e-27,1.067348789919755e-25,GABAergic
IFRD1,10.7788105,1.7256998,4.3345378224584515e-27,1.1732426894442827e-25,GABAergic
FERMT3,10.765916,1.347616,4.986304040152206e-27,1.3459605631671126e-25,GABAergic
SNX18,10.7332325,2.035227,7.106551576251137e-27,1.9026440055710412e-25,GABAergic
SMOX,10.7277,1.7485043,7.545047429077459e-27,2.0173020297146719e-25,GABAergic
SH3GLB1,10.690131,0.9502881,1.1321016758101396e-26,3.0186824792745334e-25,GABAergic
HNRNPF,10.6757965,0.76959336,1.321196233306012e-26,3.513383505707823e-25,GABAergic
PSMD11,10.672971,1.2063195,1.36200394837475e-26,3.617019919504643e-25,GABAergic
TALDO1,10.665047,0.8402856,1.4832491015248314e-26,3.9337043802889367e-25,GABAergic
CD300LF,10.654466,2.1332347,1.6619694737932332e-26,4.393148418482372e-25,GABAergic
TGIF1,10.643327,2.2308562,1.8731896668868253e-26,4.9412586862121675e-25,GABAergic
RAB7B,10.634772,3.4040298,2.0533034027110142e-26,5.387529101254399e-25,GABAergic
CTSH,10.634462,1.143043,2.0601329587688442e-26,5.398260631986712e-25,GABAergic
DDOST,10.620336,0.9588408,2.396981050624968e-26,6.264258833231432e-25,GABAergic
RGS10,10.577938,1.2952535,3.771683620945004e-26,9.830823512000171e-25,GABAergic
MFSD1,10.510145,1.8692117,7.757399243409254e-26,2.00866691315873e-24,GABAergic
ADAP2OS,10.504635,2.8827436,8.224018395358935e-26,2.1239093378839816e-24,GABAergic
EMP1,10.479038,5.3453555,1.0783526502315861e-25,2.7812747346614403e-24,GABAergic
AI607873,10.452731,1.9042817,1.4236518211070081e-25,3.6527420748585414e-24,GABAergic
SSR4,10.366416,1.1191691,3.524979228091459e-25,8.962543959940928e-24,GABAergic
ADAP2,10.332844,2.975081,5.005436964286302e-25,1.2677652362630022e-23,GABAergic
ADGRE1,10.309795,1.9688869,6.363642766924592e-25,1.6076356502852446e-23,GABAergic
RNF128,10.301185,4.412655,6.95989717506468e-25,1.7560150298930798e-23,GABAergic
EHD4,10.293541,1.3617506,7.535297099510733e-25,1.8987599660595778e-23,GABAergic
CMTM3,10.27387,2.2328537,9.242063889595837e-25,2.325860395204163e-23,GABAergic
MPEG1,10.260791,0.8353368,1.0583686042907591e-24,2.656707432808842e-23,GABAergic
NDEL1,10.2035675,1.5905371,1.911199492083985e-24,4.773154118062728e-23,GABAergic
PID1,10.203016,1.7716966,1.9220877229505554e-24,4.7942707064228727e-23,GABAergic
CEPT1,10.182884,1.4864169,2.3644808384829087e-24,5.868022030517092e-23,GABAergic
ARHGDIB,10.148073,-0.75378245,3.3797052679948244e-24,8.355971431096362e-23,GABAergic
VMP1,10.13685,1.0786828,3.7912697281518e-24,9.36177568837484e-23,GABAergic
CLEC4E,10.132674,2.8572423,3.956777520074246e-24,9.758235423412143e-23,GABAergic
CHD7,10.048194,2.4760268,9.356660611217602e-24,2.2875061705216235e-22,GABAergic
B930036N10RIK,9.987859,3.4844232,1.722625605956317e-23,4.1906589586875587e-22,GABAergic
PLA2G4A,9.979788,2.9656453,1.868659630339174e-23,4.529143667384185e-22,GABAergic
HILPDA,9.931987,3.7830882,3.021733338018487e-23,7.261372612884669e-22,GABAergic
TRIB1,9.93116,1.7325786,3.04691394843039e-23,7.312964598516546e-22,GABAergic
STAT3,9.913031,1.2214001,3.6539005249443636e-23,8.737877408255907e-22,GABAergic
TCIRG1,9.894126,1.769341,4.4145140872048644e-23,1.0531234877526858e-21,GABAergic
LAIR1,9.823676,1.424721,8.903582121425956e-23,2.1137962132855235e-21,GABAergic
NUPR1,9.821003,1.4711405,9.142919967034598e-23,2.1653994945963552e-21,GABAergic
EIF5A,9.809499,1.1094023,1.0247616620311484e-22,2.4212144544752733e-21,GABAergic
ATP2B1,9.791331,1.2994014,1.2267048429134233e-22,2.8810749618127536e-21,GABAergic
CALM1,9.7555685,2.9055798,1.7461897454974404e-22,4.0672185502396055e-21,GABAergic
EHD1,9.738093,1.7018203,2.07409854800312e-22,4.825278853412217e-21,GABAergic
TRAM1,9.727777,1.0074711,2.295558743227968e-22,5.334196348503197e-21,GABAergic
FAM20C,9.715603,5.1519017,2.587144211108756e-22,5.9905613019856675e-21,GABAergic
SLC16A3,9.710166,2.1255229,2.7289343416929044e-22,6.3114614088097044e-21,GABAergic
RENBP,9.672878,1.7948849,3.931618762252566e-22,9.039970561282009e-21,GABAergic
SFT2D1,9.668978,0.9082526,4.084366962311468e-22,9.380239043397142e-21,GABAergic
UBE2L3,9.6661415,0.7809416,4.199131262910429e-22,9.632582250948777e-21,GABAergic
SON,9.66255,0.7653528,4.34899478045629e-22,9.96476071498735e-21,GABAergic
GATM,9.656432,1.5836968,4.616612770742428e-22,1.0565662560682875e-20,GABAergic
CFP,9.641163,2.5666077,5.357748091890757e-22,1.2219262285961501e-20,GABAergic
HNRNPA3,9.631792,0.6917398,5.869681656442876e-22,1.3325124082973142e-20,GABAergic
ZFP36L1,9.6174965,0.95257497,6.745308924804935e-22,1.5242696371935923e-20,GABAergic
LMAN2,9.551989,0.8670172,1.2723012504278183e-21,2.865222415963447e-20,GABAergic
PLK3,9.546507,2.5685494,1.3414320454540925e-21,3.0174564447115173e-20,GABAergic
ITM2C,9.532678,1.0168686,1.5327704610993055e-21,3.44392724469348e-20,GABAergic
HBB-BS,9.508387,3.580319,1.9364259551874286e-21,4.340986740269429e-20,GABAergic
CAPZB,9.4999275,0.7650228,2.1003704870772883e-21,4.6978207091779763e-20,GABAergic
RAB3IL1,9.472466,2.1599002,2.733113795428623e-21,6.092308522502377e-20,GABAergic
LPXN,9.468336,1.7858331,2.8433762844062473e-21,6.330929907822046e-20,GABAergic
WNK1,9.468032,1.1705223,2.851659859057592e-21,6.342207395341969e-20,GABAergic
HIF1A,9.454906,1.4511504,3.2331018808613823e-21,7.174355018285308e-20,GABAergic
CCRL2,9.430086,2.3978095,4.0975276263847366e-21,9.061928381359285e-20,GABAergic
ACTR3,9.40616,0.78570926,5.1459281034110716e-21,1.1355040680595202e-19,GABAergic
IQGAP1,9.393502,1.0268452,5.803761966716134e-21,1.2778003302138705e-19,GABAergic
FN1,9.3843,2.2437985,6.33357027108643e-21,1.391337817076456e-19,GABAergic
EIF2S1,9.366999,1.0725003,7.46242613772293e-21,1.6342922894941905e-19,GABAergic
SERTAD1,9.366971,1.4146249,7.464415430321092e-21,1.6342922894941905e-19,GABAergic
ASPH,9.330865,1.9634018,1.050100870268794e-20,2.2965857545667687e-19,GABAergic
SMIM3,9.321015,1.8999752,1.1523172853418426e-20,2.5173405884324843e-19,GABAergic
DOK2,9.307778,2.5954409,1.305343496819873e-20,2.848482126781351e-19,GABAergic
RBM25,9.296286,0.88888544,1.454383750628672e-20,3.170202633422343e-19,GABAergic
DERL2,9.279597,1.073833,1.7012019569560998e-20,3.695940966022045e-19,GABAergic
S100A10,9.278342,0.95333594,1.7213577973613336e-20,3.7356118278639957e-19,GABAergic
SLC35F6,9.26466,2.4247637,1.956999255084671e-20,4.2283629738424823e-19,GABAergic
CSRNP1,9.258784,1.9474721,2.067735014768489e-20,4.457846659301212e-19,GABAergic
HSD17B12,9.22852,1.0110463,2.7439480808668484e-20,5.870737994949104e-19,GABAergic
EIF6,9.217247,0.86506975,3.048246206287463e-20,6.500615962650915e-19,GABAergic
LDHA,9.180917,1.5168107,4.27436073957549e-20,9.085898422150489e-19,GABAergic
APRT,9.173634,1.0644748,4.5733603699822835e-20,9.700545327287502e-19,GABAergic
MNDA,9.163216,1.092762,5.037323793317237e-20,1.0661704118938364e-18,GABAergic
ADSSL1,9.154909,1.3749825,5.440379531664529e-20,1.149010489511785e-18,GABAergic
SNX1,9.148594,1.2543876,5.767944824103675e-20,1.2168881451709092e-18,GABAergic
LMAN1,9.126002,1.4408294,7.10757434277827e-20,1.4963114575261306e-18,GABAergic
SIRPB1C,9.096262,1.7449101,9.34941581449135e-20,1.959896155580341e-18,GABAergic
CRELD2,9.09499,1.5267694,9.459504938556531e-20,1.9808665761345e-18,GABAergic
PSMA6,9.088709,0.9433541,1.0022197412748184e-19,2.096469214630605e-18,GABAergic
CDK6,9.063922,2.3214734,1.2584229647525188e-19,2.6268246314034304e-18,GABAergic
RBM39,9.049531,0.6905301,1.4358421163502069e-19,2.987673590568197e-18,GABAergic
HCK,9.041195,1.0642844,1.549680985795656e-19,3.217751720242719e-18,GABAergic
SCAMP2,9.01387,1.1741711,1.9891062722513635e-19,4.121486760747962e-18,GABAergic
CCDC86,8.978902,1.4827648,2.7348355505969275e-19,5.648840096909063e-18,GABAergic
SSR1,8.958251,0.91831386,3.2986786877033284e-19,6.785017071105854e-18,GABAergic
MARCKS,8.956051,1.0293425,3.365153188394832e-19,6.90732745597085e-18,GABAergic
PLD3,8.919112,1.4849819,4.700402815563213e-19,9.588140525949597e-18,GABAergic
PICALM,8.901119,0.9766875,5.528655028190061e-19,1.1265992485055343e-17,GABAergic
NPC2,8.867377,1.2498765,7.488881406436295e-19,1.5181934991134486e-17,GABAergic
SKIL,8.802703,1.6382315,1.3355982308299693e-18,2.6937526242072208e-17,GABAergic
SYNGR2,8.793743,1.0264089,1.4465867721580728e-18,2.908672688303554e-17,GABAergic
CYP4F18,8.783319,1.6201731,1.5872003975727268e-18,3.188153296041854e-17,GABAergic
PPIB,8.7803755,0.8842966,1.6292973236631926e-18,3.26937920191275e-17,GABAergic
RPN2,8.764082,0.7688083,1.8830525176868867e-18,3.7594275441763024e-17,GABAergic
VASP,8.745103,0.8808786,2.2281196337199093e-18,4.43934250580898e-17,GABAergic
ADAM15,8.742559,1.2453868,2.278884152350204e-18,4.5359002244505825e-17,GABAergic
NINJ1,8.710078,1.3887159,3.0366455876591446e-18,6.038052603917603e-17,GABAergic
CCT8,8.709634,0.8420266,3.048580149147594e-18,6.055672564410619e-17,GABAergic
BRD2,8.693166,0.9643578,3.524783363149272e-18,6.994547449230252e-17,GABAergic
SRM,8.673719,1.6356825,4.182285751889892e-18,8.274291239055253e-17,GABAergic
CLN8,8.664996,2.3022528,4.515287897955511e-18,8.913323672089076e-17,GABAergic
SYNGR1,8.664906,1.8638455,4.5188583346445e-18,8.913323672089076e-17,GABAergic
GADD45G,8.654758,1.6159089,4.939577630192607e-18,9.717365658800384e-17,GABAergic
RAP2B,8.6276865,1.9197317,6.260555213764495e-18,1.2250669363180674e-16,GABAergic
SEC61A1,8.610829,1.2723143,7.253376632068289e-18,1.410935701233027e-16,GABAergic
OSTF1,8.609383,0.7250845,7.345479309551331e-18,1.4274425029064003e-16,GABAergic
SAA3,8.578332,4.760944,9.625883665883633e-18,1.8687491392732708e-16,GABAergic
IFITM1,8.5584755,1.4441007,1.1436988144464652e-17,2.215986739298682e-16,GABAergic
CD44,8.557868,1.1081626,1.149743532189136e-17,2.225510442218755e-16,GABAergic
EEF1E1,8.54727,1.4964033,1.2603464903959897e-17,2.434816430711076e-16,GABAergic
GCNT2,8.52349,1.8435745,1.5481605432644248e-17,2.9879043589642987e-16,GABAergic
ATF4,8.511142,1.0252117,1.7222907421599092e-17,3.3174720502698937e-16,GABAergic
RNPEP,8.505963,1.0633267,1.8009339476405663e-17,3.4588112512921404e-16,GABAergic
KRTCAP2,8.484458,0.8915637,2.1672647684135506e-17,4.1502383150232277e-16,GABAergic
B4GALT1,8.460639,1.3910358,2.6591594060992293e-17,5.087255931765565e-16,GABAergic
CADM1,8.414347,2.093261,3.9509064924899267e-17,7.514730929972394e-16,GABAergic
SF3B1,8.409292,0.76386714,4.124912847090125e-17,7.838129956789865e-16,GABAergic
CHKA,8.404536,1.5791503,4.295542945701866e-17,8.154496507230759e-16,GABAergic
HPGDS,8.39785,2.1135514,4.547266781991499e-17,8.624051197222568e-16,GABAergic
ADPRH,8.397383,0.9860784,4.5653875815455e-17,8.650092528303277e-16,GABAergic
ATP6AP1,8.388805,0.76527584,4.9110602322848244e-17,9.28718252180158e-16,GABAergic
SPCS3,8.3703785,1.5598571,5.743338375816212e-17,1.0850669481827272e-15,GABAergic
PA2G4,8.360005,1.0373319,6.271520340553506e-17,1.1825866823981515e-15,GABAergic
AP1S1,8.351186,1.6019149,6.758075827283154e-17,1.2706859177157877e-15,GABAergic
STAB1,8.341016,1.8620689,7.365495076033733e-17,1.3822579092689974e-15,GABAergic
LAG3,8.306909,2.085407,9.822750580163307e-17,1.8381509988805124e-15,GABAergic
PLA2G7,8.306053,1.5597588,9.893792632138289e-17,1.8496886510083963e-15,GABAergic
ARF1,8.263374,0.6196203,1.416116780549385e-16,2.6349934995963766e-15,GABAergic
F10,8.254431,2.7953007,1.5262804406638177e-16,2.8346235705259687e-15,GABAergic
1110008F13RIK,8.253688,0.46222967,1.5358030945460757e-16,2.8496233500970265e-15,GABAergic
APOBEC1,8.244294,1.5605279,1.6613798753206625e-16,3.076831808570832e-15,GABAergic
PRKAR1A,8.241171,0.7181344,1.7053404906217762e-16,3.155280222319446e-15,GABAergic
FAM96A,8.235841,0.62844455,1.7830135709670555e-16,3.2928099733744917e-15,GABAergic
NFKBIZ,8.228445,1.0252235,1.8965942282582237e-16,3.4927466605447006e-15,GABAergic
IGSF6,8.215331,0.9924831,2.1157967837741588e-16,3.88191579369365e-15,GABAergic
PAFAH1B1,8.214949,0.7965446,2.1225557135333435e-16,3.890693984667398e-15,GABAergic
LFNG,8.207722,1.5219443,2.2542502941276603e-16,4.114698188210826e-15,GABAergic
GPR35,8.202308,3.4440732,2.3581661029468424e-16,4.298581226509484e-15,GABAergic
ERP44,8.154225,0.9895868,3.5142617058781425e-16,6.3941391425973036e-15,GABAergic
RAB32,8.135466,1.5366936,4.1035696854072795e-16,7.452612041562253e-15,GABAergic
FBL,8.132709,0.8378128,4.1980467400820816e-16,7.617174126456483e-15,GABAergic
MS4A4C,8.132579,0.90904915,4.2025336621481065e-16,7.618300442744106e-15,GABAergic
ICAM1,8.109334,1.7931699,5.08980059741022e-16,9.209781521760183e-15,GABAergic
SLC1A2,8.108766,1.4185003,5.113665167446967e-16,9.24447450683876e-15,GABAergic
HSP90B1,8.104505,1.1309211,5.296076162517525e-16,9.556701536850534e-15,GABAergic
KCNK13,8.099653,3.342284,5.511604619424119e-16,9.92743775372507e-15,GABAergic
VAPA,8.075648,0.62258744,6.71188554381551e-16,1.2045328291519548e-14,GABAergic
CDC42,8.060953,0.8094053,7.570175120536707e-16,1.3573275773446388e-14,GABAergic
DRAM2,8.055449,1.1057158,7.918768079964257e-16,1.4185393183245063e-14,GABAergic
MVP,8.053456,1.0825024,8.048805282882538e-16,1.440524142590376e-14,GABAergic
ZEB2OS,8.045481,1.572372,8.590720210643382e-16,1.531946984169483e-14,GABAergic
PPP4C,8.041603,0.67535573,8.86705470528725e-16,1.5797948731255448e-14,GABAergic
SGPL1,8.027296,1.8224357,9.964426827177226e-16,1.7737039803932e-14,GABAergic
MMP12,8.026908,5.3508687,9.996007328496874e-16,1.77771953436851e-14,GABAergic
SOAT1,8.026295,1.1985663,1.004609638919502e-15,1.785016495483209e-14,GABAergic
HACD2,8.021151,1.2181616,1.047595550937895e-15,1.8580441342242322e-14,GABAergic
MGAT2,7.988771,0.9211685,1.3629087395163625e-15,2.4043076734261345e-14,GABAergic
GBA,7.978713,1.5141864,1.4786691244572718e-15,2.603858364381639e-14,GABAergic
DGKZ,7.971092,1.8245867,1.5727792068960665e-15,2.7646399885715422e-14,GABAergic
NIPSNAP3B,7.9048643,0.9459284,2.6822518478978713e-15,4.6897757464798184e-14,GABAergic
NPL,7.894199,3.9455717,2.9218578981464113e-15,5.1041852733133894e-14,GABAergic
KDELR2,7.8728395,1.0196382,3.466808552009234e-15,6.040093944946239e-14,GABAergic
EVL,7.8693895,1.0549865,3.563759427262296e-15,6.203522925282998e-14,GABAergic
RAB7,7.865253,0.70650357,3.6835295991302645e-15,6.39506174016404e-14,GABAergic
NARS,7.847507,0.95673627,4.243893473574203e-15,7.354962260050983e-14,GABAergic
SGK1,7.8220615,1.850389,5.196524413291879e-15,8.982238031922498e-14,GABAergic
CKLF,7.7952876,1.1356925,6.4261875316665705e-15,1.1039932459589343e-13,GABAergic
TUBB2A,7.769983,1.4784657,7.849663574243362e-15,1.345022788960569e-13,GABAergic
SLC39A1,7.768379,1.3441882,7.949690604927283e-15,1.3609787434412868e-13,GABAergic
MCL1,7.760128,0.7447916,8.48437509764495e-15,1.448740132574469e-13,GABAergic
CLIC4,7.7485504,1.1439563,9.29473386654271e-15,1.5857379293525897e-13,GABAergic
ESD,7.7424045,1.3153135,9.755402701796838e-15,1.6614538482187268e-13,GABAergic
EMILIN2,7.703513,1.4943581,1.3237544314500523e-14,2.2486707820451105e-13,GABAergic
WSB1,7.6824408,1.1518508,1.560855052955759e-14,2.644595771151611e-13,GABAergic
NKTR,7.6573052,1.1061321,1.8987519463959667e-14,3.206076015744004e-13,GABAergic
HK2,7.6442475,1.178668,2.1017078583369374e-14,3.53967122637003e-13,GABAergic
PILRA,7.6404314,1.6506217,2.1649488073486835e-14,3.6430671433651414e-13,GABAergic
MYDGF,7.6384225,0.76918083,2.1989967766520313e-14,3.6940521299171596e-13,GABAergic
SLC35B1,7.63607,1.0012652,2.2395322905714796e-14,3.758942400827172e-13,GABAergic
LLPH,7.6319947,0.8473296,2.3114882181964327e-14,3.8731186513231894e-13,GABAergic
VAT1,7.629957,1.7334136,2.3483141764536613e-14,3.9314809555666435e-13,GABAergic
BZW1,7.6197815,0.657708,2.541056300296883e-14,4.2505530048684277e-13,GABAergic
IL1R2,7.6114855,2.920115,2.7096360915490475e-14,4.51338792763939e-13,GABAergic
CD63,7.5995026,4.8955336,2.972707197451277e-14,4.939055255124571e-13,GABAergic
PLEKHO1,7.574671,1.4358404,3.600392975262218e-14,5.961827191390084e-13,GABAergic
TBXAS1,7.564883,2.1247182,3.8821300919457716e-14,6.422953271351086e-13,GABAergic
DERL1,7.5472217,0.915608,4.4464106363542566e-14,7.319675989086101e-13,GABAergic
PNRC1,7.52378,0.7457637,5.3214843183148694e-14,8.74560871496201e-13,GABAergic
UBE2I,7.522328,0.6813256,5.380940548078537e-14,8.835952791657297e-13,GABAergic
YBX1,7.511938,0.87722546,5.825830973363885e-14,9.55853449876231e-13,GABAergic
