source,target,ligand_complex,receptor_complex,lr_means_mcao,cellphone_pvals_mcao,expr_prod_mcao,scaled_weight_mcao,lr_logfc_mcao,spec_weight_mcao,lrscore_mcao,specificity_rank_mcao,magnitude_rank_mcao,lr_means_sham,cellphone_pvals_sham,expr_prod_sham,scaled_weight_sham,lr_logfc_sham,spec_weight_sham,lrscore_sham,specificity_rank_sham,magnitude_rank_sham,magnitude_rank_diff,iron_aging_related
Oligodendrocyte,Astrocyte,TNF,VSIR,0.30153868,1.0,0.061720505,-0.17987836351081468,-27.597261354163994,0.009846381,0.2919566,0.10145052826466212,0.4635108897487259,0.15270975,1.0,0.02328903,-0.6721687244068747,-inf,0.00028444445,0.24551065,1.0,1.0,-0.5364891102512741,True
Astrocyte,Oligodendrocyte,TNF,VSIR,0.2524802,1.0,0.06021832,-0.24023522721939525,-24.636783286841723,0.009606734,0.2894164,0.1289674003520146,0.4665020139601038,0.15270975,1.0,0.02328903,-0.6721687244068747,-inf,0.00028444445,0.24551065,1.0,1.0,-0.5334979860398962,True
Astrocyte,Pericyte,TNF,VSIR,0.23214343,1.0,0.0475332,-0.25733624108421893,-24.873623847761003,0.0075830547,0.26571086,0.1446859989902222,0.489160745686524,0.15270975,1.0,0.02328903,-0.6721687244068747,-inf,0.00028444445,0.24551065,1.0,1.0,-0.510839254313476,True
Astrocyte,Oligodendrocyte,TNF,FAS,0.22029954,1.0,0.040145542,-0.2713631362079767,-23.913060308584402,0.010461419,0.24956143,0.15045126994055785,0.5044840113844448,0.15270975,1.0,0.02328903,-0.6721687244068747,-inf,0.00028444445,0.24551065,1.0,1.0,-0.49551598861555524,True
Oligodendrocyte,Pericyte,TNF,FAS,0.19459838,1.0,0.03377834,-0.25772152745668375,-26.501155804842508,0.008802206,0.23374246,0.14550117557154824,0.510661296087132,0.15270975,1.0,0.02328903,-0.6721687244068747,-inf,0.00028444445,0.24551065,1.0,1.0,-0.48933870391286804,True
Oligodendrocyte,Endothelial,TNF,VSIR,0.17686954,1.0,0.029146014,-0.28471337323761214,-28.127565709586133,0.004649715,0.22079332,0.15550299952062918,0.515311947062256,0.15270975,1.0,0.02328903,-0.6721687244068747,-inf,0.00028444445,0.24551065,1.0,1.0,-0.484688052937744,True
Oligodendrocyte,Astrocyte,TNF,FAS,0.17309305,1.0,0.028159263,-0.28115595313496067,-27.056148492580775,0.0073379464,0.21784481,0.1538077603006566,0.5168655309968262,0.15270975,1.0,0.02328903,-0.6721687244068747,-inf,0.00028444445,0.24551065,1.0,1.0,-0.4831344690031738,True
Oligodendrocyte,Oligodendrocyte,TNF,VSIR,0.1618638,1.0,0.025225198,-0.29733161372036887,-28.03900266836308,0.00402422,0.20861623,0.16327244085962506,0.5184207931354232,0.15270975,1.0,0.02328903,-0.6721687244068747,-inf,0.00028444445,0.24551065,1.0,1.0,-0.4815792068645768,True
Oligodendrocyte,Pericyte,TNF,VSIR,0.14152703,1.0,0.019911457,-0.3144326275851925,-28.27584322928236,0.0031765094,0.18976147,0.18893539021034111,0.5246585605212339,0.15270975,1.0,0.02328903,-0.6721687244068747,-inf,0.00028444445,0.24551065,1.0,1.0,-0.47534143947876606,True
Microglia,Microglia,CCL2,CCR1,5.006976,0.0,4.1479263,0.30741726543173536,11.627709201641974,0.17867057,0.77170676,4.252623927120245e-05,0.019708486906232107,0.7471534,0.0,0.24560602,0.34325491347039677,3.5620723435707218,0.3688486,0.5137896,1.310248763802311e-05,0.09167558563118715,-0.07196709872495505,True
Microglia,Microglia,CCL2,CCR5,5.2394485,0.0,8.602572,0.5935713276560164,7.881300882943107,0.36154497,0.82958657,4.252623927120245e-05,0.006080260960049394,0.98017234,0.0,0.854386,0.5904323668392636,3.8722568239321102,0.54909575,0.6634037,1.2496695853212019e-05,0.07428689687360644,-0.06820663591355705,True
Oligodendrocyte,Microglia,CCL2,CCR3,0.12968315,1.0,0.016816797,-0.48949452938644666,-inf,0.00054443994,0.17711471,1.0,1.0,0.15270975,1.0,0.02328903,-0.6721687244068747,-inf,0.00028444445,0.24551065,1.0,1.0,0.0,True
Oligodendrocyte,Astrocyte,CXCL1,ACKR1,0.12968315,1.0,0.016816797,-0.48949452938644666,-inf,0.00054443994,0.17711471,1.0,1.0,0.15270975,1.0,0.02328903,-0.6721687244068747,-inf,0.00028444445,0.24551065,1.0,1.0,0.0,True
Oligodendrocyte,Astrocyte,CCL8,CCR1,0.12968315,1.0,0.016816797,-0.48949452938644666,-inf,0.00054443994,0.17711471,1.0,1.0,0.15270975,1.0,0.02328903,-0.6721687244068747,-inf,0.00028444445,0.24551065,1.0,1.0,0.0,True
Oligodendrocyte,Astrocyte,CCL8,ACKR1,0.12968315,1.0,0.016816797,-0.48949452938644666,-inf,0.00054443994,0.17711471,1.0,1.0,0.15270975,1.0,0.02328903,-0.6721687244068747,-inf,0.00028444445,0.24551065,1.0,1.0,0.0,True
Oligodendrocyte,Oligodendrocyte,CCL2,ACKR1,0.12968315,1.0,0.016816797,-0.48949452938644666,-inf,0.00054443994,0.17711471,1.0,1.0,0.15270975,1.0,0.02328903,-0.6721687244068747,-inf,0.00028444445,0.24551065,1.0,1.0,0.0,True
Oligodendrocyte,Microglia,CCL2,CCR2,0.12968315,1.0,0.016816797,-0.48949452938644666,-inf,0.00054443994,0.17711471,1.0,1.0,0.15270975,1.0,0.02328903,-0.6721687244068747,-inf,0.00028444445,0.24551065,1.0,1.0,0.0,True
Oligodendrocyte,Astrocyte,CXCL1,CXCR1,0.12968315,1.0,0.016816797,-0.48949452938644666,-inf,0.00054443994,0.17711471,1.0,1.0,0.15270975,1.0,0.02328903,-0.6721687244068747,-inf,0.00028444445,0.24551065,1.0,1.0,0.0,True
