source,target,ligand_complex,receptor_complex,magnitude_rank_mcao,magnitude_rank_sham,magnitude_rank_diff
Pericyte,Endothelial,CXCL1,ACKR1,1.0,1.0,0.0
Pericyte,Endothelial,CXCL1,CXCR2,1.0,1.0,0.0
Pericyte,Astrocyte,CCL2,CCR3,1.0,1.0,0.0
Pericyte,Endothelial,CXCL1,CXCR1,1.0,1.0,0.0
Pericyte,Endothelial,CXCL2,XCR1,1.0,1.0,0.0
Pericyte,Astrocyte,CCL8,ACKR1,1.0,1.0,0.0
Pericyte,Astrocyte,CCL8,CCR1,1.0,1.0,0.0
Pericyte,Astrocyte,CCL8,CCR2,1.0,1.0,0.0
Pericyte,Astrocyte,CCL8,CCR3,1.0,1.0,0.0
Pericyte,Astrocyte,CCL8,CCR5,1.0,1.0,0.0
Pericyte,Astrocyte,CCL2,ACKR1,1.0,1.0,0.0
Oligodendrocyte,Pericyte,TIMP1,CD63,1.0,1.0,0.0
Oligodendrocyte,Pericyte,B2M,KLRC1,1.0,1.0,0.0
Oligodendrocyte,Pericyte,B2M,KLRC2,1.0,1.0,0.0
Oligodendrocyte,Pericyte,B2M,KLRD1,1.0,1.0,0.0
Oligodendrocyte,Oligodendrocyte,TNF,FAS,1.0,1.0,0.0
Oligodendrocyte,Oligodendrocyte,TIMP1,CD63,1.0,1.0,0.0
Oligodendrocyte,Microglia,IL6,F3,1.0,1.0,0.0
Oligodendrocyte,Microglia,TIMP1,CD63,1.0,1.0,0.0
Pericyte,Endothelial,CCL8,CCR3,1.0,1.0,0.0
Pericyte,Endothelial,CCL8,CCR5,1.0,1.0,0.0
Pericyte,Endothelial,B2M,KLRC1,1.0,1.0,0.0
Pericyte,Endothelial,B2M,KLRC2,1.0,1.0,0.0
Pericyte,Endothelial,B2M,KLRD1,1.0,1.0,0.0
Endothelial,Pericyte,B2M,KLRC1,1.0,1.0,0.0
Pericyte,Endothelial,CXCL2,CXCR1,1.0,1.0,0.0
Pericyte,Endothelial,CXCL2,CXCR2,1.0,1.0,0.0
Pericyte,Endothelial,CCL8,CCR2,1.0,1.0,0.0
Pericyte,Endothelial,CCL8,CCR1,1.0,1.0,0.0
Pericyte,Microglia,CXCL2,CXCR1,1.0,1.0,0.0
Pericyte,Microglia,CXCL2,XCR1,1.0,1.0,0.0
Pericyte,Endothelial,CXCL10,SDC4,1.0,1.0,0.0
Pericyte,Endothelial,CXCL10,CCR3,1.0,1.0,0.0
Pericyte,Endothelial,CXCL10,ACKR1,1.0,1.0,0.0
Pericyte,Endothelial,CCL8,ACKR1,1.0,1.0,0.0
Pericyte,Astrocyte,CXCL1,ACKR1,1.0,1.0,0.0
Astrocyte,Pericyte,IL6,F3,1.0,1.0,0.0
Astrocyte,Pericyte,IL6,MUSK,1.0,1.0,0.0
Pericyte,Astrocyte,CXCL1,CXCR1,1.0,1.0,0.0
Pericyte,Astrocyte,CXCL1,CXCR2,1.0,1.0,0.0
Pericyte,Astrocyte,CXCL10,ACKR1,1.0,1.0,0.0
Pericyte,Astrocyte,CXCL10,CCR3,1.0,1.0,0.0
Pericyte,Astrocyte,CXCL2,CXCR1,1.0,1.0,0.0
Astrocyte,Pericyte,CXCL2,CXCR1,1.0,1.0,0.0
Astrocyte,Pericyte,CXCL2,CXCR2,1.0,1.0,0.0
Astrocyte,Pericyte,CXCL2,XCR1,1.0,1.0,0.0
Astrocyte,Pericyte,CXCL2,ACKR1,1.0,1.0,0.0
Astrocyte,Pericyte,CXCL1,ACKR1,1.0,1.0,0.0
Astrocyte,Pericyte,CSF2,CSF1R,1.0,1.0,0.0
Oligodendrocyte,Oligodendrocyte,CXCL1,ACKR1,1.0,1.0,0.0
Pericyte,Astrocyte,IL6,F3,1.0,1.0,0.0
Pericyte,Astrocyte,CXCL10,SDC4,1.0,1.0,0.0
Pericyte,Astrocyte,B2M,KLRC2,1.0,1.0,0.0
Pericyte,Astrocyte,B2M,KLRD1,1.0,1.0,0.0
Pericyte,Astrocyte,IL6,MUSK,1.0,1.0,0.0
Pericyte,Endothelial,CCL2,CCR1,1.0,1.0,0.0
Pericyte,Endothelial,CCL2,CCR2,1.0,1.0,0.0
Pericyte,Endothelial,CCL2,CCR5,1.0,1.0,0.0
Pericyte,Astrocyte,B2M,KLRC1,1.0,1.0,0.0
Pericyte,Endothelial,CCL2,CCR3,1.0,1.0,0.0
Pericyte,Astrocyte,TNF,FAS,1.0,1.0,0.0
Pericyte,Astrocyte,TNF,VSIR,1.0,1.0,0.0
Astrocyte,Pericyte,TIMP1,CD63,1.0,1.0,0.0
Astrocyte,Pericyte,CCL8,ACKR1,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,IL6,F3,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,IL6,MUSK,1.0,1.0,0.0
Astrocyte,Pericyte,CCL8,CCR5,1.0,1.0,0.0
Astrocyte,Pericyte,CCL8,CCR3,1.0,1.0,0.0
Endothelial,Astrocyte,B2M,KLRC1,1.0,1.0,0.0
Endothelial,Astrocyte,B2M,KLRC2,1.0,1.0,0.0
Endothelial,Astrocyte,B2M,KLRD1,1.0,1.0,0.0
Astrocyte,Pericyte,CCL8,CCR1,1.0,1.0,0.0
Astrocyte,Pericyte,CCL8,CCR2,1.0,1.0,0.0
Endothelial,Endothelial,CSF2,CSF1R,1.0,1.0,0.0
Endothelial,Endothelial,CXCL10,CCR3,1.0,1.0,0.0
Endothelial,Endothelial,CXCL1,ACKR1,1.0,1.0,0.0
Endothelial,Endothelial,CXCL1,CXCR2,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CXCL2,XCR1,1.0,1.0,0.0
Endothelial,Endothelial,CXCL1,CXCR1,1.0,1.0,0.0
Endothelial,Endothelial,CXCL2,XCR1,1.0,1.0,0.0
Endothelial,Astrocyte,CCL8,CCR3,1.0,1.0,0.0
Endothelial,Astrocyte,CCL8,CCR5,1.0,1.0,0.0
Endothelial,Endothelial,CCL8,ACKR1,1.0,1.0,0.0
Endothelial,Endothelial,CXCL10,SDC4,1.0,1.0,0.0
Endothelial,Endothelial,CXCL10,ACKR1,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CXCL1,ACKR1,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CXCL1,CXCR1,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CXCL1,CXCR2,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CXCL10,ACKR1,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CXCL10,CCR3,1.0,1.0,0.0
Astrocyte,Pericyte,CCL2,CCR1,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CXCL10,SDC4,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CXCL2,ACKR1,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CXCL2,CXCR1,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CXCL2,CXCR2,1.0,1.0,0.0
Astrocyte,Pericyte,CCL2,CCR2,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CSF2,CSF1R,1.0,1.0,0.0
Astrocyte,Pericyte,B2M,KLRD1,1.0,1.0,0.0
Astrocyte,Pericyte,CCL2,ACKR1,1.0,1.0,0.0
Astrocyte,Endothelial,CXCL1,CXCR2,1.0,1.0,0.0
Astrocyte,Endothelial,CXCL1,ACKR1,1.0,1.0,0.0
Endothelial,Endothelial,CCL2,CCR1,1.0,1.0,0.0
Endothelial,Endothelial,CCL2,CCR2,1.0,1.0,0.0
Endothelial,Endothelial,CCL2,CCR3,1.0,1.0,0.0
Endothelial,Endothelial,CCL2,CCR5,1.0,1.0,0.0
Astrocyte,Microglia,CXCL2,CXCR1,1.0,1.0,0.0
Astrocyte,Microglia,CXCL2,CXCR2,1.0,1.0,0.0
Astrocyte,Microglia,CXCL2,XCR1,1.0,1.0,0.0
Astrocyte,Microglia,CXCL1,CXCR1,1.0,1.0,0.0
Astrocyte,Pericyte,CCL2,CCR3,1.0,1.0,0.0
Endothelial,Endothelial,B2M,KLRC2,1.0,1.0,0.0
Endothelial,Endothelial,B2M,KLRD1,1.0,1.0,0.0
Endothelial,Endothelial,CXCL2,CXCR1,1.0,1.0,0.0
Endothelial,Endothelial,CXCL2,CXCR2,1.0,1.0,0.0
Endothelial,Endothelial,B2M,KLRC1,1.0,1.0,0.0
Endothelial,Endothelial,IL6,F3,1.0,1.0,0.0
Endothelial,Endothelial,CCL8,CCR1,1.0,1.0,0.0
Endothelial,Endothelial,CCL8,CCR2,1.0,1.0,0.0
Endothelial,Endothelial,CCL8,CCR3,1.0,1.0,0.0
Endothelial,Endothelial,CCL8,CCR5,1.0,1.0,0.0
Endothelial,Endothelial,IL6,MUSK,1.0,1.0,0.0
Astrocyte,Pericyte,CCL2,CCR5,1.0,1.0,0.0
Astrocyte,Endothelial,CSF2,CSF1R,1.0,1.0,0.0
Astrocyte,Endothelial,CCL8,CCR5,1.0,1.0,0.0
Astrocyte,Endothelial,CXCL2,XCR1,1.0,1.0,0.0
Astrocyte,Endothelial,IL6,MUSK,1.0,1.0,0.0
Astrocyte,Endothelial,CXCL2,CXCR2,1.0,1.0,0.0
Astrocyte,Endothelial,CCL8,ACKR1,1.0,1.0,0.0
Astrocyte,Endothelial,CCL8,CCR1,1.0,1.0,0.0
Astrocyte,Endothelial,CCL8,CCR2,1.0,1.0,0.0
Astrocyte,Endothelial,IL6,F3,1.0,1.0,0.0
Astrocyte,Endothelial,CCL8,CCR3,1.0,1.0,0.0
Endothelial,Astrocyte,CSF2,CSF1R,1.0,1.0,0.0
Endothelial,Astrocyte,CCL8,CCR2,1.0,1.0,0.0
Endothelial,Astrocyte,CXCL1,ACKR1,1.0,1.0,0.0
Endothelial,Astrocyte,CXCL1,CXCR2,1.0,1.0,0.0
Endothelial,Astrocyte,CCL2,ACKR1,1.0,1.0,0.0
Endothelial,Astrocyte,CCL8,ACKR1,1.0,1.0,0.0
Endothelial,Astrocyte,CCL2,CCR3,1.0,1.0,0.0
Astrocyte,Pericyte,B2M,KLRC2,1.0,1.0,0.0
Astrocyte,Pericyte,B2M,KLRC1,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,TIMP1,CD63,1.0,1.0,0.0
Astrocyte,Endothelial,CCL2,CCR1,1.0,1.0,0.0
Astrocyte,Endothelial,CCL2,CCR2,1.0,1.0,0.0
Astrocyte,Endothelial,CCL2,CCR3,1.0,1.0,0.0
Astrocyte,Endothelial,CCL2,CCR5,1.0,1.0,0.0
Astrocyte,Astrocyte,TIMP1,CD63,1.0,1.0,0.0
Astrocyte,Endothelial,B2M,KLRC1,1.0,1.0,0.0
Astrocyte,Endothelial,B2M,KLRC2,1.0,1.0,0.0
Astrocyte,Endothelial,B2M,KLRD1,1.0,1.0,0.0
Endothelial,Astrocyte,CXCL10,ACKR1,1.0,1.0,0.0
Astrocyte,Microglia,CXCL10,CCR3,1.0,1.0,0.0
Astrocyte,Astrocyte,B2M,KLRC1,1.0,1.0,0.0
Astrocyte,Astrocyte,B2M,KLRC2,1.0,1.0,0.0
Astrocyte,Astrocyte,B2M,KLRD1,1.0,1.0,0.0
Astrocyte,Astrocyte,CCL8,CCR5,1.0,1.0,0.0
Astrocyte,Astrocyte,CCL8,CCR3,1.0,1.0,0.0
Astrocyte,Endothelial,CXCL10,CCR3,1.0,1.0,0.0
Astrocyte,Endothelial,CXCL2,CXCR1,1.0,1.0,0.0
Astrocyte,Astrocyte,CCL2,CCR3,1.0,1.0,0.0
Astrocyte,Endothelial,CXCL10,SDC4,1.0,1.0,0.0
Astrocyte,Astrocyte,CXCL2,XCR1,1.0,1.0,0.0
Astrocyte,Astrocyte,CSF2,CSF1R,1.0,1.0,0.0
Astrocyte,Astrocyte,CCL8,CCR1,1.0,1.0,0.0
Astrocyte,Astrocyte,CCL2,ACKR1,1.0,1.0,0.0
Astrocyte,Astrocyte,CXCL1,CXCR1,1.0,1.0,0.0
Astrocyte,Astrocyte,CXCL10,ACKR1,1.0,1.0,0.0
Astrocyte,Astrocyte,CXCL10,CCR3,1.0,1.0,0.0
Astrocyte,Astrocyte,CXCL10,SDC4,1.0,1.0,0.0
Astrocyte,Astrocyte,CXCL2,ACKR1,1.0,1.0,0.0
Astrocyte,Astrocyte,CXCL2,CXCR1,1.0,1.0,0.0
Astrocyte,Astrocyte,CXCL2,CXCR2,1.0,1.0,0.0
Astrocyte,Astrocyte,CCL8,ACKR1,1.0,1.0,0.0
Astrocyte,Astrocyte,CCL8,CCR2,1.0,1.0,0.0
Astrocyte,Microglia,TIMP1,CD63,1.0,1.0,0.0
Astrocyte,Microglia,TNF,FAS,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CCL8,ACKR1,1.0,1.0,0.0
Astrocyte,Microglia,IL6,F3,1.0,1.0,0.0
Astrocyte,Microglia,IL6,MUSK,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CCL8,CCR1,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CCL8,CCR2,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CCL8,CCR3,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CCL8,CCR5,1.0,1.0,0.0
Astrocyte,Endothelial,TIMP1,CD63,1.0,1.0,0.0
Astrocyte,Microglia,B2M,KLRC1,1.0,1.0,0.0
Astrocyte,Microglia,B2M,KLRD1,1.0,1.0,0.0
Astrocyte,Endothelial,CXCL10,ACKR1,1.0,1.0,0.0
Microglia,Endothelial,CSF2,CSF1R,1.0,1.0,0.0
Astrocyte,Microglia,B2M,KLRC2,1.0,1.0,0.0
Astrocyte,Microglia,CSF2,CSF1R,1.0,1.0,0.0
Astrocyte,Microglia,CXCL1,ACKR1,1.0,1.0,0.0
Astrocyte,Microglia,CXCL1,CXCR2,1.0,1.0,0.0
Astrocyte,Microglia,CXCL10,ACKR1,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CCL2,CCR5,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CCL2,CCR3,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CCL2,CCR1,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,B2M,KLRC2,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,B2M,KLRD1,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CCL2,ACKR1,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,CCL2,CCR2,1.0,1.0,0.0
Astrocyte,Microglia,CXCL10,SDC4,1.0,1.0,0.0
Microglia,Endothelial,CXCL1,ACKR1,1.0,1.0,0.0
Microglia,Endothelial,CCL8,ACKR1,1.0,1.0,0.0
Microglia,Endothelial,CCL8,CCR1,1.0,1.0,0.0
Microglia,Endothelial,CCL8,CCR2,1.0,1.0,0.0
Microglia,Endothelial,CCL8,CCR3,1.0,1.0,0.0
Astrocyte,Microglia,CCL8,ACKR1,1.0,1.0,0.0
Astrocyte,Microglia,CXCL2,ACKR1,1.0,1.0,0.0
Astrocyte,Astrocyte,CXCL1,CXCR2,1.0,1.0,0.0
Astrocyte,Astrocyte,IL6,F3,1.0,1.0,0.0
Astrocyte,Astrocyte,IL6,MUSK,1.0,1.0,0.0
Astrocyte,Astrocyte,CXCL1,ACKR1,1.0,1.0,0.0
Astrocyte,Oligodendrocyte,B2M,KLRC1,1.0,1.0,0.0
Astrocyte,Microglia,CCL8,CCR1,1.0,1.0,0.0
Astrocyte,Microglia,CCL8,CCR2,1.0,1.0,0.0
Astrocyte,Microglia,CCL8,CCR3,1.0,1.0,0.0
Astrocyte,Microglia,CCL8,CCR5,1.0,1.0,0.0
Microglia,Endothelial,CCL2,CCR2,1.0,1.0,0.0
Microglia,Endothelial,CXCL1,CXCR1,1.0,1.0,0.0
Microglia,Endothelial,CXCL10,CCR3,1.0,1.0,0.0
Microglia,Endothelial,IL6,MUSK,1.0,1.0,0.0
Microglia,Endothelial,CXCL1,CXCR2,1.0,1.0,0.0
Microglia,Endothelial,CCL2,CCR1,1.0,1.0,0.0
Microglia,Endothelial,CCL2,CCR3,1.0,1.0,0.0
Astrocyte,Microglia,CCL2,ACKR1,1.0,1.0,0.0
Astrocyte,Microglia,CCL2,CCR2,1.0,1.0,0.0
Microglia,Endothelial,CCL8,CCR5,1.0,1.0,0.0
Astrocyte,Microglia,CCL2,CCR3,1.0,1.0,0.0
Microglia,Endothelial,CCL2,CCR5,1.0,1.0,0.0
Endothelial,Astrocyte,CXCL10,CCR3,1.0,1.0,0.0
Endothelial,Astrocyte,CXCL10,SDC4,1.0,1.0,0.0
Microglia,Astrocyte,B2M,KLRC1,1.0,1.0,0.0
Microglia,Endothelial,IL6,F3,1.0,1.0,0.0
Microglia,Astrocyte,IL6,F3,1.0,1.0,0.0
Microglia,Astrocyte,IL6,MUSK,1.0,1.0,0.0
Microglia,Astrocyte,TIMP1,CD63,1.0,1.0,0.0
Microglia,Microglia,TNF,FAS,1.0,1.0,0.0
Microglia,Microglia,TIMP1,CD63,1.0,1.0,0.0
Microglia,Oligodendrocyte,B2M,KLRC2,1.0,1.0,0.0
Microglia,Oligodendrocyte,B2M,KLRC1,1.0,1.0,0.0
Endothelial,Pericyte,IL6,F3,1.0,1.0,0.0
Endothelial,Pericyte,IL6,MUSK,1.0,1.0,0.0
Endothelial,Pericyte,CXCL2,XCR1,1.0,1.0,0.0
Endothelial,Pericyte,CCL8,CCR2,1.0,1.0,0.0
Endothelial,Pericyte,CCL8,CCR3,1.0,1.0,0.0
Endothelial,Pericyte,CCL8,CCR5,1.0,1.0,0.0
Endothelial,Pericyte,CXCL1,CXCR1,1.0,1.0,0.0
Endothelial,Pericyte,CXCL1,CXCR2,1.0,1.0,0.0
Endothelial,Pericyte,CXCL10,ACKR1,1.0,1.0,0.0
Endothelial,Pericyte,CXCL10,CCR3,1.0,1.0,0.0
Endothelial,Pericyte,CXCL10,SDC4,1.0,1.0,0.0
Endothelial,Pericyte,CXCL2,ACKR1,1.0,1.0,0.0
Endothelial,Pericyte,CXCL2,CXCR1,1.0,1.0,0.0
Endothelial,Pericyte,CXCL2,CXCR2,1.0,1.0,0.0
Endothelial,Pericyte,CSF2,CSF1R,1.0,1.0,0.0
Endothelial,Pericyte,CXCL1,ACKR1,1.0,1.0,0.0
Endothelial,Pericyte,CCL8,ACKR1,1.0,1.0,0.0
Endothelial,Pericyte,TNF,VSIR,1.0,1.0,0.0
Microglia,Oligodendrocyte,B2M,KLRD1,1.0,1.0,0.0
Microglia,Astrocyte,B2M,KLRC2,1.0,1.0,0.0
Microglia,Astrocyte,B2M,KLRD1,1.0,1.0,0.0
Endothelial,Pericyte,TIMP1,CD63,1.0,1.0,0.0
Endothelial,Pericyte,TNF,FAS,1.0,1.0,0.0
Endothelial,Pericyte,CCL8,CCR1,1.0,1.0,0.0
Microglia,Microglia,IL6,F3,1.0,1.0,0.0
Microglia,Microglia,IL6,MUSK,1.0,1.0,0.0
Microglia,Microglia,CCL8,ACKR1,1.0,1.0,0.0
Microglia,Microglia,CCL8,CCR2,1.0,1.0,0.0
Microglia,Microglia,CCL8,CCR3,1.0,1.0,0.0
Microglia,Microglia,CCL8,CCR5,1.0,1.0,0.0
Microglia,Astrocyte,CCL2,ACKR1,1.0,1.0,0.0
Endothelial,Microglia,TNF,VSIR,1.0,1.0,0.0
Endothelial,Oligodendrocyte,B2M,KLRC1,1.0,1.0,0.0
Endothelial,Oligodendrocyte,B2M,KLRC2,1.0,1.0,0.0
Endothelial,Microglia,TNF,FAS,1.0,1.0,0.0
Endothelial,Oligodendrocyte,B2M,KLRD1,1.0,1.0,0.0
Microglia,Microglia,B2M,KLRC1,1.0,1.0,0.0
Microglia,Microglia,B2M,KLRC2,1.0,1.0,0.0
Microglia,Microglia,B2M,KLRD1,1.0,1.0,0.0
Microglia,Microglia,CCL8,CCR1,1.0,1.0,0.0
Microglia,Astrocyte,CXCL2,XCR1,1.0,1.0,0.0
Microglia,Endothelial,B2M,KLRC1,1.0,1.0,0.0
Microglia,Astrocyte,CSF2,CSF1R,1.0,1.0,0.0
Microglia,Astrocyte,CXCL1,ACKR1,1.0,1.0,0.0
Microglia,Astrocyte,CXCL1,CXCR1,1.0,1.0,0.0
Microglia,Endothelial,B2M,KLRC2,1.0,1.0,0.0
Microglia,Astrocyte,CXCL1,CXCR2,1.0,1.0,0.0
Microglia,Endothelial,B2M,KLRD1,1.0,1.0,0.0
Oligodendrocyte,Pericyte,CXCL10,ACKR1,1.0,1.0,0.0
Microglia,Astrocyte,CCL8,ACKR1,1.0,1.0,0.0
Microglia,Astrocyte,CCL8,CCR2,1.0,1.0,0.0
Microglia,Astrocyte,CCL8,CCR3,1.0,1.0,0.0
Microglia,Astrocyte,CCL8,CCR5,1.0,1.0,0.0
Microglia,Astrocyte,CCL8,CCR1,1.0,1.0,0.0
Microglia,Astrocyte,CCL2,CCR3,1.0,1.0,0.0
Microglia,Astrocyte,CXCL2,ACKR1,1.0,1.0,0.0
Microglia,Astrocyte,CXCL2,CXCR1,1.0,1.0,0.0
Microglia,Astrocyte,CXCL2,CXCR2,1.0,1.0,0.0
Microglia,Endothelial,CXCL2,CXCR1,1.0,1.0,0.0
Microglia,Endothelial,CXCL2,CXCR2,1.0,1.0,0.0
Microglia,Endothelial,CXCL2,XCR1,1.0,1.0,0.0
Microglia,Astrocyte,CXCL10,ACKR1,1.0,1.0,0.0
Microglia,Astrocyte,CXCL10,CCR3,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CXCL2,ACKR1,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CXCL2,CXCR1,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CXCL2,CXCR2,1.0,1.0,0.0
Endothelial,Microglia,CXCL1,CXCR2,1.0,1.0,0.0
Endothelial,Microglia,CXCL1,ACKR1,1.0,1.0,0.0
Endothelial,Endothelial,TIMP1,CD63,1.0,1.0,0.0
Endothelial,Endothelial,TNF,FAS,1.0,1.0,0.0
Endothelial,Endothelial,TNF,VSIR,1.0,1.0,0.0
Endothelial,Microglia,CSF2,CSF1R,1.0,1.0,0.0
Endothelial,Microglia,CXCL1,CXCR1,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CCL8,CCR2,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CCL8,CCR3,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CCL8,CCR5,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CSF2,CSF1R,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CXCL1,ACKR1,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CXCL1,CXCR1,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CXCL1,CXCR2,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CXCL10,ACKR1,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CXCL10,CCR3,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CXCL10,SDC4,1.0,1.0,0.0
Endothelial,Microglia,CXCL10,SDC4,1.0,1.0,0.0
Endothelial,Microglia,CXCL10,ACKR1,1.0,1.0,0.0
Endothelial,Microglia,CCL8,ACKR1,1.0,1.0,0.0
Endothelial,Microglia,CCL8,CCR1,1.0,1.0,0.0
Endothelial,Microglia,CCL8,CCR2,1.0,1.0,0.0
Endothelial,Microglia,CCL8,CCR3,1.0,1.0,0.0
Endothelial,Microglia,CCL8,CCR5,1.0,1.0,0.0
Endothelial,Microglia,CXCL10,CCR3,1.0,1.0,0.0
Endothelial,Astrocyte,IL6,F3,1.0,1.0,0.0
Endothelial,Astrocyte,IL6,MUSK,1.0,1.0,0.0
Endothelial,Astrocyte,CXCL2,ACKR1,1.0,1.0,0.0
Endothelial,Astrocyte,CXCL2,CXCR2,1.0,1.0,0.0
Endothelial,Astrocyte,CXCL2,XCR1,1.0,1.0,0.0
Endothelial,Astrocyte,CXCL1,CXCR1,1.0,1.0,0.0
Endothelial,Astrocyte,CCL8,CCR1,1.0,1.0,0.0
Endothelial,Astrocyte,CXCL2,CXCR1,1.0,1.0,0.0
Astrocyte,Endothelial,CXCL1,CXCR1,1.0,1.0,0.0
Endothelial,Microglia,CXCL2,XCR1,1.0,1.0,0.0
Endothelial,Microglia,CXCL2,CXCR2,1.0,1.0,0.0
Endothelial,Microglia,CXCL2,ACKR1,1.0,1.0,0.0
Endothelial,Astrocyte,TIMP1,CD63,1.0,1.0,0.0
Endothelial,Astrocyte,TNF,FAS,1.0,1.0,0.0
Endothelial,Astrocyte,TNF,VSIR,1.0,1.0,0.0
Endothelial,Microglia,CXCL2,CXCR1,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CCL8,ACKR1,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CXCL2,XCR1,1.0,1.0,0.0
Endothelial,Pericyte,CCL2,ACKR1,1.0,1.0,0.0
Endothelial,Pericyte,CCL2,CCR1,1.0,1.0,0.0
Endothelial,Oligodendrocyte,TIMP1,CD63,1.0,1.0,0.0
Endothelial,Oligodendrocyte,TNF,FAS,1.0,1.0,0.0
Endothelial,Oligodendrocyte,TNF,VSIR,1.0,1.0,0.0
Endothelial,Oligodendrocyte,IL6,F3,1.0,1.0,0.0
Endothelial,Oligodendrocyte,IL6,MUSK,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CCL8,CCR1,1.0,1.0,0.0
Endothelial,Pericyte,CCL2,CCR5,1.0,1.0,0.0
Endothelial,Pericyte,CCL2,CCR3,1.0,1.0,0.0
Endothelial,Pericyte,B2M,KLRD1,1.0,1.0,0.0
Endothelial,Pericyte,B2M,KLRC2,1.0,1.0,0.0
Endothelial,Pericyte,CCL2,CCR2,1.0,1.0,0.0
Endothelial,Microglia,B2M,KLRD1,1.0,1.0,0.0
Endothelial,Microglia,B2M,KLRC2,1.0,1.0,0.0
Endothelial,Microglia,CCL2,ACKR1,1.0,1.0,0.0
Endothelial,Microglia,IL6,MUSK,1.0,1.0,0.0
Endothelial,Microglia,CCL2,CCR2,1.0,1.0,0.0
Endothelial,Microglia,CCL2,CCR3,1.0,1.0,0.0
Endothelial,Microglia,B2M,KLRC1,1.0,1.0,0.0
Endothelial,Microglia,IL6,F3,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CCL2,CCR5,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CCL2,ACKR1,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CCL2,CCR1,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CCL2,CCR2,1.0,1.0,0.0
Endothelial,Oligodendrocyte,CCL2,CCR3,1.0,1.0,0.0
