,Endothelial_Sham,Endothelial_MCAO,Astrocyte_Sham,Astrocyte_MCAO,Microglia_Sham,Microglia_MCAO,Oligodendrocyte_Sham,Oligodendrocyte_MCAO,Pericyte_Sham,Pericyte_MCAO
GCLC,0.031445286531046446,0.040385909804801695,0.06612446958981592,0.05850439882697909,0.04556321192518649,0.06392006569942489,0.09778597785977867,0.08165225744476454,0.03839338452451274,0.038880248833592555
ELOVL5,0.15789123786729642,0.16790068057736368,0.3083451202263098,0.2664222873900321,0.0600478132470822,0.12236517930468263,0.3284132841328408,0.3554274735830926,0.17601890135853449,0.20528771384136732
FBXO9,0.15130966626777553,0.1542891331987102,0.1686704384724193,0.13211143695014835,0.06553227394178057,0.09307418560087666,0.2287822878228785,0.21517771373679123,0.3177790903721173,0.21656298600310903
ICK,0.11241856136151672,0.1197367436990511,0.03359264497878352,0.033284457478005715,0.027281676276191897,0.027237886668491744,0.26014760147601496,0.14601344860710835,0.08387477849970476,0.06454121306376374
C920006O11RIK,0.02027655896822234,0.02161394061775495,0.017680339462517673,0.01656891495601174,0.008718886232597384,0.00903367095537913,0.04243542435424355,0.026897214217098925,0.023626698168930912,0.019440124416796267
GSTA4,1.3383858529451416,0.8220028419713541,1.321782178217827,0.673900293255116,0.11222050344536673,0.08691486449493593,0.2232472324723249,0.1460134486071084,0.23862965150620097,0.14035769828926878
GSTA1,0.0,0.0,0.0010608203677510608,0.0033724340175953086,0.0,0.0,0.00922509225092251,0.0009606147934678194,0.0,0.0
GM10639,0.0,0.0,0.0010608203677510608,0.0,0.0001406271972999578,0.0,0.0,0.0,0.0,0.0
GSTA2,0.0,7.47887218607434e-05,0.0007072135785007072,0.0007331378299120235,0.0,0.0,0.0,0.0,0.0,0.0
DPPA5A,0.0005318441696582901,0.0005983097748859472,0.018033946251768025,0.009530791788856314,0.0,0.00041062140706268815,0.0,0.0009606147934678194,0.0,0.0007776049766718507
OOEP,0.01183353277489697,0.009872111285618136,0.17538896746817575,0.08988269794721415,0.003375052735198989,0.005748699698877632,0.0018450184501845018,0.005763688760806916,0.004725339633786178,0.002721617418351477
4930542C12RIK,0.0,7.47887218607434e-05,0.0,0.0,0.0002812543945999156,0.0,0.0,0.0009606147934678194,0.0,0.0
DDX43,0.0007977662544874351,0.0014209857153541245,0.0017680339462517681,0.0004398826979472141,0.01589087329489526,0.011223651793046796,0.0,0.0,0.0,0.0011664074650077762
MB21D1,0.013096662677835411,0.017949293246578492,0.017680339462517673,0.024926686217008727,0.06567290113908054,0.09430604982206464,0.016605166051660514,0.01633045148895293,0.0070880094506792675,0.0073872472783825804
GM17324,0.00026592208482914504,0.0002243661655822302,0.0,0.0008797653958944282,0.0009843903810997047,0.0013687380235422938,0.0018450184501845018,0.002881844380403458,0.0005906674542232723,0.0
MTO1,0.03689668927004393,0.046294218831800474,0.060113154172559906,0.05513196480938378,0.06820419069047978,0.0896523405420208,0.0996309963099632,0.08837656099903926,0.0437093916125222,0.052488335925350016
EEF1A1,3.337521606169667,4.632712586942093,6.261315417256092,5.920381231671534,3.3207706370409085,6.430057486997027,6.020295202952043,6.392891450528307,6.285292380389945,5.043545878693625
SLC17A5,0.04161680627576126,0.043377458679231456,0.0565770862800564,0.057038123167155064,0.06975108986077934,0.08280865042430915,0.10147601476014768,0.07300672430355419,0.04489072652096874,0.05171073094867817
CD109,0.0006648052120728626,0.0008226759404681773,0.018741159830268733,0.02741935483870964,0.0002812543945999156,0.001505611825896523,0.0018450184501845018,0.0019212295869356388,0.0035440047253396337,0.0019440124416796266
COL12A1,0.0009307272969020077,0.0005983097748859472,0.03925035360678922,0.010410557184750743,0.001406271972999578,0.0012318642211880647,0.0036900369003690036,0.0009606147934678194,0.03425871234494981,0.03343701399688958
4930562D21RIK,0.0,0.0,0.0010608203677510608,0.0002932551319648094,0.0,0.0,0.0,0.0009606147934678194,0.0005906674542232723,0.0
COX7A2,1.3443026193326104,1.4608481041059196,4.923267326732742,3.1239002932551867,0.7567149486710252,1.3958390364084416,3.1955719557195588,2.369836695485115,2.383343177790929,1.8094867807153943
TMEM30A,0.3433054115144006,0.4434971206341656,0.4048797736916546,0.4435483870967632,0.33553649275770075,0.5053380782917979,1.0332103321033175,0.8578290105667707,0.32427643236857323,0.4650077760497719
FILIP1,0.09792580773832975,0.08137012938448941,0.01980198019801979,0.0190615835777126,0.011953311770496427,0.013687380235422921,0.02398523985239852,0.020172910662824204,0.6379208505611326,0.3915241057542787
SENP6,0.08150511900013135,0.09677660608780268,0.10785007072135744,0.0967741935483876,0.06975108986077933,0.09567478784560708,0.27306273062730646,0.23631123919308322,0.16893089190785524,0.15046656298600242
GM17477,0.0017284935513894439,0.00044873233116446036,0.0024752475247524753,0.0010263929618768328,0.000703135986499789,0.0005474952094169176,0.0018450184501845018,0.0009606147934678194,0.0017720023626698169,0.0019440124416796266
MYO6,0.13894428932322161,0.11696956099020357,0.2927864214992943,0.1878299120234633,0.029812965827591145,0.0502326854640021,0.806273062730624,0.5609990393852077,0.09746012994684004,0.09409020217729382
HTR1B,0.0007312857332801489,0.002094084212100815,0.0021216407355021216,0.003812316715542524,0.0012656447756996202,0.00218998083766767,0.0036900369003690036,0.0067243035542747355,0.06733608978145313,0.09525660964230157
D430036J16RIK,6.648052120728626e-05,0.0002243661655822302,0.0035360678925035363,0.0013196480938416422,0.0,0.0002737476047084588,0.0,0.0019212295869356388,0.021264028352037813,0.02410575427682737
MEI4,0.00013296104241457252,0.0,0.0010608203677510608,0.0010263929618768328,0.0,0.0,0.0,0.0,0.0,0.00038880248833592535
IRAK1BP1,0.008775428799361799,0.012190561663301201,0.14603960396039617,0.0882697947214078,0.007875123048797634,0.018341089515466744,0.03690036900369004,0.05859750240153691,0.0696987595983462,0.048989113530326665
PHIP,0.18714266719849998,0.18757011442673718,0.1920084865629431,0.20747800586510629,0.1943467866685425,0.1888858472488355,0.25830258302583053,0.2507204610951005,0.27052569403425675,0.2531104199066859
