source,target,ligand,receptor,weight
GABAergic,Microglia,NPY,NPY5R,-0.0
GABAergic,Microglia,IL6,MUSK,-0.0
GABAergic,Microglia,GZMA,F2RL1,-0.0
GABAergic,Microglia,SAA1,FPR2,-0.0
GABAergic,Microglia,SAA1,FPR1,-0.0
GABAergic,Microglia,RLN3,RAMP2,-0.0
GABAergic,Microglia,EDN1,EDNRB,-0.0
GABAergic,Microglia,F10,F3,-0.0
GABAergic,Microglia,PSAP,GPR37,-0.0
GABAergic,Microglia,PGLYRP1,TREM1,-0.0
GABAergic,Microglia,PNOC,OPRL1,-0.0
GABAergic,Microglia,PPBP,ACKR1,-0.0
GABAergic,Microglia,PPBP,CXCR1,-0.0
GABAergic,Microglia,PPBP,CXCR2,-0.0
GABAergic,Microglia,PPY,NPY5R,-0.0
GABAergic,Microglia,PROK2,PROKR1,-0.0
GABAergic,Microglia,CXCL10,ACKR1,-0.0
GABAergic,Microglia,PTN,PTPRB,-0.0
GABAergic,Microglia,CGA,RAMP2,-0.0
GABAergic,Microglia,CXCL9,ACKR1,-0.0
GABAergic,Microglia,CCL7,CCR3,-0.0
GABAergic,Microglia,CCL8,ACKR1,-0.0
GABAergic,Microglia,CCL8,CCR1,-0.0
GABAergic,Microglia,CCL8,CCR2,-0.0
GABAergic,Microglia,CXCL1,ACKR1,-0.0
GABAergic,Microglia,CCL8,CCR3,-0.0
GABAergic,Microglia,CD34,SELL,-0.0
GABAergic,Microglia,CSF3,CSF1R,-0.0
GABAergic,Microglia,CD40LG,CD53,-0.0
GABAergic,Microglia,CD40LG,CD9,-0.0
GABAergic,Microglia,CFP,NCR1,-0.0
GABAergic,Microglia,CGA,GPR84,-0.0
GABAergic,Microglia,CCL8,CCR5,-0.0
GABAergic,Microglia,CXCL1,CXCR1,-0.0
GABAergic,Microglia,CXCL1,CXCR2,-0.0
GABAergic,Microglia,CYTL1,CCR2,-0.0
GABAergic,Microglia,CXCL10,CCR3,-0.0
GABAergic,Microglia,CXCL10,SDC4,-0.0
GABAergic,Microglia,CXCL12,AVPR1A,-0.0
GABAergic,Microglia,CXCL2,ACKR1,-0.0
GABAergic,Microglia,CXCL2,CXCR1,-0.0
GABAergic,Microglia,CXCL2,CXCR2,-0.0
GABAergic,Microglia,CXCL2,XCR1,-0.0
GABAergic,Microglia,CXCL3,ACKR1,-0.0
GABAergic,Microglia,CXCL3,CXCR1,-0.0
GABAergic,Microglia,CXCL3,CXCR2,-0.0
GABAergic,Microglia,CXCL5,ACKR1,-0.0
GABAergic,Microglia,CXCL5,CXCR1,-0.0
GABAergic,Microglia,CXCL5,CXCR2,-0.0
GABAergic,Microglia,CXCL9,CCR3,-0.0
GABAergic,Microglia,CCL7,CCR2,-0.0
GABAergic,Microglia,PENK,OPRL1,-0.0
GABAergic,Microglia,RIMS1,SLC17A7,-0.0
Microglia,Astrocyte,CGA,GPR84,-0.0
Microglia,Astrocyte,CD40LG,CD9,-0.0
Microglia,Astrocyte,CXCL5,ACKR1,-0.0
Microglia,Astrocyte,CCL7,CCR3,-0.0
Microglia,Astrocyte,CCL5,CCR1,-0.0
Microglia,Astrocyte,PGLYRP1,TREM1,-0.0
Microglia,Astrocyte,MSMP,CCR2,-0.0
Microglia,Astrocyte,CYTL1,CCR2,-0.0
Microglia,Astrocyte,EDN1,ADGRL4,-0.0
Microglia,Astrocyte,EDN1,EDNRB,-0.0
Microglia,Astrocyte,F10,F3,-0.0
Microglia,Astrocyte,FGL1,LAG3,-0.0
Microglia,Astrocyte,GAST,CCKBR,-0.0
Microglia,Astrocyte,IL6,F3,-0.0
Microglia,Astrocyte,GAST,GPR152,-0.0
Microglia,Astrocyte,GZMA,F2RL1,-0.0
Microglia,Astrocyte,HDC,HRH3,-0.0
Microglia,Astrocyte,HP,ASGR1,-0.0
Microglia,Astrocyte,HP,CD163,-0.0
Microglia,Astrocyte,HSPA1A,GRIN2D,-0.0
Microglia,Astrocyte,IL34,PTPRZ1,-0.0
GABAergic,Pericyte,CALCB,RAMP2,-0.0
Microglia,Astrocyte,CXCL9,CCR3,-0.0
GABAergic,Microglia,ITIH2,FCER1A,-0.0
Microglia,Astrocyte,CXCL9,ACKR1,-0.0
Microglia,Astrocyte,CXCL5,CXCR2,-0.0
Microglia,Astrocyte,NPY,NPY5R,-0.0
Microglia,Astrocyte,NTS,NTSR2,-0.0
Microglia,Astrocyte,PENK,OPRL1,-0.0
Microglia,Astrocyte,CXCL3,CXCR1,-0.0
GABAergic,Microglia,PTN,PTPRZ1,-0.0
Microglia,Astrocyte,CXCL3,ACKR1,-0.0
Microglia,Astrocyte,CXCL2,CXCR2,-0.0
GABAergic,Microglia,RLN3,GPR84,-0.0
GABAergic,Microglia,CSF2,CSF1R,-0.0
GABAergic,Microglia,SCT,RAMP2,-0.0
GABAergic,Pericyte,CALCB,GPR84,-0.0
GABAergic,Pericyte,CALCB,RAMP1,-0.0
Microglia,Astrocyte,CCL7,CCR1,-0.0
Microglia,Astrocyte,CCL7,CCR2,-0.0
Microglia,Astrocyte,CCL7,CCR5,-0.0
Microglia,Astrocyte,CD40LG,CD53,-0.0
Microglia,Astrocyte,CCL8,ACKR1,-0.0
Microglia,Astrocyte,CCL8,CCR1,-0.0
Microglia,Astrocyte,CCL7,ACKR1,-0.0
Microglia,Astrocyte,CCL8,CCR2,-0.0
Microglia,Astrocyte,CCL8,CCR5,-0.0
Microglia,Astrocyte,CD177,PECAM1,-0.0
Microglia,Astrocyte,CD34,SELL,-0.0
Microglia,Astrocyte,CXCL3,CXCR2,-0.0
Microglia,Astrocyte,CXCL5,CXCR1,-0.0
Microglia,Astrocyte,RLN3,RAMP2,-0.0
Microglia,Astrocyte,CCL8,CCR3,-0.0
Microglia,Astrocyte,CCL5,SDC4,-0.0
Microglia,Astrocyte,CCL5,CCR5,-0.0
Microglia,Astrocyte,CCL5,CCR3,-0.0
Microglia,Astrocyte,CXCL1,CXCR2,-0.0
Microglia,Astrocyte,CXCL10,CCR3,-0.0
Microglia,Astrocyte,CFP,NCR1,-0.0
Microglia,Astrocyte,CXCL12,AVPR1A,-0.0
Microglia,Astrocyte,CXCL2,ACKR1,-0.0
Microglia,Astrocyte,CXCL2,CXCR1,-0.0
Microglia,Astrocyte,CXCL2,XCR1,-0.0
Microglia,Astrocyte,PF4,ACKR1,-0.0
GABAergic,Microglia,CD177,PECAM1,-0.0
Endothelial,Pericyte,CAMP,FPR2,-0.0
GABAergic,Endothelial,RLN3,GPR84,-0.0
GABAergic,Endothelial,CXCL12,AVPR1A,-0.0
GABAergic,Endothelial,CXCL10,SDC4,-0.0
GABAergic,Endothelial,CXCL10,CCR3,-0.0
GABAergic,Endothelial,HDC,HRH3,-0.0
GABAergic,Endothelial,CSF2,CSF1R,-0.0
GABAergic,Endothelial,CD34,SELL,-0.0
GABAergic,Endothelial,CD40LG,CD53,-0.0
GABAergic,Endothelial,CD40LG,CD9,-0.0
GABAergic,Endothelial,CFP,NCR1,-0.0
GABAergic,Endothelial,CGA,GPR84,-0.0
GABAergic,Endothelial,CGA,RAMP2,-0.0
GABAergic,Endothelial,COL3A1,MAG,-0.0
GABAergic,Endothelial,CSF3,CSF1R,-0.0
GABAergic,Endothelial,CXCL2,CXCR1,-0.0
GABAergic,Endothelial,CXCL1,ACKR1,-0.0
GABAergic,Endothelial,CXCL1,CXCR1,-0.0
GABAergic,Endothelial,CXCL1,CXCR2,-0.0
GABAergic,Endothelial,CXCL10,ACKR1,-0.0
GABAergic,Endothelial,CXCL3,ACKR1,-0.0
GABAergic,GABAergic,CGA,GPR84,-0.0
GABAergic,GABAergic,CCL8,CCR1,-0.0
GABAergic,GABAergic,CXCL10,SDC4,-0.0
GABAergic,GABAergic,CCL19,CCR7,-0.0
GABAergic,GABAergic,CCL2,ACKR1,-0.0
GABAergic,GABAergic,CCL2,CCR3,-0.0
GABAergic,GABAergic,CCL24,CCR2,-0.0
GABAergic,GABAergic,CCL24,CCR3,-0.0
GABAergic,GABAergic,CCL28,CCR3,-0.0
GABAergic,Endothelial,SCT,GPR84,-0.0
GABAergic,GABAergic,CCL17,ACKR1,-0.0
GABAergic,Endothelial,PPBP,CXCR2,-0.0
GABAergic,Endothelial,S100A4,CCR5,-0.0
GABAergic,Endothelial,XCL1,XCR1,-0.0
GABAergic,GABAergic,CCL8,CCR3,-0.0
GABAergic,GABAergic,CCL8,CCR5,-0.0
GABAergic,GABAergic,CD177,PECAM1,-0.0
GABAergic,GABAergic,CD40LG,CD53,-0.0
GABAergic,GABAergic,CD40LG,CD9,-0.0
GABAergic,GABAergic,CFP,NCR1,-0.0
GABAergic,GABAergic,CGA,RAMP2,-0.0
GABAergic,GABAergic,CXCL10,CCR3,-0.0
GABAergic,GABAergic,COL3A1,MAG,-0.0
GABAergic,GABAergic,CSF2,CSF1R,-0.0
GABAergic,GABAergic,CSF3,CSF1R,-0.0
GABAergic,GABAergic,CXCL1,ACKR1,-0.0
GABAergic,GABAergic,CXCL1,CXCR1,-0.0
GABAergic,GABAergic,CXCL1,CXCR2,-0.0
GABAergic,GABAergic,CXCL10,ACKR1,-0.0
GABAergic,Endothelial,GAST,CCKBR,-0.0
GABAergic,GABAergic,CCL8,CCR2,-0.0
GABAergic,Endothelial,GAST,GPR152,-0.0
GABAergic,Endothelial,CXCL2,CXCR2,-0.0
GABAergic,Endothelial,HP,ASGR1,-0.0
GABAergic,Endothelial,TDGF1,ACVR1C,-0.0
GABAergic,Endothelial,SAA1,FPR1,-0.0
GABAergic,Endothelial,PROK2,PROKR1,-0.0
GABAergic,Endothelial,PSAP,GPR37,-0.0
GABAergic,Endothelial,PTN,PTPRZ1,-0.0
GABAergic,Endothelial,GZMA,F2RL1,-0.0
GABAergic,Endothelial,RIMS1,SLC17A7,-0.0
GABAergic,Endothelial,RLN3,RAMP2,-0.0
GABAergic,Endothelial,SAA1,FPR2,-0.0
Endothelial,Pericyte,BMP8A,TGFBR1,-0.0
GABAergic,GABAergic,CCL3,CCR3,-0.0
GABAergic,GABAergic,CCL5,ACKR1,-0.0
GABAergic,GABAergic,CXCL9,ACKR1,-0.0
GABAergic,GABAergic,CXCL9,CCR3,-0.0
GABAergic,GABAergic,CYTL1,CCR2,-0.0
GABAergic,GABAergic,EDN1,ADGRL4,-0.0
GABAergic,GABAergic,EDN1,EDNRB,-0.0
GABAergic,GABAergic,F10,F3,-0.0
GABAergic,GABAergic,FGL1,LAG3,-0.0
GABAergic,GABAergic,CXCL2,ACKR1,-0.0
GABAergic,GABAergic,CXCL2,CXCR2,-0.0
GABAergic,Astrocyte,CXCL10,CCR3,-0.0
GABAergic,GABAergic,CXCL2,CXCR1,-0.0
GABAergic,GABAergic,CCL8,ACKR1,-0.0
GABAergic,GABAergic,ANGPTL4,GPIHBP1,-0.0
GABAergic,GABAergic,ANGPTL4,SDC4,-0.0
GABAergic,GABAergic,ANXA1,FPR1,-0.0
GABAergic,GABAergic,APOB,LSR,-0.0
GABAergic,GABAergic,APP,FPR2,-0.0
GABAergic,GABAergic,CALCB,RAMP1,-0.0
GABAergic,GABAergic,B2M,KLRC1,-0.0
GABAergic,GABAergic,B2M,KLRC2,-0.0
GABAergic,GABAergic,B2M,KLRD1,-0.0
GABAergic,GABAergic,BMP8A,TGFBR1,-0.0
GABAergic,GABAergic,BSG,SLC16A1,-0.0
GABAergic,GABAergic,CALCA,GPR84,-0.0
GABAergic,GABAergic,CALCB,GPR84,-0.0
GABAergic,GABAergic,CCL7,ACKR1,-0.0
GABAergic,GABAergic,CCL7,CCR3,-0.0
GABAergic,GABAergic,CXCL5,CXCR1,-0.0
GABAergic,Oligodendrocyte,RLN3,RAMP2,-0.0
GABAergic,GABAergic,CXCL12,AVPR1A,-0.0
GABAergic,GABAergic,CCL4,GPR152,-0.0
GABAergic,GABAergic,CXCL5,CXCR2,-0.0
GABAergic,GABAergic,CXCL3,CXCR2,-0.0
GABAergic,GABAergic,CCL5,CCR3,-0.0
GABAergic,GABAergic,CAMP,FPR2,-0.0
GABAergic,GABAergic,CALCB,RAMP2,-0.0
GABAergic,GABAergic,CCL4,CCR3,-0.0
GABAergic,GABAergic,CCL11,CCR5,-0.0
GABAergic,GABAergic,CCL11,CCR3,-0.0
GABAergic,GABAergic,CCL11,CCR2,-0.0
GABAergic,Astrocyte,CXCL2,ACKR1,-0.0
GABAergic,Astrocyte,CXCL5,CXCR1,-0.0
GABAergic,Astrocyte,CXCL2,CXCR1,-0.0
GABAergic,Astrocyte,CXCL2,CXCR2,-0.0
GABAergic,Astrocyte,CXCL2,XCR1,-0.0
GABAergic,Astrocyte,CXCL3,ACKR1,-0.0
GABAergic,Astrocyte,CXCL3,CXCR1,-0.0
GABAergic,Astrocyte,CXCL3,CXCR2,-0.0
GABAergic,Astrocyte,CXCL5,ACKR1,-0.0
GABAergic,Endothelial,CCL8,CCR2,-0.0
GABAergic,Endothelial,CCL8,CCR3,-0.0
GABAergic,Endothelial,CCL8,CCR5,-0.0
GABAergic,Endothelial,CD177,PECAM1,-0.0
GABAergic,GABAergic,CCL1,ACKR1,-0.0
GABAergic,GABAergic,CCL11,ACKR1,-0.0
GABAergic,GABAergic,APOB,TREM2,-0.0
GABAergic,GABAergic,ADM,GPR84,-0.0
GABAergic,GABAergic,ADM,RAMP1,-0.0
GABAergic,GABAergic,ADM,RAMP2,-0.0
GABAergic,GABAergic,CXCL2,XCR1,-0.0
GABAergic,GABAergic,CXCL3,ACKR1,-0.0
GABAergic,GABAergic,CXCL3,CXCR1,-0.0
GABAergic,GABAergic,CXCL5,ACKR1,-0.0
GABAergic,Endothelial,VWF,SIRPA,-0.0
Microglia,Astrocyte,PNOC,OPRL1,-0.0
Microglia,Astrocyte,PPBP,ACKR1,-0.0
Microglia,Astrocyte,CCL11,CCR5,-0.0
Microglia,Astrocyte,CCL11,CCR3,-0.0
GABAergic,Pericyte,LPL,GPIHBP1,-0.0
GABAergic,Pericyte,MSMP,CCR2,-0.0
GABAergic,Pericyte,PPBP,CXCR1,-0.0
GABAergic,Pericyte,NPY,NPY5R,-0.0
GABAergic,Pericyte,NTS,NTSR2,-0.0
GABAergic,Pericyte,PENK,OPRL1,-0.0
GABAergic,Pericyte,PF4,ACKR1,-0.0
GABAergic,Pericyte,PGLYRP1,TREM1,-0.0
GABAergic,Pericyte,PNOC,OPRL1,-0.0
GABAergic,Pericyte,PPBP,ACKR1,-0.0
GABAergic,Pericyte,VWF,SIRPA,-0.0
Pericyte,Pericyte,VWF,SIRPA,-0.0
Microglia,Astrocyte,ADM,GPR84,-0.0
Microglia,Astrocyte,CCL2,CCR3,-0.0
Microglia,Astrocyte,ADM,RAMP1,-0.0
GABAergic,Pericyte,LGALS3,LAG3,-0.0
Microglia,Astrocyte,B2M,KLRC1,-0.0
Microglia,Astrocyte,ANGPTL4,GPIHBP1,-0.0
GABAergic,Pericyte,CCL4,CCR3,-0.0
GABAergic,Pericyte,CCL4,CCR5,-0.0
GABAergic,Pericyte,CCL4,GPR152,-0.0
GABAergic,Pericyte,CCL5,ACKR1,-0.0
GABAergic,Pericyte,CCL5,CCR1,-0.0
GABAergic,Pericyte,CCL5,CCR3,-0.0
GABAergic,Pericyte,CCL4,CCR1,-0.0
GABAergic,Pericyte,CCL5,CCR5,-0.0
GABAergic,Pericyte,CCL7,CCR1,-0.0
Microglia,Astrocyte,CCL17,ACKR1,-0.0
GABAergic,Pericyte,CCL7,CCR2,-0.0
Microglia,Astrocyte,CCL28,CCR3,-0.0
Microglia,Astrocyte,CCL11,CCR2,-0.0
GABAergic,Microglia,CALCB,RAMP2,-0.0
GABAergic,Microglia,CCL17,ACKR1,-0.0
GABAergic,GABAergic,NPY,NPY5R,-0.0
GABAergic,GABAergic,NTS,NTSR2,-0.0
GABAergic,GABAergic,PENK,OPRL1,-0.0
GABAergic,GABAergic,TIMP1,CD63,-0.0
GABAergic,Microglia,CCL4,GPR152,-0.0
GABAergic,Microglia,CCL19,CCR7,-0.0
GABAergic,Microglia,CCL1,ACKR1,-0.0
GABAergic,Microglia,CCL11,ACKR1,-0.0
GABAergic,Microglia,CCL11,CCR2,-0.0
GABAergic,Microglia,CCL11,CCR3,-0.0
GABAergic,Microglia,CCL11,CCR5,-0.0
GABAergic,Microglia,CCL2,ACKR1,-0.0
Endothelial,Pericyte,B2M,KLRD1,-0.0
Microglia,Astrocyte,CXCL1,ACKR1,-0.0
Microglia,Astrocyte,CSF2,CSF1R,-0.0
Microglia,Astrocyte,CCL2,ACKR1,-0.0
Microglia,Astrocyte,CCL2,CCR1,-0.0
Microglia,Astrocyte,CCL2,CCR2,-0.0
Microglia,Astrocyte,CCL2,CCR5,-0.0
Microglia,Astrocyte,CCL11,ACKR1,-0.0
Microglia,Astrocyte,CCL24,CCR2,-0.0
Microglia,Astrocyte,CCL19,CCR7,-0.0
Microglia,Astrocyte,CCL24,CCR3,-0.0
Microglia,Astrocyte,CCL3,CCR1,-0.0
Microglia,Astrocyte,CCL3,CCR3,-0.0
Microglia,Astrocyte,CCL3,CCR5,-0.0
Microglia,Astrocyte,CCL4,CCR1,-0.0
Microglia,Astrocyte,CCL1,ACKR1,-0.0
GABAergic,Microglia,MFGE8,PDGFRB,-0.0
GABAergic,Pericyte,CCL7,CCR3,-0.0
GABAergic,Pericyte,CCL8,ACKR1,-0.0
Endothelial,Pericyte,CCL7,CCR2,-0.0
Endothelial,Pericyte,CCL5,ACKR1,-0.0
Endothelial,Pericyte,CCL5,CCR1,-0.0
Endothelial,Pericyte,CCL5,CCR3,-0.0
Endothelial,Pericyte,CCL5,CCR5,-0.0
Endothelial,Pericyte,CD40LG,CD53,-0.0
Endothelial,Pericyte,CD40LG,CD9,-0.0
Endothelial,Pericyte,CXCL10,ACKR1,-0.0
Endothelial,Pericyte,CXCL1,CXCR1,-0.0
Endothelial,Pericyte,BSG,SLC16A1,-0.0
Endothelial,Pericyte,CALCA,GPR84,-0.0
Endothelial,Pericyte,CALCB,GPR84,-0.0
Endothelial,Pericyte,CALCB,RAMP1,-0.0
Endothelial,Pericyte,CALCB,RAMP2,-0.0
Endothelial,Pericyte,CCL4,CCR1,-0.0
Endothelial,Pericyte,CCL4,CCR5,-0.0
Endothelial,Pericyte,CXCL3,ACKR1,-0.0
Endothelial,Pericyte,CXCL1,CXCR2,-0.0
Endothelial,Pericyte,CGA,GPR84,-0.0
Endothelial,Pericyte,CGA,RAMP2,-0.0
Endothelial,Pericyte,COL3A1,MAG,-0.0
Endothelial,Pericyte,CSF2,CSF1R,-0.0
Endothelial,Pericyte,CSF3,CSF1R,-0.0
Endothelial,Pericyte,CXCL1,ACKR1,-0.0
Endothelial,Pericyte,CCL5,SDC4,-0.0
Endothelial,Pericyte,CCL7,ACKR1,-0.0
Endothelial,Pericyte,CCL7,CCR1,-0.0
Endothelial,Pericyte,CCL7,CCR3,-0.0
GABAergic,Pericyte,SAA1,FPR2,-0.0
Endothelial,Pericyte,CCL4,GPR152,-0.0
GABAergic,Pericyte,CCL7,CCR5,-0.0
Endothelial,Pericyte,CFP,NCR1,-0.0
Endothelial,Pericyte,CXCL2,XCR1,-0.0
GABAergic,Pericyte,CCL8,CCR1,-0.0
GABAergic,Pericyte,CCL7,ACKR1,-0.0
GABAergic,Pericyte,HDC,HRH3,-0.0
GABAergic,GABAergic,GZMA,F2RL1,-0.0
GABAergic,Pericyte,HP,ASGR1,-0.0
Microglia,Astrocyte,ANGPTL4,SDC4,-0.0
Microglia,Astrocyte,ANXA1,FPR1,-0.0
Microglia,Astrocyte,APOB,LSR,-0.0
Microglia,Astrocyte,APOB,TREM2,-0.0
Microglia,Astrocyte,APP,FPR2,-0.0
Microglia,Astrocyte,B2M,KLRC2,-0.0
Microglia,Astrocyte,CAMP,IGF1R,-0.0
Microglia,Astrocyte,B2M,KLRD1,-0.0
Microglia,Astrocyte,BMP8A,TGFBR1,-0.0
Microglia,Astrocyte,CALCA,GPR84,-0.0
Microglia,Astrocyte,CALCB,GPR84,-0.0
Microglia,Astrocyte,CALCB,RAMP1,-0.0
Microglia,Astrocyte,CALCB,RAMP2,-0.0
Microglia,Astrocyte,CAMP,FPR2,-0.0
GABAergic,Pericyte,HSPA1A,GRIN2D,-0.0
Microglia,Astrocyte,ADM,RAMP2,-0.0
GABAergic,Pericyte,ITIH2,FCER1A,-0.0
GABAergic,Pericyte,IL6,MUSK,-0.0
GABAergic,Pericyte,IL6,F3,-0.0
Endothelial,Pericyte,CXCL10,SDC4,-0.0
Endothelial,Pericyte,CXCL12,AVPR1A,-0.0
Endothelial,Pericyte,CXCL2,ACKR1,-0.0
Endothelial,Pericyte,CXCL2,CXCR1,-0.0
Endothelial,Pericyte,CXCL2,CXCR2,-0.0
Endothelial,Pericyte,CXCL10,CCR3,-0.0
Microglia,Astrocyte,ITIH2,FCER1A,-0.0
GABAergic,Microglia,CCL2,CCR2,-0.0
GABAergic,Microglia,ADM,RAMP2,-0.0
GABAergic,Microglia,BSG,SLC16A1,-0.0
GABAergic,Microglia,CALCA,GPR84,-0.0
GABAergic,Microglia,SCT,GPR84,-0.0
GABAergic,Microglia,SELPLG,SELL,-0.0
GABAergic,Pericyte,CALCA,GPR84,-0.0
GABAergic,Microglia,SNCA,LAG3,-0.0
GABAergic,Oligodendrocyte,HDC,HRH3,-0.0
GABAergic,Oligodendrocyte,HP,ASGR1,-0.0
GABAergic,Oligodendrocyte,HP,CD163,-0.0
GABAergic,Oligodendrocyte,HSPA1A,GRIN2D,-0.0
GABAergic,Oligodendrocyte,CXCL2,CXCR2,-0.0
GABAergic,Microglia,CALCB,GPR84,-0.0
GABAergic,Oligodendrocyte,CXCL2,XCR1,-0.0
GABAergic,Oligodendrocyte,CXCL3,CXCR1,-0.0
GABAergic,Pericyte,ADM,RAMP2,-0.0
GABAergic,Pericyte,ANGPTL4,GPIHBP1,-0.0
GABAergic,Pericyte,ANGPTL4,SDC4,-0.0
GABAergic,Pericyte,APOB,LSR,-0.0
GABAergic,Oligodendrocyte,TDGF1,ACVR1C,-0.0
GABAergic,Pericyte,APOB,TREM2,-0.0
GABAergic,Pericyte,ADM,RAMP1,-0.0
GABAergic,Pericyte,APP,FPR2,-0.0
GABAergic,Pericyte,B2M,KLRC2,-0.0
GABAergic,Pericyte,B2M,KLRD1,-0.0
GABAergic,Pericyte,BMP8A,TGFBR1,-0.0
GABAergic,Pericyte,BSG,SLC16A1,-0.0
GABAergic,Oligodendrocyte,TIMP1,CD63,-0.0
GABAergic,Pericyte,B2M,KLRC1,-0.0
GABAergic,Pericyte,ADM,GPR84,-0.0
GABAergic,Microglia,BMP8A,TGFBR1,-0.0
GABAergic,Oligodendrocyte,XCL1,XCR1,-0.0
GABAergic,Microglia,B2M,KLRD1,-0.0
GABAergic,Microglia,B2M,KLRC1,-0.0
Microglia,Astrocyte,PPBP,CXCR1,-0.0
Microglia,Astrocyte,PPBP,CXCR2,-0.0
Microglia,Astrocyte,PPY,NPY5R,-0.0
Microglia,Astrocyte,PROK2,PROKR1,-0.0
Microglia,Astrocyte,RIMS1,SLC17A7,-0.0
Microglia,Astrocyte,RLN3,GPR84,-0.0
Microglia,Astrocyte,LPL,GPIHBP1,-0.0
Microglia,Astrocyte,IL6,MUSK,-0.0
Microglia,Astrocyte,FN1,CD79A,-0.0
Microglia,Astrocyte,CXCL1,CXCR1,-0.0
GABAergic,Microglia,LPL,GPIHBP1,-0.0
GABAergic,Microglia,MSMP,CCR2,-0.0
Oligodendrocyte,Oligodendrocyte,CAMP,FPR2,-0.0
GABAergic,Oligodendrocyte,LPL,GPIHBP1,-0.0
GABAergic,Oligodendrocyte,MFGE8,PDGFRB,-0.0
GABAergic,Oligodendrocyte,MSMP,CCR2,-0.0
GABAergic,Oligodendrocyte,ITIH2,FCER1A,-0.0
GABAergic,Oligodendrocyte,NPY,NPY5R,-0.0
GABAergic,Oligodendrocyte,PENK,OPRL1,-0.0
GABAergic,Oligodendrocyte,GZMA,F2RL1,-0.0
GABAergic,Oligodendrocyte,GAST,GPR152,-0.0
GABAergic,Oligodendrocyte,GAST,CCKBR,-0.0
GABAergic,Oligodendrocyte,CXCL5,CXCR1,-0.0
GABAergic,Oligodendrocyte,CXCL2,CXCR1,-0.0
GABAergic,Oligodendrocyte,NTS,NTSR2,-0.0
GABAergic,Oligodendrocyte,IL6,MUSK,-0.0
GABAergic,Oligodendrocyte,IL6,F3,-0.0
GABAergic,Oligodendrocyte,IL34,PTPRZ1,-0.0
GABAergic,Microglia,APP,FPR2,-0.0
GABAergic,Microglia,B2M,KLRC2,-0.0
GABAergic,Microglia,ANGPTL4,GPIHBP1,-0.0
GABAergic,Oligodendrocyte,VWF,SIRPA,-0.0
GABAergic,Oligodendrocyte,CXCL5,ACKR1,-0.0
GABAergic,Microglia,CCL7,ACKR1,-0.0
GABAergic,Microglia,CCL5,CCR3,-0.0
GABAergic,Microglia,CCL5,ACKR1,-0.0
GABAergic,GABAergic,RLN3,GPR84,-0.0
GABAergic,GABAergic,PPBP,CXCR2,-0.0
GABAergic,GABAergic,PPY,NPY5R,-0.0
GABAergic,GABAergic,PROK2,PROKR1,-0.0
GABAergic,GABAergic,PSAP,GPR37,-0.0
GABAergic,GABAergic,PTN,PTPRZ1,-0.0
GABAergic,GABAergic,RIMS1,SLC17A7,-0.0
GABAergic,GABAergic,RLN3,RAMP2,-0.0
GABAergic,GABAergic,PPBP,ACKR1,-0.0
GABAergic,GABAergic,LPL,GPIHBP1,-0.0
GABAergic,GABAergic,PF4,ACKR1,-0.0
GABAergic,GABAergic,MFGE8,PDGFRB,-0.0
GABAergic,GABAergic,MSMP,CCR2,-0.0
GABAergic,Microglia,CCL2,CCR3,-0.0
GABAergic,Microglia,CCL24,CCR2,-0.0
GABAergic,Microglia,CCL24,CCR3,-0.0
GABAergic,Microglia,CCL28,CCR3,-0.0
GABAergic,Microglia,CCL3,CCR3,-0.0
GABAergic,Microglia,CCL4,CCR3,-0.0
GABAergic,Microglia,CAMP,FPR2,-0.0
GABAergic,Microglia,CALCB,RAMP1,-0.0
GABAergic,GABAergic,VWF,SIRPA,-0.0
GABAergic,Microglia,APOB,LSR,-0.0
GABAergic,GABAergic,XCL1,XCR1,-0.0
GABAergic,Microglia,ADM,GPR84,-0.0
GABAergic,Microglia,ADM,RAMP1,-0.0
GABAergic,GABAergic,SAA1,FPR1,-0.0
GABAergic,Oligodendrocyte,CXCL3,CXCR2,-0.0
GABAergic,GABAergic,SAA1,FPR2,-0.0
GABAergic,GABAergic,IL6,MUSK,-0.0
GABAergic,Oligodendrocyte,CXCL5,CXCR2,-0.0
GABAergic,Oligodendrocyte,FN1,CD79A,-0.0
GABAergic,Oligodendrocyte,CXCL9,ACKR1,-0.0
GABAergic,Oligodendrocyte,CXCL9,CCR3,-0.0
GABAergic,Oligodendrocyte,CYTL1,CCR2,-0.0
GABAergic,Oligodendrocyte,EDN1,ADGRL4,-0.0
GABAergic,Oligodendrocyte,EDN1,EDNRB,-0.0
GABAergic,Oligodendrocyte,F10,F3,-0.0
GABAergic,Oligodendrocyte,FGL1,LAG3,-0.0
GABAergic,Oligodendrocyte,PF4,ACKR1,-0.0
GABAergic,Oligodendrocyte,PGLYRP1,TREM1,-0.0
GABAergic,Oligodendrocyte,PNOC,OPRL1,-0.0
GABAergic,Pericyte,ANXA1,FPR1,-0.0
GABAergic,Oligodendrocyte,CXCL3,ACKR1,-0.0
GABAergic,Microglia,APOB,TREM2,-0.0
GABAergic,Microglia,ANXA1,FPR1,-0.0
GABAergic,Microglia,ANGPTL4,SDC4,-0.0
GABAergic,GABAergic,SCT,RAMP2,-0.0
GABAergic,GABAergic,SNCA,LAG3,-0.0
GABAergic,GABAergic,PPBP,CXCR1,-0.0
GABAergic,GABAergic,PNOC,OPRL1,-0.0
