source,target,ligand,receptor,weight
Microglia,GABAergic,CXCL10,CCR3,-0.0
Microglia,Endothelial,CXCL5,CXCR1,-0.0
Oligodendrocyte,Astrocyte,CXCL2,CXCR2,-0.0
Oligodendrocyte,Endothelial,CCL24,CCR3,-0.0
Microglia,GABAergic,APOB,LSR,-0.0
Oligodendrocyte,Endothelial,CXCL9,CCR3,-0.0
Microglia,GABAergic,CD40LG,CD9,-0.0
Oligodendrocyte,Endothelial,CCL3,CCR1,-0.0
Microglia,Oligodendrocyte,B2M,KLRC1,-0.0
Oligodendrocyte,Endothelial,CXCL5,ACKR1,-0.0
Microglia,Microglia,SNCA,LAG3,-0.0
Oligodendrocyte,Endothelial,ANGPTL4,SDC4,-0.0
Microglia,GABAergic,CXCL5,ACKR1,-0.0
Oligodendrocyte,Astrocyte,XCL1,XCR1,-0.0
Microglia,Pericyte,CXCL1,ACKR1,-0.0
Microglia,Pericyte,CSF3,CSF1R,-0.0
Microglia,Oligodendrocyte,PPBP,CXCR1,-0.0
Microglia,GABAergic,CXCL2,ACKR1,-0.0
Microglia,Oligodendrocyte,CXCL3,CXCR1,-0.0
Microglia,GABAergic,CXCL2,CXCR1,-0.0
Microglia,Oligodendrocyte,RIMS1,SLC17A7,-0.0
Oligodendrocyte,Endothelial,ADM,RAMP1,-0.0
Microglia,Oligodendrocyte,RLN3,GPR84,-0.0
Microglia,Oligodendrocyte,PNOC,OPRL1,-0.0
Oligodendrocyte,Endothelial,CALCA,GPR84,-0.0
Microglia,GABAergic,CXCL2,CXCR2,-0.0
Microglia,Oligodendrocyte,PPBP,ACKR1,-0.0
Microglia,GABAergic,CXCL5,CXCR1,-0.0
Oligodendrocyte,Endothelial,ADM,RAMP2,-0.0
Microglia,GABAergic,CXCL5,CXCR2,-0.0
Microglia,Oligodendrocyte,ANXA1,FPR1,-0.0
Microglia,Oligodendrocyte,CXCL5,ACKR1,-0.0
Microglia,Oligodendrocyte,CXCL5,CXCR1,-0.0
Microglia,Oligodendrocyte,PROK2,PROKR1,-0.0
Microglia,Oligodendrocyte,CXCL5,CXCR2,-0.0
Microglia,Oligodendrocyte,PPY,NPY5R,-0.0
Microglia,Oligodendrocyte,PTN,PTPRZ1,-0.0
Microglia,GABAergic,CXCL9,CCR3,-0.0
Microglia,GABAergic,FGL1,LAG3,-0.0
Microglia,Oligodendrocyte,PPBP,CXCR2,-0.0
Microglia,Oligodendrocyte,CCL4,CCR3,-0.0
Microglia,GABAergic,CCL5,ACKR1,-0.0
Microglia,GABAergic,CXCL9,ACKR1,-0.0
Microglia,Oligodendrocyte,CCL4,CCR1,-0.0
Microglia,Pericyte,CAMP,FPR2,-0.0
Oligodendrocyte,Endothelial,APOB,LSR,-0.0
Microglia,GABAergic,CXCL12,AVPR1A,-0.0
Microglia,Oligodendrocyte,SNCA,LAG3,-0.0
Microglia,Oligodendrocyte,SELPLG,SELL,-0.0
Microglia,Oligodendrocyte,CXCL2,CXCR1,-0.0
Microglia,Oligodendrocyte,ADM,RAMP2,-0.0
Oligodendrocyte,Endothelial,B2M,KLRC2,-0.0
Microglia,Pericyte,CCL7,CCR5,-0.0
Microglia,Pericyte,CXCL1,CXCR1,-0.0
Oligodendrocyte,Endothelial,B2M,KLRD1,-0.0
Microglia,Pericyte,CXCL1,CXCR2,-0.0
Oligodendrocyte,Endothelial,CALCB,GPR84,-0.0
Microglia,Pericyte,CXCL10,ACKR1,-0.0
Microglia,Pericyte,CXCL10,CCR3,-0.0
Microglia,Microglia,SCT,RAMP2,-0.0
Microglia,Pericyte,CXCL9,CCR3,-0.0
Oligodendrocyte,Endothelial,CCL7,CCR1,-0.0
Microglia,Microglia,SELPLG,SELL,-0.0
Oligodendrocyte,Endothelial,CCL7,CCR2,-0.0
Oligodendrocyte,Endothelial,CAMP,FPR2,-0.0
Microglia,Pericyte,COL3A1,MAG,-0.0
Microglia,GABAergic,CXCL2,XCR1,-0.0
Microglia,Oligodendrocyte,ADM,RAMP1,-0.0
Microglia,Pericyte,CSF2,CSF1R,-0.0
Microglia,GABAergic,GAST,CCKBR,-0.0
Oligodendrocyte,Endothelial,APP,FPR2,-0.0
Microglia,Oligodendrocyte,CXCL2,CXCR2,-0.0
Microglia,GABAergic,FN1,CD79A,-0.0
Microglia,Oligodendrocyte,SCT,RAMP2,-0.0
Microglia,Oligodendrocyte,SCT,GPR84,-0.0
Microglia,Oligodendrocyte,CXCL2,XCR1,-0.0
Microglia,GABAergic,CCL5,CCR5,-0.0
Oligodendrocyte,Endothelial,ADM,GPR84,-0.0
Microglia,Oligodendrocyte,SAA1,FPR1,-0.0
Oligodendrocyte,Endothelial,BMP8A,TGFBR1,-0.0
Microglia,Oligodendrocyte,CXCL3,ACKR1,-0.0
Oligodendrocyte,Endothelial,CCL7,CCR3,-0.0
Oligodendrocyte,Endothelial,B2M,KLRC1,-0.0
Microglia,Oligodendrocyte,S100A4,CCR5,-0.0
Microglia,Oligodendrocyte,RLN3,RAMP2,-0.0
Microglia,Oligodendrocyte,SAA1,FPR2,-0.0
Pericyte,GABAergic,PSAP,GPR37,-0.0
Microglia,Oligodendrocyte,HP,ASGR1,-0.0
Pericyte,GABAergic,IL6,F3,-0.0
Microglia,Oligodendrocyte,GAST,CCKBR,-0.0
Oligodendrocyte,Astrocyte,CCL5,SDC4,-0.0
Microglia,Microglia,CCL24,CCR3,-0.0
Oligodendrocyte,Astrocyte,CCL7,CCR1,-0.0
Microglia,Microglia,PPBP,CXCR1,-0.0
Microglia,Microglia,PPBP,ACKR1,-0.0
Microglia,Pericyte,MSMP,CCR2,-0.0
Microglia,Microglia,PNOC,OPRL1,-0.0
Microglia,Microglia,PGLYRP1,TREM1,-0.0
Microglia,Microglia,PF4,ACKR1,-0.0
Microglia,Microglia,PENK,OPRL1,-0.0
Microglia,Pericyte,NPY,NPY5R,-0.0
Microglia,Pericyte,NTS,NTSR2,-0.0
Microglia,Microglia,NTS,NTSR2,-0.0
Microglia,Microglia,NPY,NPY5R,-0.0
Oligodendrocyte,Astrocyte,CXCL10,ACKR1,-0.0
Microglia,Pericyte,PENK,OPRL1,-0.0
Oligodendrocyte,Astrocyte,CXCL1,CXCR2,-0.0
Oligodendrocyte,Astrocyte,CXCL1,CXCR1,-0.0
Oligodendrocyte,Astrocyte,CCL5,CCR3,-0.0
Oligodendrocyte,Astrocyte,CCL5,CCR5,-0.0
Oligodendrocyte,Astrocyte,CXCL10,SDC4,-0.0
Oligodendrocyte,Astrocyte,CXCL10,CCR3,-0.0
Microglia,Microglia,CALCB,GPR84,-0.0
Oligodendrocyte,Astrocyte,CXCL1,ACKR1,-0.0
Microglia,Microglia,CCL11,ACKR1,-0.0
Oligodendrocyte,Astrocyte,CGA,GPR84,-0.0
Oligodendrocyte,Astrocyte,CGA,RAMP2,-0.0
Oligodendrocyte,Astrocyte,COL3A1,MAG,-0.0
Oligodendrocyte,Astrocyte,CSF2,CSF1R,-0.0
Oligodendrocyte,Astrocyte,CSF3,CSF1R,-0.0
Microglia,Microglia,CCL1,ACKR1,-0.0
Microglia,Microglia,CALCB,RAMP1,-0.0
Microglia,Microglia,CAMP,IGF1R,-0.0
Microglia,Microglia,CAMP,FPR2,-0.0
Oligodendrocyte,Astrocyte,ADM,RAMP2,-0.0
Oligodendrocyte,Astrocyte,ANGPTL4,GPIHBP1,-0.0
Oligodendrocyte,Astrocyte,ANGPTL4,SDC4,-0.0
GABAergic,Pericyte,CXCL2,CXCR2,-0.0
GABAergic,Pericyte,CXCL1,CXCR1,-0.0
GABAergic,Pericyte,CSF3,CSF1R,-0.0
GABAergic,Pericyte,CSF2,CSF1R,-0.0
GABAergic,Pericyte,COL3A1,MAG,-0.0
GABAergic,Pericyte,CGA,RAMP2,-0.0
GABAergic,Pericyte,CGA,GPR84,-0.0
GABAergic,Pericyte,CFP,NCR1,-0.0
GABAergic,Pericyte,CD40LG,CD9,-0.0
GABAergic,Pericyte,CXCL1,ACKR1,-0.0
GABAergic,Pericyte,CD40LG,CD53,-0.0
GABAergic,Pericyte,CXCL2,XCR1,-0.0
GABAergic,Pericyte,CXCL3,CXCR1,-0.0
GABAergic,Pericyte,GZMA,F2RL1,-0.0
GABAergic,Pericyte,CXCL10,ACKR1,-0.0
GABAergic,Pericyte,CXCL1,CXCR2,-0.0
GABAergic,Pericyte,CXCL10,CCR3,-0.0
Astrocyte,Pericyte,CCL7,CCR2,-0.0
Pericyte,Astrocyte,TNF,VSIR,-0.0
Microglia,Microglia,CCL2,ACKR1,-0.0
Oligodendrocyte,Astrocyte,ANXA1,FPR1,-0.0
Microglia,Microglia,CCL24,CCR2,-0.0
Microglia,Microglia,CCL2,CCR2,-0.0
Oligodendrocyte,Astrocyte,CCL7,CCR2,-0.0
Oligodendrocyte,Astrocyte,CCL7,CCR3,-0.0
Oligodendrocyte,Astrocyte,CCL7,CCR5,-0.0
Oligodendrocyte,Astrocyte,CCL5,CCR1,-0.0
Microglia,Microglia,CCL19,CCR7,-0.0
Microglia,Microglia,CCL17,ACKR1,-0.0
Oligodendrocyte,Astrocyte,CCL8,ACKR1,-0.0
Oligodendrocyte,Astrocyte,CCL8,CCR1,-0.0
Oligodendrocyte,Astrocyte,CCL8,CCR2,-0.0
Oligodendrocyte,Astrocyte,CCL8,CCR3,-0.0
Oligodendrocyte,Astrocyte,CCL8,CCR5,-0.0
Astrocyte,Pericyte,CCL7,CCR5,-0.0
Microglia,Microglia,CCL2,CCR3,-0.0
GABAergic,Pericyte,CXCL10,SDC4,-0.0
Oligodendrocyte,Astrocyte,CCL5,ACKR1,-0.0
Oligodendrocyte,Astrocyte,CCL4,CCR5,-0.0
Microglia,Pericyte,LPL,GPIHBP1,-0.0
Microglia,Pericyte,FN1,CD79A,-0.0
Microglia,Microglia,PPY,NPY5R,-0.0
Microglia,Microglia,PROK2,PROKR1,-0.0
Microglia,Pericyte,FGL1,LAG3,-0.0
Microglia,Microglia,SCT,GPR84,-0.0
Microglia,Microglia,SAA1,FPR2,-0.0
Microglia,Pericyte,ITIH2,FCER1A,-0.0
Microglia,Pericyte,LGALS3,LAG3,-0.0
Microglia,Microglia,MFGE8,PDGFRB,-0.0
Microglia,Microglia,RLN3,GPR84,-0.0
Microglia,Pericyte,TIMP1,CD63,-0.0
Microglia,Microglia,CXCL10,CCR3,-0.0
Microglia,Microglia,CXCL10,ACKR1,-0.0
Microglia,Microglia,CXCL1,CXCR2,-0.0
Microglia,Pericyte,PPBP,CXCR1,-0.0
Microglia,Pericyte,VWF,SIRPA,-0.0
Microglia,Pericyte,PPBP,ACKR1,-0.0
Microglia,Microglia,ITIH2,FCER1A,-0.0
Microglia,Microglia,RIMS1,SLC17A7,-0.0
Microglia,Pericyte,HP,ASGR1,-0.0
Microglia,Pericyte,HP,CD163,-0.0
Microglia,Pericyte,HSPA1A,GRIN2D,-0.0
Microglia,Pericyte,IL34,PTPRZ1,-0.0
Microglia,Microglia,PTN,PTPRZ1,-0.0
Microglia,Microglia,PTN,PTPRB,-0.0
Microglia,Pericyte,IL6,F3,-0.0
Microglia,Pericyte,IL6,MUSK,-0.0
Microglia,Pericyte,GAST,GPR152,-0.0
Microglia,Pericyte,GAST,CCKBR,-0.0
Microglia,Pericyte,FN1,MAG,-0.0
Microglia,Microglia,PPBP,CXCR2,-0.0
Microglia,Pericyte,PF4,ACKR1,-0.0
Microglia,Pericyte,PGLYRP1,TREM1,-0.0
Microglia,Pericyte,PNOC,OPRL1,-0.0
Microglia,Microglia,CXCL1,CXCR1,-0.0
Microglia,Microglia,CXCL1,ACKR1,-0.0
Microglia,Pericyte,XCL1,XCR1,-0.0
Microglia,Pericyte,SNCA,LAG3,-0.0
Microglia,Microglia,CXCL12,AVPR1A,-0.0
Microglia,Microglia,LPL,GPIHBP1,-0.0
Microglia,Microglia,MSMP,CCR2,-0.0
Microglia,Microglia,CCL11,CCR2,-0.0
Oligodendrocyte,Astrocyte,CCL7,ACKR1,-0.0
Oligodendrocyte,Astrocyte,CXCL12,AVPR1A,-0.0
Microglia,Microglia,CALCA,GPR84,-0.0
Oligodendrocyte,Astrocyte,CXCL2,ACKR1,-0.0
Oligodendrocyte,Astrocyte,CD40LG,CD9,-0.0
Oligodendrocyte,Astrocyte,CD40LG,CD53,-0.0
Oligodendrocyte,Astrocyte,CD34,SELL,-0.0
Oligodendrocyte,Astrocyte,CD177,PECAM1,-0.0
Microglia,Microglia,CCL3,CCR3,-0.0
Microglia,Microglia,CCL28,CCR3,-0.0
Microglia,Microglia,CXCL2,ACKR1,-0.0
Microglia,Microglia,CXCL2,CXCR1,-0.0
Microglia,Pericyte,SELPLG,SELL,-0.0
Microglia,Microglia,CXCL2,CXCR2,-0.0
Oligodendrocyte,Astrocyte,ADM,GPR84,-0.0
Oligodendrocyte,Astrocyte,ADM,RAMP1,-0.0
Microglia,Microglia,CXCL3,CXCR2,-0.0
Microglia,Microglia,CXCL5,ACKR1,-0.0
Microglia,Microglia,CXCL5,CXCR1,-0.0
Microglia,Pericyte,PSAP,GPR37,-0.0
Microglia,Pericyte,THBS1,SDC4,-0.0
Oligodendrocyte,Astrocyte,CCL4,GPR152,-0.0
Microglia,Pericyte,TDGF1,ACVR1C,-0.0
Microglia,Pericyte,EDN1,EDNRB,-0.0
Microglia,Pericyte,PPY,NPY5R,-0.0
Microglia,Pericyte,PROK2,PROKR1,-0.0
Microglia,Pericyte,SCT,GPR84,-0.0
Microglia,Microglia,CXCL3,CXCR1,-0.0
Microglia,Pericyte,SCT,RAMP2,-0.0
Microglia,Microglia,CXCL2,XCR1,-0.0
Microglia,Microglia,CXCL3,ACKR1,-0.0
Microglia,Microglia,RLN3,RAMP2,-0.0
GABAergic,Pericyte,CCL3,CCR5,-0.0
Microglia,Endothelial,CALCB,RAMP2,-0.0
Microglia,Endothelial,ANXA1,FPR1,-0.0
Microglia,Endothelial,APOB,LSR,-0.0
Microglia,Endothelial,APOB,TREM2,-0.0
Microglia,Endothelial,CCL17,ACKR1,-0.0
Microglia,Endothelial,CCL11,CCR5,-0.0
Microglia,Endothelial,CCL11,CCR3,-0.0
Microglia,Endothelial,CCL11,CCR2,-0.0
Microglia,Astrocyte,THBS1,SDC4,-0.0
Microglia,Endothelial,ANGPTL4,SDC4,-0.0
Microglia,Astrocyte,TIMP1,CD63,-0.0
Microglia,Endothelial,CCL2,CCR2,-0.0
Microglia,Endothelial,CCL8,CCR5,-0.0
Microglia,Endothelial,CCL8,CCR3,-0.0
Microglia,Endothelial,CCL8,CCR2,-0.0
Microglia,Endothelial,CCL8,CCR1,-0.0
Microglia,Astrocyte,TDGF1,ACVR1C,-0.0
Microglia,Endothelial,CCL8,ACKR1,-0.0
Microglia,Astrocyte,SCT,GPR84,-0.0
Microglia,Astrocyte,SELPLG,SELL,-0.0
Microglia,Astrocyte,SAA1,FPR1,-0.0
Microglia,Astrocyte,SAA1,FPR2,-0.0
Microglia,Endothelial,CCL5,CCR5,-0.0
Microglia,Endothelial,CCL4,CCR3,-0.0
Microglia,Endothelial,CCL5,CCR3,-0.0
Microglia,Endothelial,CCL5,CCR1,-0.0
Microglia,Endothelial,CCL5,ACKR1,-0.0
Microglia,Endothelial,CCL4,GPR152,-0.0
Microglia,Endothelial,CCL4,CCR5,-0.0
Microglia,Endothelial,CCL7,CCR1,-0.0
Microglia,Endothelial,CCL7,CCR3,-0.0
Microglia,Endothelial,CD34,SELL,-0.0
Microglia,Endothelial,CCL11,ACKR1,-0.0
Microglia,Endothelial,CD177,PECAM1,-0.0
Microglia,Astrocyte,SNCA,LAG3,-0.0
Microglia,Astrocyte,SCT,RAMP2,-0.0
Microglia,Endothelial,CD40LG,CD53,-0.0
Microglia,Endothelial,CCL2,CCR1,-0.0
Microglia,Astrocyte,VWF,SIRPA,-0.0
Endothelial,Pericyte,CCL8,CCR2,-0.0
Endothelial,Pericyte,CCL8,CCR1,-0.0
Endothelial,Pericyte,CCL8,ACKR1,-0.0
Endothelial,Pericyte,CCL7,CCR5,-0.0
Endothelial,Pericyte,CD34,SELL,-0.0
GABAergic,Pericyte,RLN3,GPR84,-0.0
GABAergic,Pericyte,S100A4,CCR5,-0.0
GABAergic,Pericyte,CCL8,CCR2,-0.0
GABAergic,Pericyte,SAA1,FPR1,-0.0
GABAergic,Pericyte,IL34,PTPRZ1,-0.0
GABAergic,Pericyte,PPBP,CXCR2,-0.0
GABAergic,Pericyte,PPY,NPY5R,-0.0
GABAergic,Pericyte,PROK2,PROKR1,-0.0
GABAergic,Pericyte,TIMP1,CD63,-0.0
GABAergic,Pericyte,TDGF1,ACVR1C,-0.0
Endothelial,Pericyte,CCL8,CCR3,-0.0
Endothelial,Pericyte,CCL8,CCR5,-0.0
Endothelial,Pericyte,CD177,PECAM1,-0.0
GABAergic,GABAergic,FN1,CD79A,-0.0
Microglia,Endothelial,CCL19,CCR7,-0.0
Microglia,Endothelial,ANGPTL4,GPIHBP1,-0.0
Microglia,Endothelial,ADM,RAMP2,-0.0
Microglia,Endothelial,ADM,RAMP1,-0.0
Microglia,Endothelial,ADM,GPR84,-0.0
Microglia,Astrocyte,XCL1,XCR1,-0.0
GABAergic,Pericyte,CCL3,CCR3,-0.0
Microglia,Astrocyte,S100A4,CCR5,-0.0
GABAergic,Pericyte,CCL8,CCR3,-0.0
GABAergic,Pericyte,RLN3,RAMP2,-0.0
GABAergic,Pericyte,RIMS1,SLC17A7,-0.0
GABAergic,Pericyte,PTN,PTPRZ1,-0.0
GABAergic,Pericyte,PSAP,GPR37,-0.0
GABAergic,Pericyte,HP,CD163,-0.0
Microglia,Endothelial,CXCL1,CXCR2,-0.0
GABAergic,GABAergic,GAST,GPR152,-0.0
Microglia,Astrocyte,CSF3,CSF1R,-0.0
GABAergic,Pericyte,CXCL12,AVPR1A,-0.0
Microglia,Astrocyte,CXCL10,ACKR1,-0.0
Microglia,Astrocyte,COL3A1,MAG,-0.0
GABAergic,Pericyte,CCL2,CCR2,-0.0
GABAergic,Pericyte,CCL2,CCR1,-0.0
GABAergic,Pericyte,CCL2,ACKR1,-0.0
GABAergic,Pericyte,CCL28,CCR3,-0.0
GABAergic,Pericyte,CCL19,CCR7,-0.0
GABAergic,Pericyte,CCL11,CCR5,-0.0
GABAergic,Pericyte,CCL11,CCR3,-0.0
GABAergic,Pericyte,CCL11,CCR2,-0.0
GABAergic,Pericyte,CCL11,ACKR1,-0.0
GABAergic,Pericyte,CCL1,ACKR1,-0.0
GABAergic,Pericyte,CAMP,FPR2,-0.0
GABAergic,Pericyte,CCL17,ACKR1,-0.0
GABAergic,Pericyte,CCL3,CCR1,-0.0
GABAergic,Pericyte,CCL2,CCR5,-0.0
GABAergic,Pericyte,CCL24,CCR2,-0.0
GABAergic,Pericyte,CCL2,CCR3,-0.0
GABAergic,Pericyte,CCL24,CCR3,-0.0
GABAergic,Pericyte,FN1,CD79A,-0.0
GABAergic,Pericyte,GAST,CCKBR,-0.0
Microglia,Endothelial,CALCB,RAMP1,-0.0
Microglia,Endothelial,CALCB,GPR84,-0.0
Microglia,Endothelial,CALCA,GPR84,-0.0
Microglia,Endothelial,BMP8A,TGFBR1,-0.0
Microglia,Endothelial,B2M,KLRD1,-0.0
Microglia,Endothelial,B2M,KLRC2,-0.0
Microglia,Endothelial,B2M,KLRC1,-0.0
Microglia,Endothelial,APP,FPR2,-0.0
Microglia,Astrocyte,CCL5,ACKR1,-0.0
Microglia,Astrocyte,CCL4,GPR152,-0.0
Microglia,Astrocyte,CCL4,CCR5,-0.0
Microglia,Astrocyte,CCL4,CCR3,-0.0
GABAergic,Pericyte,CXCL2,CXCR1,-0.0
GABAergic,Pericyte,CXCL2,ACKR1,-0.0
GABAergic,Pericyte,GAST,GPR152,-0.0
GABAergic,Pericyte,FN1,MAG,-0.0
GABAergic,Pericyte,CXCL9,ACKR1,-0.0
GABAergic,Pericyte,FGL1,LAG3,-0.0
GABAergic,Pericyte,F10,F3,-0.0
Microglia,Endothelial,CCL4,CCR1,-0.0
Microglia,Endothelial,CCL2,CCR3,-0.0
Microglia,Endothelial,CCL7,CCR2,-0.0
Microglia,Endothelial,CCL7,CCR5,-0.0
Microglia,Endothelial,CXCL1,ACKR1,-0.0
Microglia,Endothelial,CSF3,CSF1R,-0.0
Microglia,Endothelial,CSF2,CSF1R,-0.0
Microglia,Endothelial,COL3A1,MAG,-0.0
Microglia,Endothelial,CGA,RAMP2,-0.0
Microglia,Endothelial,CGA,GPR84,-0.0
Microglia,Endothelial,CFP,NCR1,-0.0
Microglia,Endothelial,CCL3,CCR1,-0.0
Microglia,Endothelial,CCL3,CCR3,-0.0
Microglia,Endothelial,CCL3,CCR5,-0.0
Microglia,Endothelial,CCL5,SDC4,-0.0
Microglia,Endothelial,CCL2,CCR5,-0.0
Microglia,Endothelial,CCL24,CCR2,-0.0
Microglia,Endothelial,CCL24,CCR3,-0.0
Microglia,Endothelial,CCL28,CCR3,-0.0
GABAergic,Pericyte,CXCL3,ACKR1,-0.0
GABAergic,Pericyte,EDN1,EDNRB,-0.0
GABAergic,Pericyte,CYTL1,CCR2,-0.0
GABAergic,Pericyte,CXCL9,CCR3,-0.0
GABAergic,Pericyte,CXCL5,CXCR2,-0.0
GABAergic,Pericyte,CCL8,CCR5,-0.0
GABAergic,Pericyte,CXCL5,CXCR1,-0.0
Microglia,Astrocyte,CGA,RAMP2,-0.0
GABAergic,Pericyte,CXCL5,ACKR1,-0.0
GABAergic,Pericyte,EDN1,ADGRL4,-0.0
GABAergic,Pericyte,CD34,SELL,-0.0
Astrocyte,Pericyte,CCL7,CCR1,-0.0
Microglia,Endothelial,CAMP,FPR2,-0.0
Microglia,Endothelial,CAMP,IGF1R,-0.0
Microglia,Endothelial,CCL1,ACKR1,-0.0
Microglia,Endothelial,CD40LG,CD9,-0.0
GABAergic,Pericyte,CXCL3,CXCR2,-0.0
Pericyte,GABAergic,TNF,VSIR,-0.0
Microglia,Pericyte,PPBP,CXCR2,-0.0
Microglia,Microglia,SAA1,FPR1,-0.0
Pericyte,GABAergic,CD177,PECAM1,-0.0
Pericyte,GABAergic,CCL8,CCR5,-0.0
Pericyte,Microglia,CCL5,CCR3,-0.0
Pericyte,Microglia,CCL5,CCR5,-0.0
Pericyte,Microglia,CCL5,SDC4,-0.0
Pericyte,Microglia,B2M,KLRC1,-0.0
Pericyte,Microglia,CALCB,GPR84,-0.0
Pericyte,Microglia,CCL11,CCR2,-0.0
Pericyte,Microglia,CALCA,GPR84,-0.0
Pericyte,Microglia,BMP8A,TGFBR1,-0.0
Pericyte,Microglia,B2M,KLRD1,-0.0
Pericyte,Microglia,B2M,KLRC2,-0.0
Pericyte,Microglia,APP,FPR2,-0.0
Pericyte,Microglia,CCL7,ACKR1,-0.0
Pericyte,Microglia,APOB,TREM2,-0.0
Pericyte,Microglia,CCL3,CCR3,-0.0
Pericyte,Microglia,APOB,LSR,-0.0
Pericyte,Microglia,CCL19,CCR7,-0.0
Pericyte,Microglia,CCL2,CCR2,-0.0
Pericyte,GABAergic,BSG,SLC16A1,-0.0
Pericyte,GABAergic,BMP8A,TGFBR1,-0.0
Pericyte,Endothelial,CCL4,GPR152,-0.0
Pericyte,Endothelial,CGA,RAMP2,-0.0
Pericyte,Endothelial,COL3A1,MAG,-0.0
Pericyte,Endothelial,CXCL5,CXCR1,-0.0
Pericyte,Microglia,CCL5,CCR1,-0.0
Pericyte,Microglia,CCL5,ACKR1,-0.0
Pericyte,Microglia,CCL4,GPR152,-0.0
Pericyte,Microglia,CCL11,CCR5,-0.0
Pericyte,Microglia,CCL4,CCR3,-0.0
Pericyte,Microglia,CCL28,CCR3,-0.0
Pericyte,Microglia,CCL24,CCR3,-0.0
Pericyte,Microglia,CCL24,CCR2,-0.0
Pericyte,Microglia,CCL2,CCR3,-0.0
Pericyte,Microglia,CCL2,ACKR1,-0.0
Pericyte,Microglia,BSG,SLC16A1,-0.0
Pericyte,Microglia,ANGPTL4,GPIHBP1,-0.0
Pericyte,Microglia,CCL11,CCR3,-0.0
Pericyte,Endothelial,IL6,F3,-0.0
Pericyte,Endothelial,IL6,MUSK,-0.0
Pericyte,Endothelial,CYTL1,CCR2,-0.0
Pericyte,Endothelial,CXCL10,SDC4,-0.0
Pericyte,Endothelial,CXCL3,CXCR1,-0.0
Pericyte,Endothelial,CXCL3,ACKR1,-0.0
Pericyte,Endothelial,CXCL2,XCR1,-0.0
Pericyte,Endothelial,CXCL2,CXCR2,-0.0
Pericyte,Endothelial,CXCL2,CXCR1,-0.0
Pericyte,Endothelial,CXCL12,AVPR1A,-0.0
Pericyte,Endothelial,CXCL10,CCR3,-0.0
Pericyte,Endothelial,CXCL9,CCR3,-0.0
Pericyte,Endothelial,CXCL10,ACKR1,-0.0
Pericyte,Endothelial,CXCL1,CXCR2,-0.0
Pericyte,Endothelial,CXCL1,CXCR1,-0.0
Pericyte,Endothelial,GAST,GPR152,-0.0
Pericyte,Endothelial,EDN1,ADGRL4,-0.0
Pericyte,Endothelial,EDN1,EDNRB,-0.0
Pericyte,Endothelial,F10,F3,-0.0
Pericyte,Microglia,CCL17,ACKR1,-0.0
Pericyte,GABAergic,CCL8,CCR3,-0.0
Pericyte,Endothelial,CXCL5,ACKR1,-0.0
Pericyte,Endothelial,CSF2,CSF1R,-0.0
Pericyte,Endothelial,CXCL3,CXCR2,-0.0
Pericyte,Endothelial,IL34,PTPRZ1,-0.0
Pericyte,Endothelial,HSPA1A,GRIN2D,-0.0
Pericyte,GABAergic,CALCA,GPR84,-0.0
Pericyte,Endothelial,HP,CD163,-0.0
Pericyte,Endothelial,HDC,HRH3,-0.0
Pericyte,Endothelial,CSF3,CSF1R,-0.0
Pericyte,Endothelial,GZMA,F2RL1,-0.0
Pericyte,Endothelial,GAST,CCKBR,-0.0
Pericyte,Endothelial,FN1,MAG,-0.0
Pericyte,Endothelial,FN1,CD79A,-0.0
Pericyte,Endothelial,FGL1,LAG3,-0.0
Pericyte,Endothelial,HP,ASGR1,-0.0
Pericyte,Endothelial,CXCL1,ACKR1,-0.0
Pericyte,GABAergic,CALCB,GPR84,-0.0
Pericyte,GABAergic,CCL17,ACKR1,-0.0
Pericyte,Endothelial,CCL7,CCR5,-0.0
Pericyte,Endothelial,CCL7,CCR3,-0.0
Pericyte,Endothelial,CCL7,CCR2,-0.0
Pericyte,Endothelial,CCL7,CCR1,-0.0
Pericyte,Endothelial,CCL5,CCR5,-0.0
Pericyte,Endothelial,ITIH2,FCER1A,-0.0
Pericyte,Microglia,CALCB,RAMP1,-0.0
Pericyte,Endothelial,CCL24,CCR3,-0.0
Pericyte,Endothelial,CCL4,CCR5,-0.0
Pericyte,Endothelial,CCL4,CCR3,-0.0
Pericyte,Endothelial,CCL4,CCR1,-0.0
Pericyte,Endothelial,CCL3,CCR5,-0.0
Pericyte,Endothelial,CCL3,CCR3,-0.0
Pericyte,Endothelial,CCL3,CCR1,-0.0
Pericyte,Endothelial,CCL5,ACKR1,-0.0
Pericyte,Endothelial,CCL8,ACKR1,-0.0
Pericyte,Endothelial,CCL28,CCR3,-0.0
Pericyte,Endothelial,CCL8,CCR1,-0.0
Pericyte,Endothelial,CCL5,CCR3,-0.0
Pericyte,GABAergic,TNF,FAS,-0.0
Pericyte,GABAergic,TDGF1,ACVR1C,-0.0
Pericyte,GABAergic,SNCA,LAG3,-0.0
Pericyte,GABAergic,SCT,RAMP2,-0.0
Pericyte,Microglia,CAMP,IGF1R,-0.0
Pericyte,Microglia,CALCB,RAMP2,-0.0
Microglia,Oligodendrocyte,GAST,GPR152,-0.0
Pericyte,Endothelial,CCL5,CCR1,-0.0
Pericyte,Endothelial,CGA,GPR84,-0.0
Pericyte,Endothelial,CFP,NCR1,-0.0
Pericyte,Endothelial,CD40LG,CD9,-0.0
