isp_index,cell_type,condition,glutathione_metabolism,fatty_acid_elongation,iron_metabolism
-0.8291815804425676,Endothelial,Sham,-0.1385542168674699,-0.028225806451612902,1.188
-1.112585380261346,Astrocyte,Sham,0.6867469879518072,0.2325268817204301,1.02
-0.836286967797625,Microglia,Sham,0.19879518072289154,-0.05241935483870968,2.632
-0.680216084840641,Endothelial,Sham,0.3333333333333333,-0.03225806451612903,0.5
-0.6399560460292631,Endothelial,Sham,0.13855421686746988,-0.036290322580645164,2.64
-0.4821232667511165,Endothelial,Sham,0.07429718875502006,-0.07258064516129033,1.584
-0.8827840813786126,GABAergic,Sham,0.12048192771084335,-0.020161290322580645,0.976
-0.576965922911659,Endothelial,Sham,0.4979919678714859,-0.0846774193548387,0.20800000000000007
-0.7711910087842422,Endothelial,Sham,0.06224899598393574,-0.024193548387096774,0.652
-0.9633170821008835,Endothelial,Sham,0.06224899598393574,-0.024193548387096774,1.496
-0.29150021530358344,Endothelial,Sham,-0.034136546184738936,-0.028225806451612902,1.016
-0.8052800354839035,Endothelial,Sham,0.22690763052208834,-0.036290322580645164,0.636
-1.014360816832396,Microglia,Sham,-0.17469879518072293,0.0900537634408602,1.272
-0.5309204955768866,Endothelial,Sham,0.22088353413654616,-0.04435483870967742,2.388
-0.5531859705373825,Endothelial,Sham,-0.2389558232931727,-0.04838709677419355,2.38
-0.9630081352055937,GABAergic,Sham,0.6104417670682731,-0.03225806451612903,2.496
-0.8150045746671272,Microglia,Sham,-0.15863453815261044,-0.05241935483870968,1.3800000000000001
-0.8237231515652608,Endothelial,Sham,0.6124497991967872,-0.04838709677419355,0.96
-0.8621659327278434,Microglia,Sham,-0.23293172690763053,0.12634408602150538,1.1800000000000002
-1.7796542705208769,GABAergic,Sham,4.907630522088354,0.21774193548387094,9.44
-0.7429473335061907,Endothelial,Sham,0.12650602409638556,0.13440860215053763,0.608
-0.7372348309805264,Endothelial,Sham,-0.27108433734939763,0.11424731182795697,1.908
-0.9800029034316609,Microglia,Sham,-0.09036144578313252,-0.04838709677419355,-0.20400000000000001
-0.18713412264865795,Microglia,Sham,0.2730923694779116,-0.036290322580645164,5.332
-0.8418666214273435,Microglia,Sham,-0.25301204819277107,-0.06048387096774194,0.244
-0.37899449817340775,Endothelial,Sham,0.042168674698795205,-0.04838709677419355,1.6400000000000001
-0.6013304104280967,Endothelial,Sham,0.21485943775100402,-0.04838709677419355,2.144
-1.0053720608205126,Microglia,Sham,-0.2550200803212852,-0.028225806451612902,1.124
-0.6442937433769294,Endothelial,Sham,-0.4317269076305221,-0.06048387096774194,1.928
5.214548379414517,GABAergic,Sham,-0.1927710843373494,-0.056451612903225805,13.675999999999998
-0.41196759414712547,Endothelial,Sham,0.41365461847389556,-0.056451612903225805,3.8640000000000003
-0.5095052535504432,Endothelial,Sham,-0.17871485943775103,-0.04838709677419355,1.28
-0.760616236666966,Endothelial,Sham,0.3293172690763052,-0.024193548387096774,0.656
6.588372128814498,GABAergic,Sham,-0.6907630522088355,-0.0967741935483871,8.36
-1.1072987155268106,Microglia,Sham,-0.01807228915662651,0.13440860215053763,0.128
-0.25132134123752936,Endothelial,Sham,-0.12449799196787148,-0.06048387096774194,8.42
-0.5957507567983782,Endothelial,Sham,0.19879518072289154,0.10618279569892472,3.22
-0.7922077041228486,Endothelial,Sham,0.4618473895582329,-0.028225806451612902,1.372
-0.4115159079009102,Endothelial,Sham,0.21887550200803219,-0.06048387096774194,3.04
-0.8913926898358927,Endothelial,Sham,0.2028112449799197,-0.028225806451612902,0.5640000000000001
-0.8573036631362315,Microglia,Sham,-0.23092369477911648,-0.028225806451612902,0.78
-0.9073611271285635,Microglia,Sham,-0.41767068273092367,-0.04032258064516129,1.1800000000000002
-0.6330547267799248,Endothelial,Sham,0.04417670682730923,-0.024193548387096774,0.416
-0.5464903861817203,Endothelial,Sham,-0.0060240963855421326,-0.05241935483870968,2.92
-0.9527423099836074,Microglia,Sham,-0.1385542168674699,-0.04838709677419355,0.84
-0.5011623428850545,Microglia,Sham,0.21084337349397592,-0.036290322580645164,1.86
-0.5387320106584925,Endothelial,Sham,-0.3092369477911647,-0.028225806451612902,2.2920000000000003
-0.9378613434623789,GABAergic,Sham,2.7771084337349397,-0.10483870967741936,6.08
