,ferroptosis_score,senescence_score,mg_activation,consensus_senescence,isp_index,condition
GSM5319987_sham1_1-387-0,0.3176315210213515,0.7831265508684864,4.597777777777778,-0.020811340672598405,-0.9933525518717107,Sham
GSM5319987_sham1_1-390-0,0.21202949592780104,0.3346401985111663,2.711111111111111,-0.047654954003920974,-1.106457663657966,Sham
GSM5319987_sham1_1-392-0,0.3004072198987453,0.36074441687344916,3.022222222222222,-0.03657065299351531,-1.011800649833721,Sham
GSM5319987_sham1_1-395-0,0.26623376623376627,0.3054590570719603,3.4044444444444446,-0.0619816015683909,-1.1191465551757709,Sham
GSM5319987_sham1_1-396-0,0.25544794188861986,0.06431761786600496,3.1177777777777775,0.0035439601870004417,-1.685979391751601,Sham
GSM5319987_sham1_1-397-0,0.2819172353070658,0.07811414392059551,4.575555555555555,-0.07774091388930779,-1.6535489475103828,Sham
GSM5319987_sham1_1-407-0,0.21511116002641428,0.3300744416873449,4.677777777777777,-0.015080681646810437,-1.103157045492239,Sham
GSM5319987_sham1_1-411-0,0.30194805194805197,0.35156327543424315,16.173333333333332,0.022168602020811334,-1.0107728763984616,Sham
GSM5319987_sham1_1-413-0,0.17042703059652214,0.9873945409429281,3.1777777777777776,-0.11069220328758861,-1.1510160088952819,Sham
GSM5319987_sham1_1-414-0,0.5890380805635043,0.9889330024813896,18.75333333333333,0.07429718875502006,-0.7026623948473172,Sham
GSM5319987_sham1_1-415-0,0.34536649790887075,0.333151364764268,1.8288888888888888,-0.03762630070879204,-1.054052354144836,Sham
GSM5319987_sham1_1-418-0,0.44199867928681486,0.9997518610421837,2.813333333333333,0.030387573518323024,-0.8601490330405814,Sham
GSM5319987_sham1_1-423-0,0.22000880475456747,0.7201985111662531,2.5755555555555554,-0.01221535213391646,-1.097911420193137,Sham
GSM5319987_sham1_1-445-0,1.7581994276909532,1.7193548387096775,74.13555555555556,-0.2597647413663097,0.549568561385502,Sham
GSM5319987_sham1_1-449-0,0.21846797270526086,0.43449131513647643,2.0444444444444447,-0.07201025486351983,-1.0995617292760005,Sham
GSM5319987_sham1_1-452-0,0.0476007043803654,0.5988089330024814,2.813333333333333,0.0901824762479264,-1.2825692186435473,Sham
GSM5319987_sham1_1-457-0,0.8471824785384108,1.0750372208436725,4.691111111111111,-0.10209621474890665,-0.4261766838575706,Sham
GSM5319987_sham1_1-461-0,0.32252916574950474,0.1503225806451613,3.2444444444444445,-0.0566279595837732,-1.4838140684781056,Sham
GSM5319987_sham1_1-473-0,0.512161567246313,0.5788089330024814,4.568888888888889,-0.07955059568692505,-0.7850010301601877,Sham
GSM5319987_sham1_1-474-0,1.4949372661237068,1.1148883374689826,20.07777777777778,-0.013648016890363449,0.26760146665624435,Sham
GSM5319987_sham1_1-478-0,0.3314990094651111,0.2670967741935484,3.706666666666667,-0.012048192771084348,-1.2093218551702383,Sham
GSM5319987_sham1_1-479-0,0.5476007043803655,0.5742928039702233,4.262222222222222,-0.10066354999245966,-0.7470439212543262,Sham
GSM5319987_sham1_1-481-0,0.8394783182918777,0.7232754342431762,5.728888888888889,0.02510040160642571,-0.43442822927188834,Sham
GSM5319987_sham1_1-482-0,2.174058991855602,0.6814888337468983,30.24222222222222,-0.03714859437751,-0.2352419651911925,Sham
GSM5319987_sham1_1-483-0,0.2153863086066476,0.26545905707196027,2.688888888888889,-0.12893982808022922,-1.213171512220455,Sham
GSM5319987_sham1_1-491-0,1.7935285053929122,1.845955334987593,59.53777777777778,-0.16407781631729756,0.587407791071159,Sham
GSM5319987_sham1_1-505-0,0.3610499669821704,0.6894789081885857,2.6555555555555554,-0.07201025486351983,-0.94684919950102,Sham
GSM5319987_sham1_1-506-0,0.35824345146379044,0.6249131513647642,3.731111111111111,-0.13753581661891118,-0.9498551196162358,Sham
GSM5319987_sham1_1-508-0,0.286814880035219,0.8015384615384615,4.34,-0.06092595385311417,-1.0263587335289817,Sham
GSM5319987_sham1_1-510-0,0.2277129650011006,0.8783622828784119,3.5355555555555553,-0.022244005429045394,-1.089659874778819,Sham
GSM5319987_sham1_1-516-0,0.3967642526964561,0.2778163771712159,3.92,-0.12607449856733524,-1.184124099932457,Sham
GSM5319987_sham1_1-522-0,0.325610829848118,0.9183126550868486,5.62,-0.0723872719046901,-0.9848063084068817,Sham
GSM5319987_sham1_1-523-0,0.27756988773937924,0.512803970223325,1.8466666666666665,-0.1121248680440356,-1.0362605880261628,Sham
GSM5319987_sham1_1-531-0,0.3302333259960379,0.6710669975186103,4.253333333333333,-0.14183381088825214,-0.9798553811582909,Sham
GSM5319987_sham1_1-534-0,0.600264142637024,0.3484367245657568,6.417777777777777,-0.15329512893982808,-1.0181222216761479,Sham
GSM5319987_sham1_1-535-0,0.3628659476117103,0.6111166253101736,2.982222222222222,-0.1346704871060172,-0.9449041923676451,Sham
GSM5319987_sham1_1-536-0,0.18737618313889504,0.586501240694789,4.235555555555555,-0.0949328909666717,-1.1328626089837825,Sham
GSM5319987_sham1_1-537-0,2.283843275368699,2.4262531017369726,14.122222222222222,0.14357429718875503,1.1125597170823807,Sham
GSM5319987_sham1_1-539-0,0.42631521021351526,1.0504714640198511,3.4266666666666667,-0.06914492535062586,-0.8769468219197284,Sham
GSM5319987_sham1_1-540-0,0.4050187101034558,1.5679900744416873,3.173333333333333,0.028577891720705767,-0.8997564510293067,Sham
GSM5319987_sham1_1-544-0,0.44199867928681486,0.7078908188585609,3.1,0.023601266777258323,-0.8601490330405814,Sham
GSM5319987_sham1_1-552-0,0.11413163108078361,0.49290322580645163,2.171111111111111,0.0006786306741064646,-1.2113112300299036,Sham
