,sample,condition,leiden,cell_type,ferroptosis_score,senescence_score,consensus_senescence,isp_index,sene_senmayo,sene_cellage,sene_fridman,glutathione_metabolism,fatty_acid_elongation,iron_metabolism,isp_group,UMAP1,UMAP2
GSM5319988_sham2_1-286-1,GSM5319988_sham2,Sham,2,Microglia,0.49620294959278005,0.7539950372208437,-0.0021866988387875125,-0.8020935170898461,0.7539950372208437,-0.20682730923694778,-0.0021866988387875125,-0.12248995983935743,-0.056451612903225805,1.348,Mid,7.9352818,-4.4049153
GSM5319988_sham2_1-287-1,GSM5319988_sham2,Sham,7,Pericyte,1.5163438256658595,0.7461538461538462,-0.04919678714859438,-0.0832388398447618,0.7461538461538462,-0.04919678714859438,-0.14040114613180515,-0.4357429718875503,0.06586021505376344,4.760000000000001,High,-0.36400756,9.652344
GSM5319988_sham2_1-288-1,GSM5319988_sham2,Sham,0,Endothelial,0.5417125247633723,0.49444168734491317,-0.027974664454833376,-0.7533504595352689,0.49444168734491317,-0.1686746987951807,-0.027974664454833376,0.36144578313253006,-0.04032258064516129,1.728,Mid,9.873208,7.228053
GSM5319988_sham2_1-289-1,GSM5319988_sham2,Sham,6,Astrocyte,2.3787695355491967,-0.030173697270471478,-0.2833660081435681,-1.9080929379216733,-0.030173697270471478,-0.6275100401606425,-0.2833660081435681,2.1767068273092374,-0.20967741935483872,6.364,Low,-9.584543,7.4675164
GSM5319988_sham2_1-290-1,GSM5319988_sham2,Sham,8,Astrocyte,0.030651551837992508,-0.06779156327543426,-0.06779156327543426,-1.9965183938024058,-0.06779156327543426,-0.13052208835341367,-0.046222289247473985,0.09236947791164657,0.2768817204301075,-0.08000000000000002,Low,-5.3123584,14.219589
GSM5319988_sham2_1-291-1,GSM5319988_sham2,Sham,3,Endothelial,4.223035439137134,1.702928039702233,-0.17570281124497994,2.165777471401468,1.702928039702233,-0.17570281124497994,-0.18737746946161965,-0.18674698795180722,-0.16532258064516128,20.268,High,7.6546593,12.518753
GSM5319988_sham2_1-292-1,GSM5319988_sham2,Sham,0,Endothelial,0.36831388950033017,0.24704714640198513,-0.08776956718443674,-1.2564509899668292,0.24704714640198513,-0.20883534136546184,-0.08776956718443674,0.41164658634538154,-0.05241935483870968,0.128,Low,10.892716,4.7884183
GSM5319988_sham2_1-293-1,GSM5319988_sham2,Sham,5,Microglia,0.6005392912172574,0.5849627791563276,-0.08920223194088372,-0.6903440163359428,0.5849627791563276,-0.20381526104417674,-0.08920223194088372,-0.2550200803212852,-0.056451612903225805,1.7959999999999998,Mid,6.1492605,-2.549977
GSM5319988_sham2_1-294-1,GSM5319988_sham2,Sham,2,Microglia,0.8412942989214176,0.5234739454094293,-0.046599306288644254,-0.6066755423999688,0.5234739454094293,-0.0823293172690763,-0.046599306288644254,-0.31526104417670686,0.11424731182795697,3.8040000000000003,Mid,8.346661,-4.674406
GSM5319988_sham2_1-295-1,GSM5319988_sham2,Sham,2,Microglia,0.35334580673563726,0.5420347394540943,0.00927461921278841,-0.9551007449153378,0.5420347394540943,-0.07128514056224901,0.00927461921278841,-0.17871485943775103,-0.036290322580645164,1.5,Mid,7.683625,-3.8540022
GSM5319988_sham2_1-296-1,GSM5319988_sham2,Sham,7,Pericyte,1.597292537970504,0.6187096774193549,0.12275674860503694,-0.3828121521161616,0.6187096774193549,-0.18072289156626506,0.12275674860503694,0.4979919678714859,0.04569892473118278,5.944,Mid,0.12840717,9.492822
GSM5319988_sham2_1-297-1,GSM5319988_sham2,Sham,0,Endothelial,0.489324235086947,0.8353846153846154,-0.028112449799196804,-0.8094609683526296,0.8353846153846154,-0.028112449799196804,-0.030839993967727353,-0.29919678714859443,-0.04032258064516129,1.02,Mid,11.021083,5.321119
GSM5319988_sham2_1-298-1,GSM5319988_sham2,Sham,0,Endothelial,1.1381796169931764,0.8060049627791562,0.06364047654954003,-0.11450402563676916,0.8060049627791562,0.027108433734939763,0.06364047654954003,0.18273092369477917,-0.13306451612903225,2.24,High,9.133904,5.840572
GSM5319988_sham2_1-299-1,GSM5319988_sham2,Sham,4,Endothelial,0.7917125247633723,0.5374193548387096,0.15863453815261042,-0.5738951293360034,0.5374193548387096,0.15863453815261042,0.06869250490122153,-0.040160642570281124,-0.036290322580645164,0.628,Mid,10.51168,5.0886497
GSM5319988_sham2_1-300-1,GSM5319988_sham2,Sham,0,Endothelial,0.546335020911292,0.0965260545905707,-0.050520283516814965,-1.6102694697640083,0.0965260545905707,-0.1646586345381526,-0.050520283516814965,0.08032128514056225,0.11827956989247311,1.032,Low,11.049378,5.5008273
GSM5319988_sham2_1-301-1,GSM5319988_sham2,Sham,2,Microglia,0.6393352410301563,0.8414888337468982,-0.010782687377469471,-0.6487915912138429,0.8414888337468982,-0.24497991967871485,-0.010782687377469471,0.2931726907630522,-0.04032258064516129,1.8239999999999998,Mid,9.067338,-5.1500773
GSM5319988_sham2_1-302-1,GSM5319988_sham2,Sham,2,Microglia,0.24312128549416684,0.3377171215880893,-0.11318051575931232,-1.0731567839501837,0.3377171215880893,-0.14859437751004015,-0.11318051575931232,-0.0783132530120482,-0.020161290322580645,0.548,Mid,8.121262,-3.556657
GSM5319988_sham2_1-303-1,GSM5319988_sham2,Sham,0,Endothelial,0.4225181598062955,0.3638213399503722,-0.07487558437641381,-0.9819587766589616,0.3638213399503722,-0.23092369477911648,-0.07487558437641381,0.4196787148594378,-0.04435483870967742,0.176,Mid,11.821531,7.144671
GSM5319988_sham2_1-304-1,GSM5319988_sham2,Sham,2,Microglia,0.7806515518379925,0.6494292803970223,-0.06092595385311417,-0.4974346724712146,0.6494292803970223,-0.14156626506024095,-0.06092595385311417,-0.25100401606425704,-0.04435483870967742,2.892,Mid,8.396866,-5.4444594
GSM5319988_sham2_1-305-1,GSM5319988_sham2,Sham,2,Microglia,0.46665199207572083,0.611166253101737,-0.11604584527220631,-0.8337440877147648,0.611166253101737,-0.1927710843373494,-0.11604584527220631,-0.12248995983935743,-0.04032258064516129,1.42,Mid,8.305818,-4.194606
GSM5319988_sham2_1-306-1,GSM5319988_sham2,Sham,6,Astrocyte,1.073629760070438,-0.03573200992555833,-0.17621776504297995,-1.9211584406375601,-0.03573200992555833,-0.3393574297188755,-0.17621776504297995,2.0220883534136544,0.42338709677419356,2.808,Low,-8.833929,7.658774
GSM5319988_sham2_1-307-1,GSM5319988_sham2,Sham,18,Endothelial,2.086781862205591,0.7320595533498759,-0.21565374754938926,-0.11636922173147426,0.7320595533498759,-0.3985943775100402,-0.21565374754938926,1.453815261044177,0.375,6.288,High,1.6517681,13.978882
GSM5319988_sham2_1-308-1,GSM5319988_sham2,Sham,8,Astrocyte,0.07252916574950471,-0.06774193548387097,-0.08534136546184738,-1.9964017375281569,-0.06774193548387097,-0.08534136546184738,-0.10315186246418338,-0.05823293172690763,0.2647849462365591,0.392,Low,-5.705423,14.260686
GSM5319988_sham2_1-309-1,GSM5319988_sham2,Sham,0,Endothelial,0.15683469073299583,0.3669478908188586,0.03614457831325299,-1.1655740925905425,0.3669478908188586,0.03614457831325299,0.002111295430553453,0.38554216867469876,-0.04435483870967742,0.48400000000000004,Mid,11.845229,5.971604
GSM5319988_sham2_1-310-1,GSM5319988_sham2,Sham,0,Endothelial,0.7316200748404138,0.37146401985111654,0.07728849343990346,-0.9639937104246177,0.37146401985111654,-0.13353413654618473,0.07728849343990346,-0.2751004016064257,-0.10483870967741936,2.552,Mid,10.262094,8.537184
GSM5319988_sham2_1-311-1,GSM5319988_sham2,Sham,8,Astrocyte,0.46901826986572753,0.021191066997518604,-0.1121248680440356,-1.7873536940739714,0.021191066997518604,-0.18473895582329317,-0.1121248680440356,0.4879518072289157,0.23655913978494622,1.304,Low,-5.3883142,14.589201
GSM5319988_sham2_1-312-1,GSM5319988_sham2,Sham,0,Endothelial,0.6026304204270305,0.512803970223325,-0.18051575931232092,-0.6881043111520567,0.512803970223325,-0.28714859437751006,-0.18051575931232092,-0.34337349397590367,-0.07661290322580645,2.7800000000000002,Mid,9.832505,11.187848
GSM5319988_sham2_1-313-1,GSM5319988_sham2,Sham,0,Endothelial,0.8295179396874311,0.6955831265508685,-0.10209621474890665,-0.4450962987003993,0.6955831265508685,-0.24096385542168675,-0.10209621474890665,0.1746987951807229,-0.06048387096774194,3.7680000000000002,Mid,11.0336,9.701898
GSM5319988_sham2_1-314-1,GSM5319988_sham2,Sham,7,Pericyte,1.792372881355932,1.4249627791563275,-0.1597798220479566,0.5861700592590112,1.4249627791563275,-0.44779116465863456,-0.1597798220479566,-0.07228915662650603,-0.17338709677419356,4.904,High,-0.06266481,11.277937
GSM5319988_sham2_1-315-1,GSM5319988_sham2,Sham,2,Microglia,0.4715496368038741,0.3438709677419355,-0.11031518624641834,-1.0288545989070546,0.3438709677419355,-0.11947791164658635,-0.11031518624641834,-0.22690763052208837,-0.04838709677419355,1.412,Mid,8.297172,-5.1252604
GSM5319988_sham2_1-316-1,GSM5319988_sham2,Sham,0,Endothelial,0.5524983491085186,0.35310173697270475,-0.0007540340823405239,-1.0071565318967428,0.35310173697270475,-0.0020080321285140534,-0.0007540340823405239,0.32530120481927705,-0.036290322580645164,0.504,Mid,9.188791,7.284513
GSM5319988_sham2_1-317-1,GSM5319988_sham2,Sham,2,Microglia,0.437376183138895,0.5772704714640198,-0.11785552706982355,-0.8650999602891722,0.5772704714640198,-0.25502008032128515,-0.11785552706982355,-0.2469879518072289,-0.08064516129032258,2.208,Mid,8.978294,-5.580427
GSM5319988_sham2_1-318-1,GSM5319988_sham2,Sham,2,Microglia,0.5383557120845257,0.41756823821339956,-0.0806062434022018,-0.855620031647308,0.41756823821339956,-0.2248995983935743,-0.0806062434022018,0.07228915662650598,-0.06048387096774194,1.8240000000000003,Mid,8.330614,-3.5369148
GSM5319988_sham2_1-319-1,GSM5319988_sham2,Sham,0,Endothelial,0.7135703279771076,0.3254590570719603,-0.07057759010707285,-1.0721340766534289,0.3254590570719603,-0.13253012048192772,-0.07057759010707285,-0.0823293172690763,-0.020161290322580645,2.716,Mid,10.724354,7.8933268
GSM5319988_sham2_1-320-1,GSM5319988_sham2,Sham,0,Endothelial,1.4597732775698877,0.38531017369727044,-0.012592369175086715,-0.9314466099091501,0.38531017369727044,-0.054216867469879526,-0.012592369175086715,0.5542168674698795,0.11827956989247311,6.04,Mid,10.556025,9.87385
GSM5319988_sham2_1-321-1,GSM5319988_sham2,Sham,3,Endothelial,2.0171692714065594,1.5862531017369728,-0.02624038606545015,0.8269383665267824,1.5862531017369728,-0.3293172690763052,-0.02624038606545015,-0.2931726907630522,-0.10080645161290322,7.052,High,9.083185,10.86266
GSM5319988_sham2_1-322-1,GSM5319988_sham2,Sham,4,Endothelial,0.3554369359454105,0.19181141439205954,-0.09312320916905444,-1.3862894232059524,0.19181141439205954,-0.178714859437751,-0.09312320916905444,-0.1345381526104418,-0.016129032258064516,0.6639999999999999,Low,8.772913,5.047905
GSM5319988_sham2_1-323-1,GSM5319988_sham2,Sham,0,Endothelial,0.3240699977988114,0.476029776674938,-0.024732317900769116,-0.9864566174897451,0.476029776674938,-0.13453815261044177,-0.024732317900769116,0.10040160642570278,-0.020161290322580645,0.5840000000000001,Mid,11.567438,6.161608
GSM5319988_sham2_1-324-1,GSM5319988_sham2,Sham,7,Pericyte,0.9197116442879155,0.18397022332506205,-0.08203890815864878,-1.4047211145372922,0.18397022332506205,-0.3132530120481928,-0.08203890815864878,-0.33534136546184745,-0.0967741935483871,4.0120000000000005,Low,0.17413981,10.518257
GSM5319988_sham2_1-325-1,GSM5319988_sham2,Sham,0,Endothelial,0.9412832929782082,0.36218362282878414,-0.0566279595837732,-0.9858084337091781,0.36218362282878414,-0.25903614457831325,-0.0566279595837732,0.5662650602409638,-0.04032258064516129,3.088,Mid,9.863332,7.8760986
GSM5319988_sham2_1-326-1,GSM5319988_sham2,Sham,4,Endothelial,0.4268655073739819,0.500545905707196,-0.0050520283516815034,-0.8763574258187057,0.500545905707196,-0.178714859437751,-0.0050520283516815034,0.13855421686746988,-0.036290322580645164,0.656,Mid,8.124459,2.7690947
GSM5319988_sham2_1-327-1,GSM5319988_sham2,Sham,2,Microglia,0.24158045344486023,0.7033250620347395,-0.05481827778615593,-1.0748070930330471,0.7033250620347395,-0.13353413654618473,-0.05481827778615593,-0.11445783132530121,0.12634408602150538,1.056,Mid,7.5087667,-3.7746303
GSM5319988_sham2_1-328-1,GSM5319988_sham2,Sham,0,Endothelial,0.29325335681267883,0.1733995037220844,0.1245664304026542,-1.4295689009523267,0.1733995037220844,-0.08333333333333333,0.1245664304026542,0.016064257028112428,-0.04032258064516129,0.47600000000000003,Low,9.867054,7.9530506
GSM5319988_sham2_1-329-1,GSM5319988_sham2,Sham,2,Microglia,0.6408760730794629,0.25315136476426797,0.004599607902277175,-1.2421022682342036,0.25315136476426797,-0.14759036144578314,0.004599607902277175,0.06224899598393574,-0.04838709677419355,2.508,Low,8.006708,-5.609842
GSM5319988_sham2_1-330-1,GSM5319988_sham2,Sham,4,Endothelial,0.30712084525643846,0.3469478908188586,-0.03370532348062133,-1.0216219099036172,0.3469478908188586,-0.11746987951807229,-0.03370532348062133,-0.2831325301204819,-0.05241935483870968,0.836,Mid,6.747914,3.605849
GSM5319988_sham2_1-331-1,GSM5319988_sham2,Sham,2,Microglia,0.4389170151882016,0.5496774193548387,0.028954908761876036,-0.8634496512063086,0.5496774193548387,-0.01807228915662651,0.028954908761876036,-0.10240963855421689,-0.04838709677419355,0.852,Mid,7.6204004,-3.4120693
GSM5319988_sham2_1-332-1,GSM5319988_sham2,Sham,2,Microglia,0.313284173453665,0.5940942928039703,-0.14794148695521037,-0.99800878106979,0.5940942928039703,-0.3032128514056225,-0.14794148695521037,-0.11646586345381527,-0.04838709677419355,0.9119999999999999,Mid,7.960854,-6.214256
GSM5319988_sham2_1-333-1,GSM5319988_sham2,Sham,0,Endothelial,0.3896103896103896,0.28858560794044663,-0.00791735786457548,-1.1588096884204266,0.28858560794044663,-0.142570281124498,-0.00791735786457548,0.09437751004016065,-0.03225806451612903,0.9999999999999999,Mid,10.862677,5.8842525
