,GSM1509427,GSM1509428,GSM1509429,GSM1509430,GSM1509431,GSM1509422,GSM1509423,GSM1509424,GSM1509425,GSM1509426
LOC691113,10.1018,9.8808,9.8602,9.9886,9.958,9.5199,9.5653,9.6216,9.6318,9.2545
LOC691135,8.6222,8.6278,8.43,8.5256,8.4253,8.4828,8.8529,9.0515,9.1589,8.9893
LOC691143,9.4063,8.7072,9.1166,9.296,9.3293,8.9348,8.6825,8.6813,8.8916,8.4693
LOC691162,7.2689,7.7702,6.951,7.4107,7.2062,6.4514,6.8606,7.3109,6.1577,6.9902
LOC691170,10.7154,10.2324,10.4535,10.8054,10.3421,10.0243,10.2737,10.4256,10.3902,10.693
LOC691280,7.7939,7.9068,7.9085,7.5793,7.8851,7.1871,7.7271,7.7443,7.672,7.5783
LOC691354,2.7936,6.2999,3.4617,5.5799,5.9358,5.3882,6.0569,2.9878,5.8028,5.1784
LOC691392,15.1647,14.9729,15.5228,15.1127,15.0675,14.6149,14.6084,14.6612,14.6659,14.5897
LOC691422,8.7595,8.2237,8.4565,8.5357,8.576,8.2997,8.4216,8.5686,8.195,8.7998
LOC691485,6.7959,6.3665,3.8239,6.1849,5.2619,5.6705,5.5847,5.8919,2.9024,6.1764
LOC691700,11.5406,11.207,11.4222,11.0453,11.3995,12.2973,11.6762,12.3608,11.941,12.2765
LOC691807,14.2648,13.9274,14.092,14.0682,13.9941,13.835,13.5762,13.7481,13.7063,13.8248
LOC691849,9.3651,9.1002,8.9754,9.74,9.2483,9.1708,9.0699,9.227,9.4381,9.1948
LOC691853,9.9568,10.1409,10.0998,10.3558,9.9428,10.473,10.3372,10.3464,10.3447,10.344
LOC691889,7.414,7.975,8.2517,8.3155,7.823,9.1032,9.0029,9.1738,8.8572,9.0632
LOC691920,6.1907,5.4069,7.2111,6.5508,5.152,6.6008,6.5834,4.8269,7.1423,6.1169
LOC691921,10.4822,10.1516,9.7618,9.9258,9.7498,10.3382,10.4178,9.9876,10.1075,10.0287
LOC691931,7.3355,5.9982,6.7166,6.3821,5.4657,5.7512,3.7162,5.294,5.8444,6.3135
LOC691932,3.4462,1.9768,2.6066,2.92,3.3793,6.2737,3.8312,2.2615,2.8658,5.0406
LOC691962,10.6753,10.1141,9.7374,10.4667,10.2857,9.3085,9.4859,9.2855,9.3151,9.4248
LOC691984,10.6065,9.5739,9.7737,10.0121,9.9417,9.5124,9.8277,9.4808,9.7039,9.5546
LOC691995,11.3896,11.9309,11.1767,11.5194,11.6007,12.2168,11.3854,11.392,11.149,12.6419
LOH12CR1,7.5764,7.8966,7.8738,7.6614,7.3163,7.8538,8.2907,7.8026,7.742,8.1532
LONP1,2.3348,2.2807,4.6185,1.1375,2.8856,2.6481,3.4841,4.7031,2.7927,4.0547
LONP2,12.0969,12.0469,12.1474,12.2169,12.1748,12.4478,12.0382,12.3054,12.2507,12.4767
LOR,8.6302,9.4033,8.899,9.4461,9.0675,9.8155,9.4464,9.6508,9.5141,9.9094
LOX,11.813,9.3727,9.3342,9.6719,10.3087,7.7904,7.6994,6.9587,8.0832,7.4259
LOXL1,13.4436,11.9565,11.608,12.159,12.336,8.9121,9.2201,8.7335,9.2136,9.87
LOXL2,10.3787,9.1857,8.7374,9.6614,9.1588,6.2442,6.5074,6.5241,6.7161,6.7844
LOXL3,10.0927,9.2076,8.9779,9.3222,8.9437,8.1917,8.3815,8.0591,8.1712,8.3722
LPAR1,13.2414,12.6728,12.8881,12.6247,12.9642,12.5636,12.4872,12.8405,12.8943,12.422
LPAR2,6.7256,6.472,5.9221,6.5634,5.7139,6.6722,6.4556,5.9351,5.9257,6.41
LPAR3,6.2909,5.6743,5.6864,6.0687,5.5458,5.8279,6.0336,6.3891,6.1365,5.9974
LPAR4,7.7995,7.123,8.0327,7.6275,7.751,7.4539,6.75,7.1271,6.8043,7.7389
LPAR6,11.3718,10.4106,10.3755,10.5744,10.6168,7.8727,7.9594,8.4139,8.2714,8.5389
LPCAT1,11.1254,10.9902,10.8407,10.7746,11.2508,11.0463,10.8201,11.0657,11.044,11.3034
LPCAT3,11.7303,11.303,11.0749,11.0436,11.0501,9.5672,9.5505,9.7195,10.1032,9.6568
LPCAT4,7.5417,8.7451,8.0766,7.9885,8.2975,9.47,9.4939,9.519,9.5059,9.4232
LPGAT1,10.8693,11.2577,11.0853,11.4575,11.0629,11.7037,11.3899,11.1718,11.669,11.216
LPHN1,9.5437,10.0683,9.8397,9.8471,9.858,10.8463,10.9854,10.9582,10.9822,11.1956
LPHN2,11.2367,11.0713,11.0162,11.2747,11.2381,12.0341,11.6628,11.6534,11.771,12.1311
LPHN3,7.8864,7.4732,7.4049,7.1519,7.4915,7.8411,7.4989,7.4274,8.0931,8.6234
LPIN1,9.7226,10.0436,9.7382,10.0641,9.7701,10.262,10.0704,9.9933,10.3136,9.8978
LPIN2,10.8512,11.0513,11.196,10.9388,10.8135,11.2717,11.4236,11.0652,11.1078,11.3716
LPIN3,8.0727,8.5052,8.2693,8.557,8.563,8.567,8.6131,7.9242,8.2343,8.6603
LPL,12.5445,11.306,10.271,10.9931,11.1486,11.2201,9.9329,11.0357,10.0786,11.4287
LPO,2.8273,3.8083,5.7996,4.9218,5.0636,4.9744,5.02,3.5635,4.1568,3.5801
LPP,7.4462,7.9326,7.4409,7.7687,7.6599,6.5931,6.9503,7.3052,7.0703,8.0592
LPPR2,10.5692,10.5352,10.4107,10.5282,10.7913,11.8514,11.1766,11.6547,11.4666,11.974
LPPR3,8.5775,9.4791,9.0293,9.4295,9.6124,10.1019,9.5371,9.4609,9.7435,10.6664
LPPR4,13.9848,13.3747,13.5993,13.2592,13.6383,14.4027,13.8545,14.3451,14.0634,14.4952
LPPR5,10.0405,10.3928,10.6512,10.2071,10.7384,10.9515,10.9165,11.0462,10.8813,10.9057
LPXN,12.1114,11.4944,11.574,11.4458,11.7718,9.1702,8.9381,9.2086,8.7337,9.3427
LRAT,5.8105,4.7783,2.4172,5.0506,6.1324,3.2606,2.8958,5.2394,5.6571,6.1405
LRBA,8.4142,8.7898,8.2677,8.7215,8.5777,8.7878,8.8482,8.1362,8.7532,8.8071
LRCH1,8.1221,7.7375,7.528,7.9874,8.0111,7.406,8.0074,8.0306,7.4485,8.021
LRCH2,8.4382,9.3167,8.8976,8.8142,8.851,9.3482,9.3857,9.1364,8.7908,9.9239
LRCH3,10.8172,10.4723,10.2332,10.568,10.4413,10.1188,10.1787,10.1628,9.9631,10.3409
LRCH4,7.821,7.1772,7.632,7.0951,7.314,7.4706,3.767,8.216,6.4283,8.1143
LRFN1,7.9703,8.3966,8.6501,8.3637,8.0537,9.0297,9.24,8.8594,8.6615,9.2859
LRFN2,6.7903,7.9108,7.5545,7.6938,7.6923,8.8247,8.5421,8.7228,8.3443,8.4961
LRFN3,9.2173,9.7459,9.4443,9.5995,9.5181,10.0897,10.064,10.037,10.138,10.2502
LRFN4,9.1001,9.3193,8.9909,9.1051,9.37,9.5275,9.5943,9.3974,9.5835,9.7432
LRFN5,10.7628,10.8578,11.1196,11.3892,10.9739,12.0291,11.8344,11.8804,11.9103,12.1277
LRG1,10.7476,8.7771,8.2105,9.2969,8.5541,7.9285,7.496,6.6813,7.6066,7.6851
LRGUK,5.7733,5.5733,6.0993,6.7061,7.0003,6.7397,6.2276,6.2846,6.9119,7.2151
LRIF1,10.5323,10.2951,10.4244,10.3938,10.3304,10.5014,10.2661,10.792,10.3177,10.9134
LRIG1,11.4974,11.4184,11.3676,11.3445,11.6452,11.0027,11.2748,11.154,11.0576,11.383
LRIG3,10.3677,8.9246,8.3392,9.6742,9.4677,8.1611,7.7044,8.2104,8.7798,7.8346
LRIT1,6.291,5.9008,5.5294,5.4276,6.4653,5.309,4.9478,4.9208,5.1308,4.93
LRMP,10.2378,10.3449,10.038,9.7292,10.2139,8.8823,8.8597,8.7258,8.8396,8.9762
LRP1,13.2336,12.7727,12.5257,12.4553,12.7093,12.2887,12.1477,11.9458,12.1146,12.1925
LRP10,12.2919,11.7898,11.5297,11.3715,11.4791,9.9994,9.7694,10.2064,9.9853,10.533
LRP11,12.7261,12.9856,13.1583,13.1078,12.973,13.6206,13.516,13.4997,13.4983,13.5855
LRP12,10.8556,11.1435,11.3071,11.0978,11.5354,11.81,12.0175,11.8324,11.7932,12.0413
LRP2,7.0989,8.0882,7.5883,7.8977,7.5504,8.4021,8.8247,8.3564,8.077,8.1437
LRP2BP,5.6426,5.7622,5.1052,6.5338,5.5195,5.1011,5.315,5.8963,4.9317,5.4157
LRP3,8.7769,9.6056,9.5292,9.5262,9.4576,10.0863,10.5046,10.1666,10.1109,10.1612
LRP4,12.4608,12.5409,13.1086,12.1393,12.804,11.2966,11.0918,10.9976,11.311,11.598
LRP5,6.7066,6.5682,6.4566,6.858,6.4869,5.4292,5.4076,6.8041,6.3181,6.3461
LRP6,8.4078,8.2404,7.0343,8.3649,8.1475,8.0033,8.5928,8.1029,7.9612,8.1068
LRP8,10.6094,10.8073,10.7637,10.6691,10.9434,11.8379,11.6178,11.5554,11.596,11.7227
LRPAP1,11.807,11.1905,11.646,11.5792,11.5147,11.2963,11.1326,11.0031,11.0664,11.4462
LRPPRC,12.0119,12.0455,12.2499,12.0724,12.194,12.3461,12.0806,12.3127,12.3024,12.3299
LRRC1,6.029,6.7839,6.8768,6.6485,6.7674,6.7231,6.2154,6.9738,6.5365,6.7225
LRRC10B,7.25,7.0067,6.9573,6.2176,7.1838,7.3229,6.8589,7.2779,7.1764,7.1319
LRRC14,9.8248,10.5618,10.5087,10.224,10.5949,10.6651,9.6663,10.4416,10.3215,10.8501
LRRC14B,7.7705,7.1023,7.4794,6.884,7.1008,6.0817,6.4524,5.9753,6.0116,6.795
LRRC15,8.3182,6.7716,7.4765,6.7712,6.6275,6.3417,6.1092,5.948,3.9568,2.8834
LRRC16A,10.8654,10.4304,10.6207,10.7292,10.6375,10.7452,10.542,10.4303,10.3904,10.6377
LRRC16B,7.6091,8.2383,7.9713,7.8553,7.6542,9.2037,8.334,8.2174,8.9105,9.1142
LRRC17,10.3543,8.8692,9.0355,9.7149,9.0242,7.4836,7.8753,3.2389,7.185,7.3776
LRRC18,5.0826,4.3548,6.1983,6.8136,6.9333,4.8708,4.2924,6.4046,6.1046,3.6304
LRRC19,0.3069,4.7761,1.7912,3.5304,3.5028,4.1421,2.6554,4.6727,5.1955,4.7234
LRRC20,8.9189,8.7515,7.979,8.4691,8.4661,8.4758,8.0706,8.3396,8.471,8.3015
LRRC24,8.5992,9.559,9.4506,9.7379,9.3922,10.3453,10.4944,10.123,10.3132,10.35
LRRC26,6.663,6.8777,6.3029,7.1042,6.7517,5.6545,6.3439,4.8737,6.0928,5.2567
LRRC27,7.7619,7.4934,6.978,7.7281,7.2099,7.0104,7.8647,7.5071,6.8899,6.794
LRRC28,10.3671,10.4562,10.5875,10.3363,10.561,10.6228,10.5679,10.7059,10.623,10.9463
LRRC29,6.9559,6.4123,6.6904,5.8122,7.2272,6.0443,6.3882,6.9244,6.3035,4.8129
LRRC32,9.5305,7.2932,8.0486,8.6346,8.3207,7.0988,4.3244,3.0639,5.7798,6.0295
LRRC36,6.7439,7.5254,6.4165,7.3716,7.6252,5.8502,6.0054,6.6786,6.6126,7.6145
LRRC38,7.7965,7.1174,7.4156,7.6646,7.6265,7.2648,7.7903,7.6944,8.1385,7.5155
LRRC39,7.1004,6.7613,6.5256,7.0355,6.1533,6.2688,6.8459,6.7666,5.7217,5.785
LRRC4,9.626,10.2931,10.5104,10.1731,10.5433,11.2613,11.1949,11.1146,11.1532,11.0798
LRRC40,12.4871,12.1476,12.3107,12.1369,12.064,11.6337,11.405,11.3734,11.354,11.5997
LRRC41,10.9615,10.5267,10.4282,10.6166,10.7803,10.6996,10.3339,10.6144,10.52,10.8968
LRRC42,11.2941,10.669,10.997,10.7512,10.7853,10.599,10.4392,10.3806,10.4948,10.8154
LRRC45,11.3692,11.1224,11.241,11.1196,11.0484,11.2192,11.0667,11.4843,11.486,11.2892
LRRC46,8.3428,7.9293,7.8285,8.5146,7.9663,8.5642,8.1213,7.887,8.4008,8.116
LRRC47,10.6976,10.4877,10.5925,10.5371,10.4718,10.871,10.5475,10.6903,10.6511,10.8708
LRRC48,9.2217,9.762,10.0776,10.1079,9.8626,10.1361,9.4516,9.4147,9.6936,10.6998
LRRC49,10.9787,10.3496,10.3819,10.8383,10.5088,11.1506,11.1037,10.9646,11.2297,11.1931
LRRC4B,11.2761,11.8115,12.0048,11.6565,11.9507,12.324,12.1711,12.2561,12.324,12.4123
LRRC4C,11.0225,12.1422,12.5835,12.4652,11.8305,12.9428,12.9821,12.6892,12.6196,12.9895
LRRC51,8.4656,8.63,8.5769,9.0982,9.0538,8.2557,7.5271,8.4499,8.4516,8.4628
LRRC56,7.3605,6.4129,7.2049,7.6967,7.932,7.5124,7.6046,7.703,8.1122,8.1722
LRRC57,10.2289,10.0911,9.9163,10.3288,10.484,10.6302,11.0252,11.154,11.1108,10.7483
LRRC59,12.601,12.2358,12.2494,12.2319,12.365,12.2538,12.1581,12.0599,12.118,12.1757
LRRC61,8.6047,9.0116,8.3851,9.1436,8.5564,8.7379,8.95,9.0548,8.5562,8.7448
LRRC7,8.2854,8.8015,8.8005,8.9469,8.6674,9.3712,9.5979,9.6452,9.9,9.9925
LRRC71,10.823,9.2403,8.8645,9.6681,9.377,7.2369,7.4702,5.2563,7.0203,7.6857
LRRC73,9.9712,11.0974,10.936,10.9953,10.7568,11.6852,11.5041,11.7317,11.7533,11.8406
LRRC75A,9.3839,9.5852,9.5898,9.5756,9.8438,9.8429,9.8873,9.736,9.617,9.6838
LRRC8A,13.0994,12.4891,12.2773,12.5162,12.3453,12.5512,12.3381,12.3221,12.4262,12.1646
LRRC8C,11.4247,11.1965,11.1285,11.5239,11.3114,11.5703,11.5046,11.5221,11.6868,11.5789
LRRC8D,11.8125,11.5451,11.4658,11.4345,11.779,11.1651,11.0307,11.3954,11.2997,11.3311
LRRC8E,6.3012,6.0289,6.6952,5.2849,5.6284,2.7933,5.557,2.7869,3.0088,4.3622
LRRFIP1,12.0921,11.0609,11.1795,11.1574,11.2372,11.7683,11.6414,11.7897,11.6402,11.5465
LRRFIP2,10.3292,10.2118,9.7686,9.58,10.2389,10.2803,10.2527,10.1962,10.2882,9.7203
LRRN2,11.0983,10.9317,10.775,10.8784,11.0982,11.5017,11.2901,11.5446,11.3338,11.5836
LRRN3,11.1585,11.5954,11.8169,11.7932,11.5524,12.0955,12.1587,12.2638,12.0191,12.3846
LRRN4,8.1393,8.2939,8.9219,8.8891,8.6704,8.7896,8.3395,8.3027,8.767,8.4545
LRRN4CL,9.8979,8.891,8.6011,8.9178,8.7222,7.3015,7.2734,6.3887,6.82,6.325
LRRTM1,10.1166,10.1168,10.08,10.4004,10.0916,10.9822,10.4608,10.6177,10.3632,10.9271
LRSAM1,9.2548,9.8287,9.5343,9.6899,9.6583,10.1839,10.1916,9.9111,10.0892,10.0117
LRTM2,8.5258,10.0826,10.4462,10.7053,10.2457,11.3915,11.5049,11.223,11.2725,10.9844
LSAMP,10.973,11.6235,11.3935,11.1419,11.3101,12.1293,11.7409,11.8693,11.9632,12.0798
LSG1,9.8721,9.8004,9.6064,9.7802,9.4742,9.7625,9.6515,9.726,9.7546,9.5084
LSM1,11.6066,11.1901,11.0329,11.0634,11.2189,11.1025,11.0411,10.876,10.574,10.8105
LSM10,10.078,9.6356,9.9464,9.7576,9.9341,9.7471,9.1083,9.5049,9.3459,9.5538
LSM11,9.5666,9.1963,9.1707,9.6798,9.6095,10.7633,10.7796,10.9557,10.8483,10.6939
LSM12,12.8522,12.4267,12.5611,12.3755,12.5833,12.7153,12.6503,12.6289,12.5671,12.641
LSM14A,13.4451,13.0556,13.1253,13.0316,13.1751,12.7432,12.7415,12.747,12.8067,12.789
LSM14B,7.8101,7.7885,7.9223,7.9245,8.0254,8.5259,8.2979,8.6477,8.0411,8.5634
LSM2,10.0083,9.2503,9.5778,9.3222,9.8381,9.1294,9.2715,8.8951,9.6115,9.3181
LSM3,12.5763,12.1415,12.284,12.4077,12.3639,11.7042,11.4241,11.7444,11.5822,11.7315
LSM4,11.946,11.9383,11.8903,11.9375,11.9249,12.1345,12.2224,12.2128,12.1037,12.219
LSM7,11.2327,10.8081,11.3159,11.4262,11.1923,11.4752,11.2728,11.4476,11.4806,11.3542
LSM8,12.208,11.3886,11.4726,11.6192,11.8226,11.9741,11.3633,12.3702,11.8188,11.865
LSMEM1,5.548,5.2572,5.8146,6.2323,6.1088,5.9815,6.4835,4.7292,1.8703,5.0911
LSMEM2,6.7963,6.5862,5.8496,6.7514,7.0432,6.7274,6.1962,6.3167,6.7275,6.527
LSP1,10.2847,9.5514,10.2132,9.2386,9.2861,3.3494,3.7008,6.0649,4.5088,4.3938
LSR,8.3644,8.145,7.9347,7.7645,7.9853,7.2525,7.9773,7.7639,7.6113,8.0701
LSS,10.335,10.1841,10.0962,10.2359,10.4942,11.0959,10.7277,10.8943,10.713,10.6923
LST1,12.0466,10.5085,9.4244,10.8051,10.4554,7.2343,7.7988,6.7143,7.0895,7.7733
LTA,5.3597,7.1238,5.7432,6.0307,6.0118,6.5073,6.5511,6.3608,6.5117,6.26
LTA4H,12.6475,12.3686,12.5495,12.3479,12.7231,11.8433,11.5517,11.7425,11.7777,11.8569
LTB,8.5366,7.9755,7.4202,8.1359,8.3493,8.1926,6.909,7.6301,7.493,8.2235
LTB4R,3.8679,5.3185,2.8703,4.5764,4.1094,4.1401,4.1086,2.7638,2.7574,4.2143
LTBP1,8.2721,7.4879,8.5076,8.2572,8.4847,7.804,7.9164,8.0143,8.021,7.8941
LTBP2,9.8721,7.7592,7.4099,7.8277,7.4934,6.3039,6.7815,5.3703,5.3369,6.1733
LTBP3,11.1008,10.495,10.2123,10.5291,10.5687,9.8771,10.0046,9.8275,9.693,9.9199
LTBP4,9.0813,9.2996,8.9713,9.2059,9.047,9.247,9.2096,9.3152,9.5502,9.4145
LTBR,11.8132,11.062,10.7329,10.6629,11.2252,8.8866,8.6326,9.179,9.1669,9.086
LTC4S,11.721,11.9439,12.1075,11.4655,11.7145,9.375,9.1629,9.5291,9.4212,9.7277
LTK,8.3565,9.7737,9.8867,10.4422,9.7389,10.8499,11.2002,10.5111,10.9688,11.043
LTN1,11.6397,11.7153,11.7734,11.8418,11.7478,12.0644,11.9712,11.9128,11.9771,12.1086
LTV1,9.7983,9.9117,10.593,10.2628,9.4274,10.0122,10.3401,10.2382,10.0803,10.5068
LUC7L,11.1267,11.0666,11.1524,11.1985,11.2075,11.4554,11.6409,11.453,11.5383,11.5821
LUC7L2,12.9434,12.7564,12.8515,12.7394,12.8141,12.7599,12.6811,12.7424,12.7988,12.7282
LUC7L3,13.5861,13.5469,13.7163,13.5847,13.5491,13.6792,13.6965,13.6536,13.7348,13.7708
LUM,14.9257,14.2074,14.2139,14.4937,14.3873,10.0949,9.5178,8.5251,9.4364,9.8528
LURAP1,4.4888,6.6145,7.5005,6.2172,6.7368,7.4688,7.1178,7.5945,7.097,7.0196
LURAP1L,10.0202,9.8235,10.2625,10.4124,9.8143,10.6522,10.7163,10.6612,10.6952,10.4081
LUZP1,10.7052,10.7128,10.4006,10.8234,10.7033,11.1274,11.4732,11.2829,11.5511,10.4292
LXN,11.2982,11.3988,11.5392,11.4285,11.5602,11.2098,10.725,11.1651,11.1947,11.7711
LY49S7,5.6362,4.69,3.7543,5.4943,5.1082,3.3706,3.7525,4.8658,5.1131,5.0471
LY6AL,5.7108,7.3316,6.7686,6.7929,7.1569,7.2595,7.1544,7.6026,7.1945,7.4713
LY6E,10.1096,10.112,9.939,10.1903,10.2009,10.7145,10.5132,10.7721,10.5523,10.7722
LY6G6C,5.6216,5.6819,6.0193,2.0677,6.4771,5.5609,6.9799,2.7362,6.2491,6.8121
LY6G6E,7.658,6.6564,5.2035,7.5012,6.6165,7.1115,7.7509,7.1991,7.4067,6.8762
LY6H,12.0207,12.7827,12.7997,12.6729,12.8241,13.5643,12.9327,13.0411,12.9651,13.4805
LY6I,5.8085,6.5324,4.5856,5.093,6.1859,5.8281,6.8502,4.3448,5.1019,5.7806
LY75,8.6916,8.5775,8.9134,8.2331,8.5757,8.2654,8.2564,7.9572,8.1538,8.37
LY86,12.5613,12.4485,13.0401,12.3339,12.8579,9.0481,8.3304,8.9925,8.5883,9.4602
LY96,12.7179,11.2871,11.4227,11.9131,11.686,8.8269,8.4958,8.7631,8.909,9.0709
LYAR,10.3751,10.1846,10.1124,10.2463,10.1313,9.3875,9.5402,9.6829,9.6318,9.5434
LYL1,10.0425,9.2496,9.3641,9.5404,9.3776,6.3919,4.1631,5.8619,3.5908,4.5956
LYN,9.5376,9.3958,9.3628,8.8921,9.2883,8.3014,8.3131,7.9342,8.427,8.2283
LYNX1,10.2546,11.161,11.2066,11.155,11.2641,12.4405,12.7997,12.5523,12.8526,12.3362
LYPD2,2.582,3.7031,4.3787,3.5018,1.249,5.2616,2.9716,4.167,3.8619,6.1265
LYPD3,6.9731,7.0338,6.3621,6.9563,6.9421,6.5642,7.1103,7.179,6.2986,6.7287
LYPD6B,6.7697,8.1751,7.6772,7.9194,7.8994,8.3727,8.303,8.3642,8.4055,8.3548
LYPD8,6.1229,5.1206,5.7631,6.4494,5.3056,4.8795,6.9414,6.5957,5.3614,6.0956
LYPLA1,13.0205,12.5707,12.686,12.6176,12.8003,12.3047,12.0643,12.0907,12.019,12.1708
LYPLA2,9.1987,9.5415,9.3192,9.1917,9.1595,9.5504,9.4997,9.8467,9.9293,9.8864
LYPLAL1,10.4881,10.0632,10.0189,10.5912,10.4441,10.437,9.9172,10.1232,10.1955,10.8261
LYRM1,10.141,11.2129,10.0507,10.8964,10.8622,11.5266,10.867,11.3533,11.4083,11.553
LYRM2,11.028,10.6032,10.7832,10.7844,10.7572,10.1964,10.1618,10.3963,10.4872,10.4917
LYRM5,11.6978,11.1746,11.1603,11.0705,11.1123,10.0878,9.7861,10.2937,9.8777,10.2586
LYRM7,7.6157,7.5873,7.3183,8.0405,7.7679,8.711,8.1923,8.3249,8.3486,8.56
LYRM9,9.2028,8.9928,9.247,9.0902,9.103,9.1607,9.0813,9.0859,9.1676,9.3468
LYSMD1,8.9948,9.4324,9.2818,9.0818,9.254,9.7112,9.4398,9.6091,9.6985,9.6909
LYSMD2,10.8415,11.3064,11.2879,11.3845,11.2026,11.9431,11.9356,11.9132,11.9588,11.8629
LYSMD3,10.4708,9.711,10.1725,10.3008,9.9946,9.573,9.5077,9.4379,9.5524,9.6011
LYSMD4,9.8863,9.7543,9.9895,10.1702,9.6676,10.7083,10.9937,10.5404,10.4159,10.668
LYST,11.5667,11.1104,11.1906,11.5734,11.2183,11.701,11.6224,11.8239,11.4043,11.4395
LYVE1,11.1418,10.2392,8.3483,10.5812,9.1723,9.0125,8.4972,8.0898,8.5649,8.2169
LYZ2,15.2778,14.9875,15.0755,15.0812,15.1407,12.5515,12.0844,12.0132,12.1075,12.6842
LYZL6,6.7561,7.4871,7.344,7.485,7.812,7.639,7.9657,7.6852,7.2008,7.8021
LZIC,9.026,8.2492,8.3563,8.7798,8.8505,8.5838,8.1602,8.4793,8.1817,8.4658
LZTFL1,10.528,10.7302,10.5883,10.8382,10.5554,11.0029,11.0085,11.0956,10.9619,11.2295
LZTR1,10.8177,10.5404,10.6442,10.5983,10.4662,10.6035,10.5027,10.3772,10.2898,10.6202
LZTS1,9.5291,11.1414,11.1989,11.0631,10.7824,11.2829,11.3343,11.4284,11.3343,11.6216
LZTS2,9.0217,8.7402,8.5084,9.1224,8.9263,8.9164,9.0769,9.0189,9.1939,8.7435
LZTS3,10.4134,11.2201,11.2689,11.5949,11.1252,11.8867,11.9911,11.9527,11.8925,12.1976
MAB21L1,7.7905,6.9216,7.5713,7.1454,6.629,5.8885,7.1354,5.8495,8.083,7.0599
MAB21L2,7.3773,7.3042,7.3082,6.8176,7.4696,7.8913,7.1454,7.551,5.9691,7.318
MAB21L3,4.6998,4.9842,4.5977,4.6616,4.9275,4.4493,4.5936,4.8585,4.4737,4.0226
MACF1,12.7187,12.5005,12.6709,12.3333,12.5643,12.4359,12.3766,12.3929,12.4418,12.5627
MACROD1,8.3181,8.5653,8.2114,8.6963,8.3615,8.75,8.8623,8.4652,8.5818,8.6606
MAD1L1,9.8637,9.4137,9.1262,9.7069,9.6153,9.0312,8.8014,9.0425,9.3784,9.3387
MAD2L1,9.9246,8.8082,9.0739,9.1459,9.5188,8.126,7.8615,8.0541,7.8395,8.0368
MAD2L1BP,10.0925,9.8944,9.6981,9.9502,9.8911,9.6943,9.6433,9.5869,9.7018,9.7372
MAD2L2,9.7365,9.4541,8.8226,9.5361,9.807,8.8617,8.9759,8.8471,8.8707,9.0889
MADCAM1,6.525,6.6943,6.0705,6.556,5.827,6.7254,6.7426,7.2469,3.9364,6.6476
MADD,9.1566,9.7402,9.5572,9.5209,9.6514,10.2261,10.1305,10.035,10.3734,10.4369
MAEA,12.2575,12.0941,12.2835,11.9847,12.336,11.9811,11.914,11.9138,12.0833,12.1361
MAF,13.8041,13.0567,13.084,12.939,13.4927,11.2806,11.0448,10.7212,11.6132,10.9618
MAF1,11.1024,10.4375,10.6651,10.6797,10.4696,10.5533,10.4071,10.8801,10.6544,10.7412
MAFA,8.5021,7.1151,7.3923,8.0292,7.8904,8.283,7.9657,7.4312,7.5575,7.9211
MAFB,12.0791,10.8437,11.1243,11.1812,10.8306,8.5238,8.7517,8.0308,8.6848,8.3121
MAFF,7.6312,7.1678,7.0103,7.3234,7.2993,6.5455,5.3063,5.9415,5.9459,6.4377
MAFG,10.3464,10.3454,10.2803,10.3708,10.4605,10.9129,10.6906,10.6984,10.5507,10.8288
MAFK,9.3624,9.1335,8.9246,9.3764,9.6257,9.0778,8.8016,9.1354,9.3163,9.1407
MAG,11.5289,11.9248,12.022,11.4557,12.1865,11.6711,11.8156,12.1273,12.2034,11.7207
MAGEB16,6.1345,3.9277,2.8233,3.2688,3.2009,5.579,6.0633,2.6068,2.3297,5.1898
MAGED1,13.5775,13.6302,13.6819,13.6708,13.5111,13.9474,13.7826,13.8239,13.6862,14.0399
MAGED2,11.6991,11.488,11.0778,11.5349,11.6181,11.1386,11.0138,10.1297,10.9639,11.21
MAGEE1,12.3089,12.8207,13.0238,13.0428,12.7442,13.651,13.511,13.409,13.4972,13.5153
MAGEH1,12.2307,12.0375,11.9495,12.0814,11.927,12.1345,11.9614,12.2607,11.8077,12.4319
MAGI1,11.0365,11.7373,11.6024,11.8108,11.4466,11.9975,12.2557,12.0128,12.17,12.2901
MAGI2,9.9659,9.9256,10.1247,10.4963,10.212,11.1667,11.3818,11.1869,11.1498,11.0825
MAGI3,11.3783,11.7285,12.161,12.0197,11.8645,12.1496,12.267,12.019,12.22,12.6342
MAGIX,3.1289,5.0176,3.1362,5.8923,5.5721,5.3692,3.8941,3.4052,2.6164,3.1179
MAGOH,12.5937,12.1621,12.319,12.2318,12.2555,11.7823,11.6762,11.7727,11.7415,11.9304
MAGT1,11.1716,9.8495,10.421,10.3977,10.4521,8.9867,8.7773,8.5686,8.8081,8.9659
MAK,1.2085,1.2056,2.376,1.9868,2.8277,2.4622,5.0609,5.3968,2.2248,2.4548
MAK16,9.7423,9.4443,9.7948,9.59,9.6621,9.6065,9.4231,9.7176,9.6336,9.8379
MAL,12.9394,12.5755,13.0308,12.8122,13.0448,13.1506,13.1285,13.4443,13.4033,12.9101
MAL2,12.2068,12.2895,12.6681,12.7698,12.4163,13.7301,13.5837,13.7898,13.5459,13.6656
MALL,8.9425,7.9268,8.5496,8.7277,8.995,7.0626,6.3371,6.7642,7.4268,7.8573
MALSU1,11.8957,11.8113,12.1241,11.9656,12.0867,12.1744,11.9775,12.1603,12.1227,11.9964
