dataset,gene,mean_case,mean_control,log2FC,pvalue,padj
GSE37587,GCLC,92.73231358267317,107.43788671537548,-0.21025050456620148,0.057071581488880856,0.17304113204436433
GSE37587,TERF1,166.75577186407605,185.9918365254089,-0.15661288281416444,0.05800810676487213,0.17304113204436433
GSE37587,NFE2L2,985.9034031054883,853.4482849739051,0.20791570617405644,0.06315034040737828,0.18524099852830964
GSE37587,CCNB1,91.52442891598697,87.0262010739753,0.0719013187938784,0.06505958360253211,0.18771289695156804
GSE37587,FBXL5,2003.4976119436124,2301.2503738802357,-0.1998040389533869,0.06978409306266276,0.19250985717488317
GSE37587,CCNA2,107.16259533389238,114.66910581480222,-0.09680191068615963,0.06997901599685798,0.19250985717488317
GSE37587,PCNA,494.71745309427774,388.7160300392255,0.3470947791969087,0.07000358442723024,0.19250985717488317
GSE37587,FOXO4,789.7299670155501,571.0828383234191,0.4669610346085687,0.07615202582695947,0.2061962545468441
GSE37587,BNIP3,277.193707972363,338.81106174703916,-0.2886430266280437,0.08237215566408287,0.21965908177088767
GSE37587,TFRC,473.0467288136632,582.8365135705127,-0.3005351621302333,0.08523627365470243,0.2239042412422034
GSE37587,TSC1,396.33356516961965,345.3343489049931,0.19818519285702932,0.08726195802645048,0.22585447959787183
GSE37587,NBN,135.39490223141317,149.56502539729058,-0.14259696215816117,0.09009176017887782,0.22979927234032604
GSE37587,MMP2,112.02231097115221,121.30980236891912,-0.11393243808230846,0.09255067369642636,0.23269883672244343
GSE37587,GOT1,237.77273354980065,216.04280223886224,0.13765851918626346,0.09838337926243182,0.24387992605898592
GSE37587,STAT1,3832.3761268910202,4821.620675203521,-0.33120177808989126,0.10961372477450892,0.26402047147576213
GSE37587,SLC3A2,142.7628375141899,130.6199465864702,0.1273126478760637,0.11064274006317651,0.26402047147576213
GSE37587,IL18,16900.333369463537,14778.646915229157,0.1935168080283241,0.1122839651113522,0.26402047147576213
GSE37587,CHAC1,92.91096193900331,97.38343952812072,-0.06712192411073792,0.11395003055118892,0.26402047147576213
GSE37587,MAP1LC3A,634.4471928120226,839.0057552447191,-0.40262697366782113,0.11400883995544274,0.26402047147576213
GSE37587,HIF1A,452.20333124782593,653.4850187999056,-0.5302017035219274,0.11798886953630451,0.2696888446544103
GSE37587,BECN1,413.4588059336522,378.08594757865393,0.12870373796977716,0.11960096016632944,0.2698688331958203
GSE37587,BRCA1,97.63819529676856,104.88790890684278,-0.10231955148457066,0.1375604515660596,0.30646379083071507
GSE37587,CDO1,85.31195777798276,90.2807609844675,-0.08075037284125527,0.13958747891576373,0.30709245361468024
GSE37587,CDKN2A,92.18812096422538,95.9841844862902,-0.05760344078980002,0.14611519489521518,0.3174848679204676
GSE37587,CBS,228.36009077179293,176.21266990573307,0.3721326268921091,0.1497074487314512,0.31800991830293746
GSE37587,EP300,360.47369437828456,322.25926126775516,0.16119895801559064,0.14997058647240802,0.31800991830293746
GSE37587,PRKDC,440.76641251613523,583.8683654575882,-0.40482822343725194,0.15289819147087433,0.3203581154627843
GSE37587,HMOX1,352.35802421462233,303.7743485585065,0.21338918774995194,0.15524510107906006,0.3214486798813479
GSE37587,IL1B,926.4897151624843,786.3621127469257,0.23630399112328018,0.161164281905778,0.32982457692345263
GSE37587,TLR4,504.0013850612214,606.1203586441536,-0.2656952073438118,0.16348640985803495,0.3307311279886684
GSE37587,SELE,95.01992418496997,99.63521995074538,-0.06772960072387206,0.16874474202841036,0.3374894840568207
GSE37587,AKT1,1883.2244275868927,2097.3251024460865,-0.15526740535496206,0.19266710536180165,0.3796531516520573
GSE37587,TGFB1,101.80261507673785,98.00453526686842,0.05431044427680108,0.1942673849141025,0.3796531516520573
GSE37587,HDAC3,487.8271651433183,464.444675814684,0.07071476614537021,0.19629793636555237,0.3796531516520573
GSE37587,ZEB1,92.44759429087158,88.68625251180801,0.059270664103358184,0.1993861530979072,0.38143437983947465
GSE37587,FANCD2,198.6269696708732,214.47934473842713,-0.11024294070645851,0.20327330473018557,0.3846892648657275
GSE37587,ADIPOQ,110.77986730019431,115.80522569736974,-0.06344445234300142,0.20728473900354208,0.3881075964321639
GSE37587,ATR,170.60141605780692,150.33843824207673,0.18128299580180113,0.21642954034453427,0.40096420105934766
GSE37587,GSS,189.58491174829246,178.17441956521392,0.08906922737695638,0.22828772300777167,0.41550816742022245
GSE37587,HDAC1,1506.0914301653409,1307.2669396126216,0.20411000376488786,0.2290016604531908,0.41550816742022245
GSE37587,ALOX5,7957.496451564993,9122.101071668128,-0.19702840303945246,0.2328984632968356,0.418266627961664
GSE37587,MTOR,343.6774626537828,363.5431038181902,-0.08084244123653345,0.24381449748663714,0.43344799553179936
GSE37587,HERC2,167.7274784851035,182.02781973693436,-0.11736800490949191,0.25065458001124125,0.43519539439367494
GSE37587,E2F2,1788.6748932766834,1305.765105623132,0.45369769953115613,0.2517135255832638,0.43519539439367494
GSE37587,MMP3,93.51680524780903,96.92470746064794,-0.05110204753015199,0.2534053757193623,0.43519539439367494
GSE37587,TNF,233.11914742680966,254.69971721813968,-0.12720763504218352,0.2546882137644802,0.43519539439367494
GSE37587,ABCC2,112.95987863415132,108.69414643938944,0.05503944843040537,0.26046136333872166,0.4407807687270674
GSE37587,SAT1,8300.898813786669,9061.40793188666,-0.12645308523775337,0.2688393391730436,0.4506259399471969
GSE37587,CREB1,3018.929129309332,3366.9911444738214,-0.1573736518414438,0.2777070288440987,0.4563284063700811
GSE37587,E2F1,115.32117500313963,110.16044678382661,0.06547020939569226,0.28174240344257706,0.4563284063700811
GSE37587,PARP1,810.633488019712,719.9320561718873,0.17096509205300328,0.28371717818861747,0.4563284063700811
GSE37587,HMGA2,98.25747171272867,101.63459476566935,-0.0482694863661575,0.2837881508295674,0.4563284063700811
GSE37587,TIMP2,1392.8603439691583,1256.8630204956892,0.14811119616629417,0.2852052539813007,0.4563284063700811
GSE37587,ATF2,125.30018705153552,119.44651218205638,0.06846415828682288,0.2916909907393151,0.4625010303614365
GSE37587,ATG7,579.9332964685824,642.132089866348,-0.14674255533380576,0.3066647850882951,0.4819018051387494
GSE37587,CDK2,215.16221669586514,226.51533764732724,-0.07384943160729955,0.3132033023374637,0.48514747998859203
GSE37587,GCLM,219.74188261124448,258.2112632958822,-0.23176802152305542,0.31424325408351983,0.48514747998859203
GSE37587,IGFBP5,82.3833459948305,84.43469331734342,-0.03506277281626116,0.3300650431332868,0.5024303996687557
GSE37587,CCND1,96.47207128642901,99.16069755690408,-0.03925570772169157,0.3317885580602167,0.5024303996687557
GSE37587,CD74,2966.8436570328527,2429.306401668079,0.28827688071867624,0.33400202705252513,0.5024303996687557
GSE37587,HSPA5,213.26753522193545,224.29055121835077,-0.07237353118289155,0.34786180836665914,0.5188447311231527
GSE37587,FABP5,88.82126893989854,90.51053626829294,-0.026880757075408556,0.35506621114916836,0.5251399425399464
GSE37587,HSP90AA1,4296.689858893004,4675.819777230456,-0.12196646010690064,0.36204472085895545,0.5309989239264681
GSE37587,GPX4,4236.607241833037,4667.128257643035,-0.1395943206542867,0.38831959799982974,0.5648285061815705
GSE37587,ATG3,180.87512135438118,200.52596576733438,-0.14801752523122294,0.39949495130462565,0.5763205854886402
GSE37587,VDAC3,2377.780380335199,2252.4629789901705,0.07807833290315597,0.4036934401368695,0.5776426460495043
GSE37587,MAPK14,216.80719603156365,198.11553877591203,0.1294458074604665,0.40866877646616284,0.5800460053068117
GSE37587,RB1,129.0406129031143,136.69656667101506,-0.08253032691447246,0.41213726665807926,0.5802892714545757
GSE37587,CSE1L,370.4891551263843,385.0284527672702,-0.05538709245071467,0.42005092319296966,0.586737797475894
GSE37587,CDKN1A,565.0187331824828,662.2371021402515,-0.228674913020638,0.4417135718000923,0.6121384932032775
GSE37587,GABARAP,457.0721937236209,417.71562566673776,0.12960423214483605,0.4690057273983391,0.6428247338547831
GSE37587,GADD45B,266.60938167956186,279.3879097856951,-0.06729544830624483,0.4745373180385466,0.6428247338547831
GSE37587,GADD45A,325.8395053103922,360.2835959900776,-0.14454937743452984,0.47795916279632067,0.6428247338547831
GSE37587,LIG3,155.3241831304382,161.63946367660054,-0.05713638435239335,0.47846613713054875,0.6428247338547831
GSE37587,PLIN2,718.8546925599019,676.8952770281882,0.086643298981689,0.49361141573052825,0.6569515333097187
GSE37587,MMP10,85.07086521425266,86.60837434298182,-0.025543809933753495,0.4972101653925395,0.6569515333097187
GSE37587,BNIP3L,493.6732495066792,597.683967800633,-0.2753187518815661,0.503399584470161,0.6569515333097187
GSE37587,IL1A,85.58920876008973,84.4158995766306,0.01968259678174515,0.5067182803762174,0.6569515333097187
GSE37587,VDAC2,101.43029703827361,110.58577864892878,-0.12351066902950754,0.5076443666484189,0.6569515333097187
GSE37587,JUN,160.44912557520345,167.19372254404823,-0.05904423402907417,0.5238238411294407,0.6729415769254128
GSE37587,IL10,6509.842373687738,5802.619326051408,0.16589131902923743,0.559791381312931,0.713936834138231
GSE37587,MMP9,2609.040002177428,3215.9976882984643,-0.3016429811870386,0.5676851572817034,0.7187955948315093
GSE37587,S100A8,22895.3327510965,23390.528041797603,-0.03086777821276381,0.585957302776429,0.7366320377760822
GSE37587,LPIN1,702.3133745596365,655.988162154723,0.09830027678682933,0.5923242817446224,0.7387754172985114
GSE37587,COL1A1,84.45091558552976,85.62813444025603,-0.019739698697179633,0.5980405089494232,0.7387754172985114
GSE37587,LMNB1,417.1158386438052,456.34777436711266,-0.12938893522821585,0.6002550265550405,0.7387754172985114
GSE37587,SNAI1,78.83521435978503,77.8642807983758,0.01765321950431,0.6184523150777221,0.7558861628727714
GSE37587,MMP12,79.35141633414793,80.22303515535577,-0.015565484982267645,0.6332069630287085,0.7604289511460849
GSE37587,RGS4,89.25907398278083,88.24443522000195,0.01630976361407191,0.6367384856319962,0.7604289511460849
GSE37587,MAPK3,1644.8066157908825,1724.5257383994465,-0.06824116619829777,0.637900597739949,0.7604289511460849
GSE37587,COL3A1,82.04678494297961,81.06071890261447,0.017232523868557413,0.6394516180092078,0.7604289511460849
GSE37587,FOXO3,3921.2998232269124,4209.721283890196,-0.10236756346031395,0.6510494226764327,0.7651512567713826
GSE37587,STAT3,1842.4359445592872,1763.5732729927756,0.0630779482207692,0.6522526336393064,0.7651512567713826
GSE37587,CDKN1B,1512.6922492687058,1626.4171979331263,-0.10451222281031679,0.6564649987072657,0.7651512567713826
GSE37587,SIRT6,93.57014741776528,94.85804885901354,-0.01951472932089819,0.6625687723176201,0.7666053554904062
GSE37587,CD38,119.12397221038516,123.91763898544153,-0.05645311972437698,0.6664239738070008,0.7666053554904062
GSE37587,NCOA4,17848.210908791818,17310.335544755973,0.044141294202556546,0.6860739145122934,0.7791278109327332
GSE37587,FN1,94.90049975699183,95.69517073614456,-0.011905505290087468,0.6861636971282594,0.7791278109327332
GSE37587,CCNE1,98.12865217335015,96.96379911282136,0.017053390836075332,0.6954873669313861,0.7846524139738715
GSE37587,TRIB3,210.2218167499952,205.67607111293955,0.031387492284589716,0.7046084490467589,0.7850383724937938
GSE37587,BRCA2,88.08798804451123,88.8431370457786,-0.012177380396180127,0.7047503571251104,0.7850383724937938
GSE37587,ATF4,4695.783599550027,4517.435571876682,0.05584977259643417,0.7115330189716281,0.7876088763459531
GSE37587,MAPK8,92.76446093321981,93.61030940619793,-0.012956189372523541,0.7469974726527946,0.8216972199180741
GSE37587,BLM,141.53217378221706,144.46540069142313,-0.02938842978492998,0.7679746140100436,0.8376470599723084
GSE37587,IGFBP7,219.68047804241587,214.16665054475806,0.03650452406784067,0.7710160438381475,0.8376470599723084
GSE37587,PRKAA2,81.11140361870216,81.6689570041137,-0.00976308791758954,0.7963423605077755,0.8598543279102361
GSE37587,COL1A2,91.94822635242113,92.5518387910608,-0.009338674620488008,0.8094467347864069,0.8670564799339524
GSE37587,PPARGC1A,82.41472360872136,81.95925343877236,0.007899146353387126,0.8152430867650382,0.8670564799339524
GSE37587,SLC39A8,146.42488664103058,151.23295977787203,-0.04630066402222531,0.8177919072104324,0.8670564799339524
GSE37587,ALOX12,169.12624786725704,175.77331142011676,-0.05529473455385354,0.8383319581912088,0.8835115248003158
GSE37587,RAD50,129.27176693717047,130.1855824796889,-0.010084723360348569,0.8801986133206215,0.9170160013975035
GSE37587,HSPD1,1257.1316647450087,1274.655428124728,-0.019955780572092643,0.8805437740691937,0.9170160013975035
GSE37587,TSC2,81.20633139883242,81.50410725781603,-0.005216429833992722,0.8863665175494289,0.9176500416982322
GSE37587,MDM2,101.91066525647568,101.5923447617813,0.004469421312709707,0.9349827969703468,0.9623214752443335
GSE37587,ACSL3,319.41049178881974,321.0667557370859,-0.00743836170724623,0.9502435446281949,0.9723422317125715
GSE37587,BRD4,128.82315754886426,128.29746439089635,0.005853767614980172,0.9621373940118643,0.9762231422268894
GSE37587,VEGFA,135.12425032186118,134.81068245211446,0.0033271415816482296,0.9651296974288566,0.9762231422268894
GSE37587,IL6,92.5900336505039,92.51331578236453,0.0011830947382867108,0.9768040615698876,0.9805064856876394
GSE37587,CRYAB,81.42490956757372,81.4764242897033,-0.0009013879369966418,0.9805064856876394,0.9805064856876394
GSE61616,SOD1,1094.3251127474693,3164.7247944406963,-1.5311766913418245,1.0602890278370507e-25,1.866108688993209e-23
GSE61616,PTGS2,1889.3703873956642,693.2727388033487,1.4450945057776625,4.980592639099856e-24,4.382921522407874e-22
GSE61616,TIMP1,434.3960526772994,4261.668446798164,-3.2913566127291602,1.5875519156809256e-23,7.147627175795969e-22
GSE61616,SQSTM1,748.7518139640879,1857.1597219497276,-1.3093895041819128,1.6244607217718112e-23,7.147627175795969e-22
GSE61616,SLC40A1,1712.5384905732803,794.8944379653717,1.1063295996445375,2.4662370189099184e-23,8.681154306562913e-22
GSE61616,GPX4,6453.5551829989145,3534.123432359932,0.8685570862819006,1.718350396965615e-22,5.040494497765804e-21
GSE61616,E2F2,-336.7862729166987,2445.7915858823426,-10.256675504665704,2.734739223999282e-22,6.875915763198196e-21
GSE61616,PRKAA1,953.224024673424,555.839697884139,0.7770659431685856,5.847363508238639e-22,1.2864199718125005e-20
GSE61616,NCOA4,14491.870725950017,19084.272498320934,-0.39709463690941604,1.0557794328221038e-21,2.0646353352965583e-20
GSE61616,FOXO3,5725.547387177986,3309.3247952515508,0.7906928055571335,3.315087474565757e-21,5.834553955235733e-20
GSE61616,BNIP3L,1083.3601133789568,303.0487391822614,1.8344694396721704,3.876933169536794e-21,6.20309307125887e-20
GSE61616,HIF1A,1192.4470715919879,268.9240224441257,2.1445093022387858,8.017321913417879e-21,1.1758738806346223e-19
GSE61616,IL18,9274.101885601514,18868.71654796543,-1.0245675797890854,1.8431899340601885e-20,2.495395603035332e-19
GSE61616,TNFRSF1A,1146.5939292440237,2808.299658118377,-1.291598278477749,2.61254561222974e-20,3.28434305537453e-19
GSE61616,STAT1,7419.643610336255,2948.9490924520633,1.3308542627310058,4.636194952084941e-20,5.439802077112998e-19
GSE61616,XRCC6,439.4156261198714,1081.7388552720436,-1.297747760381442,6.692593203555845e-20,7.361852523911429e-19
GSE61616,MMP9,6225.575113605244,1410.7902839682106,2.1409130388510293,1.1451822501610035e-19,1.1856004472255096e-18
GSE61616,IRF1,2347.8461532198116,5345.383259247554,-1.1866110403549306,2.4344499222062245e-19,2.380351035046086e-18
GSE61616,AKT1,2770.191591891219,1634.742770461561,0.7605605634899928,3.23800761016596e-19,2.999417575732679e-18
GSE61616,PTEN,2132.4466542558393,1098.5696740043982,0.9562470139758177,5.021999042976648e-19,4.41935915781945e-18
GSE61616,MNT,280.45521149258616,541.4308739584792,-0.9465339340606707,5.467084777993496e-19,4.581937718699311e-18
GSE61616,CREB1,4622.523382084893,2545.400193053932,0.8605335131953091,7.86083437573943e-19,6.288667500591544e-18
GSE61616,SAT1,11765.59533069422,7261.958921272935,0.696054187717566,3.143333470310001e-18,2.405333438150262e-17
GSE61616,CREBBP,1551.3094383723937,770.2057473338284,1.009228465698654,3.339561569174295e-18,2.4490118173944833e-17
GSE61616,JAK2,512.9306275972028,260.44692871528287,0.9750555092670063,3.699026610211003e-18,2.604114733588546e-17
GSE61616,PRKDC,1000.4319777741459,293.58961436702685,1.7652859547014277,7.642188517402216e-18,5.173173765626115e-17
GSE61616,MAP1LC3A,1382.08149648269,452.7376907715399,1.6079557575531656,8.842587920118986e-18,5.737512262492473e-17
GSE61616,ACSL4,1401.73175409417,575.7486406737411,1.282224543436878,9.127860417601661e-18,5.737512262492473e-17
GSE61616,CDKN1B,2227.878838838945,1268.4476944185676,0.8121172420289335,1.489024321438327e-17,9.036837261142951e-17
GSE61616,CDKN1A,1091.4373780345472,392.28633741849865,1.4738986085336168,1.6155131194397403e-17,9.47767696737981e-17
GSE61616,ATF4,3570.501460313118,5122.948861406293,-0.5207253659911893,1.788214204472887e-17,1.0152441935071873e-16
GSE61616,MAX,548.3850076093962,308.46241143724825,0.828053356184537,2.0838071413563735e-17,1.1460939277460055e-16
GSE61616,TFRC,850.7295286293331,387.1393400167202,1.133820702013716,2.4531472007251244e-17,1.287928449946818e-16
GSE61616,EIF2A,681.2050216697411,303.50003098582937,1.1637629996411796,2.4880435964881712e-17,1.287928449946818e-16
GSE61616,TIMP2,772.0426308556445,1578.2154307198946,-1.0305881102129235,2.7719840633920542e-17,1.3939119861628617e-16
GSE61616,TFAM,613.734771597031,344.7083582748686,0.8304086069589693,3.004304828240303e-17,1.4687712493619257e-16
GSE61616,NFKB1,1494.5256111718973,2988.338855323599,-0.9991738253044878,4.6345010828017596e-17,2.2045194339813775e-16
GSE61616,FOXO1,741.9981488390777,365.48200266344975,1.0196162646445752,5.57245849456165e-17,2.5809281448496066e-16
GSE61616,CDK4,174.87229816076436,369.3476799161402,-1.0743520390872379,5.832731966079462e-17,2.6322072462307317e-16
GSE61616,MYC,62.91451695258381,462.0448563350993,-2.856936403880306,8.262174407971943e-17,3.635356739507655e-16
GSE61616,FBXL5,2987.653292895652,1782.2032190505506,0.7450244167644696,1.3877058196763012e-16,5.956981079586074e-16
GSE61616,LMNB1,658.634145422697,328.21698813968607,1.0026272975141717,1.6668886212166792e-16,6.985057079384179e-16
GSE61616,MAPK14,119.4282519204972,251.66121355042128,-1.0690303292259344,1.9422547423416965e-16,7.949693829119502e-16
GSE61616,LPIN1,427.0927357739708,801.9892816759148,-0.9074573758174498,2.2181469047363169e-16,8.872587618945267e-16
GSE61616,VDAC3,1730.9050476829257,2594.629769903986,-0.5837247818876719,2.462972139586247e-16,9.632957701492879e-16
GSE61616,IL10,2424.829327171712,7999.41062171973,-1.7215959972646966,2.748531027699231e-16,1.051611871467532e-15
GSE61616,GABARAP,245.6785259189197,526.9197180563384,-1.0976864220542382,3.3019782833655535e-16,1.2364854848347606e-15
GSE61616,PCNA,148.96891135144233,573.256506579515,-1.9370318379301226,4.224855099129835e-16,1.5491135363476063e-15
GSE61616,ATG5,224.70223963927805,138.76298216881008,0.6914384374825412,5.660563232253261e-16,2.0331818956664775e-15
GSE61616,BECN1,283.7512091185687,448.4942331375407,-0.6586006385993428,9.050610263300976e-16,3.185814812681943e-15
GSE61616,LPIN2,304.7439958759479,170.11702057316768,0.8373408995896799,1.2549317148134872e-15,4.330744741317132e-15
GSE61616,ATG3,283.06478289219683,146.96363184094835,0.9409773659237123,1.4741034289938026e-15,4.989273144286716e-15
GSE61616,TLR4,913.0008615633245,381.67564666627135,1.2560734338497213,1.5152235534148404e-15,5.031685762283243e-15
GSE61616,KEAP1,198.05014617645148,311.63654021887913,-0.6513544760724889,1.743750633117994e-15,5.683335396829018e-15
GSE61616,CD74,383.6452059799544,3803.869367602427,-3.3062466900390755,2.0005032277030756e-15,6.401610328649842e-15
GSE61616,GCLM,404.1625546208523,161.72731725378975,1.31604438701407,3.342832316003059e-15,1.05060444217239e-14
GSE61616,PRNP,2621.9662521332402,1212.1804189681154,1.1124051277692533,3.5227127387257702e-15,1.0877148105539221e-14
GSE61616,HDAC2,435.12230313927523,860.1102015924984,-0.9814651088180119,4.1570224001160645e-15,1.2614412800352197e-14
GSE61616,FOXO4,63.066853469310125,966.6310645165793,-3.9168070439507425,5.065469357680345e-15,1.5092529654292983e-14
GSE61616,DDIT3,433.48970918671637,255.68949035135628,0.7592977786643708,5.145180563963517e-15,1.5092529654292983e-14
GSE61616,MAPK3,2137.462209206106,1475.3632239356455,0.5345260064565855,5.858385543289662e-15,1.690288287899968e-14
GSE61616,HMGB1,520.1903057933068,190.03290817104022,1.447989065164183,6.463154991680238e-15,1.83470206215439e-14
GSE61616,TSC1,221.58075068011271,440.70409189221334,-0.9887513670591693,6.786817245921412e-15,1.8959997385431247e-14
GSE61616,RPS6KB1,517.1020884398514,330.80438206443597,0.6429034592584302,1.1189857738644235e-14,3.0772108781271644e-14
GSE61616,EP300,213.50772384769965,400.0881896172485,-0.9028898891574366,1.3019130320309842e-14,3.5251799021146646e-14
GSE61616,IL1B,378.40596537208825,1079.0327491770925,-1.509260791589128,1.3250815929972784e-14,3.533550914659409e-14
GSE61616,LIG4,212.22140776746352,87.2864636606932,1.2720881325280653,2.0336166687900645e-14,5.3420378165231545e-14
GSE61616,HSPA5,268.26791394523485,194.43607740669148,0.46234551535005286,2.2808404466736234e-14,5.903351744331732e-14
GSE61616,BAP1,128.57216544468156,214.19062556003033,-0.7318593972454233,5.78088976556616e-14,1.4745457952748466e-13
GSE61616,BNIP3,487.1602622325132,230.74635141620033,1.0748082345936198,6.441533189685943e-14,1.6195854876924657e-13
GSE61616,S100A8,25843.34567400847,21829.67986824698,0.2434753568228412,7.791973423033014e-14,1.9315314400757895e-13
GSE61616,MAPK1,989.4625894370371,1817.1256512281393,-0.8762775185669461,9.561534973295025e-14,2.337264104583228e-13
GSE61616,NFE2L2,560.503323420309,1076.8820418076111,-0.9408328383949148,1.1380936604273589e-13,2.7438970443180157e-13
GSE61616,HSP90AA1,6200.916411764315,3698.522747014076,0.7453749123051736,1.303622078492408e-13,3.1005065650630245e-13
GSE61616,HSPB1,230.06029015179547,1436.2029054720233,-2.6369225112974193,2.3175935236559745e-13,5.43861946884602e-13
GSE61616,ATG7,876.9245726296124,485.9352656250079,0.8503670055315667,2.5063541746179046e-13,5.804188614904621e-13
GSE61616,ALOX5,13049.195772617972,6491.662635164545,1.0071552525575205,2.6170281071708665e-13,5.981778530676266e-13
GSE61616,CSE1L,447.1199797802413,346.1201322486821,0.36845001069544225,3.1390484726666707e-13,7.082981169094026e-13
GSE61616,HDAC1,653.9264804077579,1761.1378465770267,-1.427921916916619,3.3946536762607134e-13,7.562772747112476e-13
GSE61616,GADD45A,521.3466402049285,250.90081324862368,1.0521517476068893,5.623712524417467e-13,1.2372167553718428e-12
GSE61616,PARP1,397.0272104406171,937.4447024919212,-1.237404675800136,5.770660056132711e-13,1.2538718146658729e-12
GSE61616,MDM4,144.52527145404633,289.7811287226924,-0.9986639347565528,6.181000845279912e-13,1.3266538399625177e-12
GSE61616,MTOR,430.65816014536733,318.73502264899287,0.43301248121119795,8.099430128902604e-13,1.7174695213094677e-12
GSE61616,XRCC1,135.5673962519645,219.15126459296417,-0.6888820319868587,1.5870304359458815e-12,3.3252066276961324e-12
GSE61616,DPP4,72.81152219747818,196.25873350021178,-1.4181712280716197,3.4395336736279e-12,7.121857959511887e-12
GSE61616,TERF1,228.24400889942336,153.57297603405064,0.5685959154931448,4.238422850030083e-12,8.673981646573193e-12
GSE61616,TERF2,180.14227108604192,283.6949973886847,-0.652293891809046,5.060988799965382e-12,1.0238322170044912e-11
GSE61616,CBS,29.137382684308808,283.69412533804405,-3.239786688404755,5.355990091717272e-12,1.0711980183434544e-11
GSE61616,HDAC3,390.37500378578386,516.8114071487216,-0.4038751301815276,5.987164770843322e-12,1.1839786513128367e-11
GSE61616,GABARAPL1,1388.7314099913,568.0458429986681,1.288189296202308,6.155642220793332e-12,1.2037700342884738e-11
GSE61616,HMGA1,187.0336990843288,421.4239788741029,-1.1677004890645946,8.11133728406562e-12,1.568786112083021e-11
GSE61616,HERC2,230.59493110016433,151.54090238234159,0.6024075381110137,1.3759685807412982e-11,2.6322877196790054e-11
GSE61616,XRCC5,275.89483690189047,482.52566780129763,-0.8042543238730216,2.7065671769718516e-11,5.1221056252370524e-11
GSE61616,STAT3,1361.80051468032,2010.766827919489,-0.5618887031214203,3.5261011063718975e-11,6.602061645972915e-11
GSE61616,VDAC2,154.13656544696542,83.55898820445314,0.8755087481449285,5.929975710954593e-11,1.0986060264505352e-10
GSE61616,HSPD1,1378.4388902264695,1216.145993148918,0.180579320519954,7.003454394170656e-11,1.2839666389312868e-10
GSE61616,SLC3A2,99.50324438599553,151.7582102460886,-0.6040078478116079,8.5251778489145e-11,1.5468363932051053e-10
GSE61616,CDK2,271.659570426964,190.94707243205357,0.5063922389101594,1.9615124371538386e-10,3.5227162136640367e-10
GSE61616,TP53,83.381963460664,140.0358691469215,-0.7410555620131771,3.5813934219012065e-10,6.366921638935478e-10
GSE61616,HMOX1,168.48240578257165,390.3936127373905,-1.2074846995659603,4.85969749428999e-10,8.553067589950383e-10
GSE61616,CCNA2,131.01920013251384,94.83136255867309,0.46217797574621944,6.920847998107202e-10,1.2060091561058095e-09
GSE61616,GCLC,139.2146007196744,82.27158622419338,0.7517403758370333,1.076485487742902e-09,1.8574651553210859e-09
GSE61616,RELA,102.00217266939326,176.92509751542653,-0.7885952575458075,1.3183388858125423e-09,2.2526955718738588e-09
GSE61616,JUN,198.55159945754662,147.77052679764466,0.42367310267935393,1.5593443105415693e-09,2.6388903716857324e-09
GSE61616,RB1,168.5212688256683,113.71648698383538,0.5633935415765067,1.8988727192783116e-09,3.1828723675522177e-09
GSE61616,FANCD2,266.37920436314414,173.60666562492557,0.6147786279751944,2.249032782926996e-09,3.734243111275012e-09
GSE61616,GOT1,161.01023564125967,259.76675061901193,-0.6866749647246962,4.842120332199285e-09,7.964609144552095e-09
GSE61616,GSS,141.6931508332595,200.27751968464844,-0.49626996113553523,6.928716840593657e-09,1.1291242258745218e-08
GSE61616,MMP2,144.6543876303761,95.84406087770267,0.5888136802670586,1.0552428532355898e-08,1.703878368527191e-08
GSE61616,TNF,333.01245794772586,197.75482437333142,0.7489120337906969,1.229430693098613e-08,1.967089108957781e-08
GSE61616,ICAM1,121.55598900895045,89.03753607457045,0.44484250455436525,2.469895707362881e-08,3.916231031494297e-08
GSE61616,NBN,184.426285426139,122.1388209887303,0.5905601097793978,4.71634659154517e-08,7.411401786713838e-08
GSE61616,LIG3,190.94342553751088,141.07612364971828,0.43401702031692535,5.30990781747891e-08,8.270298901560071e-08
GSE61616,IFNG,184.01710759481773,106.56396331004194,0.7824638566575223,5.5221139165787797e-08,8.525368853665485e-08
GSE61616,ATR,86.39507902324848,197.15043499637213,-1.1809721815019163,6.962908318605442e-08,1.0656277078909197e-07
GSE61616,CDKN2B,207.26052102786554,124.93243223783516,0.7257395023527398,7.280407385818095e-08,1.104613534399987e-07
GSE61616,SLC39A8,188.54278304653712,120.34608766935023,0.6433959309160816,8.838216462933546e-08,1.3205206486469612e-07
GSE61616,CHEK1,123.54912759613174,96.97785899832716,0.3461872448020229,8.853490712519398e-08,1.3205206486469612e-07
GSE61616,PLIN2,497.0352554375555,777.1940024551134,-0.6438819885910197,9.439311997325053e-08,1.3960663122094195e-07
GSE61616,ZEB1,76.86693894775382,96.71800116162073,-0.32761344019947614,1.3613922034590716e-07,1.9809302047742802e-07
GSE61616,CXCL10,227.65777328060753,92.28984822070083,1.293397963775836,1.3618895157823176e-07,1.9809302047742802e-07
GSE61616,BLM,167.09150451408135,128.4299798493075,0.377074984094576,1.7632911122039244e-07,2.543764227441727e-07
GSE61616,STEAP3,100.91837379836015,142.16324690556786,-0.4902470058292261,2.3773341318267016e-07,3.4017138796869876e-07
