iteration,GSE16561_d_ferr,GSE16561_d_sene,GSE37587_d_ferr,GSE37587_d_sene,GSE61616_d_ferr,GSE61616_d_sene,GSE97537_d_ferr,GSE97537_d_sene
21,0.8562487690410046,1.0552486122534765,-0.38649981546722956,-0.5681377675740326,1.9426720783033917,1.9560567412678318,1.913104120440834,1.9040050047091275
22,0.7262261237953973,1.1846799257307876,-0.3426673245308476,-0.4310973644939745,1.8849576623699462,1.9760546481873966,1.924572974319927,1.907496700625118
23,0.6352719269137144,1.0112243500531135,-0.2350306755776142,-0.6534454486111265,1.940064264084112,1.963403429564436,1.8972218800628065,1.9024304417116102
24,0.7535097621987272,1.0738471130258684,-0.19150346526920592,-0.5977725150121029,1.9539731796253348,1.963183647256192,1.9000181495567514,1.9005439342960115
25,0.6381125078628186,0.857374984262673,-0.17263141649838468,-0.12122376184692907,1.9259772119145442,1.9676759644835782,1.9143215356673793,1.8981675487343672
26,0.9511411001731049,1.0720479968980285,-0.21606999158523554,-0.47265455859985733,1.9162066548160728,1.969210985156908,1.886885510656845,1.9055948363923914
27,0.9523555816095216,1.142932251547458,-0.2582580454710308,-0.5737759754784423,1.9659655658060662,1.967661193380712,1.7839128294941755,1.9075831336856939
28,0.7036516437745751,1.0181000004495162,-0.3510533349426237,-0.2793699633905279,1.9144101808543112,1.968069580611362,1.9232554239132227,1.9070710857681643
29,0.6423215691731456,1.24875030043467,-0.017671554695461937,-0.4606272464393313,1.8639352391953468,1.9640601330294036,1.9067073482277392,1.9298259775949902
30,0.669530832406672,1.3284075039951913,-0.4848427337421227,-0.5946040491665127,1.9287606146837857,1.9660515040882218,1.8898120471420783,1.8993724936022391
31,0.6212863901059162,1.156995544285166,-0.296750938095958,-0.4281370302950741,1.959501246332882,1.9719189473999998,1.9232258746454094,1.911250400484684
32,0.7607942242362513,1.0126010429787475,-0.34450385548507395,-0.2271075249364422,1.9260222700921414,1.9611440461643708,1.924576557223141,1.8991921898758686
33,0.7133675442243549,1.3604434241794408,-0.2745169049349087,-0.6245294758627822,1.9356947996891223,1.9630710871259713,1.9114861210682872,1.9103450989130604
34,0.6967305784053279,1.027034496149479,-0.12035673103720178,-0.842891508648145,1.9181044005326768,1.9673756114367034,1.9106647115621218,1.9101423775661153
35,0.5764179635368628,1.2176593821681663,-0.36716282862428284,-0.543925398557014,1.9331130422277607,1.967150316163393,1.9110665831460367,1.9278746759040688
36,0.5172006405696412,1.12160739171953,-0.12506268523318856,-0.28082562780327425,1.8889985075965985,1.9617862347620156,1.9137546670955061,1.9125807063342037
37,0.8362180478220521,1.126373781693577,-0.16873276202703405,-0.6479243358241016,1.9316473965692191,1.9727690913121454,1.9244476159955286,1.9033145088794075
38,0.7054317042623404,1.2439484152671823,-0.42874467161561575,-0.5316305760165639,1.9477588956946068,1.9605758783050198,1.9210141148751068,1.8779611372106388
39,0.6593632221077403,1.1970973248511294,-0.14235481436073083,-0.4795060731790563,1.9667014503937614,1.9738588417297223,1.9040741230405045,1.9129589163513483
40,0.6993441087366183,0.9761527026975398,-0.2229559823511847,-0.46060577445031714,1.918209519066541,1.9620302041223696,1.934689004941641,1.910594947343001
41,0.6643501378689989,1.0531509342315872,-0.22092720382525538,-0.3199496368663875,1.9076692420552535,1.968046465749589,1.910271135076207,1.9035928104596462
42,0.7553281979701261,0.9150653821841472,-0.17259104780874132,-0.5448789590780941,1.8798943360358904,1.9591360768555666,1.8695880456801013,1.9146970497988622
43,0.7249568755265863,0.9577609218613444,-0.3113094015077531,-0.4003083721826937,1.9365907108711136,1.9708022189951033,1.9286210221231475,1.9056682425867515
44,0.7557501828354077,1.047316283388104,-0.2144070720010677,-0.5014740825842401,1.833421161341334,1.9594801701189557,1.8924496698768407,1.908424036366774
45,0.7751784930885246,0.9874868771970511,-0.2011466899883586,-0.4158320601033887,1.9646416562571214,1.9602349536791952,1.9022140667319163,1.8988544032888877
46,0.6599858461514669,1.256389822996057,-0.3917450201636552,-0.4548384912775167,1.944457803576375,1.9687249217398675,1.8871517637663162,1.9009666462622161
47,0.8608225203942934,0.9678874315878931,-0.31808437704306425,-0.453609921581916,1.934138184116571,1.9666802615412773,1.8928235730839293,1.9053119504269649
48,0.3110576056366726,0.9871885028673132,-0.1441454766535002,-0.40919612982339915,1.9132490010986865,1.9636520201200252,1.9176589965036135,1.900752462209205
49,0.4857340025124488,0.9095557522808705,-0.27836946069968727,-0.44093997055021517,1.9058687663582243,1.969504878051768,1.9124780730532764,1.8790273658803365
50,0.5800819342316503,1.0608012479250717,-0.22812669980594316,-0.5128822533900661,1.8642817065113677,1.9722310563125114,1.878424023425476,1.9137187418028105
51,0.5751140390229194,1.0117752494520094,-0.29601357363339115,-0.6889154448469064,1.860360525143786,1.9628483563225747,1.885618217626757,1.9174055682677857
52,0.6080287038581397,1.1079349031369348,-0.4006475388389301,-0.4301248789334552,1.9450663162686985,1.9744551979972456,1.8963049174618498,1.8932812955865435
53,0.6121948665754635,1.1268387935959068,-0.09239820065415075,-0.7274570160714178,1.9406050338747942,1.9685894003854187,1.9272783838145813,1.926355888434495
54,0.8045584062506315,1.1129472424187836,-0.20976639567590286,-0.5153034583507637,1.8797254358614308,1.972523079584455,1.903989106604953,1.8860808516226197
55,0.7707448036078273,1.0383737639489075,-0.37597875616706256,-0.4107796195098958,1.915249641415818,1.9735939340560638,1.8882089671060869,1.9127114824229
56,0.73245421112414,0.8173305049153909,-0.26924044105026557,-0.450989747899874,1.9136116392253517,1.9630650132972292,1.8893264461884909,1.9063826193188196
57,0.8106581978093461,1.1040931461737749,-0.3234522203132435,-0.4364542024926278,1.9409964534496167,1.9696001764187336,1.8980569112790164,1.9167442252914575
58,0.6527439542737191,1.1096900261184044,-0.5749464749144538,-0.7184320496670658,1.9072939121012573,1.9709319702850214,1.9075565908634673,1.9030381281430984
59,0.5103212882211717,1.1359132373067864,-0.35503628109677543,-0.6355011019567328,1.9075460441697536,1.9679190142313563,1.9166727365821337,1.9071464472870003
60,0.6881339841570417,1.1429878659778416,-0.2600120879698094,-0.23455200404707127,1.92043625449111,1.9652111944316546,1.9047756206787474,1.9072539716249275
61,0.7180754985654862,0.8772447164597768,-0.35931018932511416,-0.5964275294798189,1.9510155161546892,1.9634723060314976,1.9403254365545726,1.9204190787246613
62,0.6958954416323049,0.9447466955073529,-0.5097712218707163,-0.40694358878948667,1.9192530498159344,1.9593011035322359,1.898738248833479,1.912868583279291
63,0.7379290974057551,1.1489014865840066,-0.28083057150344076,-0.26441260635051966,1.8552536354241878,1.9597187109620104,1.8727467809744431,1.9137933629428607
64,0.9152689430873324,0.9693783476073652,-0.22719627317389102,-0.6807178266671903,1.895685004181686,1.9628116053471003,1.9187953697557958,1.9047399116016441
65,0.7958078145713636,1.0011199980445344,-0.21506220532480996,-0.6313127333816162,1.8729860761206285,1.965235912322798,1.9106924026722543,1.9002022291574012
66,0.6710466437376982,1.1175943487768296,-0.25113390495898746,-0.4644349410649816,1.8473212015884397,1.9604947222543454,1.8715024376924183,1.9109586306210762
67,0.8776284306031786,0.952832044417866,-0.35364309681671724,-0.5792242935116358,1.9116915175310913,1.9686109470097581,1.904397970925145,1.9098336310411224
68,0.6397275989866953,0.8583227263823,-0.19976733282196785,-0.4488446277272652,1.9028051785171018,1.9597724492071815,1.9127115353093727,1.8874508926232676
69,0.7742546942295663,0.9465791831805299,-0.12448502613132574,-0.632214928927278,1.9331374915043784,1.9595518094798259,1.906591233992616,1.9158612808360984
70,0.7745459281814548,0.9164257738641133,-0.31066743677931524,-0.4940330785530075,1.914784942874498,1.9647894841390907,1.9008787735801769,1.9122199138636615
71,0.7092502551882669,0.9815239443953727,-0.43283928182520337,-0.5288468372456783,1.8782250108161658,1.9682276729041646,1.9049618229684664,1.908315529387318
72,0.8418757631146103,0.9813348724116169,-0.6621981171348592,-0.5568125472588601,1.9717119533943026,1.9628054086021258,1.8759724248986918,1.897092437105306
73,0.8847021013328228,1.1360839277291719,-0.33239094387524964,-0.44365362043284307,1.9053724782580934,1.9745583442722796,1.8949827310005458,1.886177519725884
74,0.7456115793855499,1.3062540955199453,-0.2892448771685582,-0.2707311228876026,1.9404447191508867,1.9620166916546191,1.911831433048173,1.9046174645462584
75,0.8568327618537313,0.8472853200970891,-0.3652678445225976,-0.3502121009018773,1.920914875115685,1.9635654355956038,1.9150778924786391,1.9063331124717062
76,0.7831454484268119,0.9636003054612675,-0.3950040702496106,-0.4387435272845468,1.94106255335266,1.955865918552294,1.914913004098488,1.9116371617663361
77,0.7555810814490611,1.0751863126017187,-0.42822585244501576,-0.526667280336208,1.8763020594879083,1.9706216171319846,1.9165718704763766,1.8889379326982532
78,0.7026354544600932,1.127265567658144,-0.2742949918529254,-0.4297909505263938,1.9293359404232313,1.9718745933041049,1.9362023473197758,1.9061146015502004
79,0.6230411909502288,1.0702089132299353,-0.5583857162673739,-0.5878830567856979,1.8983835160200324,1.9610605033484105,1.9123343391390373,1.9041777809393277
80,0.7625145315322079,0.9712806462567458,-0.3447173724731055,-0.5737903826977964,1.9445587174296448,1.9633310909507464,1.9245829340490783,1.9119631133211739
81,0.850952071395663,1.1185561254448042,-0.3677940678365497,-0.5043620986877537,1.7901886151771909,1.9669080424022651,1.8909794695244555,1.9129497263938402
82,0.9047497773229265,1.2510342761048459,-0.3677766167773938,-0.7049658741917031,1.8231997739309311,1.9672444325621554,1.8944412833482431,1.907982143736948
83,0.68803531366656,1.0502241704310826,-0.2694861459358602,-0.5605104708208533,1.9250010174188352,1.9691014614317928,1.9071802115037038,1.9106889633969608
84,0.8013076491281361,1.0304590526280561,-0.21748095189585498,-0.6541770385019535,1.9212047221736768,1.9671854046227675,1.916246107065888,1.909449075594507
85,0.5638276824925075,0.9894330222387682,-0.4586185149807369,-0.21840351077999676,1.8377833270896506,1.9691242145231485,1.9335507120777344,1.9337375361035587
86,0.4910589843866135,0.9815513647502225,-0.35449705172514934,-0.5829658932530102,1.8935951151602954,1.963411519386007,1.9152213239835167,1.8874513068168983
87,0.854561602873734,0.9952348743075192,-0.14995512720883197,-0.45082724221917203,1.849586569105714,1.965840651306374,1.903819614042947,1.8967979490235694
88,0.6439368903378275,0.9651042297995656,-0.3645890984774,-0.1937125787406833,1.9392176709687017,1.9714539218359108,1.9069876650316693,1.92351074946409
89,0.7761881610251975,1.1608432269095312,-0.3121699730569122,-0.5358642764848534,1.958288735441677,1.9674580508888284,1.9292883150702,1.9083801238737865
90,0.748445874172353,1.0059957073862758,-0.3133383515998382,-0.6223073274791544,1.9606854564294998,1.9617202447462088,1.9244388396642613,1.9094095037606444
91,0.5699877070772982,1.193386374655229,-0.3192970491252264,-0.674958671563663,1.9105786407694443,1.9607974066061593,1.9337645244529447,1.906519383789508
92,0.9132793238599606,1.0756455249992298,-0.3506328985142866,-0.5089038826844177,1.9351639180251934,1.9647038591899977,1.9115525679118903,1.9139400864664995
93,0.695089019493413,1.0168960722110785,-0.3308499040712233,-0.5072123049360264,1.914481351104322,1.96287824387771,1.9120696789455518,1.8865770902805603
94,0.8523870681488345,0.9209454081486944,-0.3258380462423849,-0.58665680370497,1.9419520536673083,1.960014726579834,1.8344929179110183,1.897301390896542
95,0.771368614920669,1.038529072526357,-0.10282437739075992,-0.6304803908011776,1.9120337237803409,1.968517102031858,1.9283583156645092,1.9214420729025918
96,0.8452343775260573,1.301273197695607,-0.11164109839056002,-0.7763136601267515,1.9315707203149146,1.9645331523787974,1.9130095682652024,1.9056433299443294
97,0.6362390200997331,1.0432360988997464,-0.336166054217269,-0.3550206192876643,1.9171044810907505,1.9657775079410795,1.8875476718895439,1.9234626630282678
98,0.6602217066582808,1.175242846154179,-0.38207636588183513,-0.4885031196160278,1.9593251807619736,1.9668523595746108,1.8427375262016874,1.896920084711853
99,0.7155016024249821,1.118518726973588,-0.2814535695409668,-0.4412883056907217,1.9324189332097168,1.961610381446072,1.9161971360075705,1.899370208282643
