dataset,n_case,n_control,ferr_case_mean,ferr_ctrl_mean,sene_case_mean,sene_ctrl_mean,r_ferr_sene,p_corr,d_ferroptosis,d_senescence,d_idsp,p_ferroptosis,p_senescence,p_idsp,test_method,is_paired,var_ferroptosis,var_senescence
GSE16561,39,24,0.07480730075428142,-0.046984003427052966,0.05821694071622162,0.01141360274447254,0.8102801555308783,8.689791165619352e-16,0.7752922706682615,0.5093089755592459,0.5853399328184075,0.00543525519788692,0.04936591910111191,0.03379445842268669,welch_t,False,0.07207815345815222,0.06936638780440031
GSE37587,34,34,0.40305919917260924,0.4095461181300286,0.1941230934101295,0.19805597324756186,-0.1029045683942072,0.4036836562712145,-0.35162827773021155,-0.25155435848958874,-0.20521403714647402,0.17732856184664467,0.35485789337080187,0.4097505164841502,paired_t,True,0.059732665041908196,0.059288820553493445
GSE61616,5,5,0.38825542309947236,0.3423689661911276,0.038852107326887146,-0.15991798567058774,0.9484176130606068,7.42391645523831e-08,7.541346242866997,9.738302825978558,10.207919336254895,2.337586722242712e-05,3.133553367411848e-05,6.774588067282477e-07,welch_t,False,3.243595157740208,5.141727096523098
GSE97537,7,5,0.4246425081660571,0.3276767637287473,0.009934541039424946,-0.16097903964196997,0.958464310697078,9.079315054354723e-07,5.285022439429926,5.05881400415168,5.263367384712435,1.4912697438062864e-05,4.0303191380319134e-05,2.246816276604021e-05,welch_t,False,1.5066680672437198,1.409173773215524
GSE104036,12,3,0.47290840105521537,0.41321890659598165,0.15039572335226467,0.08768073034379421,0.9157625450622691,2.1472650754924983e-11,3.004995530843593,2.107612820669429,2.629332841935538,8.693152903040635e-06,3.485915338149835e-05,3.740230677996951e-05,welch_t,False,0.7176666046796656,0.5647343933950049
