compound,gene,binding_probability
RSL3,XRCC5,0.4945128858089447
Fer-1,KEAP1,0.4945108890533447
DFO,NR1D1,0.49451079964637756
RSL3,NBN,0.494510680437088
Lip-1,MCM5,0.49450984597206116
BCP,SOCS1,0.4945097863674164
RSL3,LIG4,0.49450868368148804
Erastin,DPEP1,0.49450868368148804
RSL3,IGFBP3,0.49450862407684326
RSL3,CCNB1,0.49450570344924927
DFO,MPO,0.49450379610061646
RSL3,BRD4,0.4945034384727478
RSL3,CHEK2,0.4945015609264374
BCP,CTSB,0.49450069665908813
RSL3,HMGA2,0.4945005178451538
Erastin,RGS4,0.49450039863586426
RSL3,RPS6KB1,0.4944998323917389
RSL3,MTOR,0.4944983720779419
Erastin,AURKA,0.49449819326400757
Fer-1,FTL,0.4944964349269867
RSL3,SELE,0.49449142813682556
RSL3,MMP10,0.4944906234741211
VC,AURKA,0.4944906234741211
VC,DPEP1,0.49449026584625244
DFO,TNFAIP1,0.49448972940444946
RSL3,COL1A2,0.494488388299942
Lip-1,RGS4,0.49448496103286743
DFO,SOCS2,0.4944829046726227
Fer-1,ATF3,0.49448269605636597
BCP,BCL6,0.4944811761379242
RSL3,BRCA1,0.4944811761379242
RSL3,LIG3,0.49448099732398987
Fer-1,MCM5,0.4944804608821869
Erastin,BUB3,0.4944800138473511
RSL3,IGFBP5,0.4944784939289093
DFO,CAVIN1,0.4944780766963959
Lip-1,MKI67,0.49447476863861084
Fer-1,MKI67,0.4944733679294586
DFO,MAPK14,0.49447229504585266
VC,BUB3,0.4944692850112915
RSL3,CREB1,0.4944681227207184
BCP,IL1B,0.4944676458835602
Erastin,SPATA2,0.49446746706962585
DFO,PDE4B,0.49446648359298706
DFO,TLR4,0.4944656491279602
RSL3,MAPK8,0.49446532130241394
BCP,PTBP1,0.4944615960121155
ML162,LPCAT3,0.49445751309394836
Erastin,KLF6,0.49445727467536926
Erastin,CDO1,0.4944556951522827
BCP,E2F3,0.49445539712905884
DFO,SMURF2,0.49445465207099915
VC,KLF6,0.4944540560245514
DFO,PPP2R2B,0.4944533705711365
Fer-1,CSE1L,0.49445295333862305
Erastin,MMP1,0.4944528341293335
DFO,EPHA4,0.49445247650146484
VC,MMP1,0.4944516718387604
Erastin,RPA2,0.49445050954818726
BCP,RUNX3,0.49444958567619324
Fer-1,LPCAT3,0.4944477677345276
VC,NR2F2,0.49444642663002014
RSL3,TGFB1,0.49444568157196045
Lip-1,CDO1,0.494445264339447
ML162,CSE1L,0.49444490671157837
RSL3,MDM2,0.49444398283958435
Erastin,BUB1,0.4944417178630829
Erastin,NR2F2,0.49444082379341125
Erastin,MCM3,0.4944407045841217
VC,LACTB,0.49443960189819336
RSL3,CCND1,0.4944392144680023
DFO,CTSB,0.49443885684013367
DFO,SOCS1,0.4944370985031128
Lip-1,DPEP1,0.4944368600845337
BCP,IL6,0.49443668127059937
VC,BUB1,0.4944358766078949
Erastin,LACTB,0.494435578584671
VC,RPA2,0.49443453550338745
Erastin,CD4,0.4944344162940979
Erastin,GMFB,0.4944343566894531
ML162,ATF3,0.49443405866622925
VC,GMFB,0.49443313479423523
VC,CD4,0.49443092942237854
Lip-1,EBF3,0.4944290518760681
VC,MCM3,0.49442893266677856
DFO,HMGB1,0.49442848563194275
DFO,NOX4,0.49442747235298157
Erastin,EMP1,0.4944273829460144
Erastin,AURKB,0.49442532658576965
VC,SPATA2,0.4944230020046234
Erastin,SLAMF8,0.49442294239997864
Erastin,CXCL1,0.49442195892333984
DFO,BCL6,0.4944217801094055
Erastin,MRE11,0.49442166090011597
Fer-1,EBF3,0.4944207966327667
Erastin,CD82,0.4944189190864563
Erastin,CCL4,0.4944186806678772
Erastin,SAT1,0.49441856145858765
VC,RGS4,0.49441763758659363
Erastin,RFC4,0.49441611766815186
VC,CXCL1,0.4944155514240265
VC,CD8A,0.4944150745868683
VC,CCL4,0.4944133162498474
Erastin,RFC2,0.49441295862197876
VC,SLAMF8,0.4944121539592743
Erastin,DUOX1,0.4944111704826355
Lip-1,AURKA,0.4944111108779907
DFO,PTBP1,0.49441033601760864
Erastin,BUB1B,0.4944101870059967
VC,AURKB,0.49440959095954895
Erastin,ATG3,0.4944085478782654
ML162,MCM5,0.4944055676460266
VC,RFC2,0.4944045841693878
VC,RPA1,0.49440374970436096
VC,EMP1,0.49440306425094604
Erastin,CD8A,0.49440300464630127
VC,MRE11,0.49440282583236694
VC,RFC4,0.49440231919288635
Lip-1,SPATA2,0.4943993389606476
VC,MCM2,0.4943988621234894
ML162,FTL,0.494398295879364
Lip-1,SAT1,0.4943981170654297
VC,BUB1B,0.49439606070518494
Erastin,TOP2A,0.4943956136703491
Erastin,COX7A1,0.4943948984146118
Erastin,MCM2,0.4943948984146118
VC,CD82,0.4943928122520447
Erastin,RPA1,0.494392454624176
Lip-1,BUB3,0.4943903088569641
VC,COX7A1,0.49439024925231934
VC,CDO1,0.49438953399658203
Erastin,RPA3,0.49438878893852234
Fer-1,AURKA,0.49438855051994324
Fer-1,DPEP1,0.49438825249671936
VC,RFC1,0.494387686252594
Erastin,CDC20,0.4943874478340149
DFO,RUNX3,0.49438679218292236
Erastin,HBP1,0.4943859279155731
VC,TOP2A,0.49438557028770447
Lip-1,ATG3,0.494385302066803
Erastin,RFC1,0.49438416957855225
VC,DUOX1,0.49438416957855225
Erastin,RFC3,0.49438151717185974
VC,CCL3,0.4943813979625702
VC,CDC20,0.494375079870224
DFO,IL1B,0.49437499046325684
BCP,CXCL10,0.4943748712539673
Erastin,RBM3,0.4943748712539673
VC,RFC3,0.49437379837036133
BCP,IFNG,0.49437224864959717
BCP,BRD7,0.4943719506263733
Erastin,CCL3,0.49437111616134644
Lip-1,RPA2,0.49437007308006287
BCP,WWTR1,0.4943699538707733
ML162,MKI67,0.49436983466148376
VC,HBP1,0.4943697452545166
VC,RPA3,0.49436938762664795
Fer-1,BUB3,0.49436718225479126
Erastin,RFC5,0.49436670541763306
Erastin,MEN1,0.4943659007549286
DFO,E2F3,0.4943654239177704
Lip-1,MMP1,0.49436500668525696
VC,RBM3,0.4943639039993286
Erastin,ICA1,0.49436378479003906
Lip-1,MCM3,0.4943616986274719
Erastin,NUAK2,0.4943599998950958
BCP,ABCC1,0.4943586587905884
Lip-1,KLF6,0.4943583011627197
VC,RFC5,0.4943573772907257
Erastin,LIG1,0.49435585737228394
ML162,RGS4,0.4943549931049347
Lip-1,BUB1,0.494353711605072
VC,SAT1,0.4943524897098541
Fer-1,KLF6,0.4943520128726959
BCP,E2F1,0.49435165524482727
Erastin,CXCL2,0.49435144662857056
VC,NUAK2,0.49435102939605713
DFO,IL6,0.49435073137283325
VC,MEN1,0.4943496882915497
Fer-1,MMP1,0.4943496286869049
VC,LIG1,0.49434894323349
VC,CXCL2,0.49434736371040344
Lip-1,AURKB,0.49434736371040344
Lip-1,LACTB,0.49434730410575867
Lip-1,NR2F2,0.49434688687324524
Lip-1,CD4,0.49434468150138855
Fer-1,NR2F2,0.4943443834781647
Lip-1,EMP1,0.49434396624565125
Erastin,PLK1,0.49434328079223633
Erastin,MCM4,0.4943426847457886
VC,ATG3,0.4943424165248871
Erastin,ACSL4,0.4943408966064453
Erastin,CSF3,0.4943391978740692
Lip-1,MRE11,0.49433907866477966
Lip-1,GMFB,0.4943380355834961
VC,ICA1,0.494337797164917
Fer-1,LACTB,0.4943375587463379
Lip-1,RFC4,0.4943338930606842
Fer-1,BUB1,0.49433383345603943
Lip-1,SLAMF8,0.4943333864212036
Erastin,MCM6,0.4943331480026245
ML162,MMP9,0.4943329691886902
Fer-1,RPA2,0.494332492351532
Lip-1,CD82,0.4943322539329529
Lip-1,RFC2,0.4943316876888275
Lip-1,CCL4,0.4943315088748932
Lip-1,BUB1B,0.49433138966560364
Fer-1,GMFB,0.49433109164237976
Lip-1,DUOX1,0.49433082342147827
BCP,IRF1,0.4943293035030365
VC,MCM6,0.4943293035030365
Lip-1,CXCL1,0.49432888627052307
Fer-1,CD4,0.4943288266658783
ML162,DPEP1,0.4943288266658783
VC,PLK1,0.49432840943336487
Erastin,MAP1LC3B,0.49432697892189026
Fer-1,MCM3,0.4943268597126007
BCP,HMOX1,0.49432578682899475
VC,MCM4,0.49432429671287537
BCP,HIF1A,0.4943229556083679
VC,CSF3,0.49432137608528137
Fer-1,SPATA2,0.49432095885276794
ML162,EBF3,0.4943208396434784
Erastin,MCM7,0.49432066082954407
ML162,AURKA,0.4943200945854187
Fer-1,RGS4,0.4943189322948456
DFO,BRD7,0.49431881308555603
Erastin,CSF2,0.4943186342716217
VC,MCM7,0.4943160116672516
BCP,PTGS2,0.49431532621383667
Lip-1,ACSL4,0.49431392550468445
Fer-1,CXCL1,0.494313508272171
Lip-1,TOP2A,0.49431321024894714
Fer-1,CD8A,0.4943130314350128
Erastin,TBX2,0.4943124055862427
Fer-1,CCL4,0.49431124329566956
Fer-1,SLAMF8,0.4943101406097412
Lip-1,COX7A1,0.4943099617958069
ML162,SPATA2,0.49430960416793823
Fer-1,AURKB,0.4943075180053711
ML162,BUB3,0.49430668354034424
Lip-1,HBP1,0.49430540204048157
DFO,WWTR1,0.4943047761917114
Lip-1,CD8A,0.4943026006221771
Fer-1,RFC2,0.49430251121520996
VC,CSF2,0.4943019151687622
Fer-1,RPA1,0.4943016767501831
VC,TBX2,0.4943016767501831
Lip-1,RPA3,0.49430155754089355
Fer-1,EMP1,0.4943009912967682
Fer-1,MRE11,0.49430081248283386
Fer-1,RFC4,0.4943002760410309
Lip-1,RFC3,0.4943002760410309
Lip-1,MAP1LC3B,0.4942994713783264
ML162,CDO1,0.49429917335510254
Lip-1,CDC20,0.4942987561225891
Erastin,EIF2AK3,0.4942971467971802
Fer-1,MCM2,0.4942967891693115
Lip-1,MCM2,0.4942951500415802
Fer-1,BUB1B,0.49429404735565186
Lip-1,RPA1,0.49429282546043396
Erastin,ALOX12,0.4942920207977295
VC,ACSL4,0.49429085850715637
Fer-1,CD82,0.4942907392978668
Erastin,PNPLA2,0.4942884147167206
Lip-1,RFC5,0.49428829550743103
Fer-1,COX7A1,0.4942881762981415
Lip-1,RBM3,0.4942869544029236
ML162,RPA2,0.49428606033325195
Fer-1,RFC1,0.4942856729030609
Lip-1,RFC1,0.4942839741706848
ML162,BNIP3L,0.4942839741706848
ML162,E2F2,0.4942837357521057
Fer-1,TOP2A,0.4942835569381714
Lip-1,ICA1,0.4942830502986908
Fer-1,DUOX1,0.4942820966243744
DFO,IFNG,0.49428024888038635
DFO,ABCC1,0.4942797124385834
Lip-1,NUAK2,0.49427932500839233
Fer-1,CCL3,0.49427932500839233
Lip-1,MEN1,0.49427568912506104
Erastin,H2AX,0.494274377822876
Fer-1,CDC20,0.49427303671836853
Fer-1,RFC3,0.49427175521850586
ML162,KLF6,0.49427151679992676
ML162,BUB1,0.49427035450935364
Lip-1,CCL3,0.49427011609077454
Fer-1,HBP1,0.49426767230033875
Fer-1,RPA3,0.4942673146724701
DFO,CXCL10,0.49426713585853577
Erastin,GPX4,0.4942657947540283
DFO,E2F1,0.494265615940094
Lip-1,LIG1,0.4942653477191925
Lip-1,ALOX12,0.4942638874053955
Fer-1,RBM3,0.49426183104515076
Lip-1,MCM4,0.4942612648010254
Fer-1,CDO1,0.49426114559173584
VC,MAP1LC3B,0.4942607879638672
ML162,MCM3,0.49425962567329407
Lip-1,EIF2AK3,0.49425962567329407
ML162,DUOX1,0.4942590594291687
Lip-1,PNPLA2,0.4942568242549896
Lip-1,CSF3,0.49425649642944336
ML162,EMP1,0.4942561388015747
Lip-1,CXCL2,0.4942559003829956
Lip-1,PLK1,0.4942556619644165
ML162,AURKB,0.4942554831504822
Fer-1,RFC5,0.49425530433654785
ML162,MRE11,0.49425485730171204
ML162,CD82,0.49425485730171204
BCP,CD74,0.49425414204597473
ML162,SAT1,0.49425408244132996
ML162,MMP1,0.49425333738327026
ML162,GMFB,0.49425268173217773
ML162,CD4,0.4942505359649658
Fer-1,NUAK2,0.4942489564418793
ML162,NR2F2,0.4942478537559509
Fer-1,MEN1,0.4942476153373718
Erastin,RAD51,0.4942472279071808
Erastin,SIRT1,0.4942469298839569
Fer-1,LIG1,0.49424687027931213
Fer-1,CXCL2,0.4942452907562256
ML162,CXCL1,0.49424442648887634
DFO,IRF1,0.494244247674942
Fer-1,SAT1,0.49424266815185547
Lip-1,H2AX,0.4942416846752167
Lip-1,GPX4,0.49424099922180176
Erastin,VDAC2,0.494240403175354
ML162,RFC4,0.49423930048942566
ML162,SLAMF8,0.49423855543136597
Fer-1,ATG3,0.4942384362220764
Erastin,MAD2L1,0.49423813819885254
Fer-1,ICA1,0.4942357540130615
Erastin,FOXO4,0.4942325949668884
VC,EIF2AK3,0.49423179030418396
ML162,CCL4,0.494231253862381
ML162,LACTB,0.49423080682754517
Lip-1,MCM6,0.4942300319671631
ML162,BUB1B,0.4942299723625183
Lip-1,MCM7,0.4942288100719452
Lip-1,CSF2,0.4942287504673004
VC,ALOX12,0.4942281246185303
Fer-1,MCM6,0.49422726035118103
Fer-1,PLK1,0.4942263662815094
ML162,RPA3,0.49422508478164673
Erastin,FTH1,0.4942246973514557
VC,PNPLA2,0.4942244589328766
ML162,RFC2,0.49422329664230347
DFO,HMOX1,0.4942231774330139
Fer-1,MCM4,0.4942222237586975
Lip-1,TBX2,0.4942215383052826
Lip-1,SIRT1,0.4942208528518677
Fer-1,CSF3,0.4942193329334259
Lip-1,VDAC2,0.49421828985214233
ML162,CDC20,0.4942179322242737
Lip-1,RAD51,0.4942179322242737
ML162,TOP2A,0.4942172169685364
VC,MAD2L1,0.4942154884338379
Fer-1,MCM7,0.4942139685153961
Erastin,FOS,0.4942134916782379
ML162,ATG3,0.49421337246894836
VC,FOXO4,0.49421200156211853
VC,H2AX,0.4942082166671753
Erastin,CBS,0.49420732259750366
DFO,PTGS2,0.4942049980163574
ML162,MCM2,0.4942049980163574
VC,GPX4,0.4942011535167694
ML162,CD8A,0.49419987201690674
Fer-1,CSF2,0.49419987201690674
Fer-1,TBX2,0.49419963359832764
ML162,HBP1,0.49419930577278137
ML162,RFC1,0.49419674277305603
ML162,COX7A1,0.49419650435447693
ML162,ICA1,0.4941962659358978
ML162,MEN1,0.49419423937797546
BCP,YAP1,0.49419334530830383
Lip-1,FTH1,0.49419060349464417
ML162,RPA1,0.4941902756690979
Fer-1,ACSL4,0.4941888153553009
VC,SIRT1,0.4941883385181427
Lip-1,FOXO4,0.4941880702972412
ML162,RFC3,0.4941869378089905
Lip-1,FOS,0.49418625235557556
ML162,RFC5,0.49418479204177856
ML162,LIG1,0.49418210983276367
VC,RAD51,0.4941810667514801
VC,VDAC2,0.49417856335639954
Erastin,GABARAPL1,0.49417826533317566
ML162,PLK1,0.4941774606704712
Erastin,SLC40A1,0.49417728185653687
VC,CBS,0.4941759407520294
Erastin,CDKN1A,0.49417343735694885
ML162,MCM4,0.49417319893836975
Lip-1,CBS,0.49417296051979065
ML162,RBM3,0.4941723346710205
ML162,CXCL2,0.49417057633399963
DFO,YAP1,0.4941704273223877
Erastin,PRNP,0.4941694736480713
ML162,CSF3,0.49416691064834595
ML162,CCL3,0.4941658675670624
DFO,CD74,0.4941631257534027
ML162,NUAK2,0.49415865540504456
Erastin,CDK6,0.494158536195755
VC,FTH1,0.494158536195755
ML162,MCM6,0.49415841698646545
Lip-1,GABARAPL1,0.4941573739051819
Fer-1,MAP1LC3B,0.49415677785873413
Lip-1,SLC40A1,0.4941560924053192
Lip-1,PRNP,0.49415498971939087
Erastin,MAP1LC3A,0.4941549301147461
Erastin,WRN,0.49415481090545654
ML162,CSF2,0.49415189027786255
Lip-1,MAD2L1,0.4941500425338745
Lip-1,CDKN1A,0.49414852261543274
VC,FOS,0.4941473603248596
Erastin,ATM,0.4941456615924835
Erastin,LMNB1,0.49414291977882385
Erastin,TIMP1,0.49414271116256714
Erastin,GABARAP,0.49414095282554626
ML162,MAP1LC3B,0.4941404163837433
Erastin,VCAM1,0.49414026737213135
ML162,MCM7,0.4941401481628418
BCP,IGFBP7,0.4941401481628418
Erastin,FOXO3,0.49413827061653137
DFO,HIF1A,0.4941355884075165
Erastin,NFE2L2,0.49413537979125977
BCP,TFRC,0.49413466453552246
Erastin,ALOX5,0.49413350224494934
Fer-1,EIF2AK3,0.49412965774536133
VC,CDKN1A,0.4941291809082031
Erastin,ADIPOQ,0.49412769079208374
Lip-1,MAP1LC3A,0.4941263496875763
Fer-1,ALOX12,0.4941260516643524
VC,GABARAPL1,0.49412524700164795
ML162,TBX2,0.4941239655017853
Fer-1,PNPLA2,0.4941224455833435
Lip-1,ADIPOQ,0.4941202402114868
ML162,ACSL4,0.4941200017929077
Lip-1,GABARAP,0.49411994218826294
Lip-1,FOXO3,0.4941195249557495
Lip-1,LMNB1,0.4941193461418152
Lip-1,WRN,0.4941193461418152
VC,CDK6,0.4941193461418152
VC,SLC40A1,0.49411895871162415
Lip-1,CDK6,0.4941166341304779
Lip-1,NFE2L2,0.49411603808403015
VC,TIMP1,0.4941159188747406
Erastin,ATG7,0.49411407113075256
Fer-1,MAD2L1,0.4941134750843048
VC,MAP1LC3A,0.4941125512123108
ML162,EIF2AK3,0.4941123127937317
Erastin,NFKB1,0.4941117465496063
Lip-1,ALOX5,0.4941112697124481
Lip-1,ATM,0.49411097168922424
Fer-1,FOXO4,0.4941098690032959
BCP,MMP9,0.4941079020500183
Fer-1,H2AX,0.4941057860851288
Erastin,SQSTM1,0.4941054582595825
Erastin,TP53,0.49410516023635864
VC,PRNP,0.4941032826900482
Lip-1,TIMP1,0.4941031038761139
Lip-1,VCAM1,0.49410247802734375
Erastin,TRIB3,0.49410033226013184
Erastin,ATG5,0.4941001534461975
Fer-1,GPX4,0.49409911036491394
Erastin,LPIN1,0.4940982758998871
Lip-1,ATG7,0.49409765005111694
Erastin,GCLM,0.49409693479537964
Erastin,CHAC1,0.49409666657447815
Lip-1,NFKB1,0.49409613013267517
ML162,PNPLA2,0.49409589171409607
Erastin,PRKDC,0.49409472942352295
VC,WRN,0.4940932095050812
ML162,H2AX,0.49409300088882446
BCP,LOX,0.494089275598526
VC,ATM,0.4940885603427887
Lip-1,SQSTM1,0.4940880537033081
Fer-1,SIRT1,0.49408629536628723
VC,LMNB1,0.4940861761569977
Lip-1,LPIN1,0.49408575892448425
Lip-1,TP53,0.49408501386642456
ML162,ALOX12,0.4940841495990753
ML162,MAD2L1,0.49408379197120667
Lip-1,ATG5,0.49408355355262756
Lip-1,TRIB3,0.4940832555294037
VC,VCAM1,0.4940820336341858
VC,GABARAP,0.4940818250179291
BCP,KEAP1,0.4940778613090515
Erastin,DPP4,0.49407657980918884
Fer-1,VDAC2,0.49407652020454407
Erastin,VEGFA,0.4940764605998993
Lip-1,CHAC1,0.4940764605998993
DFO,IGFBP7,0.4940756559371948
VC,ALOX5,0.49407413601875305
Fer-1,CBS,0.49407389760017395
Lip-1,GCLM,0.4940737783908844
Erastin,BNIP3,0.4940725564956665
VC,FOXO3,0.4940721392631531
Fer-1,RAD51,0.4940699338912964
VC,NFE2L2,0.4940691888332367
BCP,SOD1,0.49406877160072327
Erastin,CDKN2B,0.4940672516822815
VC,PRKDC,0.4940652847290039
Erastin,MYC,0.4940621554851532
ML162,RAD51,0.4940618574619293
ML162,GPX4,0.49406179785728455
VC,ADIPOQ,0.49406155943870544
Erastin,PCNA,0.4940613806247711
Erastin,FOXO1,0.49406081438064575
Lip-1,DPP4,0.494060754776001
Lip-1,VEGFA,0.4940603971481323
Erastin,HSPB1,0.49405965209007263
Lip-1,BNIP3,0.494058758020401
Erastin,SNAI1,0.49405819177627563
Erastin,HSP90AA1,0.4940572679042816
Lip-1,PRKDC,0.49405619502067566
ML162,SIRT1,0.49405592679977417
Erastin,VDAC3,0.49405381083488464
Lip-1,CDKN2B,0.49405238032341003
Erastin,DDIT3,0.4940520226955414
Erastin,PRKAA1,0.4940515458583832
Erastin,BAP1,0.49405109882354736
Erastin,SESN2,0.4940509796142578
DFO,TFRC,0.4940505623817444
Erastin,LPIN2,0.49405020475387573
Lip-1,SNAI1,0.49405014514923096
Fer-1,FTH1,0.4940495789051056
Erastin,BECN1,0.4940493404865265
VC,ATG7,0.4940485954284668
Erastin,PRKAA2,0.4940480589866638
VC,NFKB1,0.4940462112426758
Lip-1,FOXO1,0.49404585361480713
Erastin,TNFRSF1A,0.4940451979637146
VC,CHAC1,0.49404409527778625
Lip-1,HSP90AA1,0.49404409527778625
Erastin,STEAP3,0.494042307138443
Fer-1,FOS,0.49404141306877136
Lip-1,PRKAA1,0.4940413534641266
VC,SQSTM1,0.4940410256385803
VC,GCLM,0.49404048919677734
Erastin,CD38,0.49404042959213257
Erastin,EP300,0.494039922952652
Lip-1,BECN1,0.4940392076969147
VC,TP53,0.49403896927833557
Lip-1,DDIT3,0.49403896927833557
Erastin,HDAC1,0.4940381646156311
Lip-1,PRKAA2,0.4940374791622162
Lip-1,VDAC3,0.49403589963912964
Lip-1,SESN2,0.49403589963912964
Lip-1,PCNA,0.4940350353717804
Erastin,COL1A1,0.49403491616249084
Lip-1,LPIN2,0.4940344989299774
VC,TRIB3,0.49403420090675354
Erastin,GADD45A,0.4940340220928192
VC,ATG5,0.49403396248817444
DFO,LOX,0.4940336346626282
BCP,BNIP3L,0.4940335154533386
VC,LPIN1,0.4940321147441864
ML162,FTH1,0.49403199553489685
Lip-1,HSPB1,0.4940316379070282
Lip-1,BAP1,0.49403151869773865
Erastin,EIF2A,0.4940294325351715
Erastin,RELA,0.49402904510498047
Erastin,RB1,0.4940284490585327
ML162,FOS,0.4940280318260193
Lip-1,CD38,0.4940280318260193
Erastin,HSPD1,0.4940274655818939
Lip-1,MYC,0.49402734637260437
Lip-1,STEAP3,0.4940272271633148
Fer-1,CDKN1A,0.49402716755867004
ML162,VDAC2,0.4940267503261566
Lip-1,EP300,0.49402669072151184
Erastin,CCL2,0.49402502179145813
Lip-1,TNFRSF1A,0.49402326345443726
Fer-1,GABARAPL1,0.4940232038497925
Lip-1,RB1,0.49402281641960144
Erastin,TERF2,0.4940224587917328
VC,MYC,0.49402204155921936
Lip-1,COL1A1,0.4940214157104492
Erastin,PLIN2,0.49402129650115967
Erastin,CDKN2A,0.49402058124542236
Erastin,IL18,0.4940192401409149
Erastin,ICAM1,0.49401921033859253
Erastin,SLC7A11,0.494019091129303
Erastin,SLC3A2,0.4940189719200134
VC,HSPB1,0.4940188527107239
Erastin,IL10,0.4940188527107239
Erastin,GCLC,0.49401843547821045
Fer-1,CDK6,0.4940173327922821
Lip-1,HSPD1,0.4940173327922821
Fer-1,SLC40A1,0.4940169155597687
Erastin,CDK2,0.4940169155597687
Erastin,PARP1,0.49401575326919556
Erastin,XRCC6,0.49401524662971497
Erastin,CDKN1B,0.4940149486064911
Fer-1,TIMP1,0.4940139055252075
Lip-1,HDAC1,0.49401384592056274
Lip-1,EIF2A,0.49401360750198364
Lip-1,GADD45A,0.4940110445022583
VC,DPP4,0.49401047825813293
Fer-1,MAP1LC3A,0.49401047825813293
VC,VEGFA,0.4940102994441986
Lip-1,RELA,0.4940096437931061
Lip-1,CDKN2A,0.4940072000026703
Erastin,CCNE1,0.49400708079338074
VC,BNIP3,0.4940069913864136
Erastin,HMGA1,0.4940066933631897
Erastin,FANCD2,0.4940066337585449
DFO,KEAP1,0.494004487991333
Lip-1,SLC3A2,0.49400413036346436
Erastin,MMP12,0.4940034747123718
Lip-1,GCLC,0.49400320649147034
Lip-1,CCL2,0.494003027677536
Lip-1,PLIN2,0.4940027892589569
Lip-1,CDK2,0.494002103805542
DFO,SOD1,0.494002103805542
Erastin,MAX,0.49400174617767334
Erastin,CDK4,0.49400168657302856
Erastin,PTEN,0.4940013885498047
Lip-1,ICAM1,0.4940013885498047
VC,PCNA,0.49400126934051514
VC,CDKN2B,0.4940011501312256
Erastin,HSPA5,0.49400070309638977
Lip-1,SLC7A11,0.49400046467781067
Erastin,ABCC2,0.49400022625923157
Lip-1,TERF2,0.49399974942207336
Lip-1,IL18,0.49399837851524353
Lip-1,XRCC6,0.4939980208873749
Lip-1,PARP1,0.493996262550354
Erastin,GOT1,0.49399521946907043
Erastin,TFAM,0.49399515986442566
Erastin,TIMP2,0.49399498105049133
BCP,ATF3,0.49399471282958984
VC,FOXO1,0.49399465322494507
Fer-1,PRNP,0.49399465322494507
Erastin,MNT,0.4939942955970764
Lip-1,IL10,0.49399349093437195
Lip-1,FANCD2,0.4939933717250824
Lip-1,CDKN1B,0.49399301409721375
VC,SNAI1,0.4939919710159302
Fer-1,WRN,0.4939911663532257
VC,HSP90AA1,0.49399110674858093
Lip-1,ABCC2,0.49399033188819885
Lip-1,CCNE1,0.4939897656440735
Lip-1,HSPA5,0.4939878284931183
Erastin,SIRT6,0.4939877688884735
Erastin,ATF4,0.49398764967918396
VC,VDAC3,0.49398764967918396
Lip-1,MMP12,0.4939875900745392
Erastin,SERPINE1,0.4939873218536377
BCP,LPCAT3,0.4939870834350586
Fer-1,ATM,0.49398648738861084
Erastin,NCOA4,0.49398648738861084
VC,DDIT3,0.4939859211444855
VC,PRKAA1,0.4939853847026825
VC,BAP1,0.4939849376678467
VC,SESN2,0.4939848780632019
Fer-1,LMNB1,0.4939841032028198
VC,LPIN2,0.49398404359817505
VC,BECN1,0.4939831793308258
Lip-1,MAX,0.49398311972618103
ML162,FOXO4,0.49398282170295715
Erastin,JUN,0.4939826726913452
BCP,CSE1L,0.49398231506347656
VC,PRKAA2,0.4939819574356079
Lip-1,GOT1,0.49398139119148254
Lip-1,CDK4,0.49398133158683777
Erastin,IL1A,0.4939807951450348
Lip-1,PTEN,0.49398016929626465
Erastin,AKT1,0.4939801096916199
Fer-1,VCAM1,0.4939799904823303
Erastin,GADD45B,0.493979811668396
Fer-1,GABARAP,0.4939797520637512
Lip-1,MNT,0.49397945404052734
Erastin,TSC1,0.4939793348312378
VC,TNFRSF1A,0.4939790368080139
Lip-1,HMGA1,0.49397754669189453
Erastin,TSC2,0.49397730827331543
Erastin,TERF1,0.4939769506454468
Erastin,CREBBP,0.4939763844013214
Erastin,HDAC3,0.4939762055873871
VC,HDAC1,0.4939761459827423
VC,STEAP3,0.4939761459827423
Lip-1,TFAM,0.49397578835487366
Lip-1,ATF4,0.4939756691455841
VC,CD38,0.4939742684364319
VC,GADD45A,0.49397411942481995
VC,EP300,0.4939737021923065
Erastin,BRCA2,0.4939734637737274
Lip-1,TIMP2,0.49397334456443787
Erastin,MDM4,0.49397289752960205
Fer-1,ALOX5,0.4939720630645752
BCP,E2F2,0.4939718246459961
Lip-1,SIRT6,0.4939707815647125
Lip-1,AKT1,0.4939700961112976
Fer-1,FOXO3,0.4939698576927185
VC,CCL2,0.49396955966949463
Lip-1,TSC2,0.49396881461143494
VC,COL1A1,0.49396875500679016
Lip-1,NCOA4,0.4939686357975006
Erastin,COL3A1,0.49396800994873047
Erastin,TERT,0.49396729469299316
VC,EIF2A,0.49396589398384094
Lip-1,SERPINE1,0.4939657747745514
Erastin,PPARGC1A,0.4939647316932678
Lip-1,JUN,0.4939633309841156
Lip-1,IL1A,0.49396324157714844
Fer-1,PRKDC,0.49396324157714844
Erastin,XRCC1,0.49396294355392456
VC,RELA,0.4939628839492798
VC,RB1,0.49396228790283203
Lip-1,GADD45B,0.49396196007728577
Lip-1,HDAC3,0.49396172165870667
VC,HSPD1,0.493961364030838
ML162,CBS,0.4939611256122589
Fer-1,NFE2L2,0.49396079778671265
Erastin,CHEK1,0.4939599633216858
Lip-1,TSC1,0.4939596652984619
ML162,WRN,0.4939589202404022
Erastin,HDAC2,0.49395862221717834
Lip-1,BRCA2,0.49395856261253357
Lip-1,PPARGC1A,0.493958443403244
VC,HMGA1,0.49395811557769775
Lip-1,COL3A1,0.49395811557769775
VC,IL10,0.49395811557769775
