ligand,receptor,pathway,source
LAMA1,SV2B,LAMININ,CellChatDB
LAMA2,SV2B,LAMININ,CellChatDB
LAMA3,SV2B,LAMININ,CellChatDB
LAMA4,SV2B,LAMININ,CellChatDB
LAMA5,SV2B,LAMININ,CellChatDB
LAMB1,SV2B,LAMININ,CellChatDB
LAMB2,SV2B,LAMININ,CellChatDB
LAMB3,SV2B,LAMININ,CellChatDB
LAMC1,SV2B,LAMININ,CellChatDB
LAMC2,SV2B,LAMININ,CellChatDB
LAMC3,SV2B,LAMININ,CellChatDB
LAMA1,SV2C,LAMININ,CellChatDB
LAMA2,SV2C,LAMININ,CellChatDB
LAMA3,SV2C,LAMININ,CellChatDB
LAMA4,SV2C,LAMININ,CellChatDB
LAMA5,SV2C,LAMININ,CellChatDB
LAMB1,SV2C,LAMININ,CellChatDB
LAMB2,SV2C,LAMININ,CellChatDB
LAMB3,SV2C,LAMININ,CellChatDB
LAMC1,SV2C,LAMININ,CellChatDB
LAMC2,SV2C,LAMININ,CellChatDB
LAMC3,SV2C,LAMININ,CellChatDB
THBS1,CD36,THBS,CellChatDB
THBS2,CD36,THBS,CellChatDB
THBS3,CD36,THBS,CellChatDB
THBS4,CD36,THBS,CellChatDB
COMP,CD36,THBS,CellChatDB
VWF,GP COMPLEX,VWF,CellChatDB
COL1A1,GP6,COLLAGEN,CellChatDB
COL1A2,GP6,COLLAGEN,CellChatDB
COL2A1,GP6,COLLAGEN,CellChatDB
COL4A1,GP6,COLLAGEN,CellChatDB
COL4A2,GP6,COLLAGEN,CellChatDB
COL4A3,GP6,COLLAGEN,CellChatDB
COL4A4,GP6,COLLAGEN,CellChatDB
COL4A5,GP6,COLLAGEN,CellChatDB
COL4A6,GP6,COLLAGEN,CellChatDB
COL6A1,GP6,COLLAGEN,CellChatDB
COL6A2,GP6,COLLAGEN,CellChatDB
COL6A3,GP6,COLLAGEN,CellChatDB
COL6A4,GP6,COLLAGEN,CellChatDB
COL6A5,GP6,COLLAGEN,CellChatDB
COL6A6,GP6,COLLAGEN,CellChatDB
COL9A1,GP6,COLLAGEN,CellChatDB
COL9A2,GP6,COLLAGEN,CellChatDB
COL9A3,GP6,COLLAGEN,CellChatDB
THBS1,CD47,THBS,CellChatDB
THBS2,CD47,THBS,CellChatDB
THBS3,CD47,THBS,CellChatDB
THBS4,CD47,THBS,CellChatDB
COMP,CD47,THBS,CellChatDB
AGRN,DAG1,AGRN,CellChatDB
HSPG2,DAG1,HSPG,CellChatDB
LAMA1,DAG1,LAMININ,CellChatDB
LAMA2,DAG1,LAMININ,CellChatDB
LAMA3,DAG1,LAMININ,CellChatDB
LAMA4,DAG1,LAMININ,CellChatDB
LAMA5,DAG1,LAMININ,CellChatDB
LAMB1,DAG1,LAMININ,CellChatDB
LAMB2,DAG1,LAMININ,CellChatDB
LAMB3,DAG1,LAMININ,CellChatDB
LAMC1,DAG1,LAMININ,CellChatDB
LAMC2,DAG1,LAMININ,CellChatDB
LAMC3,DAG1,LAMININ,CellChatDB
ADGRE5,CD55B,ADGRE5,CellChatDB
ALCAM,CD6,ALCAM,CellChatDB
ANXA1,FPR2_LXA4,ANXA1,CellChatDB
APP,CD74,APP,CellChatDB
BST2,PIRA2,BST2,CellChatDB
CADM1,CADM1,CADM,CellChatDB
CADM3,CADM3,CADM,CellChatDB
CD1D2,PIRA2,CD1D2,CellChatDB
CD200,CD200R1,CD200,CellChatDB
CD200,CD200R2,CD200,CellChatDB
CD200,CD200R3,CD200,CellChatDB
CD200,CD200R4,CD200,CellChatDB
CD22,PTPRC,CD22,CellChatDB
CD226,NECTIN2,CD226,CellChatDB
CD226,PVR,CD226,CellChatDB
FCER2A,ITGAM_ITGB2,CD23,CellChatDB
FCER2A,ITGAX_ITGB2,CD23,CellChatDB
FCER2A,ITGAV_ITGB3,CD23,CellChatDB
FCER2A,CR2,CD23,CellChatDB
CD34,SELP,CD34,CellChatDB
ENTPD1,ADORA1,CD39,CellChatDB
ENTPD1,ADORA2A,CD39,CellChatDB
ENTPD1,ADORA2B,CD39,CellChatDB
ENTPD1,TMIGD3,CD39,CellChatDB
CD40LG,CD40,CD40,CellChatDB
PTPRC,CD22,CD45,CellChatDB
PTPRC,MRC1,CD45,CellChatDB
CD46,JAG1,CD46,CellChatDB
CD48,CD244A,CD48,CellChatDB
CD52,SIGLECG,CD52,CellChatDB
CD6,ALCAM,CD6,CellChatDB
CD80,CD274,CD80,CellChatDB
CD80,CD28,CD80,CellChatDB
CD80,CTLA4,CD80,CellChatDB
CD86,CD28,CD86,CellChatDB
CD86,CTLA4,CD86,CellChatDB
CD96,NECTIN1,CD96,CellChatDB
CD96,PVR,CD96,CellChatDB
CD99,PILRA,CD99,CellChatDB
CD99,CD99,CD99,CellChatDB
CDH15,CDH15,CDH,CellChatDB
CDH4,CDH4,CDH,CellChatDB
CDH2,CDH2,CDH,CellChatDB
CDH1,CDH1,CDH,CellChatDB
CDH1,ITGA2_ITGB1,CDH1,CellChatDB
CDH1,ITGAE_ITGB7,CDH1,CellChatDB
CDH1,KLRG1,CDH1,CellChatDB
CDH5,CDH5,CDH5,CellChatDB
CD1D1,CEACAM5,CEACAM,CellChatDB
CD209A,CEACAM1,CEACAM,CellChatDB
CD8A,CEACAM5,CEACAM,CellChatDB
CEACAM1,CEACAM5,CEACAM,CellChatDB
SELE,CEACAM1,CEACAM,CellChatDB
CLDN11,CLDN11,CLDN,CellChatDB
CLEC2D,KLRB1B,CLEC,CellChatDB
CLEC2G,KLRB1,CLEC,CellChatDB
CLEC2H,KLRB1,CLEC,CellChatDB
CLEC2I,KLRB1,CLEC,CellChatDB
CLEC2F,KLRB1F,CLEC,CellChatDB
CLEC2G,KLRB1F,CLEC,CellChatDB
CLEC2I,KLRB1F,CLEC,CellChatDB
NFASC,CNTN1_CNTNAP1,CNTN,CellChatDB
CNTN2,CNTN2_CNTNAP2,CNTN,CellChatDB
CNTN2,L1CAM,CNTN,CellChatDB
CNTN2,CNTN2,CNTN,CellChatDB
CNTN1,NRCAM,CNTN,CellChatDB
CSPG4,ITGA3_ITGB1,CSPG4,CellChatDB
DSC1,DSG1C,DESMOSOME,CellChatDB
DSC1,DSG2,DESMOSOME,CellChatDB
DSC2,DSG1C,DESMOSOME,CellChatDB
DSC2,DSG2,DESMOSOME,CellChatDB
DSG1C,DSC3,DESMOSOME,CellChatDB
DSG2,DSC3,DESMOSOME,CellChatDB
EPGN,EGFR,EPGN,CellChatDB
EFNA1,EPHA1,EPHA,CellChatDB
EFNA1,EPHA2,EPHA,CellChatDB
EFNA1,EPHA3,EPHA,CellChatDB
EFNA1,EPHA4,EPHA,CellChatDB
EFNA1,EPHA5,EPHA,CellChatDB
EFNA1,EPHA7,EPHA,CellChatDB
EFNA1,EPHA8,EPHA,CellChatDB
EFNA2,EPHA1,EPHA,CellChatDB
EFNA2,EPHA2,EPHA,CellChatDB
EFNA2,EPHA3,EPHA,CellChatDB
EFNA2,EPHA4,EPHA,CellChatDB
EFNA2,EPHA5,EPHA,CellChatDB
EFNA2,EPHA7,EPHA,CellChatDB
EFNA2,EPHA8,EPHA,CellChatDB
EFNA3,EPHA1,EPHA,CellChatDB
EFNA3,EPHA2,EPHA,CellChatDB
EFNA3,EPHA3,EPHA,CellChatDB
EFNA3,EPHA4,EPHA,CellChatDB
EFNA3,EPHA5,EPHA,CellChatDB
EFNA3,EPHA7,EPHA,CellChatDB
EFNA3,EPHA8,EPHA,CellChatDB
EFNA4,EPHA1,EPHA,CellChatDB
EFNA4,EPHA2,EPHA,CellChatDB
EFNA4,EPHA3,EPHA,CellChatDB
EFNA4,EPHA4,EPHA,CellChatDB
EFNA4,EPHA5,EPHA,CellChatDB
EFNA4,EPHA7,EPHA,CellChatDB
EFNA4,EPHA8,EPHA,CellChatDB
EFNA5,EPHA1,EPHA,CellChatDB
EFNA5,EPHA2,EPHA,CellChatDB
EFNA5,EPHA3,EPHA,CellChatDB
EFNA5,EPHA4,EPHA,CellChatDB
EFNA5,EPHA5,EPHA,CellChatDB
EFNA5,EPHA7,EPHA,CellChatDB
EFNA5,EPHA8,EPHA,CellChatDB
EFNA5,EPHB2,EPHA,CellChatDB
EFNB1,EPHA4,EPHB,CellChatDB
EFNB1,EPHB1,EPHB,CellChatDB
EFNB1,EPHB2,EPHB,CellChatDB
EFNB1,EPHB3,EPHB,CellChatDB
EFNB1,EPHB4,EPHB,CellChatDB
EFNB2,EPHA4,EPHB,CellChatDB
EFNB2,EPHB1,EPHB,CellChatDB
EFNB2,EPHB2,EPHB,CellChatDB
EFNB2,EPHB3,EPHB,CellChatDB
EFNB2,EPHB4,EPHB,CellChatDB
EFNB3,EPHA4,EPHB,CellChatDB
EFNB3,EPHB1,EPHB,CellChatDB
EFNB3,EPHB2,EPHB,CellChatDB
EFNB3,EPHB3,EPHB,CellChatDB
EFNB3,EPHB4,EPHB,CellChatDB
EFNB3,EPHB6,EPHB,CellChatDB
ESAM,ESAM,ESAM,CellChatDB
GP1BA,ITGAM_ITGB2,GP1BA,CellChatDB
ICAM1,ITGAX_ITGB2,ICAM,CellChatDB
ICAM1,ITGAL_ITGB2,ICAM,CellChatDB
ICAM2,ITGAL_ITGB2,ICAM,CellChatDB
ICAM1,ITGAM_ITGB2,ICAM,CellChatDB
ICAM2,ITGAM_ITGB2,ICAM,CellChatDB
ICAM1,ITGAL_ITGB2L,ICAM,CellChatDB
ICAM2,ITGAL_ITGB2L,ICAM,CellChatDB
ICAM1,ITGAM_ITGB2L,ICAM,CellChatDB
ICAM2,ITGAM_ITGB2L,ICAM,CellChatDB
ICAM1,ITGAL,ICAM,CellChatDB
ICAM1,SPN,ICAM,CellChatDB
ICAM5,CD209A,ICAM,CellChatDB
ICAM5,CD209F,ICAM,CellChatDB
ICOSL,ICOS,ICOS,CellChatDB
ICOSL,CD28,ICOS,CellChatDB
ICOSL,CTLA4,ICOS,CellChatDB
ITGAL_ITGB2,CD226,ITGAL-ITGB2,CellChatDB
ITGAL_ITGB2,ICAM1,ITGAL-ITGB2,CellChatDB
ITGAL_ITGB2,ICAM2,ITGAL-ITGB2,CellChatDB
ITGAL_ITGB2L,CD226,ITGAL-ITGB2,CellChatDB
ITGAL_ITGB2L,ICAM1,ITGAL-ITGB2,CellChatDB
ITGAL_ITGB2L,ICAM2,ITGAL-ITGB2,CellChatDB
JAM2,ITGA3_ITGB1,JAM,CellChatDB
JAM2,ITGAV_ITGB1,JAM,CellChatDB
JAM3,ITGAM_ITGB2,JAM,CellChatDB
F11R,ITGAL_ITGB2,JAM,CellChatDB
JAM3,ITGAM_ITGB2L,JAM,CellChatDB
JAM2,JAM3,JAM,CellChatDB
F11R,F11R,JAM,CellChatDB
F11R,JAM2,JAM,CellChatDB
F11R,JAM3,JAM,CellChatDB
JAM2,F11R,JAM,CellChatDB
JAM2,JAM2,JAM,CellChatDB
JAM3,F11R,JAM,CellChatDB
JAM3,JAM2,JAM,CellChatDB
JAM3,JAM3,JAM,CellChatDB
L1CAM,ITGAV_ITGB3,L1CAM,CellChatDB
L1CAM,ITGA4_ITGB7,L1CAM,CellChatDB
L1CAM,L1CAM,L1CAM,CellChatDB
LAIR1,PIRA2,LAIR1,CellChatDB
LCK,CD8 RECEPTOR,LCK,CellChatDB
MADCAM1,ITGA4_ITGB7,MADCAM,CellChatDB
MAG,MAG,MAG,CellChatDB
H2-T23,KLRD1_KLRC1,MHC-I,CellChatDB
H2-T23,KLRD1_KLRC2,MHC-I,CellChatDB
H2-M2,CD8A,MHC-I,CellChatDB
H2-M3,CD8A,MHC-I,CellChatDB
H2-M9,CD8A,MHC-I,CellChatDB
H2-Q1,CD8A,MHC-I,CellChatDB
H2-Q10,CD8A,MHC-I,CellChatDB
H2-Q2,CD8A,MHC-I,CellChatDB
H2-Q7,CD8A,MHC-I,CellChatDB
H2-Q8,CD8A,MHC-I,CellChatDB
H2-T22,CD8A,MHC-I,CellChatDB
H2-T23,CD8A,MHC-I,CellChatDB
H2-T24,CD8A,MHC-I,CellChatDB
H2-T3,CD8A,MHC-I,CellChatDB
H2-T9,CD8A,MHC-I,CellChatDB
H2-M10.4,CD8A,MHC-I,CellChatDB
H2-M11,CD8A,MHC-I,CellChatDB
H2-M1,CD8A,MHC-I,CellChatDB
H2-M10.5,CD8A,MHC-I,CellChatDB
H2-M10.2,CD8A,MHC-I,CellChatDB
H2-M10.6,CD8A,MHC-I,CellChatDB
H2-T10,CD8A,MHC-I,CellChatDB
H2-Q6,CD8A,MHC-I,CellChatDB
H2-M10.3,CD8A,MHC-I,CellChatDB
H2-BL,CD8A,MHC-I,CellChatDB
H2-D1,CD8A,MHC-I,CellChatDB
H2-K1,CD8A,MHC-I,CellChatDB
H2-M10.1,CD8A,MHC-I,CellChatDB
H2-T18,CD8A,MHC-I,CellChatDB
H2-Q9,CD8A,MHC-I,CellChatDB
GM8909,CD8A,MHC-I,CellChatDB
H2-L,CD8A,MHC-I,CellChatDB
GM10499,CD8A,MHC-I,CellChatDB
H2-Q4,CD8A,MHC-I,CellChatDB
H2-T-PS,CD8A,MHC-I,CellChatDB
GM11127,CD8A,MHC-I,CellChatDB
H2-M5,CD8A,MHC-I,CellChatDB
GM7030,CD8A,MHC-I,CellChatDB
H2-M2,CD8B1,MHC-I,CellChatDB
H2-M3,CD8B1,MHC-I,CellChatDB
H2-M9,CD8B1,MHC-I,CellChatDB
H2-Q1,CD8B1,MHC-I,CellChatDB
H2-Q10,CD8B1,MHC-I,CellChatDB
H2-Q2,CD8B1,MHC-I,CellChatDB
H2-Q7,CD8B1,MHC-I,CellChatDB
H2-Q8,CD8B1,MHC-I,CellChatDB
H2-T22,CD8B1,MHC-I,CellChatDB
H2-T23,CD8B1,MHC-I,CellChatDB
H2-T24,CD8B1,MHC-I,CellChatDB
H2-T3,CD8B1,MHC-I,CellChatDB
H2-T9,CD8B1,MHC-I,CellChatDB
H2-M10.4,CD8B1,MHC-I,CellChatDB
H2-M11,CD8B1,MHC-I,CellChatDB
H2-M1,CD8B1,MHC-I,CellChatDB
H2-M10.5,CD8B1,MHC-I,CellChatDB
H2-M10.2,CD8B1,MHC-I,CellChatDB
H2-M10.6,CD8B1,MHC-I,CellChatDB
H2-T10,CD8B1,MHC-I,CellChatDB
H2-Q6,CD8B1,MHC-I,CellChatDB
H2-M10.3,CD8B1,MHC-I,CellChatDB
H2-BL,CD8B1,MHC-I,CellChatDB
H2-D1,CD8B1,MHC-I,CellChatDB
H2-K1,CD8B1,MHC-I,CellChatDB
H2-M10.1,CD8B1,MHC-I,CellChatDB
H2-T18,CD8B1,MHC-I,CellChatDB
H2-Q9,CD8B1,MHC-I,CellChatDB
GM8909,CD8B1,MHC-I,CellChatDB
H2-L,CD8B1,MHC-I,CellChatDB
GM10499,CD8B1,MHC-I,CellChatDB
H2-Q4,CD8B1,MHC-I,CellChatDB
H2-T-PS,CD8B1,MHC-I,CellChatDB
GM11127,CD8B1,MHC-I,CellChatDB
H2-M5,CD8B1,MHC-I,CellChatDB
GM7030,CD8B1,MHC-I,CellChatDB
H2-BI,KIR3DL1,MHC-I,CellChatDB
H2-D1,KIR3DL1,MHC-I,CellChatDB
H2-K1,KIR3DL1,MHC-I,CellChatDB
H2-Q1,KIR3DL1,MHC-I,CellChatDB
H2-Q10,KIR3DL1,MHC-I,CellChatDB
H2-Q2,KIR3DL1,MHC-I,CellChatDB
H2-Q4,KIR3DL1,MHC-I,CellChatDB
H2-Q6,KIR3DL1,MHC-I,CellChatDB
H2-Q7,KIR3DL1,MHC-I,CellChatDB
H2-D,KLRA,MHC-I,CellChatDB
H2-K1,KLRA,MHC-I,CellChatDB
ULBP1,KLRK1,MHC-I,CellChatDB
RAET1A,KLRK1,MHC-I,CellChatDB
H60A,KLRK1,MHC-I,CellChatDB
H2-EA-PS,CD4,MHC-II,CellChatDB
H2-AA,CD4,MHC-II,CellChatDB
H2-AB1,CD4,MHC-II,CellChatDB
H2-EB1,CD4,MHC-II,CellChatDB
H2-DMA,CD4,MHC-II,CellChatDB
H2-DMB1,CD4,MHC-II,CellChatDB
H2-DMB2,CD4,MHC-II,CellChatDB
H2-OA,CD4,MHC-II,CellChatDB
H2-OB,CD4,MHC-II,CellChatDB
MPZ,MPZL1,MPZ,CellChatDB
MPZ,MPZ,MPZ,CellChatDB
MPZL1,MPZL1,MPZ,CellChatDB
NCAM1,FGFR1,NCAM,CellChatDB
NCAM1,NCAM1,NCAM,CellChatDB
NCAM1,NCAM2,NCAM,CellChatDB
NCAM1,L1CAM,NCAM,CellChatDB
NCAM2,L1CAM,NCAM,CellChatDB
NECTIN1,CADM3,NECTIN,CellChatDB
NECTIN1,CD96,NECTIN,CellChatDB
NECTIN1,NECTIN4,NECTIN,CellChatDB
NECTIN3,NECTIN1,NECTIN,CellChatDB
NECTIN3,NECTIN2,NECTIN,CellChatDB
NECTIN3,PVR,NECTIN,CellChatDB
NECTIN3,TIGIT,NECTIN,CellChatDB
NECTIN2,CD226,NECTIN,CellChatDB
NECTIN2,TIGIT,NECTIN,CellChatDB
NECTIN1,NECTIN3,NECTIN,CellChatDB
NEGR1,NEGR1,NEGR,CellChatDB
LRRC4C,NTNG1,NGL,CellChatDB
LRRC4,NTNG2,NGL,CellChatDB
LRRC4B,PTPRF,NGL,CellChatDB
ULBP1,KLRK1_HCST,NKG2D,CellChatDB
DLK1,NOTCH1,NOTCH,CellChatDB
DLK1,NOTCH2,NOTCH,CellChatDB
DLK1,NOTCH3,NOTCH,CellChatDB
DLK1,NOTCH4,NOTCH,CellChatDB
DLL1,NOTCH1,NOTCH,CellChatDB
DLL1,NOTCH3,NOTCH,CellChatDB
DLL1,NOTCH4,NOTCH,CellChatDB
DLL3,NOTCH1,NOTCH,CellChatDB
DLL3,NOTCH2,NOTCH,CellChatDB
DLL3,NOTCH3,NOTCH,CellChatDB
DLL3,NOTCH4,NOTCH,CellChatDB
DLL4,NOTCH1,NOTCH,CellChatDB
DLL4,NOTCH2,NOTCH,CellChatDB
DLL4,NOTCH3,NOTCH,CellChatDB
DLL4,NOTCH4,NOTCH,CellChatDB
JAG1,NOTCH1,NOTCH,CellChatDB
JAG1,NOTCH2,NOTCH,CellChatDB
JAG1,NOTCH3,NOTCH,CellChatDB
JAG1,NOTCH4,NOTCH,CellChatDB
JAG2,NOTCH1,NOTCH,CellChatDB
JAG2,NOTCH2,NOTCH,CellChatDB
JAG2,NOTCH3,NOTCH,CellChatDB
JAG2,NOTCH4,NOTCH,CellChatDB
DLL1,NOTCH2,NOTCH,CellChatDB
NRXN1,NLGN1,NRXN,CellChatDB
NRXN1,NLGN2,NRXN,CellChatDB
NRXN1,NLGN3,NRXN,CellChatDB
NRXN2,NLGN1,NRXN,CellChatDB
NRXN2,NLGN2,NRXN,CellChatDB
NRXN2,NLGN3,NRXN,CellChatDB
NRXN3,NLGN1,NRXN,CellChatDB
NRXN3,NLGN2,NRXN,CellChatDB
NRXN3,NLGN3,NRXN,CellChatDB
OCLN,OCLN,OCLN,CellChatDB
CD274,PDCD1,PD-L1,CellChatDB
PDCD1LG2,PDCD1,PDL2,CellChatDB
PECAM1,PECAM1,PECAM1,CellChatDB
PTPRM,PTPRM,PTPRM,CellChatDB
PVR,CD226,PVR,CellChatDB
PVR,TIGIT,PVR,CellChatDB
SELE,CD44,SELE,CellChatDB
SELE,GLG1,SELE,CellChatDB
SELL,CD34,SELL,CellChatDB
SELL,PODXL,SELL,CellChatDB
SELL,GLYCAM1,SELL,CellChatDB
SELL,MADCAM1,SELL,CellChatDB
SELPLG,SELE,SELPLG,CellChatDB
SELPLG,SELL,SELPLG,CellChatDB
SELPLG,SELP,SELPLG,CellChatDB
SEMA4A,NRP1_PLXNA1,SEMA4,CellChatDB
SEMA4A,NRP1_PLXNA2,SEMA4,CellChatDB
SEMA4A,NRP1_PLXNA3,SEMA4,CellChatDB
SEMA4A,NRP1_PLXNA4,SEMA4,CellChatDB
SEMA4A,PLXNB1,SEMA4,CellChatDB
SEMA4A,PLXNB2,SEMA4,CellChatDB
SEMA4A,PLXNB3,SEMA4,CellChatDB
SEMA4D,PLXNB1,SEMA4,CellChatDB
SEMA4D,PLXNB2,SEMA4,CellChatDB
SEMA4D,PLXNB3,SEMA4,CellChatDB
SEMA4C,PLXNB2,SEMA4,CellChatDB
SEMA4G,PLXNB2,SEMA4,CellChatDB
SEMA4A,TIMD2,SEMA4,CellChatDB
SEMA4D,CD72,SEMA4,CellChatDB
SEMA5A,PLXNA1,SEMA5,CellChatDB
SEMA5B,PLXNA1,SEMA5,CellChatDB
SEMA5A,PLXNA3,SEMA5,CellChatDB
SEMA5B,PLXNA3,SEMA5,CellChatDB
SEMA5A,PLXNB3,SEMA5,CellChatDB
SEMA6D,PLXNA1_KDR,SEMA6,CellChatDB
SEMA6D,PLXNA1_TREM2,SEMA6,CellChatDB
SEMA6D,PLXNA1,SEMA6,CellChatDB
SEMA6A,PLXNA2,SEMA6,CellChatDB
SEMA6B,PLXNA2,SEMA6,CellChatDB
SEMA6A,PLXNA4,SEMA6,CellChatDB
SEMA6B,PLXNA4,SEMA6,CellChatDB
SEMA7A,ITGB1_ITGA1,SEMA7,CellChatDB
SEMA7A,PLXNC1,SEMA7,CellChatDB
SIGLEC1,SPN,SN,CellChatDB
THY1,ITGAM_ITGB2,THY1,CellChatDB
THY1,ITGAX_ITGB2,THY1,CellChatDB
THY1,ITGAV_ITGB3,THY1,CellChatDB
TIGIT,NECTIN2,TIGIT,CellChatDB
TIGIT,PVR,TIGIT,CellChatDB
ITGA4_ITGB1,VCAM1,VCAM,CellChatDB
ITGA9_ITGB1,VCAM1,VCAM,CellChatDB
ITGA4_ITGB7,VCAM1,VCAM,CellChatDB
VSIR,IGSF11,VISTA,CellChatDB
