disease,gene,score,efo_id,disease_name,target_name
CIRI,CBL,0.2351937070369489,EFO_0003763,CIRI_cerebrovascular_disorder,Cbl proto-oncogene
CIRI,NLRP3,0.23505418773263304,EFO_0003763,CIRI_cerebrovascular_disorder,NLR family pyrin domain containing 3
CIRI,CLDN18,0.23502272777695088,EFO_0003763,CIRI_cerebrovascular_disorder,claudin 18
CIRI,FOXP1,0.23450171503007913,EFO_0003763,CIRI_cerebrovascular_disorder,forkhead box P1
CIRI,CCDC178,0.23447952706232106,EFO_0003763,CIRI_cerebrovascular_disorder,coiled-coil domain containing 178
CIRI,ACER3,0.23433325665398236,EFO_0003763,CIRI_cerebrovascular_disorder,alkaline ceramidase 3
CIRI,DEFB128,0.2342578524961897,EFO_0003763,CIRI_cerebrovascular_disorder,defensin beta 128
CIRI,FGFR2,0.23415124749882826,EFO_0003763,CIRI_cerebrovascular_disorder,fibroblast growth factor receptor 2
CIRI,CMTM8,0.2338677907310612,EFO_0003763,CIRI_cerebrovascular_disorder,CKLF like MARVEL transmembrane domain containing 8
CIRI,LRRC52,0.2338677907310612,EFO_0003763,CIRI_cerebrovascular_disorder,leucine rich repeat containing 52
CIRI,KBTBD8,0.2333954078038903,EFO_0003763,CIRI_cerebrovascular_disorder,kelch repeat and BTB domain containing 8
CIRI,FAM13B,0.23324123839423155,EFO_0003763,CIRI_cerebrovascular_disorder,family with sequence similarity 13 member B
CIRI,EPHA5,0.23289578685947498,EFO_0003763,CIRI_cerebrovascular_disorder,EPH receptor A5
CIRI,TAC3,0.2326999147458334,EFO_0003763,CIRI_cerebrovascular_disorder,tachykinin precursor 3
CIRI,CYFIP2,0.23166523153706234,EFO_0003763,CIRI_cerebrovascular_disorder,cytoplasmic FMR1 interacting protein 2
CIRI,NOCT,0.2315878377614956,EFO_0003763,CIRI_cerebrovascular_disorder,nocturnin
CIRI,KCNK13,0.2305601217701173,EFO_0003763,CIRI_cerebrovascular_disorder,potassium two pore domain channel subfamily K member 13
CIRI,ANKS1B,0.23048964972517513,EFO_0003763,CIRI_cerebrovascular_disorder,ankyrin repeat and sterile alpha motif domain containing 1B
CIRI,SGPL1,0.23031866545297872,EFO_0003763,CIRI_cerebrovascular_disorder,sphingosine-1-phosphate lyase 1
CIRI,CCR5,0.23014033608523662,EFO_0003763,CIRI_cerebrovascular_disorder,C-C motif chemokine receptor 5
CIRI,ITIH5,0.2295907290896641,EFO_0003763,CIRI_cerebrovascular_disorder,inter-alpha-trypsin inhibitor heavy chain 5
CIRI,TSC22D2,0.22804283606308426,EFO_0003763,CIRI_cerebrovascular_disorder,TSC22 domain family member 2
CIRI,CCN6,0.22783980628866354,EFO_0003763,CIRI_cerebrovascular_disorder,cellular communication network factor 6
CIRI,WWOX,0.2277929579187841,EFO_0003763,CIRI_cerebrovascular_disorder,WW domain containing oxidoreductase
CIRI,SORCS3,0.22738732099860864,EFO_0003763,CIRI_cerebrovascular_disorder,sortilin related VPS10 domain containing receptor 3
CIRI,UNC13C,0.22730339949731548,EFO_0003763,CIRI_cerebrovascular_disorder,unc-13 homolog C
CIRI,PLTP,0.22684426139109648,EFO_0003763,CIRI_cerebrovascular_disorder,phospholipid transfer protein
CIRI,PPP2R2A,0.22639868265700616,EFO_0003763,CIRI_cerebrovascular_disorder,protein phosphatase 2 regulatory subunit Balpha
CIRI,FBXO28,0.22625972488793739,EFO_0003763,CIRI_cerebrovascular_disorder,F-box protein 28
CIRI,PSME4,0.22583468158539294,EFO_0003763,CIRI_cerebrovascular_disorder,proteasome activator subunit 4
CIRI,DNMBP,0.22491518461415497,EFO_0003763,CIRI_cerebrovascular_disorder,dynamin binding protein
CIRI,JMJD1C,0.22392083867746698,EFO_0003763,CIRI_cerebrovascular_disorder,jumonji domain containing 1C
CIRI,CDKN2A,0.2239069169089547,EFO_0003763,CIRI_cerebrovascular_disorder,cyclin dependent kinase inhibitor 2A
CIRI,FREM1,0.2238745699989507,EFO_0003763,CIRI_cerebrovascular_disorder,FRAS1 related extracellular matrix 1
CIRI,BFAR,0.2237144457978879,EFO_0003763,CIRI_cerebrovascular_disorder,bifunctional apoptosis regulator
CIRI,DCLK3,0.223584878336367,EFO_0003763,CIRI_cerebrovascular_disorder,doublecortin like kinase 3
CIRI,SPTLC1,0.22295615044105058,EFO_0003763,CIRI_cerebrovascular_disorder,serine palmitoyltransferase long chain base subunit 1
CIRI,ANKRD17,0.22249145164474082,EFO_0003763,CIRI_cerebrovascular_disorder,ankyrin repeat domain 17
CIRI,TRPS1,0.22222874752415284,EFO_0003763,CIRI_cerebrovascular_disorder,transcriptional repressor GATA binding 1
CIRI,ACACA,0.22197382640470262,EFO_0003763,CIRI_cerebrovascular_disorder,acetyl-CoA carboxylase alpha
CIRI,COLEC12,0.22182955214128536,EFO_0003763,CIRI_cerebrovascular_disorder,collectin subfamily member 12
CIRI,MFHAS1,0.22005345383918595,EFO_0003763,CIRI_cerebrovascular_disorder,multifunctional ROCO family signaling regulator 1
CIRI,COL27A1,0.2197483616985287,EFO_0003763,CIRI_cerebrovascular_disorder,collagen type XXVII alpha 1 chain
CIRI,PPP2R5C,0.21966255498437118,EFO_0003763,CIRI_cerebrovascular_disorder,protein phosphatase 2 regulatory subunit B'gamma
CIRI,DENND4A,0.21950586501230596,EFO_0003763,CIRI_cerebrovascular_disorder,DENN domain containing 4A
CIRI,PALMD,0.2188308138606173,EFO_0003763,CIRI_cerebrovascular_disorder,palmdelphin
CIRI,PELI2,0.21881365792778387,EFO_0003763,CIRI_cerebrovascular_disorder,pellino E3 ubiquitin protein ligase family member 2
CIRI,RCN2,0.21814700997463354,EFO_0003763,CIRI_cerebrovascular_disorder,reticulocalbin 2
CIRI,CEP350,0.21806860404964665,EFO_0003763,CIRI_cerebrovascular_disorder,centrosomal protein 350
CIRI,RPTOR,0.21728080809251085,EFO_0003763,CIRI_cerebrovascular_disorder,regulatory associated protein of MTOR complex 1
CIRI,GBA1,0.21701909471407155,EFO_0003763,CIRI_cerebrovascular_disorder,glucosylceramidase beta 1
CIRI,AHR,0.21698969626465447,EFO_0003763,CIRI_cerebrovascular_disorder,aryl hydrocarbon receptor
CIRI,FOXL1,0.2163260917242841,EFO_0003763,CIRI_cerebrovascular_disorder,forkhead box L1
CIRI,PHTF2,0.21532129772796593,EFO_0003763,CIRI_cerebrovascular_disorder,putative homeodomain transcription factor 2
CIRI,NF1,0.2148297973368137,EFO_0003763,CIRI_cerebrovascular_disorder,neurofibromin 1
CIRI,DPPA4,0.21464490998636376,EFO_0003763,CIRI_cerebrovascular_disorder,developmental pluripotency associated 4
CIRI,CDKN2AIP,0.21448588222106285,EFO_0003763,CIRI_cerebrovascular_disorder,CDKN2A interacting protein
CIRI,SPCS3,0.214348423283106,EFO_0003763,CIRI_cerebrovascular_disorder,signal peptidase complex subunit 3
CIRI,CCDC7,0.21422510675511203,EFO_0003763,CIRI_cerebrovascular_disorder,coiled-coil domain containing 7
CIRI,KIF5B,0.21404462669416283,EFO_0003763,CIRI_cerebrovascular_disorder,kinesin family member 5B
CIRI,SLC9A2,0.2138956065783768,EFO_0003763,CIRI_cerebrovascular_disorder,solute carrier family 9 member A2
CIRI,PCNT,0.21346902748945717,EFO_0003763,CIRI_cerebrovascular_disorder,pericentrin
CIRI,TNC,0.21346001960442065,EFO_0003763,CIRI_cerebrovascular_disorder,tenascin C
CIRI,PAWR,0.21321119833729116,EFO_0003763,CIRI_cerebrovascular_disorder,pro-apoptotic WT1 regulator
CIRI,MYC,0.21266324094718309,EFO_0003763,CIRI_cerebrovascular_disorder,"MYC proto-oncogene, bHLH transcription factor"
CIRI,SORCS1,0.21075720908223927,EFO_0003763,CIRI_cerebrovascular_disorder,sortilin related VPS10 domain containing receptor 1
CIRI,ZNF518A,0.21043646086370443,EFO_0003763,CIRI_cerebrovascular_disorder,zinc finger protein 518A
CIRI,BARHL1,0.21024859343120217,HP_0002140,CIRI_ischemic_stroke,BarH like homeobox 1
CIRI,FANCL,0.20993467309611474,EFO_0000712,CIRI_stroke,FA complementation group L
CIRI,TG,0.20986081371304047,EFO_0003763,CIRI_cerebrovascular_disorder,thyroglobulin
CIRI,HSF2,0.20976355070899083,EFO_0003763,CIRI_cerebrovascular_disorder,heat shock transcription factor 2
CIRI,PRKCQ,0.20957003196285884,EFO_0003763,CIRI_cerebrovascular_disorder,protein kinase C theta
CIRI,ASXL1,0.2091876171634871,EFO_0003763,CIRI_cerebrovascular_disorder,ASXL transcriptional regulator 1
CIRI,ZUP1,0.2087864266822935,EFO_0003763,CIRI_cerebrovascular_disorder,zinc finger containing ubiquitin peptidase 1
CIRI,LRP12,0.20858131591818596,EFO_0003763,CIRI_cerebrovascular_disorder,LDL receptor related protein 12
CIRI,CCDC34,0.20793487341148414,EFO_0003763,CIRI_cerebrovascular_disorder,coiled-coil domain containing 34
CIRI,ST6GALNAC5,0.20730307996724304,EFO_0003763,CIRI_cerebrovascular_disorder,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5"
CIRI,CDH4,0.20711268612096723,EFO_0003763,CIRI_cerebrovascular_disorder,cadherin 4
CIRI,HTR4,0.20696989624342937,EFO_0003763,CIRI_cerebrovascular_disorder,5-hydroxytryptamine receptor 4
CIRI,JAML,0.20647956170764953,EFO_0003763,CIRI_cerebrovascular_disorder,junction adhesion molecule like
CIRI,ZRANB3,0.2057097017780933,EFO_0003763,CIRI_cerebrovascular_disorder,zinc finger RANBP2-type containing 3
CIRI,CFAP77,0.2041896570511965,HP_0002140,CIRI_ischemic_stroke,cilia and flagella associated protein 77
CIRI,TM4SF18,0.20387160702776366,EFO_0003763,CIRI_cerebrovascular_disorder,transmembrane 4 L six family member 18
CIRI,CIT,0.20364235459710392,EFO_0003763,CIRI_cerebrovascular_disorder,citron rho-interacting serine/threonine kinase
CIRI,PUM3,0.20360655799867766,EFO_0003763,CIRI_cerebrovascular_disorder,pumilio RNA binding family member 3
CIRI,NT5C2,0.2035716942192205,EFO_0003763,CIRI_cerebrovascular_disorder,"5'-nucleotidase, cytosolic II"
CIRI,MEOX2,0.2029343309232464,EFO_0003763,CIRI_cerebrovascular_disorder,mesenchyme homeobox 2
CIRI,RBM20,0.2026922357745051,EFO_0000712,CIRI_stroke,RNA binding motif protein 20
CIRI,LSP1,0.2026414945111093,EFO_0003763,CIRI_cerebrovascular_disorder,lymphocyte specific protein 1
CIRI,ANKRD10,0.20260478193096526,EFO_0003763,CIRI_cerebrovascular_disorder,ankyrin repeat domain 10
CIRI,ZEB2,0.20232205374564347,EFO_0003763,CIRI_cerebrovascular_disorder,zinc finger E-box binding homeobox 2
CIRI,CALCRL,0.202014607776837,EFO_0000712,CIRI_stroke,calcitonin receptor like receptor
CIRI,MIA2,0.2019596797279915,EFO_0003763,CIRI_cerebrovascular_disorder,MIA SH3 domain ER export factor 2
CIRI,RAB12,0.20170485544652908,EFO_0000712,CIRI_stroke,"RAB12, member RAS oncogene family"
CIRI,GRID1,0.20077261167065208,EFO_0003763,CIRI_cerebrovascular_disorder,glutamate ionotropic receptor delta type subunit 1
CIRI,ARHGEF16,0.2004076662675579,EFO_0000712,CIRI_stroke,Rho guanine nucleotide exchange factor 16
CIRI,SPRY2,0.20027105375944593,EFO_0003763,CIRI_cerebrovascular_disorder,sprouty RTK signaling antagonist 2
CIRI,MBOAT1,0.20000859232633328,EFO_0000712,CIRI_stroke,membrane bound glycerophospholipid O-acyltransferase 1
CIRI,RPL3L,0.19984035932806785,EFO_0000712,CIRI_stroke,ribosomal protein L3 like
CIRI,DIS3L2,0.19980592850755077,EFO_0003763,CIRI_cerebrovascular_disorder,DIS3 like 3'-5' exoribonuclease 2
CIRI,SPTLC3,0.19960282887344313,EFO_0003763,CIRI_cerebrovascular_disorder,serine palmitoyltransferase long chain base subunit 3
CIRI,OR7A17,0.19900818203653006,EFO_0003763,CIRI_cerebrovascular_disorder,olfactory receptor family 7 subfamily A member 17
CIRI,TLL1,0.19846823509501796,EFO_0003763,CIRI_cerebrovascular_disorder,tolloid like 1
CIRI,STX16,0.19794025385492595,EFO_0003763,CIRI_cerebrovascular_disorder,syntaxin 16
CIRI,TBX3,0.1976259767268812,EFO_0003763,CIRI_cerebrovascular_disorder,T-box transcription factor 3
CIRI,TUSC3,0.19612487066950554,EFO_0003763,CIRI_cerebrovascular_disorder,tumor suppressor candidate 3
CIRI,PPP1R3B,0.19609017617621144,EFO_0003763,CIRI_cerebrovascular_disorder,protein phosphatase 1 regulatory subunit 3B
CIRI,CFDP1,0.1956374775320669,EFO_0003763,CIRI_cerebrovascular_disorder,chromatin stabilizing protein CFDP1
CIRI,USP34,0.19520488707561265,EFO_0000712,CIRI_stroke,ubiquitin specific peptidase 34
CIRI,PTPRM,0.1945398774180029,EFO_0003763,CIRI_cerebrovascular_disorder,protein tyrosine phosphatase receptor type M
CIRI,DYNLRB2,0.19425787429632344,EFO_0003763,CIRI_cerebrovascular_disorder,dynein light chain roadblock-type 2
CIRI,VSTM2A,0.19401073458078855,EFO_0003763,CIRI_cerebrovascular_disorder,V-set and transmembrane domain containing 2A
CIRI,ZBBX,0.19388669110648804,EFO_0003763,CIRI_cerebrovascular_disorder,zinc finger B-box domain containing
CIRI,MAP2,0.19311038627852195,EFO_0003763,CIRI_cerebrovascular_disorder,microtubule associated protein 2
CIRI,NPSR1,0.19267214481592398,EFO_0003763,CIRI_cerebrovascular_disorder,neuropeptide S receptor 1
CIRI,DIP2B,0.1924418743079763,EFO_0003763,CIRI_cerebrovascular_disorder,DIP2 acetate--CoA ligase B (putative)
CIRI,UBE2E3,0.19230256496123926,EFO_0003763,CIRI_cerebrovascular_disorder,ubiquitin conjugating enzyme E2 E3
CIRI,ADAM22,0.1921971739599019,EFO_0003763,CIRI_cerebrovascular_disorder,ADAM metallopeptidase domain 22
CIRI,CDH6,0.19212845030649395,EFO_0003763,CIRI_cerebrovascular_disorder,cadherin 6
CIRI,SLC39A13,0.19184810324310445,EFO_0003763,CIRI_cerebrovascular_disorder,solute carrier family 39 member 13
CIRI,PRR16,0.1917910811342489,EFO_0003763,CIRI_cerebrovascular_disorder,proline rich 16
CIRI,SVIL,0.19176398192781788,EFO_0003763,CIRI_cerebrovascular_disorder,supervillin
CIRI,ZNF611,0.19149502399017226,EFO_0003763,CIRI_cerebrovascular_disorder,zinc finger protein 611
CIRI,BRAP,0.19078096265427025,EFO_0003763,CIRI_cerebrovascular_disorder,BRCA1 associated protein
CIRI,PPARGC1A,0.1902614294891853,EFO_0003763,CIRI_cerebrovascular_disorder,PPARG coactivator 1 alpha
CIRI,CYLC2,0.19008469583745194,EFO_0003763,CIRI_cerebrovascular_disorder,cylicin 2
CIRI,DAOA,0.19008469583745194,EFO_0003763,CIRI_cerebrovascular_disorder,D-amino acid oxidase activator
CIRI,TBC1D5,0.18924599805783163,EFO_0003763,CIRI_cerebrovascular_disorder,TBC1 domain family member 5
CIRI,PIRT,0.188700656155899,EFO_0003763,CIRI_cerebrovascular_disorder,phosphoinositide interacting regulator of transient receptor potential channels
CIRI,ZNF469,0.18860093233985242,EFO_0003763,CIRI_cerebrovascular_disorder,zinc finger protein 469
CIRI,FOXM1,0.18825797230374847,EFO_0003763,CIRI_cerebrovascular_disorder,forkhead box M1
CIRI,CEP120,0.18744251861818018,EFO_0000712,CIRI_stroke,centrosomal protein 120
CIRI,SETD5,0.1873949520125243,EFO_0003763,CIRI_cerebrovascular_disorder,SET domain containing 5
CIRI,PSPH,0.18732677257510816,EFO_0003763,CIRI_cerebrovascular_disorder,phosphoserine phosphatase
CIRI,JPH3,0.18722147385480242,EFO_0000712,CIRI_stroke,junctophilin 3
CIRI,UQCC1,0.1870869702811036,EFO_0003763,CIRI_cerebrovascular_disorder,ubiquinol-cytochrome c reductase complex assembly factor 1
CIRI,RACGAP1,0.18695719272042347,EFO_0003763,CIRI_cerebrovascular_disorder,Rac GTPase activating protein 1
CIRI,NCOR2,0.18677479640698166,EFO_0000712,CIRI_stroke,nuclear receptor corepressor 2
CIRI,CCER2,0.1866378266157744,EFO_0003763,CIRI_cerebrovascular_disorder,coiled-coil glutamate rich protein 2
CIRI,NEDD1,0.18634841210878852,EFO_0003763,CIRI_cerebrovascular_disorder,NEDD1 gamma-tubulin ring complex targeting factor
CIRI,AJAP1,0.1861742754253672,EFO_0003763,CIRI_cerebrovascular_disorder,adherens junctions associated protein 1
CIRI,VEGFC,0.18571198460044114,EFO_0003763,CIRI_cerebrovascular_disorder,vascular endothelial growth factor C
CIRI,SHANK3,0.18557905449178722,EFO_0003763,CIRI_cerebrovascular_disorder,SH3 and multiple ankyrin repeat domains 3
CIRI,DDIT4L,0.1852499301536353,EFO_0003763,CIRI_cerebrovascular_disorder,DNA damage inducible transcript 4 like
CIRI,CHD4,0.18515950719703558,EFO_0003763,CIRI_cerebrovascular_disorder,chromodomain helicase DNA binding protein 4
CIRI,SLC7A11,0.18482699991007495,EFO_0003763,CIRI_cerebrovascular_disorder,solute carrier family 7 member 11
CIRI,CNOT3,0.1847899273423509,EFO_0003763,CIRI_cerebrovascular_disorder,CCR4-NOT transcription complex subunit 3
CIRI,SNRPN,0.18473797083767443,EFO_0003763,CIRI_cerebrovascular_disorder,small nuclear ribonucleoprotein polypeptide N
CIRI,NMT1,0.18469084286701418,EFO_0003763,CIRI_cerebrovascular_disorder,N-myristoyltransferase 1
CIRI,NLRP1,0.1846034049436316,EFO_0003763,CIRI_cerebrovascular_disorder,NLR family pyrin domain containing 1
CIRI,PPP1R13L,0.18420014252605052,EFO_0003763,CIRI_cerebrovascular_disorder,protein phosphatase 1 regulatory subunit 13 like
CIRI,DPY19L2,0.18337519070085517,EFO_0003763,CIRI_cerebrovascular_disorder,dpy-19 like 2
CIRI,DOCK9,0.18323581526809027,EFO_0003763,CIRI_cerebrovascular_disorder,dedicator of cytokinesis 9
CIRI,TMEM258,0.18322871102009491,EFO_0000712,CIRI_stroke,transmembrane protein 258
CIRI,DEFB1,0.1828464683775539,EFO_0003763,CIRI_cerebrovascular_disorder,defensin beta 1
CIRI,SREK1IP1,0.1824573328741919,EFO_0003763,CIRI_cerebrovascular_disorder,SREK1 interacting protein 1
CIRI,LRRC7,0.18222218777271432,EFO_0003763,CIRI_cerebrovascular_disorder,leucine rich repeat containing 7
CIRI,MC4R,0.18191223845456292,EFO_0003763,CIRI_cerebrovascular_disorder,melanocortin 4 receptor
CIRI,SLC22A4,0.1815668348703848,EFO_0003763,CIRI_cerebrovascular_disorder,solute carrier family 22 member 4
CIRI,GATA3,0.17974722593953005,EFO_0003763,CIRI_cerebrovascular_disorder,GATA binding protein 3
CIRI,MMUT,0.1797196320290525,EFO_0003763,CIRI_cerebrovascular_disorder,methylmalonyl-CoA mutase
CIRI,NPVF,0.17902494574466044,EFO_0003763,CIRI_cerebrovascular_disorder,neuropeptide VF precursor
CIRI,PENK,0.17860168150483172,EFO_0003763,CIRI_cerebrovascular_disorder,proenkephalin
CIRI,EBF3,0.17835134118858592,EFO_0003763,CIRI_cerebrovascular_disorder,EBF transcription factor 3
CIRI,RPL38,0.17812617576571185,EFO_0003763,CIRI_cerebrovascular_disorder,ribosomal protein L38
CIRI,CLIC6,0.17759401802633806,EFO_0000712,CIRI_stroke,chloride intracellular channel 6
CIRI,KCNE2,0.17713130568791124,EFO_0003763,CIRI_cerebrovascular_disorder,potassium voltage-gated channel subfamily E regulatory subunit 2
CIRI,NRXN1,0.1764638442124291,EFO_0003763,CIRI_cerebrovascular_disorder,neurexin 1
CIRI,ANO5,0.1762638715005081,EFO_0003763,CIRI_cerebrovascular_disorder,anoctamin 5
CIRI,XRCC4,0.17621003341647498,EFO_0003763,CIRI_cerebrovascular_disorder,X-ray repair cross complementing 4
CIRI,TOMM40,0.17605054782224125,EFO_0003763,CIRI_cerebrovascular_disorder,translocase of outer mitochondrial membrane 40
CIRI,ZNF385D,0.17603721513893167,EFO_0003763,CIRI_cerebrovascular_disorder,zinc finger protein 385D
CIRI,IZUMO3,0.17588801823137035,EFO_0003763,CIRI_cerebrovascular_disorder,IZUMO family member 3
CIRI,CHSY3,0.17583139351982896,EFO_0003763,CIRI_cerebrovascular_disorder,chondroitin sulfate synthase 3
CIRI,CXADR,0.17569776630851083,EFO_0003763,CIRI_cerebrovascular_disorder,CXADR cell adhesion molecule
CIRI,FNDC3A,0.17444953467719554,EFO_0003763,CIRI_cerebrovascular_disorder,fibronectin type III domain containing 3A
CIRI,METTL25,0.1741490084654846,EFO_0003763,CIRI_cerebrovascular_disorder,methyltransferase like 25
CIRI,AXDND1,0.17371282966724508,EFO_0003763,CIRI_cerebrovascular_disorder,axonemal dynein light chain domain containing 1
CIRI,FAS,0.17346091380616757,EFO_0003763,CIRI_cerebrovascular_disorder,Fas cell surface death receptor
CIRI,HTR1E,0.17297981446051708,EFO_0003763,CIRI_cerebrovascular_disorder,5-hydroxytryptamine receptor 1E
CIRI,MMADHC,0.17297981446051708,EFO_0003763,CIRI_cerebrovascular_disorder,metabolism of cobalamin associated D
CIRI,LINC03051,0.17297981446051708,EFO_0003763,CIRI_cerebrovascular_disorder,long intergenic non-protein coding RNA 3051
CIRI,SLC10A2,0.17297981446051708,EFO_0003763,CIRI_cerebrovascular_disorder,solute carrier family 10 member 2
CIRI,ANKH,0.17297981446051708,EFO_0003763,CIRI_cerebrovascular_disorder,ANKH inorganic pyrophosphate transport regulator
CIRI,PAPPA,0.17270871248147002,EFO_0003763,CIRI_cerebrovascular_disorder,pappalysin 1
CIRI,PRSS35,0.17246469590199417,EFO_0003763,CIRI_cerebrovascular_disorder,serine protease 35
CIRI,CD209,0.17226456659497127,EFO_0003763,CIRI_cerebrovascular_disorder,CD209 molecule
CIRI,ATIC,0.1722131394369304,EFO_0003763,CIRI_cerebrovascular_disorder,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
CIRI,OR1B1,0.17214446503964184,EFO_0003763,CIRI_cerebrovascular_disorder,olfactory receptor family 1 subfamily B member 1
CIRI,ATP11B,0.1720522595225839,EFO_0003763,CIRI_cerebrovascular_disorder,ATPase phospholipid transporting 11B (putative)
CIRI,HTRA3,0.1719305115244326,EFO_0003763,CIRI_cerebrovascular_disorder,HtrA serine peptidase 3
CIRI,SYT1,0.17182893422989934,EFO_0003763,CIRI_cerebrovascular_disorder,synaptotagmin 1
CIRI,CDIN1,0.1717347757242378,EFO_0003763,CIRI_cerebrovascular_disorder,CDAN1 interacting nuclease 1
CIRI,MAMSTR,0.17158076223630103,EFO_0003763,CIRI_cerebrovascular_disorder,MEF2 activating motif and SAP domain containing transcriptional regulator
CIRI,RAB3GAP2,0.17129473089336827,EFO_0003763,CIRI_cerebrovascular_disorder,RAB3 GTPase activating non-catalytic protein subunit 2
CIRI,WIPF1,0.16974517875503026,EFO_0003763,CIRI_cerebrovascular_disorder,WAS/WASL interacting protein family member 1
CIRI,SLC45A1,0.16859941224694047,EFO_0003763,CIRI_cerebrovascular_disorder,solute carrier family 45 member 1
CIRI,CYP4F3,0.16826588334601272,EFO_0003763,CIRI_cerebrovascular_disorder,cytochrome P450 family 4 subfamily F member 3
CIRI,NUDCD2,0.16761479651779673,EFO_0003763,CIRI_cerebrovascular_disorder,NudC domain containing 2
CIRI,DPH6,0.16758433174009849,EFO_0003763,CIRI_cerebrovascular_disorder,diphthamine biosynthesis 6
CIRI,MX1,0.16749295873076223,EFO_0003763,CIRI_cerebrovascular_disorder,MX dynamin like GTPase 1
CIRI,KCNJ15,0.16741102976726652,EFO_0003763,CIRI_cerebrovascular_disorder,potassium inwardly rectifying channel subfamily J member 15
CIRI,RUNX1T1,0.16719552437589355,EFO_0003763,CIRI_cerebrovascular_disorder,RUNX1 partner transcriptional co-repressor 1
CIRI,TTYH2,0.16685637123335503,EFO_0003763,CIRI_cerebrovascular_disorder,tweety family member 2
CIRI,FADS2,0.16667457560177537,EFO_0003763,CIRI_cerebrovascular_disorder,fatty acid desaturase 2
CIRI,ST6GAL2,0.16666038210338677,EFO_0003763,CIRI_cerebrovascular_disorder,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2"
CIRI,LRRC3B,0.16666038210338677,EFO_0003763,CIRI_cerebrovascular_disorder,leucine rich repeat containing 3B
CIRI,SPPL2A,0.16647417370554232,EFO_0000712,CIRI_stroke,signal peptide peptidase like 2A
CIRI,ZNF77,0.16584037565531395,EFO_0000712,CIRI_stroke,zinc finger protein 77
CIRI,SNURF,0.1657118699973404,EFO_0003763,CIRI_cerebrovascular_disorder,SNRPN upstream open reading frame
CIRI,NOVA1,0.16562934093966863,EFO_0003763,CIRI_cerebrovascular_disorder,NOVA alternative splicing regulator 1
CIRI,KLHL1,0.16535671404605423,EFO_0003763,CIRI_cerebrovascular_disorder,kelch like family member 1
CIRI,TAB1,0.16518709981456053,EFO_0003763,CIRI_cerebrovascular_disorder,TGF-beta activated kinase 1 (MAP3K7) binding protein 1
CIRI,SPOCK3,0.16491312697471963,EFO_0003763,CIRI_cerebrovascular_disorder,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3"
CIRI,ADAMTS7,0.16481450775495682,EFO_0003763,CIRI_cerebrovascular_disorder,ADAM metallopeptidase with thrombospondin type 1 motif 7
CIRI,SYNPO2L,0.16465703924038355,EFO_0000712,CIRI_stroke,synaptopodin 2 like
CIRI,FKBP1C,0.16462249827648667,EFO_0003763,CIRI_cerebrovascular_disorder,FKBP prolyl isomerase family member 1C
CIRI,PPFIA4,0.16453202650434104,EFO_0000712,CIRI_stroke,PPFI scaffold protein A4
CIRI,PLOD3,0.16450494357413842,EFO_0003763,CIRI_cerebrovascular_disorder,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"
CIRI,ZNF618,0.16394702197135214,EFO_0003763,CIRI_cerebrovascular_disorder,zinc finger protein 618
CIRI,BRWD1,0.16342815853791698,EFO_0003763,CIRI_cerebrovascular_disorder,bromodomain and WD repeat domain containing 1
CIRI,SCMH1,0.16297333679235562,EFO_0003763,CIRI_cerebrovascular_disorder,Scm polycomb group protein homolog 1
CIRI,CWC22,0.16294535604701949,EFO_0003763,CIRI_cerebrovascular_disorder,CWC22 spliceosome associated protein
CIRI,KIAA1217,0.16294535604701949,EFO_0003763,CIRI_cerebrovascular_disorder,KIAA1217
CIRI,ABCA12,0.16247262392127737,EFO_0003763,CIRI_cerebrovascular_disorder,ATP binding cassette subfamily A member 12
CIRI,MMP13,0.16239413740284178,EFO_0003763,CIRI_cerebrovascular_disorder,matrix metallopeptidase 13
CIRI,KLF4,0.16147138725713658,EFO_0003763,CIRI_cerebrovascular_disorder,KLF transcription factor 4
CIRI,GAREM1,0.16136388435722326,EFO_0003763,CIRI_cerebrovascular_disorder,GRB2 associated regulator of MAPK1 subtype 1
CIRI,PI15,0.16130705037326032,EFO_0003763,CIRI_cerebrovascular_disorder,peptidase inhibitor 15
CIRI,KIRREL3,0.1607437000287348,HP_0002140,CIRI_ischemic_stroke,kirre like nephrin family adhesion molecule 3
CIRI,CCM2,0.1600064810027441,EFO_0003763,CIRI_cerebrovascular_disorder,CCM2 scaffold protein
CIRI,EPHA3,0.1596696919325672,EFO_0003763,CIRI_cerebrovascular_disorder,EPH receptor A3
CIRI,RSBN1L,0.15960717455020798,EFO_0000712,CIRI_stroke,round spermatid basic protein 1 like
CIRI,FOXE1,0.15936001280599713,EFO_0000712,CIRI_stroke,forkhead box E1
CIRI,MAP3K19,0.15913305223878368,EFO_0003763,CIRI_cerebrovascular_disorder,mitogen-activated protein kinase kinase kinase 19
CIRI,SYNE2,0.1591320490528807,EFO_0000712,CIRI_stroke,spectrin repeat containing nuclear envelope protein 2
CIRI,TRPM7,0.1587224338732321,EFO_0003763,CIRI_cerebrovascular_disorder,transient receptor potential cation channel subfamily M member 7
