disease,gene,score,efo_id,disease_name,target_name
CIRI,LRP1,0.2881549996106159,EFO_0003763,CIRI_cerebrovascular_disorder,LDL receptor related protein 1
CIRI,PRDM5,0.2881342003394194,EFO_0003763,CIRI_cerebrovascular_disorder,PR/SET domain 5
CIRI,WNT9A,0.28798002163641295,EFO_0003763,CIRI_cerebrovascular_disorder,Wnt family member 9A
CIRI,SMAD4,0.2877986685324673,EFO_0003763,CIRI_cerebrovascular_disorder,SMAD family member 4
CIRI,GAS7,0.287783393674842,EFO_0003763,CIRI_cerebrovascular_disorder,growth arrest specific 7
CIRI,IL1RL2,0.28698382983805504,EFO_0003763,CIRI_cerebrovascular_disorder,interleukin 1 receptor like 2
CIRI,ATRIP,0.2867939672353286,EFO_0003763,CIRI_cerebrovascular_disorder,ATR interacting protein
CIRI,CHD9,0.28674227527302165,EFO_0003763,CIRI_cerebrovascular_disorder,chromodomain helicase DNA binding protein 9
CIRI,ZNF831,0.2866716504567641,EFO_0003763,CIRI_cerebrovascular_disorder,zinc finger protein 831
CIRI,RIPK4,0.2862900896458012,EFO_0003763,CIRI_cerebrovascular_disorder,receptor interacting serine/threonine kinase 4
CIRI,ZFP36L1,0.28602724559906356,EFO_0003763,CIRI_cerebrovascular_disorder,ZFP36 like 1 zinc finger CCCH-type
CIRI,SH3GL2,0.28544412451786877,EFO_0003763,CIRI_cerebrovascular_disorder,"SH3 domain containing GRB2 like 2, endophilin A1"
CIRI,TMPRSS7,0.28506743364993753,EFO_0003763,CIRI_cerebrovascular_disorder,transmembrane serine protease 7
CIRI,DCLK1,0.28504554329448684,EFO_0003763,CIRI_cerebrovascular_disorder,doublecortin like kinase 1
CIRI,MTNR1B,0.28465547538373764,EFO_0003763,CIRI_cerebrovascular_disorder,melatonin receptor 1B
CIRI,VWDE,0.28464816325074743,EFO_0003763,CIRI_cerebrovascular_disorder,von Willebrand factor D and EGF domains
CIRI,NELL1,0.2844986227680708,EFO_0003763,CIRI_cerebrovascular_disorder,neural EGFL like 1
CIRI,FRMD4B,0.2843150447318146,EFO_0003763,CIRI_cerebrovascular_disorder,FERM domain containing 4B
CIRI,FLT1,0.28420280132752723,EFO_0003763,CIRI_cerebrovascular_disorder,fms related receptor tyrosine kinase 1
CIRI,ADH4,0.28415935010344373,EFO_0003763,CIRI_cerebrovascular_disorder,"alcohol dehydrogenase 4 (class II), pi polypeptide"
CIRI,GP6,0.28411568946207394,EFO_0003763,CIRI_cerebrovascular_disorder,glycoprotein VI platelet
CIRI,HDLBP,0.28277742394117655,EFO_0000712,CIRI_stroke,high density lipoprotein binding protein
CIRI,EPS15,0.282505080600679,EFO_0003763,CIRI_cerebrovascular_disorder,epidermal growth factor receptor pathway substrate 15
CIRI,PLXNC1,0.28141201769981067,EFO_0003763,CIRI_cerebrovascular_disorder,plexin C1
CIRI,ARHGAP32,0.281057994848544,EFO_0003763,CIRI_cerebrovascular_disorder,Rho GTPase activating protein 32
CIRI,ZNF438,0.28090328745731463,EFO_0003763,CIRI_cerebrovascular_disorder,zinc finger protein 438
CIRI,C8ORF76,0.2808784170821619,EFO_0003763,CIRI_cerebrovascular_disorder,chromosome 8 open reading frame 76
CIRI,CNTNAP2,0.280835273927266,EFO_0003763,CIRI_cerebrovascular_disorder,contactin associated protein 2
CIRI,FSTL5,0.28082863227450444,EFO_0003763,CIRI_cerebrovascular_disorder,follistatin like 5
CIRI,GCKR,0.2807936114211018,EFO_0003763,CIRI_cerebrovascular_disorder,glucokinase regulator
CIRI,IL17D,0.28069850888564046,EFO_0003763,CIRI_cerebrovascular_disorder,interleukin 17D
CIRI,FOXQ1,0.2803458390617039,EFO_0003763,CIRI_cerebrovascular_disorder,forkhead box Q1
CIRI,ESR2,0.28028086265328367,EFO_0003763,CIRI_cerebrovascular_disorder,estrogen receptor 2
CIRI,KIF21B,0.28021156500366357,EFO_0003763,CIRI_cerebrovascular_disorder,kinesin family member 21B
CIRI,SORL1,0.280180552229412,EFO_0003763,CIRI_cerebrovascular_disorder,sortilin related receptor 1
CIRI,NETO1,0.2801155860625293,EFO_0003763,CIRI_cerebrovascular_disorder,neuropilin and tolloid like 1
CIRI,FAM135A,0.2800573863006572,EFO_0003763,CIRI_cerebrovascular_disorder,family with sequence similarity 135 member A
CIRI,SOD3,0.2787843163184113,EFO_0003763,CIRI_cerebrovascular_disorder,superoxide dismutase 3
CIRI,GRM7,0.2787453558935882,EFO_0003763,CIRI_cerebrovascular_disorder,glutamate metabotropic receptor 7
CIRI,CDH9,0.27866606552489825,EFO_0003763,CIRI_cerebrovascular_disorder,cadherin 9
CIRI,AK3,0.27834056029260473,EFO_0003763,CIRI_cerebrovascular_disorder,adenylate kinase 3
CIRI,CSMD1,0.27823718359339666,EFO_0003763,CIRI_cerebrovascular_disorder,CUB and Sushi multiple domains 1
CIRI,RIMBP2,0.27811547603989445,EFO_0003763,CIRI_cerebrovascular_disorder,RIMS binding protein 2
CIRI,CBLN4,0.2778742370136154,EFO_0003763,CIRI_cerebrovascular_disorder,cerebellin 4 precursor
CIRI,DSCAM,0.277867603738712,EFO_0003763,CIRI_cerebrovascular_disorder,DS cell adhesion molecule
CIRI,LRMDA,0.277867603738712,EFO_0003763,CIRI_cerebrovascular_disorder,leucine rich melanocyte differentiation associated
CIRI,SNCB,0.2774748724119917,EFO_0003763,CIRI_cerebrovascular_disorder,synuclein beta
CIRI,PIK3CD,0.27745718061420366,EFO_0003763,CIRI_cerebrovascular_disorder,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
CIRI,ESR1,0.27743015708822943,EFO_0003763,CIRI_cerebrovascular_disorder,estrogen receptor 1
CIRI,TMEM266,0.277416610655893,EFO_0003763,CIRI_cerebrovascular_disorder,transmembrane protein 266
CIRI,LGI1,0.27729747884306283,EFO_0003763,CIRI_cerebrovascular_disorder,leucine rich glioma inactivated 1
CIRI,CHRNE,0.2770277514606611,EFO_0003763,CIRI_cerebrovascular_disorder,cholinergic receptor nicotinic epsilon subunit
CIRI,MYL12A,0.2768599460145197,EFO_0003763,CIRI_cerebrovascular_disorder,myosin light chain 12A
CIRI,TMPRSS2,0.2766185268763034,EFO_0003763,CIRI_cerebrovascular_disorder,transmembrane serine protease 2
CIRI,NACA2,0.2765283924127267,EFO_0003763,CIRI_cerebrovascular_disorder,nascent polypeptide associated complex subunit alpha 2
CIRI,DISC1,0.27652586666622625,EFO_0003763,CIRI_cerebrovascular_disorder,DISC1 scaffold protein
CIRI,CCND2,0.2765099015421304,EFO_0000712,CIRI_stroke,cyclin D2
CIRI,NFIB,0.2764865647152829,EFO_0003763,CIRI_cerebrovascular_disorder,nuclear factor I B
CIRI,CLEC4M,0.27638870857849845,EFO_0000712,CIRI_stroke,C-type lectin domain family 4 member M
CIRI,MS4A4E,0.2763536921256311,EFO_0003763,CIRI_cerebrovascular_disorder,membrane spanning 4-domains A4E
CIRI,TP63,0.276096095491778,EFO_0003763,CIRI_cerebrovascular_disorder,tumor protein p63
CIRI,F13A1,0.2757507539124593,EFO_0003763,CIRI_cerebrovascular_disorder,coagulation factor XIII A chain
CIRI,ATG10,0.2752865122361205,EFO_0003763,CIRI_cerebrovascular_disorder,autophagy related 10
CIRI,MAP3K1,0.275265646992716,EFO_0003763,CIRI_cerebrovascular_disorder,mitogen-activated protein kinase kinase kinase 1
CIRI,BICDL1,0.274866527070034,EFO_0003763,CIRI_cerebrovascular_disorder,BICD family like cargo adaptor 1
CIRI,PRKCE,0.2746258327024042,EFO_0003763,CIRI_cerebrovascular_disorder,protein kinase C epsilon
CIRI,TRPM6,0.2744824778747716,EFO_0003763,CIRI_cerebrovascular_disorder,transient receptor potential cation channel subfamily M member 6
CIRI,CCSER1,0.2744663109664375,EFO_0003763,CIRI_cerebrovascular_disorder,coiled-coil serine rich protein 1
CIRI,ZBTB2,0.27419319856080504,EFO_0003763,CIRI_cerebrovascular_disorder,zinc finger and BTB domain containing 2
CIRI,GYS2,0.27416205089415224,EFO_0003763,CIRI_cerebrovascular_disorder,glycogen synthase 2
CIRI,MGMT,0.2740967311117528,EFO_0003763,CIRI_cerebrovascular_disorder,O-6-methylguanine-DNA methyltransferase
CIRI,ANKRD33,0.2738420394374124,EFO_0000712,CIRI_stroke,ankyrin repeat domain 33
CIRI,GATA2,0.27370006821613385,EFO_0003763,CIRI_cerebrovascular_disorder,GATA binding protein 2
CIRI,RAB11FIP1,0.27360842532891366,EFO_0003763,CIRI_cerebrovascular_disorder,RAB11 family interacting protein 1
CIRI,NAV2,0.2733302031516068,EFO_0003763,CIRI_cerebrovascular_disorder,neuron navigator 2
CIRI,DDC,0.27325297200396403,EFO_0003763,CIRI_cerebrovascular_disorder,dopa decarboxylase
CIRI,TRIM47,0.2732149076212945,EFO_0003763,CIRI_cerebrovascular_disorder,tripartite motif containing 47
CIRI,RNF144A,0.2731977667517676,EFO_0003763,CIRI_cerebrovascular_disorder,ring finger protein 144A
CIRI,SMARCA4,0.27316266949683576,EFO_0003763,CIRI_cerebrovascular_disorder,SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4
CIRI,DPH1,0.2730673569901162,EFO_0003763,CIRI_cerebrovascular_disorder,diphthamide biosynthesis 1
CIRI,SUSD1,0.2726887060791322,EFO_0003763,CIRI_cerebrovascular_disorder,sushi domain containing 1
CIRI,MAP3K9,0.2726758193036988,EFO_0003763,CIRI_cerebrovascular_disorder,mitogen-activated protein kinase kinase kinase 9
CIRI,AGAP1,0.2725469515493642,EFO_0003763,CIRI_cerebrovascular_disorder,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
CIRI,CDKN2C,0.2724237066145671,EFO_0000712,CIRI_stroke,cyclin dependent kinase inhibitor 2C
CIRI,ERBB4,0.27217532516829696,EFO_0003763,CIRI_cerebrovascular_disorder,erb-b2 receptor tyrosine kinase 4
CIRI,MTNR1A,0.27206838843121073,EFO_0003763,CIRI_cerebrovascular_disorder,melatonin receptor 1A
CIRI,ZNF879,0.27201295441554824,EFO_0003763,CIRI_cerebrovascular_disorder,zinc finger protein 879
CIRI,TCF24,0.2713083011291118,EFO_0003763,CIRI_cerebrovascular_disorder,transcription factor 24
CIRI,SLC24A1,0.2709085635434287,EFO_0003763,CIRI_cerebrovascular_disorder,solute carrier family 24 member 1
CIRI,FGD6,0.2703930169126603,EFO_0003763,CIRI_cerebrovascular_disorder,"FYVE, RhoGEF and PH domain containing 6"
CIRI,SLC2A12,0.2700778894336664,EFO_0003763,CIRI_cerebrovascular_disorder,solute carrier family 2 member 12
CIRI,TMBIM1,0.26947360734553,EFO_0003763,CIRI_cerebrovascular_disorder,transmembrane BAX inhibitor motif containing 1
CIRI,HAUS6,0.26944553426171297,EFO_0003763,CIRI_cerebrovascular_disorder,HAUS augmin like complex subunit 6
CIRI,CELF4,0.2687963271526543,EFO_0003763,CIRI_cerebrovascular_disorder,CUGBP Elav-like family member 4
CIRI,ABI3BP,0.2687963271526543,EFO_0003763,CIRI_cerebrovascular_disorder,ABI family member 3 binding protein
CIRI,EXOC4,0.2686693381604535,EFO_0003763,CIRI_cerebrovascular_disorder,exocyst complex component 4
CIRI,PCNX3,0.26808804009843995,EFO_0003763,CIRI_cerebrovascular_disorder,pecanex 3
CIRI,MAP2K1,0.2677098653742514,EFO_0003763,CIRI_cerebrovascular_disorder,mitogen-activated protein kinase kinase 1
CIRI,CCDC71L,0.2675824357755521,EFO_0003763,CIRI_cerebrovascular_disorder,coiled-coil domain containing 71 like
CIRI,FERD3L,0.2673351691598711,EFO_0003763,CIRI_cerebrovascular_disorder,Fer3 like bHLH transcription factor
CIRI,SERPINA1,0.2671094875030131,EFO_0003763,CIRI_cerebrovascular_disorder,serpin family A member 1
CIRI,KIT,0.2670599106945305,EFO_0003763,CIRI_cerebrovascular_disorder,"KIT proto-oncogene, receptor tyrosine kinase"
CIRI,CD44,0.26681439998915757,EFO_0003763,CIRI_cerebrovascular_disorder,CD44 molecule (IN blood group)
CIRI,ARL15,0.2664684908785015,EFO_0003763,CIRI_cerebrovascular_disorder,ARF like GTPase 15
CIRI,MAST4,0.2663414180770772,EFO_0003763,CIRI_cerebrovascular_disorder,microtubule associated serine/threonine kinase family member 4
CIRI,LCORL,0.2659888384882656,EFO_0003763,CIRI_cerebrovascular_disorder,ligand dependent nuclear receptor corepressor like
CIRI,KIF2B,0.26546998912870673,EFO_0003763,CIRI_cerebrovascular_disorder,kinesin family member 2B
CIRI,RAP1A,0.26510148791347155,EFO_0003763,CIRI_cerebrovascular_disorder,"RAP1A, member of RAS oncogene family"
CIRI,ZNF804A,0.2650476412794284,EFO_0003763,CIRI_cerebrovascular_disorder,zinc finger protein 804A
CIRI,MYRIP,0.2650476412794284,EFO_0003763,CIRI_cerebrovascular_disorder,myosin VIIA and Rab interacting protein
CIRI,ITPR2,0.2644662638752169,EFO_0003763,CIRI_cerebrovascular_disorder,"inositol 1,4,5-trisphosphate receptor type 2"
CIRI,DTNB,0.26435997210215295,EFO_0003763,CIRI_cerebrovascular_disorder,dystrobrevin beta
CIRI,MAP3K11,0.26374579942478305,EFO_0003763,CIRI_cerebrovascular_disorder,mitogen-activated protein kinase kinase kinase 11
CIRI,FGFR1,0.2632643958354996,EFO_0003763,CIRI_cerebrovascular_disorder,fibroblast growth factor receptor 1
CIRI,TRMT9B,0.263261402032296,EFO_0003763,CIRI_cerebrovascular_disorder,tRNA methyltransferase 9B (putative)
CIRI,TRIM36,0.26264445635974637,EFO_0003763,CIRI_cerebrovascular_disorder,tripartite motif containing 36
CIRI,BCR,0.26263105447907975,EFO_0003763,CIRI_cerebrovascular_disorder,BCR activator of RhoGEF and GTPase
CIRI,INHBA,0.2620271683615724,EFO_0003763,CIRI_cerebrovascular_disorder,inhibin subunit beta A
CIRI,PLCB1,0.26188916715045507,EFO_0003763,CIRI_cerebrovascular_disorder,phospholipase C beta 1
CIRI,NDN,0.2614306648597352,EFO_0003763,CIRI_cerebrovascular_disorder,"necdin, MAGE family member"
CIRI,RAB4A,0.2614306648597352,EFO_0003763,CIRI_cerebrovascular_disorder,"RAB4A, member RAS oncogene family"
CIRI,MPHOSPH6,0.2614306648597352,EFO_0003763,CIRI_cerebrovascular_disorder,M-phase phosphoprotein 6
CIRI,DNM2,0.26122426837178625,EFO_0003763,CIRI_cerebrovascular_disorder,dynamin 2
CIRI,CDK6,0.26116937010665925,EFO_0003763,CIRI_cerebrovascular_disorder,cyclin dependent kinase 6
CIRI,ENSG00000289766,0.26116389759392467,EFO_0003763,CIRI_cerebrovascular_disorder,novel protein
CIRI,DST,0.26101577237107065,EFO_0003763,CIRI_cerebrovascular_disorder,dystonin
CIRI,STAB2,0.26084362743241446,EFO_0000712,CIRI_stroke,stabilin 2
CIRI,SPOCK1,0.26064901553526687,EFO_0003763,CIRI_cerebrovascular_disorder,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1"
CIRI,CHRNB1,0.26004049219898595,EFO_0003763,CIRI_cerebrovascular_disorder,cholinergic receptor nicotinic beta 1 subunit
CIRI,CHRNG,0.26004049219898595,EFO_0003763,CIRI_cerebrovascular_disorder,cholinergic receptor nicotinic gamma subunit
CIRI,CHRND,0.26004049219898595,EFO_0003763,CIRI_cerebrovascular_disorder,cholinergic receptor nicotinic delta subunit
CIRI,PID1,0.25962984791600296,EFO_0003763,CIRI_cerebrovascular_disorder,phosphotyrosine interaction domain containing 1
CIRI,KAZN,0.25961693933218033,EFO_0003763,CIRI_cerebrovascular_disorder,"kazrin, periplakin interacting protein"
CIRI,PNKD,0.25907547813397597,EFO_0003763,CIRI_cerebrovascular_disorder,PNKD metallo-beta-lactamase domain containing
CIRI,ABHD2,0.25886108342844466,EFO_0003763,CIRI_cerebrovascular_disorder,"abhydrolase domain containing 2, acylglycerol lipase"
CIRI,VRK2,0.2588220338113828,EFO_0000712,CIRI_stroke,VRK serine/threonine kinase 2
CIRI,EEF1D,0.25870589827929125,EFO_0003763,CIRI_cerebrovascular_disorder,eukaryotic translation elongation factor 1 delta
CIRI,CEP78,0.25870589827929125,EFO_0003763,CIRI_cerebrovascular_disorder,centrosomal protein 78
CIRI,XKR7,0.25870589827929125,EFO_0003763,CIRI_cerebrovascular_disorder,XK related 7
CIRI,TECPR1,0.25870589827929125,EFO_0003763,CIRI_cerebrovascular_disorder,tectonin beta-propeller repeat containing 1
CIRI,ARHGEF25,0.25870589827929125,EFO_0003763,CIRI_cerebrovascular_disorder,Rho guanine nucleotide exchange factor 25
CIRI,SRGAP3,0.25870589827929125,EFO_0003763,CIRI_cerebrovascular_disorder,SLIT-ROBO Rho GTPase activating protein 3
CIRI,CUL2,0.25870589827929125,EFO_0003763,CIRI_cerebrovascular_disorder,cullin 2
CIRI,AGMAT,0.25870589827929125,EFO_0003763,CIRI_cerebrovascular_disorder,agmatinase (putative)
CIRI,LORICRIN,0.25870589827929125,EFO_0003763,CIRI_cerebrovascular_disorder,loricrin cornified envelope precursor protein
CIRI,SLFN11,0.25870589827929125,EFO_0003763,CIRI_cerebrovascular_disorder,schlafen family member 11
CIRI,ZNF418,0.25870589827929125,EFO_0003763,CIRI_cerebrovascular_disorder,zinc finger protein 418
CIRI,SCEL,0.25870589827929125,EFO_0003763,CIRI_cerebrovascular_disorder,sciellin
CIRI,CAPRIN1,0.25870589827929125,EFO_0003763,CIRI_cerebrovascular_disorder,cell cycle associated protein 1
CIRI,ILDR2,0.25870589827929125,EFO_0003763,CIRI_cerebrovascular_disorder,immunoglobulin like domain containing receptor 2
CIRI,FBXL4,0.25870589827929125,EFO_0003763,CIRI_cerebrovascular_disorder,F-box and leucine rich repeat protein 4
CIRI,FBRSL1,0.25870589827929125,EFO_0003763,CIRI_cerebrovascular_disorder,fibrosin like 1
CIRI,TENM1,0.25870589827929125,EFO_0003763,CIRI_cerebrovascular_disorder,teneurin transmembrane protein 1
CIRI,CCBE1,0.25839868195869287,EFO_0003763,CIRI_cerebrovascular_disorder,collagen and calcium binding EGF domains 1
CIRI,HECTD2,0.2582173639269104,EFO_0003763,CIRI_cerebrovascular_disorder,HECT domain E3 ubiquitin protein ligase 2
CIRI,DGKI,0.2578354087145332,EFO_0003763,CIRI_cerebrovascular_disorder,diacylglycerol kinase iota
CIRI,STOX2,0.2576511828975247,EFO_0003763,CIRI_cerebrovascular_disorder,storkhead box 2
CIRI,CTSH,0.25740835020913144,EFO_0003763,CIRI_cerebrovascular_disorder,cathepsin H
CIRI,ARRDC4,0.2570718121984112,EFO_0003763,CIRI_cerebrovascular_disorder,arrestin domain containing 4
CIRI,AUTS2,0.2569744932798425,EFO_0003763,CIRI_cerebrovascular_disorder,activator of transcription and developmental regulator AUTS2
CIRI,KYNU,0.25662695573196753,EFO_0003763,CIRI_cerebrovascular_disorder,kynureninase
CIRI,ELMOD3,0.2566088740660558,EFO_0003763,CIRI_cerebrovascular_disorder,ELMO domain containing 3
CIRI,PGM2,0.2566006793986007,EFO_0003763,CIRI_cerebrovascular_disorder,phosphoglucomutase 2
CIRI,BTBD9,0.2562622308212339,EFO_0003763,CIRI_cerebrovascular_disorder,BTB domain containing 9
CIRI,STX2,0.256091533430932,EFO_0003763,CIRI_cerebrovascular_disorder,syntaxin 2
CIRI,PRKG1,0.2559695111288306,EFO_0003763,CIRI_cerebrovascular_disorder,protein kinase cGMP-dependent 1
CIRI,MAGI2,0.25579985508097564,EFO_0003763,CIRI_cerebrovascular_disorder,"membrane associated guanylate kinase, WW and PDZ domain containing 2"
CIRI,GSG1L,0.2553390578275216,EFO_0003763,CIRI_cerebrovascular_disorder,GSG1 like
CIRI,SLC47A1,0.25471189666489946,EFO_0003763,CIRI_cerebrovascular_disorder,solute carrier family 47 member 1
CIRI,FERMT2,0.2546405112425186,EFO_0003763,CIRI_cerebrovascular_disorder,FERM domain containing kindlin 2
CIRI,CRYBG1,0.2546254248107811,EFO_0003763,CIRI_cerebrovascular_disorder,crystallin beta-gamma domain containing 1
CIRI,KNG1,0.25444087460382153,EFO_0003763,CIRI_cerebrovascular_disorder,kininogen 1
CIRI,BMP2K,0.2542767422000919,EFO_0003763,CIRI_cerebrovascular_disorder,BMP2 inducible kinase
CIRI,HNRNPA1L3,0.25396538338698027,EFO_0003763,CIRI_cerebrovascular_disorder,heterogeneous nuclear ribonucleoprotein A1 like 3
CIRI,CTNND2,0.2538174692135276,EFO_0003763,CIRI_cerebrovascular_disorder,catenin delta 2
CIRI,SYNE3,0.25346439071691323,EFO_0003763,CIRI_cerebrovascular_disorder,spectrin repeat containing nuclear envelope family member 3
CIRI,GRN,0.25314577170584235,EFO_0003763,CIRI_cerebrovascular_disorder,granulin precursor
CIRI,TBC1D15,0.25253374524385835,EFO_0003763,CIRI_cerebrovascular_disorder,TBC1 domain family member 15
CIRI,ATP8A2,0.2521556890008653,EFO_0003763,CIRI_cerebrovascular_disorder,ATPase phospholipid transporting 8A2
CIRI,DLGAP2,0.2519541707794922,EFO_0003763,CIRI_cerebrovascular_disorder,DLG associated protein 2
CIRI,NLGN1,0.25192121201184553,EFO_0003763,CIRI_cerebrovascular_disorder,neuroligin 1
CIRI,CHN2,0.25170130642787963,EFO_0003763,CIRI_cerebrovascular_disorder,chimerin 2
CIRI,ICA1L,0.2510589017821423,EFO_0003763,CIRI_cerebrovascular_disorder,islet cell autoantigen 1 like
CIRI,PKD2,0.25090819049635016,EFO_0003763,CIRI_cerebrovascular_disorder,"polycystin 2, transient receptor potential cation channel"
CIRI,HHAT,0.25072626700474687,EFO_0003763,CIRI_cerebrovascular_disorder,hedgehog acyltransferase
CIRI,APOC1,0.2502802058730283,EFO_0003763,CIRI_cerebrovascular_disorder,apolipoprotein C1
CIRI,RAD23B,0.25027855954300393,EFO_0003763,CIRI_cerebrovascular_disorder,RAD23 nucleotide excision repair protein B
CIRI,FHL5,0.24992786483139715,EFO_0003763,CIRI_cerebrovascular_disorder,four and a half LIM domains 5
CIRI,NUF2,0.24956463306513757,EFO_0003763,CIRI_cerebrovascular_disorder,NUF2 component of NDC80 kinetochore complex
CIRI,TMOD4,0.24955643751653542,EFO_0000712,CIRI_stroke,tropomodulin 4
CIRI,MORF4L1,0.24921924457369804,EFO_0003763,CIRI_cerebrovascular_disorder,mortality factor 4 like 1
CIRI,CDC123,0.24915386346346471,EFO_0003763,CIRI_cerebrovascular_disorder,cell division cycle 123
CIRI,APOB,0.24903762720682904,EFO_0003763,CIRI_cerebrovascular_disorder,apolipoprotein B
CIRI,RSU1,0.24895468017548303,EFO_0003763,CIRI_cerebrovascular_disorder,Ras suppressor protein 1
CIRI,POM121L12,0.24879748079028635,EFO_0003763,CIRI_cerebrovascular_disorder,POM121 transmembrane nucleoporin like 12
CIRI,MYRF,0.24871659497332366,EFO_0003763,CIRI_cerebrovascular_disorder,myelin regulatory factor
CIRI,ARHGAP10,0.24847946208887714,EFO_0003763,CIRI_cerebrovascular_disorder,Rho GTPase activating protein 10
CIRI,TOX2,0.24825597463155433,EFO_0003763,CIRI_cerebrovascular_disorder,TOX high mobility group box family member 2
CIRI,FGD5,0.24812931068470542,EFO_0003763,CIRI_cerebrovascular_disorder,"FYVE, RhoGEF and PH domain containing 5"
CIRI,GLRA3,0.2477533070331398,EFO_0003763,CIRI_cerebrovascular_disorder,glycine receptor alpha 3
CIRI,FUNDC2,0.24756571558690427,EFO_0003763,CIRI_cerebrovascular_disorder,FUN14 domain containing 2
CIRI,RAPGEF6,0.2473837271784551,EFO_0000712,CIRI_stroke,Rap guanine nucleotide exchange factor 6
CIRI,CACNG3,0.24706398094697377,EFO_0003763,CIRI_cerebrovascular_disorder,calcium voltage-gated channel auxiliary subunit gamma 3
CIRI,ARMS2,0.2469352363222294,EFO_0003763,CIRI_cerebrovascular_disorder,age-related maculopathy susceptibility 2
CIRI,MDFIC2,0.246894932887698,EFO_0003763,CIRI_cerebrovascular_disorder,MyoD family inhibitor domain containing 2
CIRI,TAPT1,0.24680485763171955,EFO_0003763,CIRI_cerebrovascular_disorder,transmembrane anterior posterior transformation 1
CIRI,NDUFAF2,0.24614575964715724,EFO_0003763,CIRI_cerebrovascular_disorder,NADH:ubiquinone oxidoreductase complex assembly factor 2
CIRI,PLEKHH2,0.24505857840276876,EFO_0003763,CIRI_cerebrovascular_disorder,"pleckstrin homology, MyTH4 and FERM domain containing H2"
CIRI,B3GALT1,0.24499777925713404,EFO_0003763,CIRI_cerebrovascular_disorder,"beta-1,3-galactosyltransferase 1"
CIRI,MAML2,0.2448770141785038,EFO_0003763,CIRI_cerebrovascular_disorder,mastermind like transcriptional coactivator 2
CIRI,CRADD,0.2448148751606828,EFO_0003763,CIRI_cerebrovascular_disorder,CARD and death domain containing adaptor protein
CIRI,KPTN,0.24478923378187162,EFO_0003763,CIRI_cerebrovascular_disorder,"kaptin, actin binding protein"
CIRI,KLHL26,0.24437223094605062,EFO_0003763,CIRI_cerebrovascular_disorder,kelch like family member 26
CIRI,AOAH,0.24425161748345411,EFO_0003763,CIRI_cerebrovascular_disorder,acyloxyacyl hydrolase
CIRI,MMP16,0.24417941394541984,EFO_0003763,CIRI_cerebrovascular_disorder,matrix metallopeptidase 16
CIRI,CADPS,0.24384302055540485,EFO_0003763,CIRI_cerebrovascular_disorder,calcium dependent secretion activator
CIRI,HS3ST2,0.24297525079416657,EFO_0003763,CIRI_cerebrovascular_disorder,heparan sulfate-glucosamine 3-sulfotransferase 2
CIRI,DCAF4L2,0.24285134086871407,EFO_0003763,CIRI_cerebrovascular_disorder,DDB1 and CUL4 associated factor 4 like 2
CIRI,TRPM8,0.24284658392518607,EFO_0003763,CIRI_cerebrovascular_disorder,transient receptor potential cation channel subfamily M member 8
CIRI,ADGRV1,0.24282885785131786,EFO_0003763,CIRI_cerebrovascular_disorder,adhesion G protein-coupled receptor V1
CIRI,XKR4,0.2428145392119474,EFO_0003763,CIRI_cerebrovascular_disorder,XK related 4
CIRI,TMEM163,0.24132713597398395,EFO_0003763,CIRI_cerebrovascular_disorder,transmembrane protein 163
CIRI,RBBP8,0.24111668564985206,EFO_0003763,CIRI_cerebrovascular_disorder,"RB binding protein 8, endonuclease"
CIRI,VPS13D,0.24092154900113882,EFO_0003763,CIRI_cerebrovascular_disorder,vacuolar protein sorting 13 homolog D
CIRI,RASEF,0.24021058811646706,EFO_0003763,CIRI_cerebrovascular_disorder,RAS and EF-hand domain containing
CIRI,CXCL12,0.23913196125522224,EFO_0003763,CIRI_cerebrovascular_disorder,C-X-C motif chemokine ligand 12
CIRI,PRDM16,0.23906176133201726,EFO_0003763,CIRI_cerebrovascular_disorder,PR/SET domain 16
CIRI,KDM2B,0.23874066003247948,EFO_0003763,CIRI_cerebrovascular_disorder,lysine demethylase 2B
CIRI,ATE1,0.23800327812537428,EFO_0003763,CIRI_cerebrovascular_disorder,arginyltransferase 1
CIRI,ADCY5,0.23779123291030566,EFO_0003763,CIRI_cerebrovascular_disorder,adenylate cyclase 5
CIRI,CACNG2,0.23751751357059328,EFO_0000712,CIRI_stroke,calcium voltage-gated channel auxiliary subunit gamma 2
CIRI,HHEX,0.23727087932016158,EFO_0003763,CIRI_cerebrovascular_disorder,hematopoietically expressed homeobox
CIRI,GYPC,0.2368397453138977,EFO_0000712,CIRI_stroke,glycophorin C (Gerbich blood group)
CIRI,BAZ2B,0.23635670068379416,EFO_0003763,CIRI_cerebrovascular_disorder,bromodomain adjacent to zinc finger domain 2B
CIRI,LDLRAD3,0.23576393280482533,EFO_0003763,CIRI_cerebrovascular_disorder,low density lipoprotein receptor class A domain containing 3
CIRI,PTPRD,0.23563446410821073,EFO_0003763,CIRI_cerebrovascular_disorder,protein tyrosine phosphatase receptor type D
CIRI,THEMIS,0.2354512457947257,EFO_0003763,CIRI_cerebrovascular_disorder,thymocyte selection associated
