compound,gene,source,confidence,confidence_level,download_date
Quercetin,YAP1,CTD,0.65,medium,2026-06-22
Resveratrol,ABCC1,CTD|STITCH,0.727,medium,2026-06-22
Resveratrol,ACSL3,CTD,0.65,medium,2026-06-22
Resveratrol,ACSL4,CTD,0.65,medium,2026-06-22
Resveratrol,ALOX15,CTD,0.85,high,2026-06-22
Resveratrol,ATF3,CTD|STITCH,0.85,high,2026-06-22
Resveratrol,ATG3,CTD,0.65,medium,2026-06-22
Resveratrol,BAP1,CTD,0.65,medium,2026-06-22
Resveratrol,BCL6,CTD,0.65,medium,2026-06-22
Resveratrol,CXCL10,CTD|STITCH,0.85,high,2026-06-22
Resveratrol,CXCL8,CTD|STITCH,0.9,high,2026-06-22
Resveratrol,DPP4,BindingDB|ChEMBL,0.95,high,2026-06-22
Resveratrol,DUOX1,CTD,0.65,medium,2026-06-22
Resveratrol,DYRK1A,CTD,0.65,medium,2026-06-22
Resveratrol,E2F1,CTD,0.65,medium,2026-06-22
Resveratrol,E2F3,CTD,0.65,medium,2026-06-22
Resveratrol,EDN1,CTD|STITCH,0.85,high,2026-06-22
Resveratrol,EGR1,CTD|STITCH,0.85,high,2026-06-22
Resveratrol,EPHA4,CTD,0.65,medium,2026-06-22
Resveratrol,ERN1,CTD,0.65,medium,2026-06-22
Resveratrol,FABP5,CTD,0.65,medium,2026-06-22
Resveratrol,FOSL1,CTD,0.65,medium,2026-06-22
Resveratrol,GMFB,CTD,0.65,medium,2026-06-22
Resveratrol,GPX4,CTD,0.65,medium,2026-06-22
Resveratrol,GSS,CTD,0.65,medium,2026-06-22
Resveratrol,HIF1A,CTD|ChEMBL|DGIdb,0.85,high,2026-06-22
Resveratrol,HMGB1,CTD,0.85,high,2026-06-22
Resveratrol,HMOX1,CTD|STITCH,0.9,high,2026-06-22
Resveratrol,IFNG,CTD|STITCH,0.85,high,2026-06-22
Resveratrol,IGFBP7,CTD,0.65,medium,2026-06-22
Resveratrol,IL1B,CTD|DGIdb|STITCH,0.9,high,2026-06-22
Resveratrol,IL6,CTD,0.85,high,2026-06-22
Resveratrol,IRF9,CTD,0.65,medium,2026-06-22
Resveratrol,KDM6B,CTD,0.65,medium,2026-06-22
Resveratrol,KEAP1,CTD,0.85,high,2026-06-22
Resveratrol,LACTB,CTD,0.65,medium,2026-06-22
Resveratrol,MAP3K14,CTD,0.65,medium,2026-06-22
Resveratrol,MAPK1,CTD|STITCH,0.85,high,2026-06-22
Resveratrol,MAPK14,CTD|DGIdb,0.65,medium,2026-06-22
Resveratrol,MPO,CTD,0.65,medium,2026-06-22
Resveratrol,NLRP3,CTD,0.65,medium,2026-06-22
Resveratrol,NOX4,CTD,0.65,medium,2026-06-22
Resveratrol,NR2F2,CTD,0.65,medium,2026-06-22
Resveratrol,PDE4B,DGIdb,0.0237,low,2026-06-22
Resveratrol,PRKD1,CTD|DGIdb,0.85,high,2026-06-22
Resveratrol,PTGS2,BindingDB|CTD|ChEMBL|DrugBank_dhimmel_mirror|STITCH,0.9,high,2026-06-22
Resveratrol,SAT1,CTD,0.65,medium,2026-06-22
Resveratrol,SETD7,CTD,0.65,medium,2026-06-22
Resveratrol,SLC1A5,CTD,0.65,medium,2026-06-22
Resveratrol,SLC39A8,CTD,0.65,medium,2026-06-22
Resveratrol,SNCA,CTD,0.85,high,2026-06-22
Resveratrol,SOCS1,CTD,0.85,high,2026-06-22
Resveratrol,SOCS2,CTD,0.65,medium,2026-06-22
Resveratrol,SOD1,CTD,0.85,high,2026-06-22
Resveratrol,SP1,CTD|STITCH,0.85,high,2026-06-22
Resveratrol,STAT1,CTD,0.65,medium,2026-06-22
Resveratrol,TFRC,CTD,0.65,medium,2026-06-22
Resveratrol,TLR4,CTD|STITCH,0.85,high,2026-06-22
Resveratrol,TNFAIP3,CTD,0.65,medium,2026-06-22
Resveratrol,TXNIP,CTD,0.65,medium,2026-06-22
Resveratrol,WNT5A,CTD,0.65,medium,2026-06-22
Resveratrol,ZEB1,CTD,0.85,high,2026-06-22
Schisandrin,HMOX1,STITCH,0.8,high,2026-06-22
Scutellarein,SETD7,BindingDB|ChEMBL,0.6,low,2026-06-22
Shikonin,ATF3,CTD,0.85,high,2026-06-22
Shikonin,DUOX1,STITCH,0.478,low,2026-06-22
Shikonin,GPX4,CTD,0.65,medium,2026-06-22
Shikonin,HIF1A,CTD,0.65,medium,2026-06-22
Shikonin,MAPK1,CTD,0.85,high,2026-06-22
Shikonin,NOX4,STITCH,0.451,low,2026-06-22
Sulforaphane,BCL6,CTD,0.65,medium,2026-06-22
Sulforaphane,CD74,CTD,0.65,medium,2026-06-22
Sulforaphane,CRYAB,CTD,0.65,medium,2026-06-22
Sulforaphane,CXCL8,CTD,0.85,high,2026-06-22
Sulforaphane,E2F1,CTD,0.65,medium,2026-06-22
Sulforaphane,E2F3,CTD,0.85,high,2026-06-22
Sulforaphane,FOSL1,CTD,0.85,high,2026-06-22
Sulforaphane,GPX4,CTD,0.65,medium,2026-06-22
Sulforaphane,HIF1A,CTD,0.65,medium,2026-06-22
Sulforaphane,HMOX1,CTD|STITCH,0.85,high,2026-06-22
Sulforaphane,IL1B,CTD,0.85,high,2026-06-22
Sulforaphane,IL6,CTD,0.85,high,2026-06-22
Sulforaphane,IRF7,CTD,0.65,medium,2026-06-22
Sulforaphane,KEAP1,CTD|ChEMBL,0.85,high,2026-06-22
Sulforaphane,MAPK1,CTD|STITCH,0.85,high,2026-06-22
Sulforaphane,MPO,CTD,0.85,high,2026-06-22
Sulforaphane,PADI4,CTD,0.65,medium,2026-06-22
Sulforaphane,PDE4B,CTD,0.65,medium,2026-06-22
Sulforaphane,PPP2R2B,CTD,0.65,medium,2026-06-22
Sulforaphane,PTGS2,ChEMBL|STITCH,0.823,high,2026-06-22
Sulforaphane,S100A8,CTD,0.65,medium,2026-06-22
Sulforaphane,SAT1,CTD,0.65,medium,2026-06-22
Sulforaphane,SLC1A5,CTD,0.65,medium,2026-06-22
Sulforaphane,SOD1,CTD,0.65,medium,2026-06-22
Sulforaphane,TLR4,CTD|STITCH,0.8,high,2026-06-22
Sulforaphane,TNFAIP3,CTD,0.65,medium,2026-06-22
Sulforaphane,ZEB1,CTD,0.65,medium,2026-06-22
Tanshinone IIA,ATF3,STITCH,0.8,high,2026-06-22
Tanshinone IIA,EDN1,STITCH,0.786,medium,2026-06-22
Tanshinone IIA,HIF1A,ChEMBL,0.6,low,2026-06-22
Tanshinone IIA,MAPK1,ChEMBL,0.6,low,2026-06-22
Tanshinone IIA,NLRP3,ChEMBL,0.6,low,2026-06-22
Tetramethylpyrazine,CXCL8,STITCH,0.8,high,2026-06-22
Tetramethylpyrazine,HMOX1,CTD,0.85,high,2026-06-22
Tetramethylpyrazine,IL1B,CTD,0.65,medium,2026-06-22
Tetramethylpyrazine,IL6,CTD,0.85,high,2026-06-22
Tetramethylpyrazine,MAPK1,CTD,0.85,high,2026-06-22
Tetramethylpyrazine,PTGS2,CTD,0.65,medium,2026-06-22
VC,ABCC1,CTD,0.85,high,2026-06-22
VC,ATF3,CTD,0.65,medium,2026-06-22
VC,CRYAB,CTD,0.85,high,2026-06-22
VC,CXCL10,CTD,0.65,medium,2026-06-22
VC,CXCL8,CTD,0.85,high,2026-06-22
VC,DPP4,CTD,0.65,medium,2026-06-22
VC,E2F1,DGIdb,0.2077,low,2026-06-22
VC,EBF3,CTD,0.85,high,2026-06-22
VC,EDN1,CTD,0.65,medium,2026-06-22
VC,GPX4,curated,0.95,high,2026-06-22
VC,GSS,curated,0.95,high,2026-06-22
VC,HERPUD1,CTD,0.65,medium,2026-06-22
VC,HIF1A,CTD|curated,0.95,high,2026-06-22
VC,HMGB1,CTD,0.65,medium,2026-06-22
VC,HMOX1,CTD|curated,0.95,high,2026-06-22
VC,IGFBP7,CTD,0.85,high,2026-06-22
VC,IL1B,CTD|curated,0.95,high,2026-06-22
VC,IL6,CTD|curated,0.95,high,2026-06-22
VC,KEAP1,CTD|curated,0.95,high,2026-06-22
VC,LOX,curated,0.95,high,2026-06-22
VC,MAPK1,CTD|curated,0.95,high,2026-06-22
VC,MAPK14,CTD|curated,0.95,high,2026-06-22
VC,MPO,CTD,0.85,high,2026-06-22
VC,NOX4,CTD,0.65,medium,2026-06-22
VC,NR2F2,CTD,0.85,high,2026-06-22
VC,PTGS2,CTD,0.65,medium,2026-06-22
VC,SOD1,CTD|curated,0.95,high,2026-06-22
VC,SP1,CTD,0.65,medium,2026-06-22
VC,STAT1,CTD,0.85,high,2026-06-22
VC,TBX2,CTD,0.85,high,2026-06-22
VC,TFRC,curated,0.95,high,2026-06-22
VC,WWTR1,CTD,0.65,medium,2026-06-22
Wogonin,CXCL8,CTD,0.85,high,2026-06-22
Wogonin,HMOX1,STITCH,0.8,high,2026-06-22
Wogonin,IL1B,CTD,0.65,medium,2026-06-22
Wogonin,IL6,CTD,0.85,high,2026-06-22
Wogonin,MAPK1,CTD|STITCH,0.85,high,2026-06-22
Wogonin,PTGS2,BindingDB|ChEMBL|STITCH,0.861,high,2026-06-22
Wogonin,TLR4,CTD,0.65,medium,2026-06-22
