compound,gene,target_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,pchembl_value,source
Alpha-lipoic acid,POLK,CHEMBL5365,CHEMBL33864,Potency,6701.6,nM,,ChEMBL
Alpha-lipoic acid,POLYMERASE,CHEMBL2392,CHEMBL33864,Potency,1122.0,nM,5.95,ChEMBL
Alpha-lipoic acid,POLYOMAVIRUS ENHANCER-BINDING PROTEIN 2 ALPHA B SUBUNIT,CHEMBL2093862,CHEMBL33864,Potency,1000.0,nM,,ChEMBL
Alpha-lipoic acid,POLYOMAVIRUS ENHANCER-BINDING PROTEIN 2 BETA SUBUNIT,CHEMBL2093862,CHEMBL33864,Potency,1000.0,nM,,ChEMBL
Alpha-lipoic acid,PREGNANE X RECEPTOR,CHEMBL3401,CHEMBL33864,EC50,2800.0,nM,5.55,ChEMBL
Alpha-lipoic acid,PRELAMIN-A/C,CHEMBL1293235,CHEMBL33864,Potency,354.8,nM,6.45,ChEMBL
Alpha-lipoic acid,PROSTAGLANDIN,CHEMBL230,CHEMBL33864,IC50,0.0,nM,,ChEMBL
Alpha-lipoic acid,PROSTAGLANDIN G/H SYNTHASE 2,CHEMBL230,CHEMBL33864,IC50,0.0,nM,,ChEMBL
Alpha-lipoic acid,PROSTAGLANDIN H2 SYNTHASE 2,CHEMBL230,CHEMBL33864,IC50,0.0,nM,,ChEMBL
Alpha-lipoic acid,PROSTAGLANDIN-ENDOPEROXIDE SYNTHASE 2,CHEMBL230,CHEMBL33864,IC50,0.0,nM,,ChEMBL
Alpha-lipoic acid,PROTEIN,CHEMBL1287622,CHEMBL33864,Potency,3162.3,nM,5.5,ChEMBL
Alpha-lipoic acid,PROTEIN G9A,CHEMBL6032,CHEMBL33864,Potency,1778.3,nM,,ChEMBL
Alpha-lipoic acid,PROTEIN TAT,CHEMBL4011,CHEMBL33864,IC50,5891.0,nM,,ChEMBL
Alpha-lipoic acid,PTGS2,CHEMBL230,CHEMBL33864,IC50,0.0,nM,,ChEMBL
Alpha-lipoic acid,RA42,CHEMBL326,CHEMBL33864,Kd,10000.0,nM,,ChEMBL
Alpha-lipoic acid,RAD30 HOMOLOG A,CHEMBL5542,CHEMBL33864,Potency,251.2,nM,,ChEMBL
Alpha-lipoic acid,RECEPTOR,CHEMBL1947,CHEMBL33864,Potency,891.3,nM,6.05,ChEMBL
Alpha-lipoic acid,RECQ PROTEIN-LIKE 1,CHEMBL1293236,CHEMBL33864,Potency,2818.4,nM,5.55,ChEMBL
Alpha-lipoic acid,RECQ PROTEIN-LIKE 3,CHEMBL1293237,CHEMBL33864,Potency,7943.3,nM,5.1,ChEMBL
Alpha-lipoic acid,RECQ-LIKE DNA HELICASE BLM,CHEMBL1293237,CHEMBL33864,Potency,7943.3,nM,5.1,ChEMBL
Alpha-lipoic acid,RECQ1,CHEMBL1293236,CHEMBL33864,Potency,2818.4,nM,5.55,ChEMBL
Alpha-lipoic acid,RECQ2,CHEMBL1293237,CHEMBL33864,Potency,7943.3,nM,5.1,ChEMBL
Alpha-lipoic acid,RECQL,CHEMBL1293236,CHEMBL33864,Potency,2818.4,nM,5.55,ChEMBL
Alpha-lipoic acid,REDOX FACTOR-1,CHEMBL5619,CHEMBL33864,Potency,501.2,nM,6.3,ChEMBL
Alpha-lipoic acid,REDUCTASE,CHEMBL6035,CHEMBL33864,Potency,891.3,nM,,ChEMBL
Alpha-lipoic acid,REF-1,CHEMBL5619,CHEMBL33864,Potency,501.2,nM,6.3,ChEMBL
Alpha-lipoic acid,REGULATOR,CHEMBL5619,CHEMBL33864,Potency,501.2,nM,6.3,ChEMBL
Alpha-lipoic acid,RENAL CARCINOMA ANTIGEN NY-REN-32,CHEMBL1293235,CHEMBL33864,Potency,354.8,nM,6.45,ChEMBL
Alpha-lipoic acid,REPAIR,CHEMBL5619,CHEMBL33864,Potency,501.2,nM,6.3,ChEMBL
Alpha-lipoic acid,RETINOIC,CHEMBL2061,CHEMBL33864,Potency,1995.3,nM,,ChEMBL
Alpha-lipoic acid,RETINOIC ACID RECEPTOR RXR-ALPHA,CHEMBL2061,CHEMBL33864,Potency,1995.3,nM,,ChEMBL
Alpha-lipoic acid,RETINOID X RECEPTOR ALPHA,CHEMBL2061,CHEMBL33864,Potency,1995.3,nM,,ChEMBL
Alpha-lipoic acid,RUNT-RELATED TRANSCRIPTION FACTOR 1,CHEMBL2093862,CHEMBL33864,Potency,1000.0,nM,,ChEMBL
Alpha-lipoic acid,RUNX1,CHEMBL2093862,CHEMBL33864,Potency,1000.0,nM,,ChEMBL
Alpha-lipoic acid,RXRA,CHEMBL2061,CHEMBL33864,Potency,1995.3,nM,,ChEMBL
Alpha-lipoic acid,SACCHAROMYCES CEREVISIAE,CHEMBL361,CHEMBL33864,Potency,4610.9,nM,5.34,ChEMBL
Alpha-lipoic acid,SAE1,CHEMBL2095174,CHEMBL33864,IC50,4740.0,nM,5.32,ChEMBL
Alpha-lipoic acid,SL3-3 ENHANCER FACTOR 1 ALPHA B SUBUNIT,CHEMBL2093862,CHEMBL33864,Potency,1000.0,nM,,ChEMBL
Alpha-lipoic acid,SL3-3 ENHANCER FACTOR 1 SUBUNIT BETA,CHEMBL2093862,CHEMBL33864,Potency,1000.0,nM,,ChEMBL
Alpha-lipoic acid,SL3/AKV CORE-BINDING FACTOR ALPHA B SUBUNIT,CHEMBL2093862,CHEMBL33864,Potency,1000.0,nM,,ChEMBL
Alpha-lipoic acid,SL3/AKV CORE-BINDING FACTOR BETA SUBUNIT,CHEMBL2093862,CHEMBL33864,Potency,1000.0,nM,,ChEMBL
Alpha-lipoic acid,STAF97,CHEMBL5501,CHEMBL33864,Potency,3162.3,nM,,ChEMBL
Alpha-lipoic acid,STEROID AND XENOBIOTIC RECEPTOR,CHEMBL3401,CHEMBL33864,EC50,2800.0,nM,5.55,ChEMBL
Alpha-lipoic acid,SUBFAMILY,CHEMBL3401,CHEMBL33864,EC50,2800.0,nM,5.55,ChEMBL
Alpha-lipoic acid,SUMO-ACTIVATING ENZYME SUBUNIT 1,CHEMBL2095174,CHEMBL33864,IC50,4740.0,nM,5.32,ChEMBL
Alpha-lipoic acid,"SUMO-ACTIVATING ENZYME SUBUNIT 1, N-TERMINALLY PROCESSED",CHEMBL2095174,CHEMBL33864,IC50,4740.0,nM,5.32,ChEMBL
Alpha-lipoic acid,SUMO-ACTIVATING ENZYME SUBUNIT 2,CHEMBL2095174,CHEMBL33864,IC50,4740.0,nM,5.32,ChEMBL
Alpha-lipoic acid,SXR,CHEMBL3401,CHEMBL33864,EC50,2800.0,nM,5.55,ChEMBL
Alpha-lipoic acid,SYNTHASE,CHEMBL230,CHEMBL33864,IC50,0.0,nM,,ChEMBL
Alpha-lipoic acid,TAR,CHEMBL2362981,CHEMBL33864,Potency,891.3,nM,,ChEMBL
Alpha-lipoic acid,TAR DNA-BINDING PROTEIN 43,CHEMBL2362981,CHEMBL33864,Potency,891.3,nM,,ChEMBL
Alpha-lipoic acid,TARDBP,CHEMBL2362981,CHEMBL33864,Potency,891.3,nM,,ChEMBL
Alpha-lipoic acid,TAT,CHEMBL4011,CHEMBL33864,IC50,5891.0,nM,,ChEMBL
Alpha-lipoic acid,TDP-43,CHEMBL2362981,CHEMBL33864,Potency,891.3,nM,,ChEMBL
Alpha-lipoic acid,TDP1,CHEMBL1075138,CHEMBL33864,Potency,398.1,nM,6.4,ChEMBL
Alpha-lipoic acid,THIOREDOXIN,CHEMBL6035,CHEMBL33864,Potency,891.3,nM,,ChEMBL
Alpha-lipoic acid,"THIOREDOXIN REDUCTASE 1, CYTOPLASMIC",CHEMBL6035,CHEMBL33864,Potency,891.3,nM,,ChEMBL
Alpha-lipoic acid,THIOREDOXIN REDUCTASE TR1,CHEMBL6035,CHEMBL33864,Potency,891.3,nM,,ChEMBL
Alpha-lipoic acid,THRB,CHEMBL1947,CHEMBL33864,Potency,891.3,nM,6.05,ChEMBL
Alpha-lipoic acid,THYROID,CHEMBL1947,CHEMBL33864,Potency,891.3,nM,6.05,ChEMBL
Alpha-lipoic acid,THYROID HORMONE RECEPTOR BETA,CHEMBL1947,CHEMBL33864,Potency,891.3,nM,6.05,ChEMBL
Alpha-lipoic acid,TO,CHEMBL1741220,CHEMBL33864,Potency,1000.0,nM,,ChEMBL
Alpha-lipoic acid,TRANSACTIVATING REGULATORY PROTEIN,CHEMBL4011,CHEMBL33864,IC50,5891.0,nM,,ChEMBL
Alpha-lipoic acid,TXNRD1,CHEMBL6035,CHEMBL33864,Potency,891.3,nM,,ChEMBL
Alpha-lipoic acid,TYR-DNA PHOSPHODIESTERASE 1,CHEMBL1075138,CHEMBL33864,Potency,398.1,nM,6.4,ChEMBL
Alpha-lipoic acid,TYROSYL-DNA PHOSPHODIESTERASE 1,CHEMBL1075138,CHEMBL33864,Potency,398.1,nM,6.4,ChEMBL
Alpha-lipoic acid,UBA2,CHEMBL2095174,CHEMBL33864,IC50,4740.0,nM,5.32,ChEMBL
Alpha-lipoic acid,UBIQUITIN-LIKE 1-ACTIVATING ENZYME E1A,CHEMBL2095174,CHEMBL33864,IC50,4740.0,nM,5.32,ChEMBL
Alpha-lipoic acid,UBIQUITIN-LIKE 1-ACTIVATING ENZYME E1B,CHEMBL2095174,CHEMBL33864,IC50,4740.0,nM,5.32,ChEMBL
Alpha-lipoic acid,UBIQUITIN-LIKE MODIFIER-ACTIVATING ENZYME 2,CHEMBL2095174,CHEMBL33864,IC50,4740.0,nM,5.32,ChEMBL
Alpha-lipoic acid,UDP-N-ACETYLGLUCOSAMINE PYROPHOSPHORYLASE,CHEMBL1293297,CHEMBL33864,IC50,3910.0,nM,5.41,ChEMBL
Alpha-lipoic acid,UNCHECKED,CHEMBL612545,CHEMBL33864,IC50,2400.0,nM,5.62,ChEMBL
Alpha-lipoic acid,XERODERMA PIGMENTOSUM VARIANT TYPE PROTEIN,CHEMBL5542,CHEMBL33864,Potency,251.2,nM,,ChEMBL
Alpha-lipoic acid,ZINC,CHEMBL1741220,CHEMBL33864,Potency,1000.0,nM,,ChEMBL
Apigenin,(R)-LIMONENE 6-MONOOXYGENASE,CHEMBL3397,CHEMBL28,Potency,5011.9,nM,5.3,ChEMBL
Apigenin,(S)-LIMONENE 6-MONOOXYGENASE,CHEMBL3397,CHEMBL28,Potency,5011.9,nM,5.3,ChEMBL
Apigenin,(S)-LIMONENE 7-MONOOXYGENASE,CHEMBL3397,CHEMBL28,Potency,5011.9,nM,5.3,ChEMBL
Apigenin,"1,4-CINEOLE 2-EXO-MONOOXYGENASE",CHEMBL340,CHEMBL28,Potency,7943.3,nM,5.1,ChEMBL
Apigenin,"1,8-CINEOLE 2-EXO-MONOOXYGENASE",CHEMBL340,CHEMBL28,Potency,7943.3,nM,5.1,ChEMBL
Apigenin,12-LOX,CHEMBL2903,CHEMBL28,Potency,5011.9,nM,5.3,ChEMBL
Apigenin,12/15-LIPOXYGENASE,CHEMBL2903,CHEMBL28,Potency,5011.9,nM,5.3,ChEMBL
Apigenin,15-HYDROXYPROSTAGLANDIN DEHYDROGENASE [NAD(+)],CHEMBL1293255,CHEMBL28,Potency,3548.1,nM,5.45,ChEMBL
Apigenin,15-LOX,CHEMBL2903,CHEMBL28,Potency,5011.9,nM,5.3,ChEMBL
Apigenin,15-LOX-1,CHEMBL2903,CHEMBL28,Potency,5011.9,nM,5.3,ChEMBL
Apigenin,15-PGDH,CHEMBL1293255,CHEMBL28,Potency,3548.1,nM,5.45,ChEMBL
Apigenin,17-BETA-ESTRADIOL 17-DEHYDROGENASE,CHEMBL4159,CHEMBL28,Potency,398.1,nM,6.4,ChEMBL
Apigenin,17-BETA-HSD 1,CHEMBL3181,CHEMBL28,IC50,710.0,nM,6.15,ChEMBL
Apigenin,17-BETA-HYDROXYSTEROID DEHYDROGENASE TYPE 1,CHEMBL3181,CHEMBL28,IC50,710.0,nM,6.15,ChEMBL
Apigenin,2'-O-METHYLTRANSFERASE NSP16,CHEMBL4523582,CHEMBL28,IC50,3020.0,nM,5.52,ChEMBL
Apigenin,2-METHYL-3-HYDROXYBUTYRYL-COA DEHYDROGENASE,CHEMBL4159,CHEMBL28,Potency,398.1,nM,6.4,ChEMBL
Apigenin,20 ALPHA-HYDROXYSTEROID DEHYDROGENASE,CHEMBL3181,CHEMBL28,IC50,710.0,nM,6.15,ChEMBL
Apigenin,20-ALPHA-HSD,CHEMBL3181,CHEMBL28,IC50,710.0,nM,6.15,ChEMBL
Apigenin,3-ALPHA-(17-BETA)-HYDROXYSTEROID DEHYDROGENASE (NAD(+)),CHEMBL4159,CHEMBL28,Potency,398.1,nM,6.4,ChEMBL
Apigenin,3-DEOXYGLUCOSONE DEHYDROGENASE,CHEMBL3577,CHEMBL28,Potency,1778.3,nM,5.75,ChEMBL
Apigenin,3-HYDROXY-2-METHYLBUTYRYL-COA DEHYDROGENASE,CHEMBL4159,CHEMBL28,Potency,398.1,nM,6.4,ChEMBL
Apigenin,3-HYDROXYACYL-COA DEHYDROGENASE TYPE II,CHEMBL4159,CHEMBL28,Potency,398.1,nM,6.4,ChEMBL
Apigenin,3-HYDROXYACYL-COA DEHYDROGENASE TYPE-2,CHEMBL4159,CHEMBL28,Potency,398.1,nM,6.4,ChEMBL
Apigenin,3ALPHA(OR 20BETA)-HYDROXYSTEROID DEHYDROGENASE,CHEMBL4159,CHEMBL28,Potency,398.1,nM,6.4,ChEMBL
Apigenin,3C-LIKE PROTEINASE NSP5,CHEMBL4523582,CHEMBL28,IC50,3020.0,nM,5.52,ChEMBL
Apigenin,3CL-PRO,CHEMBL4523582,CHEMBL28,IC50,3020.0,nM,5.52,ChEMBL
Apigenin,3CLP,CHEMBL4523582,CHEMBL28,IC50,3020.0,nM,5.52,ChEMBL
Apigenin,41 KDA UBIQUITIN-SPECIFIC PROTEASE,CHEMBL1293227,CHEMBL28,Potency,10000.0,nM,5.0,ChEMBL
Apigenin,7-ALPHA-HYDROXYSTEROID DEHYDROGENASE,CHEMBL4159,CHEMBL28,Potency,398.1,nM,6.4,ChEMBL
Apigenin,84 KDA MYELOPEROXIDASE,CHEMBL2439,CHEMBL28,IC50,3800.0,nM,5.42,ChEMBL
Apigenin,89 KDA MYELOPEROXIDASE,CHEMBL2439,CHEMBL28,IC50,3800.0,nM,5.42,ChEMBL
Apigenin,AAA,CHEMBL1741209,CHEMBL28,Potency,3262.9,nM,,ChEMBL
Apigenin,ABCB1,CHEMBL4302,CHEMBL28,Kd,10000.0,nM,5.0,ChEMBL
Apigenin,ABCC1,CHEMBL3004,CHEMBL28,Ki,2400.0,nM,5.62,ChEMBL
Apigenin,ABCG2,CHEMBL5393,CHEMBL28,IC50,3100.0,nM,5.51,ChEMBL
Apigenin,ACETYLCHOLINESTERASE,CHEMBL220,CHEMBL28,IC50,12.0,nM,7.92,ChEMBL
Apigenin,ACHE,CHEMBL220,CHEMBL28,IC50,12.0,nM,7.92,ChEMBL
Apigenin,ACID,CHEMBL2903,CHEMBL28,Potency,5011.9,nM,5.3,ChEMBL
Apigenin,ACID BETA-GLUCOSIDASE,CHEMBL2179,CHEMBL28,Potency,8912.5,nM,,ChEMBL
Apigenin,ACUTE MYELOID LEUKEMIA 1 PROTEIN,CHEMBL2093862,CHEMBL28,Potency,8912.5,nM,,ChEMBL
Apigenin,ADABP,CHEMBL284,CHEMBL28,IC50,140.0,nM,6.85,ChEMBL
Apigenin,ADCP-2,CHEMBL284,CHEMBL28,IC50,140.0,nM,6.85,ChEMBL
Apigenin,ADENOSINE,CHEMBL318,CHEMBL28,Ki,3000.0,nM,5.52,ChEMBL
Apigenin,ADENOSINE DEAMINASE COMPLEXING PROTEIN 2,CHEMBL284,CHEMBL28,IC50,140.0,nM,6.85,ChEMBL
Apigenin,ADENOSINE RECEPTOR A1,CHEMBL318,CHEMBL28,Ki,3000.0,nM,5.52,ChEMBL
Apigenin,ADENOSINE RECEPTOR A2A,CHEMBL302,CHEMBL28,Ki,7580.0,nM,5.12,ChEMBL
Apigenin,ADORA1,CHEMBL318,CHEMBL28,Ki,3000.0,nM,5.52,ChEMBL
Apigenin,ADORA2A,CHEMBL302,CHEMBL28,Ki,7580.0,nM,5.12,ChEMBL
Apigenin,ADP-RIBOSYLTRANSFERASE DIPHTHERIA TOXIN-LIKE 5,CHEMBL6164,CHEMBL28,IC50,3162.28,nM,5.5,ChEMBL
Apigenin,ADP-RIBOSYLTRANSFERASE DIPHTHERIA TOXIN-LIKE 6,CHEMBL6154,CHEMBL28,IC50,2951.21,nM,5.53,ChEMBL
Apigenin,AKR1B1,CHEMBL2622,CHEMBL28,IC50,6670.0,nM,5.18,ChEMBL
Apigenin,AKR1B10,CHEMBL5983,CHEMBL28,Ki,6000.0,nM,5.22,ChEMBL
Apigenin,ALBENDAZOLE MONOOXYGENASE (SULFOXIDE-FORMING),CHEMBL340,CHEMBL28,Potency,7943.3,nM,5.1,ChEMBL
Apigenin,ALBENDAZOLE SULFOXIDASE,CHEMBL340,CHEMBL28,Potency,7943.3,nM,5.1,ChEMBL
Apigenin,ALDEHYDE,CHEMBL3577,CHEMBL28,Potency,1778.3,nM,5.75,ChEMBL
Apigenin,ALDEHYDE DEHYDROGENASE 1A1,CHEMBL3577,CHEMBL28,Potency,1778.3,nM,5.75,ChEMBL
Apigenin,ALDEHYDE DEHYDROGENASE FAMILY 1 MEMBER A1,CHEMBL3577,CHEMBL28,Potency,1778.3,nM,5.75,ChEMBL
Apigenin,"ALDEHYDE DEHYDROGENASE, CYTOSOLIC",CHEMBL3577,CHEMBL28,Potency,1778.3,nM,5.75,ChEMBL
Apigenin,ALDEHYDE REDUCTASE,CHEMBL2622,CHEMBL28,IC50,6670.0,nM,5.18,ChEMBL
Apigenin,ALDH-E1,CHEMBL3577,CHEMBL28,Potency,1778.3,nM,5.75,ChEMBL
Apigenin,ALDH1A1,CHEMBL3577,CHEMBL28,Potency,1778.3,nM,5.75,ChEMBL
Apigenin,ALDO-KETO REDUCTASE FAMILY 1 MEMBER B1,CHEMBL2622,CHEMBL28,IC50,6670.0,nM,5.18,ChEMBL
Apigenin,ALDO-KETO REDUCTASE FAMILY 1 MEMBER B10,CHEMBL5983,CHEMBL28,Ki,6000.0,nM,5.22,ChEMBL
Apigenin,ALDOLASE,CHEMBL1293234,CHEMBL28,Potency,6294.6,nM,5.2,ChEMBL
Apigenin,ALDOSE REDUCTASE,CHEMBL2622,CHEMBL28,IC50,6670.0,nM,5.18,ChEMBL
Apigenin,ALDOSE REDUCTASE-LIKE,CHEMBL5983,CHEMBL28,Ki,6000.0,nM,5.22,ChEMBL
Apigenin,ALDOSE REDUCTASE-RELATED PROTEIN,CHEMBL5983,CHEMBL28,Ki,6000.0,nM,5.22,ChEMBL
Apigenin,ALGLUCERASE,CHEMBL2179,CHEMBL28,Potency,8912.5,nM,,ChEMBL
Apigenin,ALHDII,CHEMBL3577,CHEMBL28,Potency,1778.3,nM,5.75,ChEMBL
Apigenin,ALL-1,CHEMBL2093861,CHEMBL28,Potency,10000.0,nM,5.0,ChEMBL
Apigenin,ALOX15,CHEMBL2903,CHEMBL28,Potency,5011.9,nM,5.3,ChEMBL
Apigenin,ALPHA,CHEMBL3629,CHEMBL28,IC50,800.0,nM,6.1,ChEMBL
Apigenin,AMINE,CHEMBL2039,CHEMBL28,IC50,1120.0,nM,5.95,ChEMBL
Apigenin,AMINE OXIDASE [FLAVIN-CONTAINING] A,CHEMBL1951,CHEMBL28,IC50,1700.0,nM,5.77,ChEMBL
Apigenin,AMINE OXIDASE [FLAVIN-CONTAINING] B,CHEMBL2039,CHEMBL28,IC50,1120.0,nM,5.95,ChEMBL
Apigenin,AND,CHEMBL1741208,CHEMBL28,IC50,10000.0,nM,5.0,ChEMBL
Apigenin,ANDROGEN,CHEMBL1871,CHEMBL28,IC50,5200.0,nM,5.28,ChEMBL
Apigenin,ANDROGEN RECEPTOR,CHEMBL1871,CHEMBL28,IC50,5200.0,nM,5.28,ChEMBL
Apigenin,ANGIOTENSIN/VASOPRESSIN RECEPTOR AII/AVP-LIKE,CHEMBL1741208,CHEMBL28,IC50,10000.0,nM,5.0,ChEMBL
Apigenin,ANTIGEN,CHEMBL4096,CHEMBL28,Potency,3981.1,nM,5.4,ChEMBL
Apigenin,ANTIGEN NY-CO-13,CHEMBL4096,CHEMBL28,Potency,3981.1,nM,5.4,ChEMBL
Apigenin,AR,CHEMBL1871,CHEMBL28,IC50,5200.0,nM,5.28,ChEMBL
Apigenin,"ARACHIDONATE 12-LIPOXYGENASE, LEUKOCYTE-TYPE",CHEMBL2903,CHEMBL28,Potency,5011.9,nM,5.3,ChEMBL
Apigenin,ARACHIDONATE 15-LIPOXYGENASE,CHEMBL2903,CHEMBL28,Potency,5011.9,nM,5.3,ChEMBL
Apigenin,ARACHIDONATE OMEGA-6 LIPOXYGENASE,CHEMBL2903,CHEMBL28,Potency,5011.9,nM,5.3,ChEMBL
Apigenin,ARL-1,CHEMBL5983,CHEMBL28,Ki,6000.0,nM,5.22,ChEMBL
Apigenin,ARNT-INTERACTING PROTEIN,CHEMBL4261,CHEMBL28,Potency,1995.3,nM,5.7,ChEMBL
Apigenin,AROMATASE,CHEMBL1978,CHEMBL28,IC50,10000.0,nM,5.0,ChEMBL
Apigenin,ARP,CHEMBL5983,CHEMBL28,Ki,6000.0,nM,5.22,ChEMBL
Apigenin,ARSA,CHEMBL2193,CHEMBL28,Potency,2393.4,nM,,ChEMBL
Apigenin,ARTD5,CHEMBL6164,CHEMBL28,IC50,3162.28,nM,5.5,ChEMBL
Apigenin,ARTD6,CHEMBL6154,CHEMBL28,IC50,2951.21,nM,5.53,ChEMBL
Apigenin,ARYLSULFATASE,CHEMBL2193,CHEMBL28,Potency,2393.4,nM,,ChEMBL
Apigenin,ARYLSULFATASE A,CHEMBL2193,CHEMBL28,Potency,2393.4,nM,,ChEMBL
Apigenin,ARYLSULFATASE A COMPONENT B,CHEMBL2193,CHEMBL28,Potency,2393.4,nM,,ChEMBL
Apigenin,ARYLSULFATASE A COMPONENT C,CHEMBL2193,CHEMBL28,Potency,2393.4,nM,,ChEMBL
Apigenin,ASA,CHEMBL2193,CHEMBL28,Potency,2393.4,nM,,ChEMBL
Apigenin,ASP 2,CHEMBL4822,CHEMBL28,IC50,3790.0,nM,5.42,ChEMBL
Apigenin,ASP2,CHEMBL4822,CHEMBL28,IC50,3790.0,nM,5.42,ChEMBL
Apigenin,ASPARTYL PROTEASE 2,CHEMBL4822,CHEMBL28,IC50,3790.0,nM,5.42,ChEMBL
Apigenin,ATAD5,CHEMBL1741209,CHEMBL28,Potency,3262.9,nM,,ChEMBL
Apigenin,ATAXIN-2,CHEMBL1795085,CHEMBL28,Potency,3981.1,nM,,ChEMBL
Apigenin,ATP-BINDING CASSETTE SUB-FAMILY B MEMBER 1,CHEMBL4302,CHEMBL28,Kd,10000.0,nM,5.0,ChEMBL
Apigenin,ATP-BINDING CASSETTE SUB-FAMILY C MEMBER 1,CHEMBL3004,CHEMBL28,Ki,2400.0,nM,5.62,ChEMBL
Apigenin,ATP-BINDING CASSETTE SUB-FAMILY C MEMBER 7,CHEMBL4051,CHEMBL28,EC50,9000.0,nM,5.05,ChEMBL
Apigenin,ATP-BINDING CASSETTE SUB-FAMILY G MEMBER 2,CHEMBL5393,CHEMBL28,IC50,3100.0,nM,5.51,ChEMBL
Apigenin,ATP-DEPENDENT TRANSLOCASE ABCB1,CHEMBL4302,CHEMBL28,Kd,10000.0,nM,5.0,ChEMBL
Apigenin,ATPASE,CHEMBL1741209,CHEMBL28,Potency,3262.9,nM,,ChEMBL
Apigenin,ATPASE FAMILY AAA DOMAIN-CONTAINING PROTEIN 5,CHEMBL1741209,CHEMBL28,Potency,3262.9,nM,,ChEMBL
Apigenin,ATTR,CHEMBL3194,CHEMBL28,Kd,250.0,nM,6.6,ChEMBL
Apigenin,ATXN2,CHEMBL1795085,CHEMBL28,Potency,3981.1,nM,,ChEMBL
Apigenin,BACE1,CHEMBL4822,CHEMBL28,IC50,3790.0,nM,5.42,ChEMBL
Apigenin,BASIC-HELIX-LOOP-HELIX-PAS PROTEIN MOP1,CHEMBL4261,CHEMBL28,Potency,1995.3,nM,5.7,ChEMBL
Apigenin,BETA,CHEMBL242,CHEMBL28,IC50,130.0,nM,6.89,ChEMBL
Apigenin,BETA-5,CHEMBL4662,CHEMBL28,IC50,1000.0,nM,6.0,ChEMBL
Apigenin,BETA-GC,CHEMBL2179,CHEMBL28,Potency,8912.5,nM,,ChEMBL
Apigenin,BETA-GLUCOCEREBROSIDASE,CHEMBL2179,CHEMBL28,Potency,8912.5,nM,,ChEMBL
Apigenin,BETA-GLUCOSYLCERAMIDASE 1,CHEMBL2179,CHEMBL28,Potency,8912.5,nM,,ChEMBL
Apigenin,BETA-GLUCURONIDASE,CHEMBL4814,CHEMBL28,IC50,2800.0,nM,5.55,ChEMBL
Apigenin,BETA-SECRETASE 1,CHEMBL4822,CHEMBL28,IC50,3790.0,nM,5.42,ChEMBL
Apigenin,BETA-SITE AMYLOID PRECURSOR PROTEIN CLEAVING ENZYME 1,CHEMBL4822,CHEMBL28,IC50,3790.0,nM,5.42,ChEMBL
Apigenin,BETA-SITE APP CLEAVING ENZYME 1,CHEMBL4822,CHEMBL28,IC50,3790.0,nM,5.42,ChEMBL
Apigenin,BHLHE78,CHEMBL4261,CHEMBL28,Potency,1995.3,nM,5.7,ChEMBL
Apigenin,BREAST CANCER RESISTANCE PROTEIN,CHEMBL5393,CHEMBL28,IC50,3100.0,nM,5.51,ChEMBL
Apigenin,BROAD,CHEMBL5393,CHEMBL28,IC50,3100.0,nM,5.51,ChEMBL
Apigenin,BROAD SUBSTRATE SPECIFICITY ATP-BINDING CASSETTE TRANSPORTER ABCG2,CHEMBL5393,CHEMBL28,IC50,3100.0,nM,5.51,ChEMBL
Apigenin,C-MPL LIGAND,CHEMBL1293256,CHEMBL28,Potency,501.2,nM,6.3,ChEMBL
Apigenin,C-TERMINAL CLEAVAGE PRODUCT OF 180 KDA,CHEMBL2093861,CHEMBL28,Potency,10000.0,nM,5.0,ChEMBL
Apigenin,CAMP-DEPENDENT CHLORIDE CHANNEL,CHEMBL4051,CHEMBL28,EC50,9000.0,nM,5.05,ChEMBL
Apigenin,CARRIER,CHEMBL2052034,CHEMBL28,IC50,2630.0,nM,5.58,ChEMBL
Apigenin,CASEIN,CHEMBL3629,CHEMBL28,IC50,800.0,nM,6.1,ChEMBL
Apigenin,CASEIN KINASE II ALPHA 1 POLYPEPTIDE PSEUDOGENE,CHEMBL3832943,CHEMBL28,IC50,800.0,nM,6.1,ChEMBL
Apigenin,CASEIN KINASE II SUBUNIT ALPHA,CHEMBL3832943,CHEMBL28,IC50,800.0,nM,6.1,ChEMBL
Apigenin,CASEIN KINASE II SUBUNIT ALPHA 3,CHEMBL3832943,CHEMBL28,IC50,800.0,nM,6.1,ChEMBL
Apigenin,CASEIN KINASE II SUBUNIT ALPHA',CHEMBL3832943,CHEMBL28,IC50,800.0,nM,6.1,ChEMBL
Apigenin,CASEIN KINASE II SUBUNIT BETA,CHEMBL3832943,CHEMBL28,IC50,800.0,nM,6.1,ChEMBL
Apigenin,CASSETTE,CHEMBL5393,CHEMBL28,IC50,3100.0,nM,5.51,ChEMBL
Apigenin,CATERPILLER PROTEIN 1.1,CHEMBL1741208,CHEMBL28,IC50,10000.0,nM,5.0,ChEMBL
Apigenin,CBF-ALPHA-2,CHEMBL2093862,CHEMBL28,Potency,8912.5,nM,,ChEMBL
Apigenin,CBF-BETA,CHEMBL2093862,CHEMBL28,Potency,8912.5,nM,,ChEMBL
Apigenin,CBFB,CHEMBL2093862,CHEMBL28,Potency,8912.5,nM,,ChEMBL
