compound,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
Curcumin,-0.24409765005111694,0.10784713923931122,-0.2476404458284378,-0.038204848766326904,0.10495085269212723,-0.1084965318441391,-0.01419530063867569,0.30518949031829834,0.34429675340652466,0.04893818497657776,-0.02491244301199913,0.051317986100912094,0.18948444724082947,-0.09556956589221954,-0.08799195289611816,-0.027869034558534622,0.21747319400310516,0.1369861215353012,-0.1602116972208023,-0.26007288694381714,0.029555177316069603,-0.26709210872650146,0.002852514386177063,-0.241452157497406,0.08475087583065033,0.1320759803056717,-0.2015160173177719,-0.02589588612318039,0.29752182960510254,-0.12253585457801819,-0.20512820780277252,0.15503184497356415,0.2056911438703537,0.2748207449913025,-0.377707302570343,0.08705244213342667,0.18479642271995544,-0.08153761923313141,0.13356827199459076,-0.033058926463127136,-0.029215289279818535,0.06476209312677383,-0.055798210203647614,0.15592071413993835,0.09616744518280029,0.3302574157714844,0.1519501954317093,-0.24580161273479462,-0.23641273379325867,-0.2731563448905945,0.11991575360298157,0.057738084346055984,-0.27520453929901123,-0.1809183955192566,0.15023145079612732,0.2953455150127411,-0.43668800592422485,0.012446988373994827,0.059049561619758606,-0.10595297068357468,0.09238119423389435,0.07371097058057785,-0.29440608620643616,0.12514686584472656
Ferulic acid,-0.1311420351266861,0.0436457134783268,-0.11835189163684845,-0.0032673534005880356,0.060993365943431854,-0.09010190516710281,0.0220339335501194,0.155244380235672,0.1338557004928589,0.01526658795773983,0.011510915122926235,0.020530004054307938,0.08253340423107147,-0.03459552675485611,-0.025590404868125916,-0.053429435938596725,0.14363349974155426,0.04084276780486107,-0.05740375816822052,-0.17568127810955048,0.02285184897482395,-0.1307738721370697,-0.018595129251480103,-0.1564936637878418,0.04769864305853844,0.057519689202308655,-0.09272190928459167,-0.009876097552478313,0.14570346474647522,-0.06554953753948212,-0.11292149126529694,0.10658794641494751,0.11291030049324036,0.1387053281068802,-0.20118096470832825,0.02398693561553955,0.09690900892019272,-0.014198869466781616,0.07821433991193771,-0.03029523603618145,-0.006469503045082092,0.04171837121248245,-0.021305715665221214,0.05243941769003868,0.007859829813241959,0.1319240778684616,0.06911399960517883,-0.14757560193538666,-0.13163986802101135,-0.1284908652305603,0.060771819204092026,0.004377908073365688,-0.12743118405342102,-0.08883415907621384,0.09525185078382492,0.17529815435409546,-0.2108142375946045,0.004628196358680725,0.004859346896409988,-0.04518832266330719,0.017602955922484398,0.06158069893717766,-0.18474844098091125,0.03389909490942955
Pinocembrin,0.0525040403008461,0.1168634444475174,0.08831062912940979,0.15152743458747864,0.3171200454235077,-0.006782707292586565,0.1309264600276947,0.3059839606285095,0.16020573675632477,-0.017809873446822166,0.12364835292100906,0.25127315521240234,0.019680064171552658,0.010361380875110626,0.12784260511398315,-0.08787056058645248,0.25765228271484375,0.19030921161174774,0.20813106000423431,0.03169332444667816,-0.03642408177256584,-0.031857170164585114,-0.06214669346809387,-0.08465687930583954,-0.10817210376262665,-0.13007166981697083,-0.009776212275028229,0.07228471338748932,-0.0543721541762352,-0.02608463540673256,-0.05445210635662079,0.07390587031841278,0.18150334060192108,0.1226188987493515,-0.11854282021522522,-0.03297845646739006,0.06332854181528091,-0.12574656307697296,-0.07314438372850418,-0.19307741522789001,0.053435202687978745,-0.22649022936820984,-0.04787319898605347,-0.02387888729572296,-0.14619968831539154,-0.020201243460178375,0.07712041586637497,-0.1376904398202896,-0.07749322056770325,-0.18395406007766724,0.17455662786960602,0.04300052300095558,-0.010058347135782242,-0.017663124948740005,0.11351575702428818,-0.021949995309114456,-0.2745029926300049,0.1313028782606125,0.011463906615972519,-0.17378894984722137,-0.06067435443401337,-0.0023820623755455017,-0.18687495589256287,0.08546922355890274
Chrysin,0.08833130449056625,0.07319195568561554,-0.03177887946367264,-0.00606456957757473,0.2283656895160675,-0.07232446223497391,0.24080663919448853,0.1351013481616974,0.026277776807546616,-0.023237159475684166,0.12136657536029816,0.06819166243076324,0.06826149672269821,-0.06310471892356873,-0.01323692500591278,0.0962643101811409,0.19496746361255646,0.05890919268131256,0.1034477949142456,-0.08828239142894745,0.02899111621081829,-0.05569031834602356,-0.055876582860946655,-0.11423194408416748,-0.12213587760925293,-0.03440501168370247,-0.07558047771453857,-0.01730165258049965,0.05591624230146408,-0.14558649063110352,0.03341236710548401,0.01036098599433899,0.10130974650382996,-0.02281896024942398,-0.19449034333229065,0.0832565501332283,0.10603240132331848,-0.11044055223464966,0.02976144291460514,-0.07296527922153473,-0.020532388240098953,-0.15732631087303162,0.000441206619143486,0.0011746138334274292,-0.012695372104644775,-0.0010928437113761902,0.06873675435781479,-0.18531200289726257,-0.17386668920516968,-0.1960628479719162,0.04667114466428757,0.025866631418466568,-0.0010753595270216465,-0.009411424398422241,0.040827684104442596,0.12026713788509369,-0.20412376523017883,0.06892350316047668,0.055951669812202454,-0.1629471480846405,-0.08496652543544769,-0.0025625601410865784,-0.13575057685375214,0.1287568211555481
Apigenin,0.12468477338552475,0.08893454074859619,-0.044489458203315735,-0.004068223759531975,0.27788230776786804,-0.167655810713768,0.3152490556240082,0.1674826443195343,0.052274513989686966,-0.06062868982553482,0.1568223387002945,0.09279710799455643,0.10262738913297653,-0.06026579439640045,0.018509991466999054,0.08751926571130753,0.28210416436195374,0.05395863577723503,0.13707856833934784,-0.14329203963279724,0.06064755469560623,-0.07068335264921188,-0.07756441831588745,-0.15449795126914978,-0.08860503137111664,-0.06712685525417328,-0.10750061273574829,-0.05086556449532509,0.09526146948337555,-0.16251982748508453,0.03293579816818237,0.05496695637702942,0.1572108119726181,0.019194699823856354,-0.28522786498069763,0.1107570007443428,0.10885113477706909,-0.09181341528892517,0.04934071749448776,-0.06243276596069336,-0.021806683391332626,-0.17428410053253174,-0.006860094144940376,-0.06177642196416855,-0.06083531305193901,0.020922746509313583,0.07643761485815048,-0.2447897046804428,-0.23784539103507996,-0.23645442724227905,0.057445183396339417,0.010794560424983501,-0.02972351759672165,-0.04911211505532265,0.067454032599926,0.20155127346515656,-0.23579448461532593,0.1018446534872055,0.06419900059700012,-0.19837820529937744,-0.08174663782119751,-0.0026075243949890137,-0.2306031435728073,0.1596810519695282
Genistein,0.12849101424217224,0.09130574762821198,-0.0424593985080719,-0.002418769523501396,0.2736605703830719,-0.17633791267871857,0.3157288432121277,0.1598442792892456,0.04734941944479942,-0.06141500920057297,0.15933968126773834,0.09054740518331528,0.10063392668962479,-0.06121091544628143,0.02015811949968338,0.0863938257098198,0.2823932468891144,0.042882662266492844,0.1373310089111328,-0.14399519562721252,0.0649227648973465,-0.0700935497879982,-0.07487630844116211,-0.1516289860010147,-0.08583098649978638,-0.06966718286275864,-0.10494901239871979,-0.0529678538441658,0.09443861246109009,-0.16723991930484772,0.04142764210700989,0.05231737345457077,0.15326575934886932,0.013357505202293396,-0.28320494294166565,0.11012882739305496,0.10694250464439392,-0.0836314857006073,0.05027470737695694,-0.05511072278022766,-0.018401440232992172,-0.17160779237747192,-0.0033676866441965103,-0.0697643831372261,-0.06316320598125458,0.015739791095256805,0.07666914165019989,-0.24799247086048126,-0.23739051818847656,-0.22996804118156433,0.05441293120384216,0.007479759864509106,-0.030505092814564705,-0.05110158771276474,0.06392168253660202,0.2025376558303833,-0.2292720079421997,0.10342396795749664,0.05819391831755638,-0.19602084159851074,-0.08765795826911926,-0.0033833757042884827,-0.22918739914894104,0.15774713456630707
Daidzein,0.09241492301225662,0.05323160067200661,-0.040650345385074615,-0.014218276366591454,0.21759986877441406,-0.07128214836120605,0.23283284902572632,0.13598543405532837,0.026229996234178543,-0.02090582437813282,0.11762113124132156,0.05881105363368988,0.06572139263153076,-0.05815182626247406,-0.012910675257444382,0.08728421479463577,0.18960630893707275,0.06412921100854874,0.10702233016490936,-0.09250327199697495,0.03174827992916107,-0.058601900935173035,-0.06358330696821213,-0.11557874083518982,-0.11101941764354706,-0.039615239948034286,-0.0939866155385971,-0.02089555934071541,0.0667605847120285,-0.13581542670726776,0.02897000126540661,0.023608148097991943,0.10017509758472443,-0.007960774004459381,-0.20327237248420715,0.08645779639482498,0.09348159283399582,-0.10180915892124176,0.03037344105541706,-0.06972654163837433,-0.01753648743033409,-0.14633077383041382,0.0041883643716573715,-0.010071173310279846,-0.022113274782896042,0.010325085371732712,0.057951800525188446,-0.1746484786272049,-0.1657482534646988,-0.19171780347824097,0.035949140787124634,0.029550213366746902,-0.008948860689997673,-0.007574465125799179,0.04799306392669678,0.13496865332126617,-0.19996991753578186,0.06682834029197693,0.06217021495103836,-0.15209317207336426,-0.07983081042766571,0.0027460530400276184,-0.1398724913597107,0.11283623427152634
Formononetin,0.011520758271217346,0.020109500735998154,-0.016537077724933624,0.03186734765768051,0.1410260796546936,0.01843586564064026,0.14827421307563782,0.18668235838413239,0.08533711731433868,0.06023765355348587,0.0883471891283989,0.007199711166322231,0.06524662673473358,-0.08023303747177124,-0.07667818665504456,0.08878818899393082,0.17243874073028564,0.0960308164358139,0.002704355865716934,-0.0642918050289154,-0.011201178655028343,-0.09285397082567215,-0.028572306036949158,-0.14651717245578766,-0.06867921352386475,0.010995258577167988,-0.19864638149738312,-0.017652735114097595,0.03382372856140137,-0.1473621129989624,0.060756295919418335,-0.051273614168167114,0.07575798034667969,0.017055049538612366,-0.15002647042274475,0.08445020765066147,0.12764808535575867,-0.10520046949386597,-0.002214564010500908,-0.11576972901821136,-0.0011056400835514069,-0.04935735464096069,0.014654165133833885,0.035858381539583206,-0.02535669505596161,0.14276504516601562,0.07466395944356918,-0.154133141040802,-0.15019731223583221,-0.14476580917835236,0.03265981376171112,0.013670179061591625,-0.055905602872371674,0.0021892786026000977,0.05495831370353699,0.16180500388145447,-0.24998492002487183,0.0351441390812397,0.11491596698760986,-0.11110161989927292,-0.0723845511674881,-0.037444934248924255,-0.09123358130455017,0.04652881622314453
Oroxylin A,0.04573424160480499,0.07859882712364197,-0.0016063079237937927,0.0557912141084671,0.20402702689170837,-0.08771174401044846,0.2427659034729004,0.20754876732826233,0.106980100274086,0.015132365748286247,0.1417427361011505,0.050176043063402176,0.10271156579256058,-0.08667521178722382,-0.03806115314364433,0.09893526881933212,0.27039435505867004,0.06168274208903313,0.028275996446609497,-0.10528036206960678,0.01789870671927929,-0.09754465520381927,-0.02709914743900299,-0.17699426412582397,-0.05438567325472832,-0.019554503262043,-0.18346033990383148,-0.04789656400680542,0.038906775414943695,-0.19423367083072662,0.08649080991744995,-0.047119900584220886,0.1326683759689331,0.014782212674617767,-0.21070945262908936,0.10448653250932693,0.15720656514167786,-0.08944414556026459,0.013988407328724861,-0.09990158677101135,-0.0008741579949855804,-0.08762229233980179,0.006866274401545525,-0.021034471690654755,-0.05939507111907005,0.13447198271751404,0.10274349898099899,-0.23978014290332794,-0.23213279247283936,-0.17944979667663574,0.06462958455085754,-0.017175842076539993,-0.06350629031658173,-0.04268485680222511,0.05766072869300842,0.21548911929130554,-0.27890831232070923,0.07754610478878021,0.10329081118106842,-0.16459257900714874,-0.08971132338047028,-0.052874721586704254,-0.17683041095733643,0.11106174439191818
Scutellarein,0.16200658679008484,0.1336069107055664,-0.04456286132335663,0.013032520189881325,0.3388296365737915,-0.2832905948162079,0.4038477838039398,0.18842557072639465,0.07358622550964355,-0.10331926494836807,0.20228533446788788,0.13049232959747314,0.13694310188293457,-0.06599783897399902,0.05118035525083542,0.0877724215388298,0.37672650814056396,0.02616002783179283,0.15838956832885742,-0.19147604703903198,0.10333762317895889,-0.07325921952724457,-0.08523949980735779,-0.19038835167884827,-0.06937476992607117,-0.09778950363397598,-0.11085416376590729,-0.08152247220277786,0.11718446761369705,-0.19553586840629578,0.04736579954624176,0.080477274954319,0.2055596262216568,0.029937289655208588,-0.3564542531967163,0.12868762016296387,0.1292227804660797,-0.07042869925498962,0.06516148895025253,-0.04750736057758331,-0.017603319138288498,-0.20485106110572815,-0.012466588988900185,-0.12243924289941788,-0.09401045739650726,0.013736274093389511,0.09632137417793274,-0.3282257914543152,-0.314266175031662,-0.27058494091033936,0.07994616776704788,-0.01782342419028282,-0.04033796489238739,-0.09272737056016922,0.07430659234523773,0.2573559880256653,-0.2622182369232178,0.14178182184696198,0.0581715926527977,-0.2506536543369293,-0.10026286542415619,-0.01533568650484085,-0.31359991431236267,0.21185126900672913
Tangeretin,-0.22201061248779297,0.011395420879125595,0.04744735360145569,0.26798105239868164,-0.0004823654890060425,0.05292799696326256,0.04971656948328018,0.4567837119102478,0.4138972759246826,0.2804131805896759,0.08266553282737732,-0.08480918407440186,0.18601307272911072,-0.21386036276817322,-0.2108641266822815,0.12351670116186142,0.3922650218009949,0.16792289912700653,-0.3484395742416382,-0.09271519631147385,-0.09480132907629013,-0.2624816298484802,0.09734383225440979,-0.3920956254005432,0.22158381342887878,0.14270661771297455,-0.6493051052093506,-0.09432268142700195,-0.04734630137681961,-0.3003782629966736,0.2308279573917389,-0.305231511592865,0.15387429296970367,0.17841209471225739,-0.17493155598640442,0.17332136631011963,0.34292712807655334,-0.04646359011530876,-0.06554290652275085,-0.24962854385375977,0.09337973594665527,0.261658638715744,0.05573505908250809,0.06344269216060638,-0.15580415725708008,0.7137910723686218,0.20625466108322144,-0.2999236285686493,-0.3123409152030945,-0.058605268597602844,0.10638745129108429,-0.12486395239830017,-0.3182820677757263,-0.07942889630794525,0.1344033181667328,0.45362019538879395,-0.590318500995636,0.020172905176877975,0.3277270197868347,-0.12751203775405884,-0.06060124933719635,-0.24944117665290833,-0.17396925389766693,-0.048235755413770676
Nobiletin,-0.26406198740005493,0.014766063541173935,0.045391201972961426,0.33381563425064087,-0.018792293965816498,0.03253334388136864,0.037646569311618805,0.5280497074127197,0.4980696439743042,0.3258378803730011,0.08448930829763412,-0.09678594022989273,0.2261437177658081,-0.26314184069633484,-0.22693970799446106,0.1438303291797638,0.4622819423675537,0.19124116003513336,-0.4366251230239868,-0.1055559441447258,-0.10281097143888474,-0.29697996377944946,0.12170115113258362,-0.47015130519866943,0.31814074516296387,0.17952819168567657,-0.7697317004203796,-0.11408622562885284,-0.06275821477174759,-0.34416663646698,0.270388662815094,-0.3694484829902649,0.17987187206745148,0.2265898436307907,-0.19218289852142334,0.21729665994644165,0.40751659870147705,-0.03407973423600197,-0.07363131642341614,-0.28432148694992065,0.12892252206802368,0.3282424509525299,0.076691173017025,0.05773226544260979,-0.20136432349681854,0.8561862111091614,0.23824942111968994,-0.3487638533115387,-0.3635388910770416,-0.036322057247161865,0.1271422654390335,-0.1646113097667694,-0.3889658749103546,-0.10406140983104706,0.15434661507606506,0.5295510292053223,-0.6918555498123169,0.029010538011789322,0.3826036751270294,-0.1619434356689453,-0.06369656324386597,-0.3166479170322418,-0.21466949582099915,-0.06096378713846207
Fisetin,0.16213080286979675,0.13117744028568268,-0.046306490898132324,0.011029312387108803,0.3377653658390045,-0.2843351662158966,0.4035780727863312,0.18731170892715454,0.07213686406612396,-0.10266878455877304,0.20148979127407074,0.12905630469322205,0.1347985565662384,-0.06614126265048981,0.05277543514966965,0.08415799587965012,0.3752492070198059,0.02361312136054039,0.15999959409236908,-0.19048964977264404,0.10466491430997849,-0.07302115857601166,-0.08534504473209381,-0.18896833062171936,-0.06928165256977081,-0.09910954535007477,-0.10909298062324524,-0.08100049197673798,0.11651689559221268,-0.19470684230327606,0.046249955892562866,0.08301608264446259,0.206510528922081,0.03006894141435623,-0.35648787021636963,0.1269109845161438,0.12682092189788818,-0.06876581907272339,0.06536950170993805,-0.046071283519268036,-0.018821541219949722,-0.20307514071464539,-0.012782225385308266,-0.12304840236902237,-0.09394969046115875,0.01096874475479126,0.0947764590382576,-0.32615038752555847,-0.31268763542175293,-0.2687709331512451,0.07959190011024475,-0.016374241560697556,-0.04040598124265671,-0.09036137163639069,0.0748445987701416,0.2588101029396057,-0.25947025418281555,0.1409127563238144,0.056319624185562134,-0.2480032742023468,-0.10016251355409622,-0.01289667934179306,-0.3122279942035675,0.210022434592247
Galangin,0.12560614943504333,0.11546958982944489,-0.029310688376426697,0.008742893114686012,0.283387154340744,-0.18155989050865173,0.32834771275520325,0.1555148959159851,0.04635925963521004,-0.06454220414161682,0.16774263978004456,0.10206445306539536,0.10443177819252014,-0.06905591487884521,0.021526329219341278,0.09504785388708115,0.2889198362827301,0.029636289924383163,0.13144847750663757,-0.1333770453929901,0.06581227481365204,-0.06398430466651917,-0.0638614296913147,-0.14701296389102936,-0.09899908304214478,-0.07060069590806961,-0.07625998556613922,-0.050357427448034286,0.07688387483358383,-0.1825636774301529,0.054440319538116455,0.03544352948665619,0.15349243581295013,-0.011872343719005585,-0.26969972252845764,0.10261551290750504,0.12066324800252914,-0.0884980708360672,0.04819713532924652,-0.05376778542995453,-0.021034948527812958,-0.1829688549041748,-0.003957020118832588,-0.06169839948415756,-0.05188680812716484,-0.003975413739681244,0.08767793327569962,-0.2621597945690155,-0.24856644868850708,-0.23001986742019653,0.06697625666856766,-0.0001934068277478218,-0.01752755604684353,-0.05362783372402191,0.04956619441509247,0.18491919338703156,-0.22865933179855347,0.10673865675926208,0.04941229894757271,-0.20669901371002197,-0.09892633557319641,-0.011803790926933289,-0.2214844822883606,0.1780710369348526
Phloretin,0.07420890778303146,0.15423980355262756,-0.008013561367988586,-0.10469184815883636,0.29810431599617004,-0.2856915593147278,0.25781509280204773,0.10102430731058121,0.062111083418130875,-0.1382599025964737,0.09405004978179932,0.19104979932308197,0.04982839897274971,-0.054162561893463135,0.028710536658763885,0.10334547609090805,0.31447798013687134,0.015952322632074356,0.14224973320960999,-0.21760180592536926,0.09006039053201675,-0.09618024528026581,-0.029854878783226013,-0.09683966636657715,-0.130680114030838,-0.07172299921512604,0.000872734934091568,0.00034406688064336777,0.24363279342651367,-0.08463943004608154,-0.019457833841443062,0.19833938777446747,0.18613626062870026,0.04541739076375961,-0.2998465299606323,0.043720535933971405,0.030545422807335854,-0.0387553907930851,0.08111821860074997,0.02200215868651867,-0.15414883196353912,-0.20370987057685852,-0.030265653505921364,-0.04341188073158264,0.002238372340798378,0.017164360731840134,0.060355812311172485,-0.20224231481552124,-0.23299583792686462,-0.23644791543483734,0.10381751507520676,0.05401677265763283,0.044065844267606735,-0.14977945387363434,0.07639114558696747,0.15738332271575928,-0.14653925597667694,0.05254190042614937,-0.05653439834713936,-0.14335191249847412,0.024079717695713043,0.10652193427085876,-0.2218247652053833,0.23130352795124054
Catechin,0.23964551091194153,0.0584242157638073,-0.008826866745948792,0.260282039642334,0.44068947434425354,-0.2811737656593323,0.32138270139694214,0.5215502977371216,0.19300083816051483,-0.0477355495095253,0.1349840611219406,0.25128525495529175,0.04215226322412491,0.02243853360414505,0.14189410209655762,-0.05034380406141281,0.38140150904655457,0.2612949013710022,0.24302445352077484,-0.07937842607498169,-0.016532061621546745,-0.0036864634603261948,-0.3317437767982483,-0.17288877069950104,0.14241531491279602,-0.18092551827430725,-0.20631511509418488,0.1005093902349472,0.05614820867776871,-0.08523344993591309,-0.00020063109695911407,0.048234716057777405,0.21534980833530426,0.16229523718357086,-0.2820855677127838,0.2403089702129364,0.04971566051244736,-0.15962982177734375,-0.02648262120783329,-0.15269500017166138,-0.06128591671586037,-0.33994123339653015,0.04287062585353851,-0.20920121669769287,-0.32574525475502014,0.04724754020571709,0.1948118805885315,-0.2348102182149887,-0.1562926173210144,-0.23498177528381348,0.17951413989067078,-0.013487649150192738,-0.025095466524362564,-0.13213470578193665,0.0508764386177063,-0.0136868916451931,-0.3191089630126953,0.21703483164310455,0.04183613136410713,-0.37348222732543945,-0.12043412029743195,-0.059429965913295746,-0.4676668345928192,0.2497996687889099
Epicatechin,0.22410321235656738,0.06894738972187042,-0.0005725622177124023,0.2558944523334503,0.43587133288383484,-0.2670312821865082,0.32201606035232544,0.5218668580055237,0.19321773946285248,-0.048753149807453156,0.13025745749473572,0.25216802954673767,0.02876744419336319,0.025856953114271164,0.13520321249961853,-0.049602754414081573,0.3916770815849304,0.26154541969299316,0.24721236526966095,-0.09181778877973557,-0.0060353707522153854,0.009051142260432243,-0.3213386833667755,-0.1876278668642044,0.12372860312461853,-0.16428641974925995,-0.21725521981716156,0.10491586476564407,0.058001287281513214,-0.09559638798236847,0.0015768688172101974,0.03816783428192139,0.22521866858005524,0.15666303038597107,-0.26896557211875916,0.23660951852798462,0.05860500782728195,-0.15234993398189545,-0.016308123245835304,-0.15244823694229126,-0.05621403455734253,-0.33786463737487793,0.04992358386516571,-0.20741140842437744,-0.3180878460407257,0.04318299517035484,0.18657398223876953,-0.2376360446214676,-0.16305530071258545,-0.23632356524467468,0.18700258433818817,-0.0047633470967411995,-0.02368490770459175,-0.12139593064785004,0.06598535180091858,-0.0010390318930149078,-0.3170280158519745,0.22521375119686127,0.03823842480778694,-0.3655480146408081,-0.12353438138961792,-0.053443990647792816,-0.47179490327835083,0.257003515958786
Tetramethylpyrazine,-0.0702228844165802,0.14926894009113312,0.04801591485738754,0.16534967720508575,-0.16903942823410034,-0.04070654138922691,-0.0477440282702446,-0.11269067972898483,-0.13509905338287354,0.05764240026473999,0.08766627311706543,-0.2008301019668579,0.0025536194443702698,0.01919472962617874,0.005888946354389191,0.06567702442407608,0.1450556367635727,-0.2842700779438019,-0.0070573799312114716,-0.07529367506504059,0.06426143646240234,0.03613162040710449,0.1431649923324585,-0.13221286237239838,0.1437920182943344,0.2205832153558731,-0.20737379789352417,0.04323207587003708,-0.10964054614305496,-0.2162807434797287,0.2801458537578583,-0.22136081755161285,-0.13229931890964508,-0.07951841503381729,0.1345386505126953,0.04104442894458771,-0.045769646763801575,0.031000353395938873,0.01583014987409115,0.06500330567359924,-0.015531424432992935,0.1549232304096222,0.11862196773290634,-0.13099616765975952,-0.09790270030498505,0.11711859703063965,0.07788815349340439,-0.008347619324922562,0.030608242377638817,0.1957082450389862,-0.027074608951807022,-0.09617164731025696,-0.0728139579296112,0.12910109758377075,-0.05734744295477867,0.14514847099781036,0.08709980547428131,0.07064400613307953,0.03700638934969902,0.08717148005962372,-0.1406412124633789,-0.09284033626317978,-0.026357855647802353,-0.1194886788725853
Tanshinone IIA,-0.0729447528719902,0.4228452444076538,0.10152772068977356,0.08792894333600998,-0.002303849905729294,-0.018987026065587997,-0.0035661309957504272,-0.10986480861902237,0.18503884971141815,-0.008350195363163948,0.3031795620918274,0.11433359235525131,0.20306351780891418,0.10929825901985168,0.19437023997306824,-0.03982901573181152,0.19757138192653656,-0.05784493312239647,0.1266660988330841,0.06565944105386734,0.06278715282678604,-0.040041834115982056,0.2606508135795593,-0.10833455622196198,0.01392429694533348,0.05238029733300209,-0.10204866528511047,-0.11419747024774551,-0.33986860513687134,-0.10472755134105682,0.09689991176128387,-0.25258904695510864,0.05185449495911598,-0.05518579110503197,0.18801140785217285,-0.24015647172927856,0.07032055407762527,0.020790275186300278,-0.0884363204240799,0.018063774332404137,0.23076844215393066,0.0210869163274765,0.029085135087370872,-0.2632550597190857,-0.25148841738700867,0.20629727840423584,0.11831454932689667,-0.10339365899562836,0.025756724178791046,-0.018712766468524933,0.12765423953533173,-0.011238238774240017,-0.11416132003068924,0.20740123093128204,0.12893778085708618,0.2766534388065338,-0.1494866907596588,0.1575070470571518,0.3094974160194397,0.07480906695127487,-0.12515638768672943,-0.27711763978004456,-0.03942669555544853,-0.1930667906999588
Danshensu,-0.030758023262023926,0.0548749677836895,0.04942215979099274,-0.027363484725356102,0.1875511109828949,-0.2531086504459381,0.059177201241254807,0.20891651511192322,0.0575537271797657,-0.0021813679486513138,-0.027121055871248245,0.13067418336868286,-0.02106095477938652,-0.06649091839790344,-0.006453115493059158,-0.02921319007873535,0.2428455799818039,-0.008455966599285603,0.07431235909461975,-0.11281076818704605,0.06996362656354904,-0.020584652200341225,-0.10425395518541336,-0.048349324613809586,0.023553837090730667,-0.10126742720603943,0.07712745666503906,0.18338631093502045,0.18284638226032257,-0.14670465886592865,-0.03107321448624134,0.2673153281211853,0.09735731780529022,0.11084035038948059,-0.2096167504787445,-0.014401920139789581,-0.048180706799030304,-0.06698285043239594,0.07741451263427734,-0.10025252401828766,-0.21774740517139435,-0.11454097181558609,0.002370266243815422,-0.049325376749038696,-0.05633268877863884,-0.0993657037615776,0.07069768011569977,-0.07307888567447662,-0.09106043726205826,-0.05548955500125885,-0.0007260367274284363,0.10912008583545685,0.005372948478907347,-0.06507756561040878,0.0702459067106247,-0.008468028157949448,-0.04504423215985298,0.12328658998012543,-0.11303539574146271,-0.11854086816310883,-0.09341022372245789,0.20763343572616577,-0.2642972767353058,0.20234905183315277
Honokiol,0.0036137551069259644,0.14511708915233612,-0.0644364058971405,-0.12343116849660873,0.18122875690460205,-0.1851397156715393,0.16202162206172943,0.09753255546092987,0.14564013481140137,-0.09391061961650848,0.07361974567174911,0.16011817753314972,0.03804013505578041,-0.01215769350528717,-0.009013988077640533,0.1116846427321434,0.20940451323986053,0.060565877705812454,0.082887202501297,-0.17376446723937988,0.04629500210285187,-0.08780036121606827,0.00977618619799614,-0.05632835254073143,-0.1068749874830246,-0.01876649260520935,-0.03477257862687111,0.003606393001973629,0.2065480351448059,-0.046089183539152145,-0.04213134944438934,0.1267864853143692,0.16835571825504303,0.04765312373638153,-0.2411397099494934,0.04610966891050339,0.03847619146108627,-0.035588786005973816,0.04081042855978012,0.08840290457010269,-0.12428133189678192,-0.1588839888572693,0.0024911072105169296,0.009960431605577469,0.03479479253292084,0.107546366751194,0.07562300562858582,-0.14839977025985718,-0.17194196581840515,-0.2581377923488617,0.13406234979629517,0.06765986233949661,0.007265809457749128,-0.1492123305797577,0.0633089691400528,0.1347409188747406,-0.17328901588916779,0.0033700577914714813,-0.002356410026550293,-0.07396309822797775,0.05873478949069977,0.0646170824766159,-0.18994168937206268,0.22946816682815552
Magnolol,0.003940612077713013,0.14477623999118805,-0.0647372305393219,-0.12255903333425522,0.18109482526779175,-0.18688607215881348,0.1626916378736496,0.09874774515628815,0.14649514853954315,-0.09398435056209564,0.07368426769971848,0.1601555496454239,0.03790434077382088,-0.012692637741565704,-0.009109128266572952,0.11097612231969833,0.20975005626678467,0.060388196259737015,0.08197725564241409,-0.1746424436569214,0.0463298037648201,-0.08842305839061737,0.00860365480184555,-0.05706729367375374,-0.10677382349967957,-0.018354136496782303,-0.03589136525988579,0.003810717724263668,0.2073812484741211,-0.04653492942452431,-0.04173388332128525,0.12689177691936493,0.16810086369514465,0.047488465905189514,-0.24241656064987183,0.04684404283761978,0.038924217224121094,-0.03460288420319557,0.041168831288814545,0.0881994217634201,-0.12358042597770691,-0.15792596340179443,0.0021451618522405624,0.010026980191469193,0.03385807201266289,0.10784410685300827,0.07763002067804337,-0.14954538643360138,-0.17257869243621826,-0.25854986906051636,0.13407570123672485,0.06750109046697617,0.004956114571541548,-0.15038861334323883,0.06416254490613937,0.13573186099529266,-0.17400886118412018,0.002607930451631546,-0.0027933605015277863,-0.07457882910966873,0.05738605558872223,0.06499793380498886,-0.18965648114681244,0.22870689630508423
