,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
CIRI,-0.02057311,0.10009501,-0.14025697,0.4244559,0.03411769,-0.09067102,-0.22294225,-0.07728778,0.0322005,-0.17567109,0.18257387,0.037480768,-0.18317321,0.13746458,0.053740233,0.3446794
AD,-0.01316113,0.1026718,-0.12989402,0.40832198,0.0335913,-0.09302035,-0.19757381,-0.07550015,0.039711356,-0.15817939,0.17186354,0.051175732,-0.15421882,0.1293583,0.073079154,0.33153057
Aging,0.02775481,0.08975037,-0.060352914,0.33383232,0.038386986,-0.06496737,-0.16446963,-0.08855525,0.009341925,-0.08729036,0.04579106,0.049224664,-0.084396295,0.13050933,0.05660619,0.26611465
