,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
FOXO1,0.1233864,0.11844044,-0.19051544,0.22953877,0.34300467,-0.18537198,0.11499496,-0.18956491,-0.44820365,0.25788972,0.32224375,0.36669546,-0.13076198,0.53851056,0.039050445,-0.26017892
FOXO3,0.1692223,0.15153019,-0.18245098,0.21794748,0.36512214,-0.16816838,0.12956707,-0.2590463,-0.4635685,0.25051555,0.3220279,0.34348106,-0.1887893,0.5847643,0.034838215,-0.2778217
FOXO4,0.16785607,0.15584092,-0.19058271,0.2014781,0.35915858,-0.15875264,0.12432539,-0.27358815,-0.4667315,0.24044055,0.3105542,0.32809877,-0.1970396,0.59660685,0.040972933,-0.29477412
FTH1,0.11660247,0.12687562,-0.18522058,0.24006279,0.34092015,-0.19328941,0.113216236,-0.18883738,-0.44124866,0.26658365,0.33483386,0.3755344,-0.13513447,0.5326696,0.0449488,-0.26118627
FTL,-0.010897267,0.014561899,-0.22233583,0.15748537,0.2281664,-0.18173781,0.079802416,0.0057658926,-0.36834174,0.2992882,0.22839944,0.3472399,0.051287822,0.38138393,0.07485412,-0.27296686
GABARAP,0.13585083,0.13255626,-0.18595125,0.22757457,0.34794068,-0.18333438,0.118024155,-0.21457803,-0.44958782,0.25894013,0.32354206,0.359308,-0.15437774,0.5536183,0.041246228,-0.27171394
GABARAPL1,0.13558657,0.13413945,-0.18425044,0.23050265,0.34857607,-0.18450981,0.11897454,-0.21364442,-0.4489606,0.2592685,0.32830393,0.36236855,-0.15462431,0.5516397,0.041266106,-0.26772326
GADD45A,0.15537724,0.15384263,-0.17683262,0.22686562,0.3554735,-0.17970285,0.12456492,-0.24900126,-0.45259482,0.25741306,0.33814877,0.35735488,-0.18644996,0.57239217,0.044617236,-0.27751872
GADD45B,0.1359405,0.13354954,-0.1912384,0.22268869,0.34915155,-0.17686465,0.119228706,-0.21508157,-0.4520397,0.25541517,0.31512713,0.3509232,-0.15296109,0.5551975,0.03832744,-0.272394
GCLC,0.12702137,0.12684052,-0.18507935,0.23323357,0.34381473,-0.18941328,0.11604726,-0.20002225,-0.44568646,0.25941584,0.3293621,0.36758405,-0.14456676,0.543239,0.042107172,-0.2640348
GCLM,0.13702673,0.12785126,-0.20012973,0.20277515,0.34464502,-0.16144405,0.115085445,-0.22114232,-0.46168065,0.2419967,0.30999938,0.34560463,-0.14398964,0.56125224,0.041988872,-0.2738568
GMFB,0.12353875,0.12631227,-0.18526827,0.23396133,0.3427586,-0.18925394,0.11536321,-0.19608167,-0.44478685,0.26080918,0.3301292,0.36902875,-0.1400031,0.5388624,0.042992383,-0.2615177
GOT1,0.1279868,0.1148996,-0.19364734,0.22481485,0.3460251,-0.1809462,0.11632424,-0.1913242,-0.4522729,0.25563005,0.3122644,0.35985106,-0.12941219,0.54276836,0.034766003,-0.26177204
GPX4,0.1522613,0.14324974,-0.18528856,0.22153245,0.35571295,-0.17517094,0.124065295,-0.23734555,-0.45540118,0.25489488,0.3203416,0.34865153,-0.17343917,0.56999004,0.03793896,-0.27777874
GSS,0.14300945,0.15799582,-0.17432433,0.2346252,0.34905818,-0.18882594,0.11964758,-0.24331245,-0.44417554,0.26358455,0.34524637,0.36316517,-0.18724845,0.564827,0.051860992,-0.28186396
H2AX,-0.0103412075,0.0142691955,-0.22197571,0.15726578,0.22805512,-0.18227813,0.08015828,0.0053821504,-0.3683413,0.29743528,0.22815816,0.34627596,0.049831796,0.38204893,0.07446231,-0.27237213
HBP1,0.13226187,0.13121608,-0.18340182,0.23178925,0.34644848,-0.18686245,0.118242316,-0.20766166,-0.44660693,0.26114982,0.32877678,0.3647541,-0.1501919,0.54684126,0.04191467,-0.26601535
HDAC1,0.15092365,0.14381985,-0.18871313,0.21725902,0.35535836,-0.1714419,0.123296246,-0.23870656,-0.4561045,0.25464532,0.311827,0.3413297,-0.17268935,0.5711205,0.037735246,-0.2823511
HDAC2,0.1533845,0.1511331,-0.18449907,0.21999417,0.35526377,-0.17456833,0.1237165,-0.24725997,-0.45347983,0.25708488,0.3185517,0.34309775,-0.18367553,0.574806,0.041120693,-0.28689587
HDAC3,0.14141664,0.15418676,-0.17713535,0.23230793,0.3484568,-0.18638405,0.11933971,-0.23871097,-0.4460009,0.2602594,0.3432024,0.36276203,-0.1812064,0.5629996,0.05037075,-0.27833235
HERC2,0.13888136,0.13849062,-0.18059488,0.23327601,0.34904546,-0.18790612,0.11992997,-0.21941403,-0.4465726,0.26239234,0.33267468,0.3642051,-0.16325594,0.55492055,0.04271315,-0.27192584
HERPUD1,-0.06149858,-0.12825611,-0.25814345,0.06928413,0.12218608,-0.21753612,0.12745357,0.23564312,-0.24177675,0.2653697,-0.0124372095,0.1787603,0.10627797,0.2792089,-0.0013669729,-0.31047773
HIF1A,-0.042156707,-0.13371721,-0.27240974,0.012050475,0.10250649,-0.19022156,0.13230582,0.21160918,-0.2403602,0.23853546,-0.04953225,0.13528323,0.0846554,0.30590385,0.00062794983,-0.3469677
HMGA1,0.14875878,0.13599007,-0.19453827,0.2075812,0.34994522,-0.16707177,0.11862488,-0.23722497,-0.46073627,0.24402739,0.31171238,0.34265235,-0.16607462,0.5745701,0.040272348,-0.28352213
HMGA2,0.120479554,0.11753302,-0.20073028,0.21059263,0.33671743,-0.17195491,0.110586256,-0.19608557,-0.45304033,0.24696422,0.31006563,0.35343075,-0.12776953,0.5444859,0.04321769,-0.26953298
HMGB1,-0.05074675,-0.13343468,-0.2677899,0.033851545,0.10809967,-0.20188677,0.12994291,0.22400728,-0.23916015,0.2499451,-0.035226032,0.15358315,0.09426612,0.294909,-2.30968e-05,-0.3351767
HMOX1,-0.03984664,-0.12854406,-0.27198958,0.024963144,0.11450582,-0.19086562,0.1315436,0.20611787,-0.249509,0.24136445,-0.04051353,0.14425728,0.08585742,0.30954808,-0.0023599118,-0.33847666
HSP90AA1,0.13095057,0.11917518,-0.19240353,0.2242931,0.34717748,-0.1789463,0.117168896,-0.1972954,-0.45332074,0.2559744,0.31700402,0.3614627,-0.13318838,0.5452493,0.0361986,-0.26188412
HSPA5,0.14427304,0.15325055,-0.1764733,0.23406062,0.35118693,-0.18757387,0.12124105,-0.23848137,-0.44598395,0.26213795,0.33877552,0.3601699,-0.18275733,0.5641061,0.047065586,-0.2788715
HSPB1,0.15538056,0.14223601,-0.19392434,0.20391175,0.3516218,-0.16404666,0.12012253,-0.25002706,-0.46278742,0.24052608,0.31244075,0.3381095,-0.17756729,0.5834516,0.041109204,-0.28837806
HSPD1,0.14096068,0.14982039,-0.18458635,0.22548823,0.34881526,-0.18025339,0.119942725,-0.23447874,-0.44751018,0.25970328,0.32627112,0.3515423,-0.17556001,0.5639689,0.045472026,-0.2836981
ICA1,-0.053785395,-0.12519234,-0.2639702,0.061638966,0.124391034,-0.20850483,0.12977375,0.2268633,-0.24733812,0.25845796,-0.013476387,0.17474352,0.10108359,0.28960913,-0.004182473,-0.31403595
ICAM1,0.12263103,0.12489036,-0.18289769,0.23724103,0.3408162,-0.19408408,0.114915505,-0.19291928,-0.44164228,0.26343018,0.3349033,0.37453306,-0.14049567,0.53716105,0.044101164,-0.26225185
IFNG,-0.039589897,-0.12702361,-0.27299336,0.02402471,0.11523517,-0.18852535,0.13104053,0.20393452,-0.25101677,0.24204426,-0.039805517,0.14471178,0.086612776,0.31047013,-0.0016054064,-0.33914775
IGFBP3,0.13935761,0.13586116,-0.18327323,0.23098747,0.35075158,-0.18449765,0.120108485,-0.21801531,-0.44975832,0.26028007,0.32793164,0.36145765,-0.15883571,0.5551195,0.04035525,-0.2697255
IGFBP5,0.14789097,0.16006693,-0.17287654,0.23341724,0.34952062,-0.18986596,0.12102375,-0.24959257,-0.4433645,0.2632112,0.34393048,0.36019212,-0.1958265,0.57048845,0.051502578,-0.28730088
IGFBP7,-0.03666224,-0.123596944,-0.27299303,0.026084408,0.11891831,-0.18740934,0.13075285,0.19740209,-0.25515357,0.24027942,-0.035092488,0.14712274,0.08315026,0.3153437,-0.0015918165,-0.3379986
IL10,0.12860338,0.12459397,-0.19091654,0.2232113,0.34361696,-0.17985155,0.11501017,-0.20255104,-0.449908,0.2592629,0.32025,0.36186033,-0.13839011,0.5459373,0.04198174,-0.269113
IL18,0.13554026,0.13664657,-0.18436205,0.2292663,0.34695965,-0.18448323,0.1184949,-0.21654508,-0.44757473,0.2595302,0.3292457,0.36170787,-0.15833928,0.5534724,0.04311212,-0.27186656
IL1A,0.1199427,0.1048194,-0.20113206,0.21782924,0.3416007,-0.1756091,0.11352063,-0.17765576,-0.4541996,0.2505263,0.30386633,0.35734907,-0.11213116,0.53549325,0.03347429,-0.25720358
IL1B,-0.039466992,-0.12323279,-0.27362418,0.02333545,0.11598177,-0.18651758,0.13157965,0.20089185,-0.25078332,0.2434132,-0.041573808,0.1416073,0.08432429,0.311241,-0.0012618899,-0.34129155
IL6,-0.038282398,-0.12547079,-0.2727291,0.025806054,0.11798368,-0.18780862,0.13033342,0.20031565,-0.25415218,0.2419981,-0.036816686,0.1470991,0.08631295,0.31261352,-0.0012924671,-0.33767506
IRF1,-0.05168617,-0.1292089,-0.27578962,0.0148196975,0.0993411,-0.19222336,0.12670925,0.21194738,-0.23824097,0.24143839,-0.048973948,0.13585094,0.08480135,0.30498374,0.005686678,-0.35471225
IRF7,-0.050747402,-0.1290091,-0.2658357,0.043541104,0.11460909,-0.20341618,0.12839839,0.22032991,-0.24443135,0.25252405,-0.02324982,0.16410883,0.09566653,0.2955626,0.00073440373,-0.32803416
IRF9,-0.046429608,-0.13167304,-0.2737996,0.0254073,0.111659765,-0.19274402,0.13136622,0.21646586,-0.24422449,0.24613485,-0.05062397,0.1388119,0.09176881,0.30209178,-0.0038058907,-0.34089446
JAK2,0.12189787,0.11838063,-0.1888398,0.23089667,0.34121454,-0.18777433,0.114471726,-0.18811506,-0.4462011,0.2586186,0.32570612,0.36951312,-0.13101885,0.5366785,0.04068315,-0.25972572
JUN,0.13609464,0.13456655,-0.19082086,0.22277258,0.3488974,-0.17720103,0.11914657,-0.21637332,-0.45173907,0.2551822,0.3160782,0.3509705,-0.15460637,0.5558478,0.038947195,-0.27305135
KDM6B,-0.048983365,-0.13250676,-0.26567042,0.044761945,0.116622545,-0.2044167,0.13117461,0.22535452,-0.24340957,0.25440612,-0.030041263,0.16064489,0.09769219,0.29353777,-0.004065521,-0.32628095
KEAP1,-0.051816817,-0.13693762,-0.26684248,0.03735972,0.1081281,-0.2058008,0.13070685,0.23025516,-0.23729603,0.25083432,-0.03604491,0.15503624,0.09634198,0.29200792,-0.0023641065,-0.3326963
KLF6,0.09810147,0.09236379,-0.23977742,0.15745464,0.32100487,-0.12670714,0.09720933,-0.1756135,-0.4691382,0.22917008,0.25452492,0.31795067,-0.07112476,0.5350226,0.044781268,-0.27965784
LACTB,0.069482274,0.03884198,-0.264959,0.13304915,0.28589112,-0.12676235,0.100176215,-0.08638129,-0.4441245,0.2192511,0.21563977,0.3092363,-0.013716828,0.49525404,0.027854346,-0.27566987
LCN2,-0.043826874,-0.13386586,-0.27222967,0.010414689,0.100651175,-0.19007188,0.13158053,0.21198258,-0.23923585,0.23844816,-0.050592408,0.13399617,0.08519124,0.30455494,0.00215137,-0.34786543
LGMN,-0.049936544,-0.1380074,-0.27335963,0.016226873,0.101622514,-0.19523269,0.13249514,0.22491819,-0.23361656,0.24727692,-0.06591529,0.12664048,0.09117438,0.29644683,-0.0030798912,-0.35028878
LIFR,-0.05147689,-0.13288474,-0.26769292,0.036339805,0.110180125,-0.20261566,0.12961139,0.22377893,-0.24044365,0.24996683,-0.036138862,0.15292317,0.09454571,0.2947887,-0.0008253008,-0.33349413
LIG3,0.15019906,0.15836829,-0.1772433,0.22730161,0.3516385,-0.18264224,0.122411124,-0.2504349,-0.44758946,0.25952345,0.3353299,0.352924,-0.19221969,0.5723238,0.04813704,-0.28613353
LIG4,0.13605474,0.13302687,-0.18331988,0.230869,0.34832585,-0.18568155,0.11926159,-0.21291575,-0.44859052,0.25863466,0.3288828,0.36295876,-0.1549098,0.55137753,0.041010097,-0.26673985
LMNB1,0.16923344,0.1531552,-0.18090104,0.21872102,0.36493373,-0.1692593,0.12946989,-0.26108304,-0.46315992,0.24972469,0.32415754,0.3437141,-0.19138628,0.585084,0.036002785,-0.27728367
LOX,0.11496575,0.053491358,-0.24120994,0.17050412,0.30507523,-0.16266672,0.118424974,-0.11290939,-0.4308324,0.24694952,0.24393173,0.33479732,-0.077649176,0.5316713,0.012257665,-0.30389145
LPCAT3,-0.03672577,-0.11358819,-0.27421618,0.038715523,0.13042997,-0.18513086,0.13017151,0.1911352,-0.26374367,0.24358769,-0.023833461,0.15573387,0.08436777,0.31751332,-0.0032816082,-0.32914728
LPIN1,0.13267371,0.12667969,-0.18982875,0.22499423,0.34620297,-0.18163532,0.117305964,-0.206837,-0.45071125,0.25476226,0.31958777,0.35821798,-0.14667763,0.5507932,0.03913773,-0.26840258
LPIN2,0.12880725,0.12983692,-0.18463083,0.23325865,0.34495944,-0.1884669,0.1165683,-0.20413035,-0.4463307,0.25959986,0.33070546,0.36713493,-0.14786765,0.5454329,0.042526454,-0.26504442
MAP1LC3A,0.120074354,0.09468889,-0.21969265,0.1866831,0.33581018,-0.15159644,0.11052072,-0.17972654,-0.46501818,0.23254585,0.27631402,0.33430433,-0.0987878,0.54334927,0.03156224,-0.2655025
MAP1LC3B,0.123790085,0.13605583,-0.18331169,0.23919219,0.34525174,-0.1905757,0.11454683,-0.20481059,-0.44408718,0.26671705,0.3361299,0.37148088,-0.14788216,0.5420267,0.04623957,-0.26661107
MAP3K14,-0.053986635,-0.13496497,-0.26728445,0.036457304,0.10844619,-0.20475689,0.13106345,0.23037422,-0.23511802,0.25516373,-0.04532603,0.14719775,0.09638037,0.2896194,-0.0026572496,-0.33645475
MAPK1,-0.039340567,-0.12710944,-0.27281517,0.025602654,0.1162945,-0.18919687,0.13127294,0.20428237,-0.2516728,0.24147944,-0.038928993,0.14550436,0.08655962,0.31062242,-0.0024266914,-0.33751586
MAPK14,-0.046968937,-0.12933716,-0.26826447,0.03782202,0.11415983,-0.20006049,0.1299811,0.21707836,-0.2451886,0.24868351,-0.029077135,0.15768106,0.091798484,0.30034554,-0.0011780262,-0.33207044
MAPK3,0.15072396,0.14235726,-0.18377143,0.222988,0.35469577,-0.17541943,0.122974545,-0.23517638,-0.4562111,0.254708,0.32957888,0.3569839,-0.1688063,0.5667573,0.040353037,-0.2720508
MAPK8,0.14831781,0.16491917,-0.17483489,0.23099047,0.3536719,-0.18297674,0.122072875,-0.25422594,-0.4458753,0.2675231,0.33521605,0.35197794,-0.19399118,0.5699324,0.05059252,-0.2884604
MAX,0.1217254,0.119911276,-0.18881966,0.23135878,0.34202805,-0.18722562,0.114340186,-0.18960434,-0.44677272,0.2589095,0.32578015,0.36895674,-0.13157591,0.53693235,0.04098752,-0.2595872
MCU,-0.052187663,-0.12498797,-0.26236117,0.06258922,0.12455766,-0.20941505,0.12882662,0.22434476,-0.2481176,0.26012754,-0.008001506,0.18008135,0.10052481,0.29111958,-0.0023000091,-0.31474912
MDM2,0.098431945,0.06890504,-0.23733158,0.16770487,0.31669402,-0.14598949,0.10646542,-0.1388528,-0.45567057,0.22560218,0.24417558,0.31867903,-0.065717,0.52347505,0.02710677,-0.26934612
MDM4,0.14831735,0.13111308,-0.19156043,0.21922648,0.35782892,-0.17026463,0.12339713,-0.2227129,-0.46057773,0.25353307,0.30951586,0.34728736,-0.15325174,0.56277615,0.031813666,-0.2687537
MEN1,-0.055357352,-0.13407615,-0.26267478,0.051386572,0.1140095,-0.21156974,0.12942505,0.23321334,-0.23873904,0.25825125,-0.025452755,0.16649121,0.100850776,0.2864978,-0.0020661205,-0.32380307
MMP1,-0.01035932,0.014381364,-0.2220092,0.15722142,0.22810596,-0.18211658,0.08006255,0.0051873624,-0.3684817,0.2975402,0.22831699,0.3464249,0.049957253,0.38208437,0.074598595,-0.2723981
MMP10,0.113171846,0.10348808,-0.2113022,0.20042418,0.33214822,-0.16471481,0.108510256,-0.17874447,-0.45471203,0.24334748,0.29277188,0.3464247,-0.107140675,0.53737706,0.038888194,-0.26863712
MMP12,0.11019911,0.099638715,-0.20923975,0.20593645,0.33083892,-0.1707172,0.108831175,-0.17005624,-0.4518999,0.24289785,0.29702765,0.35172278,-0.10427843,0.5323457,0.037576795,-0.26291206
MMP13,0.16142854,0.16893552,-0.17665792,0.2186639,0.35320342,-0.17736079,0.124709904,-0.2729775,-0.44880918,0.2572685,0.33003718,0.34069532,-0.21306865,0.58797145,0.050016962,-0.30123258
MMP2,0.13845602,0.14064533,-0.18124591,0.23176391,0.34984344,-0.18468839,0.119224265,-0.2224432,-0.44887576,0.26143503,0.3338306,0.36387157,-0.16208133,0.5551006,0.044156857,-0.2703662
MMP3,0.11711131,0.12094622,-0.19129612,0.2269517,0.33660567,-0.18608823,0.11159381,-0.18950531,-0.4442742,0.25788146,0.3248987,0.36717692,-0.13171992,0.5365809,0.045061044,-0.2656788
MMP9,0.16041036,0.13479947,-0.1890494,0.2139695,0.36161488,-0.1644549,0.1266589,-0.23719889,-0.46703583,0.24616726,0.3175246,0.34865028,-0.16202319,0.57259405,0.031728268,-0.26512814
MNT,0.1377036,0.13325053,-0.18696411,0.22614779,0.34860638,-0.18170463,0.1190487,-0.21647295,-0.45108095,0.25494856,0.3236462,0.35759205,-0.15657713,0.5560397,0.040015027,-0.27046183
MPO,-0.057530504,-0.13846174,-0.2640655,0.044330493,0.11058283,-0.21007891,0.13045736,0.23751968,-0.23566532,0.25556535,-0.040986925,0.1530917,0.10239358,0.28329563,-0.003809981,-0.326183
MRE11,-0.010253179,0.014220081,-0.22201784,0.1571519,0.22801386,-0.18223685,0.080190204,0.005373575,-0.36831135,0.29744756,0.22806703,0.3462252,0.049790047,0.382127,0.0744302,-0.27251822
MTOR,0.1454416,0.15063733,-0.17852323,0.22909527,0.34894893,-0.18561482,0.121395454,-0.23796102,-0.445797,0.25970802,0.33524883,0.35753524,-0.18253505,0.56586736,0.046591654,-0.28189993
MYC,0.16942348,0.15448698,-0.18922365,0.20466761,0.36145192,-0.16072644,0.12540513,-0.27194124,-0.46681815,0.24288929,0.31018347,0.32953855,-0.19636728,0.5960213,0.038842827,-0.29316854
NBN,0.120637394,0.11900384,-0.18756767,0.23290786,0.34068304,-0.18978746,0.1142575,-0.18705854,-0.44456524,0.26042333,0.32725602,0.37094313,-0.13138989,0.5351053,0.04146254,-0.25975206
NCOA4,0.151205,0.15918154,-0.17840779,0.22520493,0.35158968,-0.18066433,0.12301563,-0.25160858,-0.44742543,0.2603209,0.33272392,0.35055283,-0.19290085,0.5733832,0.047732025,-0.2886839
NFE2L2,0.1464872,0.13474655,-0.18830825,0.22232124,0.3536213,-0.17565987,0.121754125,-0.22485852,-0.4566246,0.25307456,0.32162273,0.35484123,-0.15990362,0.56350064,0.036864445,-0.27099943
NFKB1,0.14986816,0.13966227,-0.19122483,0.21631375,0.3547669,-0.17071448,0.1229401,-0.23379135,-0.4572246,0.25241616,0.31055707,0.34234762,-0.16783571,0.5701885,0.035949156,-0.28043708
NLRP3,-0.05074372,-0.12872815,-0.267505,0.04061896,0.11458092,-0.20087759,0.12813038,0.21874008,-0.24536563,0.25167552,-0.027446613,0.16016415,0.095848046,0.29665667,0.0006865263,-0.32998133
NOX4,-0.052929312,-0.12145253,-0.2707366,0.038886733,0.11305295,-0.19877058,0.12352935,0.20814362,-0.24821952,0.24724692,-0.02136375,0.16116008,0.08879469,0.30445173,0.006385818,-0.33726856
NR1D1,-0.03712538,-0.11947993,-0.28011936,0.006035258,0.11060763,-0.17725134,0.12852369,0.18523979,-0.2535211,0.23278585,-0.053178295,0.1254759,0.073558,0.32420772,0.0034207553,-0.35745594
NR2F2,0.088292286,0.060143225,-0.26263586,0.13007408,0.3031293,-0.117595226,0.10324305,-0.13094634,-0.45955324,0.20764732,0.20659442,0.28588307,-0.0471144,0.5233822,0.026111484,-0.28248304
NUAK2,0.122617334,0.13240379,-0.18219213,0.23955269,0.34436426,-0.19208656,0.11480707,-0.20014033,-0.4433062,0.26597655,0.33557868,0.37223423,-0.14432125,0.5385648,0.045533784,-0.26278427
PADI4,-0.03141058,-0.11289836,-0.27070636,0.051355287,0.14041266,-0.18810838,0.13092306,0.18891945,-0.27189583,0.24400553,-0.0073085874,0.17168196,0.086602405,0.3198993,-0.0064446926,-0.31558806
PARP1,0.12935834,0.121471435,-0.1911126,0.22530867,0.34522521,-0.18169354,0.11694756,-0.19798386,-0.4498912,0.25715488,0.31681398,0.3598546,-0.13756275,0.54496646,0.03772749,-0.26537687
PCNA,0.15668024,0.1540208,-0.1861561,0.21184288,0.35394806,-0.1691876,0.120728776,-0.26024523,-0.4583539,0.25092253,0.32040402,0.34108385,-0.18927065,0.58385754,0.045969203,-0.29290622
PDE4B,-0.06355633,-0.14321426,-0.2563353,0.059465423,0.108314194,-0.22440302,0.13095494,0.25392938,-0.22794893,0.26158425,-0.025523499,0.1702507,0.10780722,0.2708568,-0.0038111433,-0.3149173
PLIN2,0.14585008,0.14681351,-0.18067205,0.22908947,0.35164502,-0.18234858,0.12127357,-0.23449087,-0.45051688,0.25829902,0.3362193,0.36106628,-0.1741281,0.5644278,0.044310465,-0.2752908
PNPLA2,0.116894364,0.13018303,-0.18412137,0.24061649,0.3419603,-0.19305217,0.11317214,-0.19262648,-0.44089994,0.2691257,0.3337344,0.37350717,-0.13785937,0.53331834,0.046064526,-0.26339963
PPARGC1A,0.15189686,0.17985255,-0.16972414,0.22549388,0.34659886,-0.18572612,0.11692164,-0.28135788,-0.44302937,0.26337856,0.34973735,0.35310102,-0.22094892,0.58576024,0.06512532,-0.30776468
PPP2R2B,-0.05428443,-0.1333515,-0.264919,0.051049482,0.11590639,-0.20939419,0.13041222,0.23255539,-0.24098444,0.2549864,-0.026855186,0.16429117,0.10033713,0.28845912,-0.0044259205,-0.32204947
PRKAA1,0.122467235,0.12083606,-0.18874112,0.23151936,0.34203678,-0.18760538,0.11454208,-0.19087541,-0.44639865,0.2590141,0.3261041,0.36876118,-0.13368429,0.5382389,0.041010164,-0.2611044
PRKAA2,0.13210021,0.12507005,-0.19776042,0.21330795,0.3457387,-0.17052926,0.11282301,-0.21320027,-0.45820206,0.2514096,0.31056643,0.35198486,-0.14013292,0.55635756,0.04158014,-0.27532583
PRKD1,-0.029665494,-0.1074417,-0.2819281,0.020456083,0.12940028,-0.17093408,0.1268406,0.16804892,-0.27260488,0.23298183,-0.03146345,0.14293694,0.073821396,0.33574674,0.0014790744,-0.34469146
PRKDC,0.15407509,0.14853019,-0.17898959,0.22462507,0.3546644,-0.1780037,0.124259144,-0.24327502,-0.45397666,0.25528875,0.3356555,0.3576879,-0.1793375,0.56986773,0.04302323,-0.27412653
PRNP,0.12257904,0.11599639,-0.19127633,0.22828184,0.34214145,-0.18469052,0.11488879,-0.18660033,-0.44821602,0.25753686,0.3211019,0.36692807,-0.1273611,0.5368192,0.038633272,-0.2590032
PTBP1,-0.09030624,-0.1429987,-0.24371931,0.07659892,0.097194076,-0.2423822,0.122559234,0.27631864,-0.21012801,0.28539592,-0.013165578,0.18686496,0.12505896,0.23890308,0.011066474,-0.30943066
PTEN,0.12730369,0.1287583,-0.18540794,0.2322127,0.3433695,-0.18798484,0.11621806,-0.20171061,-0.4456769,0.259155,0.3311929,0.36794755,-0.1455958,0.5438087,0.04299715,-0.26452133
PTGS2,-0.04050597,-0.12918198,-0.27211377,0.024214458,0.11323423,-0.19101927,0.13194859,0.20805654,-0.24800998,0.24171883,-0.041457534,0.14361672,0.08641974,0.3082185,-0.002467528,-0.33888477
RAD50,0.1490492,0.15915327,-0.17337099,0.23220591,0.3521296,-0.18727262,0.12286662,-0.24860334,-0.44435024,0.2647815,0.33616626,0.35442978,-0.19318269,0.56882477,0.04858375,-0.28561768
RAD51,0.12293889,0.14438483,-0.17014664,0.25306928,0.34366924,-0.20538232,0.115458354,-0.2074508,-0.4330822,0.27927652,0.35126078,0.3819197,-0.16085593,0.5374334,0.052135415,-0.2690495
RB1,0.14107957,0.13539337,-0.18692744,0.22617526,0.35211396,-0.17892455,0.12070369,-0.21975529,-0.45277214,0.25836155,0.32156622,0.3561236,-0.15694676,0.55742,0.038437665,-0.27094632
RBM3,0.10290078,0.09385076,-0.20509204,0.22141105,0.32662973,-0.1846672,0.113131925,-0.14255859,-0.43688667,0.25856107,0.30484283,0.3665659,-0.095085174,0.51473874,0.032875016,-0.25794268
RELA,0.15669467,0.14158766,-0.18873055,0.21711029,0.35815728,-0.17158435,0.12482506,-0.24132544,-0.45892936,0.2519592,0.3111958,0.34138197,-0.17559849,0.5764091,0.034500837,-0.28220248
RGS4,0.1698103,0.18645474,-0.17639421,0.20494252,0.3529504,-0.16717893,0.12164885,-0.30836576,-0.45410037,0.25165755,0.33000755,0.32814044,-0.23683737,0.60752946,0.060777664,-0.31975573
RPS6KB1,0.12340987,0.1232965,-0.18704781,0.23283683,0.34242368,-0.18861806,0.114875,-0.19363046,-0.44582272,0.25968218,0.32883483,0.36967683,-0.13702738,0.5391275,0.041956514,-0.2614584
RUNX3,-0.046740606,-0.123753525,-0.27580765,0.01658941,0.10617551,-0.1884597,0.12673914,0.20095769,-0.24556799,0.23935086,-0.045207746,0.1365176,0.08079144,0.31175423,0.0052513033,-0.35212713
S100A8,-0.05506935,-0.14030492,-0.26729935,0.03744191,0.10667066,-0.20624588,0.13044146,0.23729202,-0.23496547,0.25521737,-0.03986834,0.15511425,0.10306718,0.2864116,-0.0028012693,-0.33247167
SAT1,-0.04343666,-0.12181958,-0.26745272,0.06737758,0.13856694,-0.20145452,0.13064986,0.21518657,-0.26425678,0.25097284,-0.0012888759,0.184489,0.10144167,0.30189058,-0.009842999,-0.30221277
SELE,0.1237859,0.1235518,-0.18509981,0.23565502,0.3429594,-0.1912775,0.115183204,-0.19307762,-0.44415194,0.26343212,0.3296609,0.3714348,-0.13799964,0.53830934,0.04195293,-0.26252416
SERPINE1,0.13508378,0.13932687,-0.18028337,0.233301,0.34541476,-0.19045775,0.118364856,-0.21852916,-0.44410357,0.2592936,0.33478278,0.36394197,-0.16567923,0.55397743,0.04526309,-0.27279428
SESN2,0.112567835,0.114084095,-0.19379048,0.2241884,0.33253747,-0.18621382,0.109838694,-0.18046904,-0.443065,0.25645316,0.3219427,0.368039,-0.123246685,0.53199524,0.045080982,-0.2646495
SETD7,-0.042485524,-0.092567675,-0.26405993,0.09557263,0.1654096,-0.19753434,0.12793481,0.18772376,-0.28543353,0.2534792,0.02792554,0.19997983,0.0940481,0.30993864,-0.008117914,-0.28010434
SIRT1,0.11072624,0.12387416,-0.1808244,0.24473698,0.33684397,-0.20071802,0.11171116,-0.18028902,-0.43435442,0.27415624,0.33639205,0.3801612,-0.13114314,0.52403766,0.04778126,-0.2616159
SIRT6,0.15227574,0.16251779,-0.17402463,0.22961617,0.3532589,-0.18424746,0.123422936,-0.25524867,-0.4461934,0.26329046,0.3362924,0.35220617,-0.19765618,0.5733713,0.049042106,-0.28815722
SLAMF8,0.1345353,0.1299985,-0.19134046,0.21923287,0.34557977,-0.17841254,0.11889211,-0.21271145,-0.45011234,0.2505828,0.31054676,0.34623784,-0.1540498,0.55477965,0.03839528,-0.27329504
SLC1A5,-0.04795593,-0.13191935,-0.27906448,-0.0081983255,0.091479465,-0.18276823,0.12963295,0.20548329,-0.23453762,0.23200932,-0.076293364,0.106862135,0.07717484,0.30911568,0.0055260807,-0.36709324
