,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
SLC39A8,0.11203543,0.09851215,-0.20032835,0.22123185,0.3374068,-0.18021332,0.11029235,-0.16523272,-0.4502944,0.25684536,0.3063175,0.36539605,-0.10046892,0.5258073,0.035942473,-0.25540853
SLC3A2,0.1420117,0.13929653,-0.1829474,0.22912233,0.35060197,-0.18418057,0.12013752,-0.22495109,-0.4495544,0.25953954,0.32720113,0.35842294,-0.16618897,0.56025696,0.04158944,-0.27542466
SLC40A1,0.12576617,0.12568912,-0.18628474,0.2320531,0.34311116,-0.18802199,0.11581317,-0.197721,-0.4458378,0.25939918,0.32865638,0.36775658,-0.14129998,0.54158247,0.042047754,-0.26313883
SLC7A11,0.12688997,0.13395199,-0.18185045,0.23772925,0.3434502,-0.19337603,0.11599728,-0.2054677,-0.44251004,0.26187035,0.33613694,0.36989307,-0.15370731,0.5450788,0.04508836,-0.26747936
SMARCB1,-0.056070283,-0.13339826,-0.26248258,0.053908378,0.11488808,-0.2125631,0.12982845,0.23448625,-0.23890226,0.25738266,-0.023307532,0.16781943,0.1008468,0.28566176,-0.0028575137,-0.32095093
SMURF2,-0.05724132,-0.13934341,-0.26338497,0.04459409,0.10827469,-0.21156046,0.13056995,0.23976478,-0.23320088,0.2580735,-0.036481977,0.1581657,0.102791265,0.2824657,-0.0027573407,-0.32799453
SNAI1,0.13467084,0.13807422,-0.19146253,0.22023204,0.34607196,-0.17517902,0.11599408,-0.22266075,-0.4544871,0.24823898,0.32737118,0.35646918,-0.15719403,0.5592943,0.044555373,-0.2719508
SNCA,-0.04122859,-0.12288097,-0.2683497,0.055978544,0.13319471,-0.1985187,0.13070941,0.20988292,-0.2614953,0.24765113,-0.012245096,0.17273024,0.095285445,0.30601376,-0.00779178,-0.3125895
SOCS1,-0.04566343,-0.12987259,-0.27163184,0.024570908,0.11021358,-0.19356777,0.13129419,0.21336773,-0.24277943,0.24645539,-0.0480572,0.13932785,0.088305056,0.30270368,-0.0014910698,-0.342448
SOCS2,-0.046094794,-0.12981668,-0.2687233,0.031652704,0.11159685,-0.19764045,0.13038293,0.21485505,-0.2442641,0.2459557,-0.034268036,0.15147649,0.08974043,0.30142903,-0.00030124187,-0.3350377
