compound,gene,binding_probability
Apigenin,HSP90AA1,0.44994595646858215
Apigenin,LIG4,0.44994452595710754
Daidzein,VEGFA,0.44994407892227173
Genistein,SLC39A8,0.44994300603866577
Oroxylin A,LPCAT3,0.4499427378177643
Apigenin,FANCD2,0.4499409794807434
Chrysin,GADD45B,0.44994041323661804
Daidzein,GADD45A,0.44994011521339417
Chrysin,TERT,0.44993942975997925
Chrysin,SNAI1,0.44993868470191956
Genistein,SELE,0.4499329626560211
Daidzein,TRIB3,0.4499327838420868
Apigenin,GOT1,0.44993162155151367
Daidzein,PRKAA2,0.4499312937259674
Genistein,CCL2,0.44993019104003906
Apigenin,IL1A,0.44992974400520325
Apigenin,ACSL4,0.44992968440055847
Luteolin,ABCC2,0.44992873072624207
Scutellarein,DPP4,0.44992437958717346
Oroxylin A,WNT5A,0.4499242901802063
Wogonin,SLC1A5,0.4499235153198242
Daidzein,IGFBP5,0.44992080330848694
Luteolin,MMP13,0.44991782307624817
Apigenin,CCNE1,0.44991493225097656
Apigenin,FBXL5,0.4499139189720154
Oroxylin A,BRD7,0.4499136805534363
Luteolin,TIMP1,0.4499126970767975
Genistein,ALOX12,0.4499126076698303
Apigenin,AKT1,0.44991135597229004
Formononetin,SETD7,0.4499070942401886
Chrysin,ATF4,0.44990643858909607
Genistein,NUAK2,0.44990551471710205
Genistein,NBN,0.4499037265777588
Luteolin,FABP5,0.44990333914756775
Daidzein,PRKDC,0.44990184903144836
Daidzein,MDM4,0.4498976469039917
Chrysin,PLIN2,0.4498959183692932
Daidzein,CSE1L,0.44989466667175293
Genistein,TFAM,0.44989389181137085
Chrysin,SLC3A2,0.4498928189277649
Daidzein,VCAM1,0.44989264011383057
Genistein,WRN,0.4498908817768097
Apigenin,BNIP3,0.44989046454429626
Genistein,EMP1,0.4498864412307739
Luteolin,HSPB1,0.4498850107192993
Luteolin,LOX,0.4498840272426605
Apigenin,HBP1,0.44988375902175903
Daidzein,ATG7,0.4498831331729889
Chrysin,RB1,0.44988182187080383
Daidzein,CD38,0.44988149404525757
Chrysin,STAT3,0.4498808979988098
Chrysin,BLM,0.4498805105686188
Scutellarein,NR2F2,0.44988012313842773
Genistein,ICAM1,0.4498782157897949
Apigenin,TNF,0.44987794756889343
Chrysin,GSS,0.4498773217201233
Daidzein,MTOR,0.44987550377845764
Chrysin,CCND1,0.4498729407787323
Chrysin,HSPA5,0.4498724639415741
Chrysin,MMP12,0.4498656094074249
Luteolin,PCNA,0.4498647451400757
Daidzein,MAPK3,0.44986438751220703
Chrysin,XRCC6,0.44986265897750854
Apigenin,ATG5,0.44986140727996826
Chrysin,HDAC3,0.4498559534549713
Chrysin,CHEK2,0.4498558044433594
Oroxylin A,EPHA4,0.44985491037368774
Daidzein,SLAMF8,0.44985491037368774
Apigenin,CHEK1,0.4498518109321594
Chrysin,MNT,0.4498485326766968
Chrysin,CHAC1,0.44984158873558044
Daidzein,TSC1,0.4498414695262909
Daidzein,ALOX5,0.44983792304992676
Daidzein,MMP10,0.4498378038406372
Genistein,PNPLA2,0.4498375654220581
Chrysin,MRE11,0.4498370885848999
Chrysin,H2AX,0.4498334228992462
Chrysin,MMP1,0.449832022190094
Chrysin,FTL,0.4498310685157776
Chrysin,CXCL8,0.44982701539993286
Chrysin,CRYAB,0.4498266279697418
Apigenin,BRCA1,0.4498256742954254
Chrysin,GABARAP,0.4498246908187866
Apigenin,MMP3,0.4498244524002075
Daidzein,NFE2L2,0.44982314109802246
Apigenin,LPIN2,0.4498176574707031
Chrysin,STEAP3,0.44981688261032104
Daidzein,TERT,0.44981658458709717
Oroxylin A,E2F3,0.44981080293655396
Kaempferol,KLF6,0.44981056451797485
Chrysin,ADIPOQ,0.44981032609939575
Apigenin,SESN2,0.44980862736701965
Genistein,EBF3,0.44980645179748535
Apigenin,PTEN,0.44980400800704956
Chrysin,EP300,0.4498038589954376
Daidzein,ACSL3,0.4498015344142914
Chrysin,LPIN1,0.44980114698410034
Daidzein,XRCC1,0.44979655742645264
Kaempferol,FOXO4,0.44979536533355713
Daidzein,JUN,0.44979315996170044
Daidzein,SNAI1,0.4497924745082855
Apigenin,GCLC,0.44979146122932434
Apigenin,EIF2A,0.44978973269462585
Chrysin,DDIT3,0.4497861862182617
Genistein,FTH1,0.4497847557067871
Daidzein,GSS,0.4497838020324707
Apigenin,SLC40A1,0.44978249073028564
Daidzein,GADD45B,0.44978225231170654
Daidzein,CD82,0.44978204369544983
Chrysin,IL10,0.44978055357933044
Apigenin,ALOX12,0.44977694749832153
Chrysin,IL18,0.4497765898704529
Daidzein,ATF4,0.4497750997543335
Genistein,RBM3,0.44977495074272156
Apigenin,TERF1,0.4497734606266022
Apigenin,FOXO1,0.4497717320919037
Kaempferol,LACTB,0.44977089762687683
Daidzein,PLIN2,0.4497702419757843
Luteolin,COL1A2,0.44976806640625
Daidzein,BAP1,0.44976699352264404
Apigenin,CDKN2B,0.44976621866226196
Daidzein,HMGA2,0.4497649669647217
Apigenin,PRNP,0.4497644007205963
Daidzein,HSPA5,0.44976431131362915
Scutellarein,RGS4,0.44976377487182617
Luteolin,CDKN2A,0.44976314902305603
Luteolin,MDM2,0.4497624635696411
Daidzein,CCND1,0.44976192712783813
Chrysin,IGFBP3,0.44976121187210083
Apigenin,SLC39A8,0.44975996017456055
Galangin,RGS4,0.44975972175598145
Apigenin,SLC7A11,0.4497549533843994
Chrysin,CREB1,0.44975370168685913
Apigenin,CCNA2,0.4497518539428711
Apigenin,TBX2,0.449751079082489
Daidzein,HDAC3,0.44975051283836365
Daidzein,CHEK2,0.4497499465942383
Daidzein,SLC3A2,0.44974857568740845
Apigenin,ATM,0.44974395632743835
Daidzein,STAT3,0.4497433602809906
Chrysin,CDO1,0.44974198937416077
Apigenin,CDK2,0.4497416913509369
Chrysin,MMP2,0.44974133372306824
Daidzein,BLM,0.44974130392074585
Luteolin,PPARGC1A,0.4497387409210205
Apigenin,PRKAA1,0.4497374892234802
Chrysin,VDAC3,0.449736088514328
Kaempferol,MYC,0.4497357904911041
Daidzein,STAT1,0.4497336447238922
Chrysin,HERC2,0.449731707572937
Kaempferol,E2F2,0.44973108172416687
Chrysin,BECN1,0.4497278332710266
Daidzein,RB1,0.44972720742225647
Chrysin,TIMP2,0.4497267007827759
Apigenin,RPS6KB1,0.4497257173061371
Kaempferol,CBS,0.44972532987594604
Luteolin,COL1A1,0.4497230350971222
Luteolin,DUOX1,0.44972196221351624
Chrysin,PARP1,0.4497217833995819
Chrysin,SERPINE1,0.4497215747833252
Chrysin,XRCC5,0.44972100853919983
Luteolin,BRCA2,0.4497206211090088
Oroxylin A,PTBP1,0.4497196078300476
Apigenin,JAK2,0.4497193694114685
Apigenin,MAX,0.4497181177139282
Chrysin,TERF2,0.4497181177139282
Apigenin,GMFB,0.44971781969070435
Apigenin,WRN,0.44971510767936707
Chrysin,CREBBP,0.4497129023075104
Genistein,TSC2,0.44971221685409546
Chrysin,GABARAPL1,0.4497121274471283
Genistein,COL3A1,0.44970861077308655
Apigenin,CDK6,0.44970589876174927
Daidzein,XRCC6,0.44970306754112244
Apigenin,MAP1LC3B,0.4497000575065613
Genistein,FOS,0.44969987869262695
Chrysin,HSP90AA1,0.4496974050998688
Chrysin,LIG4,0.44969597458839417
Chrysin,FANCD2,0.4496924579143524
Apigenin,CCL2,0.44969186186790466
Luteolin,TNFRSF1A,0.4496915340423584
Apigenin,SELE,0.44969120621681213
Apigenin,TFAM,0.44968685507774353
Daidzein,STEAP3,0.44968685507774353
Daidzein,MNT,0.44968581199645996
Apigenin,EIF2AK3,0.4496834874153137
Chrysin,GOT1,0.4496830999851227
Luteolin,HMGA1,0.4496826231479645
Chrysin,IL1A,0.44968122243881226
Chrysin,ACSL4,0.4496811628341675
Daidzein,EP300,0.4496766924858093
Genistein,RAD51,0.44967567920684814
Apigenin,NBN,0.449675053358078
Apigenin,EMP1,0.44966593384742737
Chrysin,FBXL5,0.449665367603302
Chrysin,AKT1,0.44966286420822144
Daidzein,GABARAP,0.4496621787548065
Chrysin,CCNE1,0.44966208934783936
Genistein,SIRT1,0.4496501386165619
Chrysin,BNIP3,0.4496419429779053
Apigenin,NUAK2,0.44963932037353516
Apigenin,ICAM1,0.44963595271110535
Chrysin,HBP1,0.44963523745536804
Daidzein,DDIT3,0.44963330030441284
Luteolin,FOXO3,0.44963324069976807
Chrysin,TNF,0.44962939620018005
Luteolin,LMNB1,0.44962555170059204
Oroxylin A,DPEP1,0.4496244788169861
Apigenin,RBM3,0.44962313771247864
Daidzein,IL18,0.4496212899684906
Daidzein,LPIN1,0.4496203362941742
Daidzein,MMP12,0.44961994886398315
Daidzein,CHAC1,0.4496196508407593
Genistein,TGFB1,0.44961676001548767
DFO,SLC1A5,0.4496157169342041
Oroxylin A,ICA1,0.4496144652366638
Chrysin,ATG5,0.4496128559112549
Daidzein,CREB1,0.44960981607437134
Baicalein,DPP4,0.44960808753967285
Luteolin,HDAC2,0.44960519671440125
Daidzein,IGFBP3,0.4496036469936371
Chrysin,CHEK1,0.44960328936576843
Luteolin,SQSTM1,0.4496006667613983
Daidzein,IL10,0.4495977759361267
Daidzein,MMP2,0.44959768652915955
Luteolin,RELA,0.44959598779678345
Apigenin,EBF3,0.4495932161808014
Kaempferol,LOX,0.4495926797389984
Daidzein,HERC2,0.4495795667171478
Apigenin,PNPLA2,0.4495784640312195
Chrysin,BRCA1,0.44957709312438965
Chrysin,MMP3,0.4495759606361389
Luteolin,FN1,0.44957542419433594
Luteolin,CDKN1B,0.4495742619037628
Daidzein,SERPINE1,0.4495702087879181
Oroxylin A,SNCA,0.4495692551136017
Chrysin,LPIN2,0.4495691657066345
Baicalein,NR2F2,0.4495638608932495
Luteolin,HDAC1,0.44956251978874207
Chrysin,SESN2,0.44956010580062866
Daidzein,XRCC5,0.44955772161483765
Daidzein,BECN1,0.44955697655677795
Wogonin,CD74,0.44955548644065857
Chrysin,PTEN,0.44955548644065857
Daidzein,CREBBP,0.4495544135570526
Daidzein,VDAC3,0.44955334067344666
Oroxylin A,MCU,0.4495529532432556
Daidzein,GABARAPL1,0.4495485723018646
Luteolin,MAP1LC3A,0.4495459198951721
Daidzein,TIMP2,0.4495444893836975
Chrysin,GCLC,0.44954293966293335
Daidzein,TERF2,0.4495425224304199
Chrysin,EIF2A,0.44954121112823486
Oroxylin A,ERN1,0.4495401382446289
Oroxylin A,HERPUD1,0.4495393931865692
Apigenin,FTH1,0.4495384097099304
Kaempferol,TIMP1,0.44953450560569763
Daidzein,FANCD2,0.44953423738479614
Chrysin,SLC40A1,0.44953396916389465
Kaempferol,HSPB1,0.44952934980392456
Daidzein,LIG4,0.44952839612960815
Chrysin,ALOX12,0.44952839612960815
Daidzein,PARP1,0.44952520728111267
Chrysin,TERF1,0.44952496886253357
Chrysin,FOXO1,0.4495231807231903
Luteolin,NFKB1,0.44952020049095154
Chrysin,CDKN2B,0.44951769709587097
Chrysin,PRNP,0.4495159089565277
Kaempferol,ABCC2,0.44951552152633667
Chrysin,SLC39A8,0.44951143860816956
Daidzein,CCNE1,0.44950971007347107
Luteolin,GCLM,0.44950783252716064
Chrysin,SLC7A11,0.4495064318180084
Luteolin,NCOA4,0.4495047926902771
Kaempferol,MMP13,0.4495045840740204
Daidzein,FBXL5,0.4495037794113159
Apigenin,TSC2,0.4495026767253876
Chrysin,TBX2,0.449502557516098
Luteolin,BRD4,0.4495006501674652
Apigenin,COL3A1,0.4494989216327667
Daidzein,AKT1,0.4494982361793518
Chrysin,ATM,0.44949543476104736
Daidzein,HSP90AA1,0.4494945704936981
Chrysin,CDK2,0.4494931399822235
Daidzein,ACSL4,0.44949275255203247
Luteolin,CDK4,0.44949033856391907
Kaempferol,FABP5,0.44949012994766235
Chrysin,CCNA2,0.4494889974594116
Chrysin,PRKAA1,0.44948893785476685
Galangin,KLF6,0.4494865834712982
Luteolin,CDKN1A,0.4494788646697998
Chrysin,RPS6KB1,0.4494772255420685
Apigenin,FOS,0.44947683811187744
Kaempferol,PCNA,0.4494748115539551
Daidzein,BNIP3,0.44947361946105957
Apigenin,TGFB1,0.4494720697402954
Galangin,FOXO4,0.44947129487991333
Kaempferol,MDM2,0.44947105646133423
Chrysin,JAK2,0.4494708776473999
Chrysin,MAX,0.44946956634521484
Chrysin,GMFB,0.44946929812431335
Daidzein,GOT1,0.44946855306625366
Chrysin,WRN,0.4494665861129761
Quercetin,DPP4,0.449462354183197
Daidzein,HBP1,0.4494621157646179
Luteolin,SIRT6,0.44945788383483887
Chrysin,CDK6,0.4494573771953583
Oroxylin A,PADI4,0.4494569003582001
Luteolin,ATR,0.4494529664516449
Chrysin,MAP1LC3B,0.4494515061378479
Oroxylin A,ACVR1B,0.4494491517543793
Galangin,LACTB,0.4494468867778778
Chrysin,CCL2,0.44944342970848083
Chrysin,SELE,0.44944271445274353
Daidzein,IL1A,0.4494406282901764
Chrysin,TFAM,0.44943830370903015
Chrysin,EIF2AK3,0.44943493604660034
Daidzein,CHEK1,0.4494345188140869
Luteolin,MAPK8,0.44943171739578247
Kaempferol,DUOX1,0.44943055510520935
Luteolin,LIG3,0.44942983984947205
Chrysin,NBN,0.4494265615940094
Luteolin,ATF2,0.44942453503608704
Daidzein,ATG5,0.4494198262691498
Daidzein,BRCA1,0.44941872358322144
Quercetin,NR2F2,0.4494180977344513
Chrysin,EMP1,0.4494174122810364
Daidzein,MRE11,0.4494131803512573
Apigenin,SIRT1,0.44941264390945435
Galangin,MYC,0.4494118392467499
Daidzein,CDO1,0.4494113624095917
Daidzein,H2AX,0.4494096636772156
Daidzein,MMP1,0.44940921664237976
Daidzein,FTL,0.4494079649448395
Daidzein,CRYAB,0.44940778613090515
Luteolin,VDAC2,0.449406236410141
Luteolin,GPX4,0.44940295815467834
Daidzein,CXCL8,0.44940295815467834
Galangin,E2F2,0.4494025409221649
Scutellarein,KLF6,0.4494015872478485
Galangin,CBS,0.4494013488292694
Wogonin,LGMN,0.4493998885154724
Luteolin,MMP9,0.44939449429512024
Apigenin,RAD51,0.44939151406288147
Chrysin,NUAK2,0.44939082860946655
Luteolin,BNIP3L,0.4493896961212158
Daidzein,LPIN2,0.44938957691192627
Scutellarein,FOXO4,0.4493890702724457
Chrysin,ICAM1,0.44938743114471436
Daidzein,ADIPOQ,0.4493873119354248
Daidzein,MMP3,0.4493750333786011
Chrysin,RBM3,0.44937464594841003
Daidzein,PTEN,0.449371874332428
Luteolin,TP53,0.4493645429611206
Scutellarein,LACTB,0.4493618905544281
Daidzein,TNF,0.44935983419418335
Wogonin,CTSB,0.44935911893844604
Luteolin,CD82,0.4493561387062073
Kaempferol,COL1A2,0.4493549168109894
Daidzein,EIF2A,0.4493549168109894
Daidzein,GCLC,0.4493545889854431
Baicalein,RGS4,0.4493524730205536
Kaempferol,CDKN2A,0.4493499994277954
DFO,CD74,0.44934889674186707
Kaempferol,HMGA1,0.4493480920791626
Daidzein,CCNA2,0.4493466317653656
Luteolin,RAD50,0.44934606552124023
Chrysin,EBF3,0.4493447244167328
Daidzein,TBX2,0.4493434727191925
Luteolin,CCNB1,0.44934260845184326
Daidzein,SLC40A1,0.4493423104286194
Daidzein,SESN2,0.4493408203125
Kaempferol,TNFRSF1A,0.44933706521987915
Luteolin,HSPD1,0.4493370056152344
Daidzein,ATM,0.4493359625339508
Scutellarein,E2F2,0.4493359625339508
Daidzein,SLC7A11,0.44933485984802246
Daidzein,TERF1,0.44933292269706726
Chrysin,PNPLA2,0.4493299722671509
Luteolin,VEGFA,0.4493280053138733
Scutellarein,MYC,0.4493268132209778
Kaempferol,PPARGC1A,0.4493255615234375
Luteolin,GADD45A,0.4493241012096405
Daidzein,CDKN2B,0.44932058453559875
Oroxylin A,SPATA2,0.4493202269077301
Luteolin,TRIB3,0.44931674003601074
Scutellarein,CBS,0.4493163228034973
Luteolin,PRKAA2,0.44931524991989136
Daidzein,FOXO1,0.4493124783039093
Kaempferol,COL1A1,0.4493098556995392
Kaempferol,BRCA2,0.44930747151374817
Luteolin,IGFBP5,0.4493047595024109
DFO,LGMN,0.4492984712123871
Daidzein,PRNP,0.44929832220077515
Chrysin,FTH1,0.44928988814353943
Daidzein,MAP1LC3B,0.449288547039032
Luteolin,PRKDC,0.4492858052253723
Daidzein,PRKAA1,0.4492834508419037
Quercetin,RGS4,0.4492824375629425
Luteolin,MDM4,0.44928160309791565
Luteolin,CSE1L,0.4492786228656769
Daidzein,GMFB,0.4492783844470978
Daidzein,RPS6KB1,0.4492778480052948
Luteolin,VCAM1,0.4492765963077545
Daidzein,CDK6,0.44927164912223816
Luteolin,MMP10,0.449271559715271
Galangin,LOX,0.4492686688899994
Daidzein,EIF2AK3,0.4492681920528412
Luteolin,ATG7,0.44926711916923523
Luteolin,CD38,0.4492654800415039
Kaempferol,FOXO3,0.4492643475532532
Daidzein,MAX,0.4492618441581726
Luteolin,MTOR,0.449259489774704
Daidzein,CDK2,0.4492582678794861
Daidzein,JAK2,0.44925808906555176
Kaempferol,MAP1LC3A,0.44925451278686523
Chrysin,TSC2,0.4492541253566742
Daidzein,SLC39A8,0.4492536187171936
Kaempferol,RELA,0.4492528438568115
Kaempferol,LMNB1,0.44925224781036377
DFO,CTSB,0.4492514431476593
Chrysin,COL3A1,0.44925037026405334
Luteolin,MAPK3,0.44924837350845337
Oroxylin A,ABCC1,0.4492473602294922
Daidzein,SELE,0.44924354553222656
Daidzein,CCL2,0.4492408037185669
Luteolin,SLAMF8,0.4492388367652893
Kaempferol,HDAC2,0.4492349922657013
Kaempferol,SQSTM1,0.4492332637310028
Chrysin,FOS,0.44922834634780884
Luteolin,TSC1,0.449225515127182
Wogonin,LCN2,0.44922536611557007
Chrysin,TGFB1,0.4492236375808716
Daidzein,ALOX12,0.44922325015068054
Luteolin,ALOX5,0.4492219090461731
Daidzein,NUAK2,0.44921618700027466
Kaempferol,CDKN1B,0.44921573996543884
Daidzein,NBN,0.4492143392562866
Kaempferol,HDAC1,0.4492122232913971
Galangin,TIMP1,0.4492105543613434
Luteolin,NFE2L2,0.4492071866989136
Galangin,HSPB1,0.44920533895492554
Daidzein,TFAM,0.4492044746875763
Daidzein,WRN,0.4492015838623047
Luteolin,TERT,0.4492005407810211
Luteolin,BAP1,0.44920024275779724
Daidzein,EMP1,0.44919708371162415
Kaempferol,GCLM,0.44919657707214355
Wogonin,NR1D1,0.4491942822933197
Daidzein,ICAM1,0.44918879866600037
Wogonin,HIF1A,0.4491862952709198
Luteolin,ACSL3,0.4491855204105377
Kaempferol,NFKB1,0.44918379187583923
Scutellarein,LOX,0.44918370246887207
Luteolin,XRCC1,0.44918063282966614
Luteolin,JUN,0.4491771459579468
Oroxylin A,SAT1,0.44917696714401245
Luteolin,SNAI1,0.44917649030685425
Galangin,ABCC2,0.4491739273071289
Wogonin,IRF1,0.4491722583770752
Galangin,MMP13,0.4491688013076782
Luteolin,STAT1,0.4491684138774872
Luteolin,GSS,0.44916772842407227
Luteolin,HMGA2,0.4491667151451111
Luteolin,GADD45B,0.4491662383079529
Chrysin,SIRT1,0.44916418194770813
Kaempferol,FN1,0.4491623044013977
Luteolin,ATF4,0.44915908575057983
Galangin,FABP5,0.4491574466228485
Kaempferol,CDK4,0.44915473461151123
Luteolin,PLIN2,0.449154257774353
Galangin,PCNA,0.4491508901119232
Luteolin,HSPA5,0.4491482973098755
Daidzein,PNPLA2,0.4491482079029083
Galangin,MDM2,0.4491470456123352
Luteolin,CCND1,0.44914600253105164
Kaempferol,CDKN1A,0.44914376735687256
Luteolin,HDAC3,0.4491345286369324
Luteolin,CHEK2,0.449133962392807
Luteolin,SLC3A2,0.44913262128829956
Chrysin,RAD51,0.4491315186023712
Luteolin,STAT3,0.4491273760795593
Scutellarein,TIMP1,0.44912558794021606
Luteolin,BLM,0.4491253197193146
Scutellarein,ABCC2,0.4491204023361206
Scutellarein,HSPB1,0.4491204023361206
Kaempferol,NCOA4,0.44911810755729675
Daidzein,EBF3,0.44911712408065796
Luteolin,RB1,0.4491112530231476
Scutellarein,MMP13,0.4491095244884491
Galangin,DUOX1,0.4491066038608551
Kaempferol,BRD4,0.44910192489624023
Kaempferol,BNIP3L,0.4490983784198761
DFO,LCN2,0.44909781217575073
Daidzein,FTH1,0.44909539818763733
Scutellarein,FABP5,0.44909507036209106
Kaempferol,ATR,0.4490908682346344
Luteolin,XRCC6,0.4490870237350464
Daidzein,RBM3,0.44908568263053894
Baicalein,KLF6,0.4490852952003479
Oroxylin A,COX7A1,0.4490818381309509
Kaempferol,MMP9,0.4490751028060913
Luteolin,MMP12,0.4490719437599182
Luteolin,STEAP3,0.44907087087631226
Baicalein,FOXO4,0.4490700960159302
Luteolin,MNT,0.4490698277950287
DFO,HIF1A,0.44906821846961975
Scutellarein,PCNA,0.4490658640861511
Kaempferol,CD82,0.4490647614002228
Scutellarein,MDM2,0.4490621089935303
Kaempferol,SIRT6,0.44906193017959595
Kaempferol,GPX4,0.4490613639354706
Luteolin,EP300,0.44906073808670044
Luteolin,CHAC1,0.44904789328575134
Kaempferol,LIG3,0.44904711842536926
Kaempferol,ATF2,0.4490465521812439
Luteolin,GABARAP,0.44904625415802
Baicalein,LACTB,0.44904568791389465
Luteolin,MRE11,0.44904348254203796
Luteolin,H2AX,0.4490398168563843
Luteolin,MMP1,0.44903838634490967
Wogonin,ZEB1,0.44903770089149475
Luteolin,FTL,0.4490374028682709
Kaempferol,VDAC2,0.4490370750427246
Luteolin,CXCL8,0.44903337955474854
Luteolin,CRYAB,0.4490329921245575
DFO,IRF1,0.44903290271759033
Kaempferol,VEGFA,0.44902828335762024
Kaempferol,TP53,0.4490269422531128
Kaempferol,MAPK8,0.449026495218277
Galangin,HMGA1,0.44902414083480835
Daidzein,TSC2,0.44902294874191284
Scutellarein,DUOX1,0.4490216374397278
Daidzein,COL3A1,0.44901928305625916
Luteolin,DDIT3,0.44901731610298157
Luteolin,ADIPOQ,0.4490166902542114
Kaempferol,PRKAA2,0.4490136206150055
Galangin,TNFRSF1A,0.4490130841732025
Wogonin,ATG3,0.44901230931282043
Galangin,CDKN2A,0.4490106403827667
Baicalein,MYC,0.44901058077812195
Daidzein,FOS,0.44901058077812195
DFO,ATG3,0.4490080773830414
Luteolin,LPIN1,0.449007511138916
Wogonin,RUNX3,0.44900721311569214
Luteolin,IL18,0.4490053951740265
Baicalein,E2F2,0.44900137186050415
Baicalein,CBS,0.44900012016296387
Galangin,COL1A2,0.4489961266517639
Luteolin,CREB1,0.44899386167526245
Luteolin,IGFBP3,0.448987752199173
Luteolin,IL10,0.4489869475364685
Daidzein,RAD51,0.44898635149002075
Luteolin,MMP2,0.44898176193237305
Kaempferol,MMP10,0.4489802122116089
Fisetin,DPP4,0.4489801228046417
Kaempferol,HSPD1,0.4489790201187134
Kaempferol,VCAM1,0.4489744305610657
Kaempferol,MDM4,0.4489727020263672
Galangin,COL1A1,0.4489654004573822
Luteolin,HERC2,0.44896358251571655
Galangin,BRCA2,0.4489632844924927
DFO,ZEB1,0.4489632546901703
Kaempferol,RAD50,0.4489620327949524
Daidzein,SIRT1,0.44896090030670166
Scutellarein,COL1A2,0.4489598274230957
Kaempferol,GADD45A,0.4489573836326599
Scutellarein,CDKN2A,0.4489549398422241
Luteolin,SERPINE1,0.4489542543888092
Kaempferol,CCNB1,0.4489538371562958
Galangin,PPARGC1A,0.44895273447036743
Luteolin,CDO1,0.44894835352897644
DFO,NR1D1,0.4489482045173645
Luteolin,VDAC3,0.44894248247146606
Kaempferol,TRIB3,0.4489418566226959
Luteolin,XRCC5,0.44894176721572876
Luteolin,BECN1,0.4489409923553467
Galangin,FOXO3,0.4489404261112213
Quercetin,KLF6,0.44893959164619446
Scutellarein,HMGA1,0.44893917441368103
Luteolin,CREBBP,0.4489384889602661
Kaempferol,SLAMF8,0.4489361047744751
Fisetin,NR2F2,0.4489358961582184
Kaempferol,PRKDC,0.4489343762397766
Luteolin,TIMP2,0.44893312454223633
Kaempferol,ATG7,0.44893303513526917
Luteolin,GABARAPL1,0.4489326477050781
Galangin,MAP1LC3A,0.44893062114715576
Scutellarein,PPARGC1A,0.44893041253089905
Galangin,RELA,0.4489288926124573
Galangin,LMNB1,0.4489283263683319
Luteolin,PARP1,0.44892817735671997
Scutellarein,TNFRSF1A,0.4489281177520752
Daidzein,TGFB1,0.44892749190330505
Luteolin,TERF2,0.44892656803131104
Quercetin,FOXO4,0.44892436265945435
Kaempferol,CD38,0.44892361760139465
Wogonin,SOCS1,0.44892197847366333
Kaempferol,IGFBP5,0.4489213824272156
Luteolin,FANCD2,0.44891831278800964
Wogonin,IRF9,0.4489160180091858
Scutellarein,COL1A1,0.4489147663116455
Kaempferol,MAPK3,0.44891321659088135
Luteolin,LIG4,0.44891250133514404
Scutellarein,BRCA2,0.4489124119281769
Galangin,HDAC2,0.44891101121902466
Galangin,SQSTM1,0.44890934228897095
Kaempferol,BAP1,0.44890889525413513
Kaempferol,MTOR,0.44890379905700684
Luteolin,HSP90AA1,0.44890379905700684
Wogonin,BCL6,0.4489026665687561
DFO,BCL6,0.44890227913856506
Kaempferol,CSE1L,0.44890159368515015
Quercetin,LACTB,0.4488999545574188
Kaempferol,ALOX5,0.4488953948020935
Luteolin,CCNE1,0.44889381527900696
Kaempferol,NFE2L2,0.4488937556743622
Galangin,CDKN1B,0.4488917887210846
Kaempferol,TSC1,0.448890745639801
Luteolin,GOT1,0.44888949394226074
Galangin,HDAC1,0.44888830184936523
Luteolin,FBXL5,0.4488878548145294
Luteolin,IL1A,0.4488876760005951
Luteolin,ACSL4,0.44888755679130554
Luteolin,AKT1,0.4488823413848877
Kaempferol,STAT1,0.4488770365715027
Kaempferol,HMGA2,0.448875367641449
Kaempferol,XRCC1,0.44887441396713257
Wogonin,SP1,0.4488733410835266
Galangin,GCLM,0.4488726854324341
Baicalein,LOX,0.4488674998283386
Quercetin,MYC,0.4488648474216461
DFO,IRF9,0.44886431097984314
Kaempferol,JUN,0.4488634467124939
Kaempferol,ACSL3,0.44886335730552673
Oroxylin A,DYRK1A,0.44885990023612976
Galangin,NFKB1,0.448859840631485
DFO,RUNX3,0.44885778427124023
Luteolin,BNIP3,0.44885769486427307
DFO,SOCS1,0.44885575771331787
Quercetin,E2F2,0.4488556385040283
Kaempferol,GADD45B,0.44885537028312683
Scutellarein,FOXO3,0.44885537028312683
Kaempferol,TERT,0.4488544762134552
Quercetin,CBS,0.44885438680648804
Kaempferol,SNAI1,0.44885364174842834
Wogonin,CXCL10,0.4488498568534851
Luteolin,HBP1,0.4488462507724762
Scutellarein,MAP1LC3A,0.44884568452835083
Scutellarein,RELA,0.44884395599365234
Scutellarein,LMNB1,0.448843389749527
Luteolin,TNF,0.4488358199596405
Galangin,CDK4,0.448830783367157
Galangin,FN1,0.4488305151462555
Scutellarein,HDAC2,0.44882604479789734
Fisetin,RGS4,0.44882598519325256
Scutellarein,SQSTM1,0.44882434606552124
Kaempferol,ATF4,0.448821485042572
Galangin,CDKN1A,0.4488198459148407
Luteolin,ATG5,0.4488193094730377
Luteolin,CHEK1,0.4488185942173004
DFO,SP1,0.4488131105899811
DFO,MAP3K14,0.4488118290901184
Kaempferol,PLIN2,0.4488109052181244
Baicalein,TIMP1,0.4488093852996826
Kaempferol,SLC3A2,0.44880783557891846
Scutellarein,CDKN1B,0.44880688190460205
Baicalein,HSPB1,0.44880419969558716
Scutellarein,HDAC1,0.4488033354282379
Luteolin,BRCA1,0.4488028287887573
Wogonin,PTGS2,0.44879698753356934
Kaempferol,RB1,0.4487968981266022
DFO,FBXO31,0.4487967789173126
Kaempferol,STAT3,0.4487959146499634
Kaempferol,BLM,0.44879552721977234
Galangin,NCOA4,0.4487941563129425
Kaempferol,GSS,0.44879236817359924
DFO,CXCL10,0.44879111647605896
