compound,gene,binding_probability
Melatonin,PTBP1,0.43481817841529846
Honokiol,GMFB,0.43481773138046265
Melatonin,DPEP1,0.434816837310791
Idebenone,CHEK1,0.43481186032295227
Nobiletin,ADIPOQ,0.4348110556602478
Nobiletin,MAP1LC3A,0.4348107874393463
Idebenone,LPIN2,0.4348090887069702
Idebenone,PTEN,0.4348084330558777
Honokiol,EMP1,0.43480733036994934
Idebenone,TFAM,0.4348069131374359
Honokiol,TBX2,0.4348064661026001
Idebenone,SLC40A1,0.4348052442073822
Idebenone,GCLC,0.434803307056427
Idebenone,CDKN2B,0.4348031282424927
Honokiol,CCL2,0.43480271100997925
Honokiol,NBN,0.43480268120765686
Honokiol,ATM,0.4348023235797882
Plumbagin,SPATA2,0.434801310300827
Idebenone,TERF1,0.4347999691963196
Honokiol,CDK6,0.4347974956035614
Idebenone,EIF2A,0.4347972273826599
Idebenone,RBM3,0.43479636311531067
Honokiol,SELE,0.434796005487442
Idebenone,PRKAA1,0.43479546904563904
Idebenone,JAK2,0.43479475378990173
Naringenin,SOCS1,0.43479207158088684
Pinocembrin,ZEB1,0.4347892999649048
Naringenin,IRF9,0.4347892999649048
Tanshinone IIA,IRF7,0.43478924036026
Idebenone,MAX,0.43478843569755554
Idebenone,BRCA1,0.43478402495384216
Aloe emodin,HIF1A,0.4347836673259735
Aloe emodin,IRF1,0.4347807765007019
Naringenin,BCL6,0.4347795844078064
Magnolol,PNPLA2,0.4347790479660034
Idebenone,RPS6KB1,0.4347764551639557
Melatonin,ICA1,0.43477559089660645
Nobiletin,HSPB1,0.43477293848991394
Magnolol,TSC2,0.4347721040248871
Magnolol,COL3A1,0.4347674250602722
Pinocembrin,ATG3,0.4347667098045349
Melatonin,SNCA,0.434765100479126
Honokiol,MAP1LC3B,0.43476489186286926
Nobiletin,TIMP1,0.434762567281723
Idebenone,EMP1,0.4347621202468872
Shikonin,SOCS1,0.4347597360610962
Idebenone,NBN,0.43475860357284546
Idebenone,GMFB,0.43475842475891113
Tanshinone IIA,MEN1,0.434756875038147
Idebenone,TGFB1,0.43475598096847534
Honokiol,TGFB1,0.4347558915615082
Honokiol,EIF2AK3,0.4347558915615082
Honokiol,CCNA2,0.43475261330604553
Shikonin,IRF9,0.4347519278526306
Idebenone,CCL2,0.434750497341156
Emodin,SLC1A5,0.43474990129470825
Magnolol,FTH1,0.43474867939949036
Tanshinone IIA,PPP2R2B,0.4347439110279083
Idebenone,SLC7A11,0.434743195772171
Tanshinone IIA,PDE4B,0.4347430467605591
Naringenin,SP1,0.43474268913269043
Hydroxytyrosol,DUOX1,0.4347425103187561
Idebenone,SELE,0.43474164605140686
Pinocembrin,RUNX3,0.43474143743515015
Honokiol,ICAM1,0.4347400367259979
Erastin,SLC1A5,0.43473580479621887
Idebenone,CDK6,0.4347345232963562
Shikonin,BCL6,0.4347313940525055
Idebenone,TBX2,0.4347265958786011
Magnolol,FOS,0.43472400307655334
Idebenone,ATM,0.43472370505332947
Plumbagin,ABCC1,0.4347213804721832
Honokiol,NUAK2,0.43472129106521606
Shikonin,SP1,0.43471357226371765
Curcumin,PTBP1,0.4347133934497833
Curcumin,DPEP1,0.43471208214759827
Naringenin,CXCL10,0.4347110986709595
Melatonin,MCU,0.4347074031829834
Tangeretin,RAD51,0.43470561504364014
Idebenone,ICAM1,0.4347011148929596
Hydroxytyrosol,MDM2,0.43470102548599243
Idebenone,MAP1LC3B,0.43469998240470886
VC,LACTB,0.43469470739364624
Idebenone,EIF2AK3,0.4346946179866791
Melatonin,ERN1,0.43469303846359253
Melatonin,PADI4,0.434691458940506
Hydroxytyrosol,LOX,0.4346887171268463
Melatonin,HERPUD1,0.4346882104873657
Shikonin,CXCL10,0.4346846044063568
Honokiol,PNPLA2,0.4346773028373718
Idebenone,NUAK2,0.4346730709075928
Tanshinone IIA,SMARCB1,0.43467289209365845
Idebenone,CCNA2,0.43467140197753906
Curcumin,ICA1,0.4346708357334137
Nobiletin,PCNA,0.43467074632644653
Honokiol,TSC2,0.4346703886985779
Idebenone,TSC2,0.434669554233551
Plumbagin,SAT1,0.4346683919429779
Chrysophanol,LGMN,0.4346672594547272
Idebenone,COL3A1,0.43466585874557495
Honokiol,COL3A1,0.4346656799316406
Curcumin,SNCA,0.43466028571128845
Pinocembrin,SOCS1,0.43465858697891235
Pinocembrin,IRF9,0.4346557855606079
Naringenin,PTGS2,0.43465572595596313
Hydroxytyrosol,RGS4,0.4346538484096527
Magnolol,SIRT1,0.4346473217010498
Honokiol,FTH1,0.43464696407318115
Pinocembrin,BCL6,0.43464604020118713
Naringenin,MAP3K14,0.4346455931663513
Tanshinone IIA,ATF3,0.4346446096897125
Nobiletin,HMGA1,0.4346397817134857
Idebenone,PNPLA2,0.4346383512020111
Aloe emodin,RUNX3,0.43463578820228577
Shikonin,PTGS2,0.43463388085365295
Chrysophanol,CTSB,0.43463119864463806
Salidroside,CD74,0.4346259534358978
VC,KLF6,0.43462520837783813
Idebenone,FTH1,0.43462345004081726
Honokiol,FOS,0.43462222814559937
Idebenone,FOS,0.43461886048316956
Aloe emodin,ZEB1,0.43461859226226807
Naringenin,HMOX1,0.4346183240413666
Tanshinone IIA,WWTR1,0.43461695313453674
Tanshinone IIA,LPCAT3,0.4346129894256592
Nobiletin,FABP5,0.4346119165420532
Nobiletin,ABCC2,0.43460947275161743
Shikonin,MAP3K14,0.4346092641353607
Pinocembrin,SP1,0.43460920453071594
Nobiletin,MMP13,0.4346085786819458
Curcumin,MCU,0.43460264801979065
Shikonin,HMOX1,0.4346003830432892
Melatonin,ACVR1B,0.43459445238113403
Naringenin,IL1B,0.4345933496952057
Curcumin,ERN1,0.4345882833003998
Shikonin,IL1B,0.4345869719982147
Curcumin,PADI4,0.43458670377731323
Naringenin,IFNG,0.43458545207977295
Curcumin,HERPUD1,0.434583455324173
Nobiletin,GCLM,0.4345807135105133
Pinocembrin,CXCL10,0.434577614068985
Shikonin,IFNG,0.43457484245300293
Tanshinone IIA,WNT5A,0.43456679582595825
Naringenin,S100A8,0.4345633387565613
Plumbagin,COX7A1,0.43456247448921204
Tanshinone IIA,BRD7,0.4345604479312897
Chrysophanol,NR1D1,0.43455392122268677
Hydroxytyrosol,FOXO4,0.4345497786998749
Aloe emodin,ATG3,0.43454670906066895
Honokiol,SIRT1,0.4345455765724182
Idebenone,SIRT1,0.4345453679561615
Naringenin,MAPK1,0.4345419108867645
Nobiletin,TNFRSF1A,0.43454042077064514
Naringenin,ALOX15,0.43453919887542725
Nobiletin,MMP10,0.43453896045684814
Huperzine A,CD74,0.43453842401504517
Naringenin,YAP1,0.43453648686408997
Shikonin,MAPK1,0.4345322251319885
Tanshinone IIA,EPHA4,0.4345287084579468
Shikonin,S100A8,0.4345279932022095
Chrysophanol,LCN2,0.434527188539505
Naringenin,FBXO31,0.43452438712120056
Nobiletin,BAP1,0.4345237910747528
Shikonin,YAP1,0.43452367186546326
Pinocembrin,PTGS2,0.43452221155166626
Magnolol,RAD51,0.43452194333076477
Naringenin,TNFAIP1,0.43452051281929016
Nobiletin,CD82,0.4345155656337738
Naringenin,TFRC,0.4345153272151947
Shikonin,ALOX15,0.43451496958732605
Pinocembrin,MAP3K14,0.4345121383666992
Naringenin,HMGB1,0.43450871109962463
Naringenin,KEAP1,0.434508353471756
Shikonin,TXNIP,0.4345076382160187
Naringenin,TXNIP,0.43450549244880676
Hydroxytyrosol,E2F2,0.4345037341117859
Aloe emodin,SOCS1,0.4345008134841919
Hydroxytyrosol,MYC,0.43449822068214417
Shikonin,FBXO31,0.4344935119152069
Nobiletin,COL1A2,0.4344923496246338
Shikonin,HMGB1,0.43449142575263977
Aloe emodin,IRF9,0.43449124693870544
Curcumin,ACVR1B,0.43448972702026367
Shikonin,TNFAIP1,0.4344865679740906
Naringenin,TLR4,0.43448546528816223
Pinocembrin,HMOX1,0.4344848096370697
Shikonin,TLR4,0.4344828724861145
Shikonin,TFRC,0.4344819486141205
Shikonin,KEAP1,0.4344803988933563
Hydroxytyrosol,CBS,0.4344801902770996
Naringenin,EPHA2,0.4344784617424011
Chrysophanol,HIF1A,0.43447810411453247
Epicatechin,CD74,0.43447810411453247
Melatonin,SPATA2,0.43447792530059814
Shikonin,IL6,0.4344771206378937
Naringenin,IL6,0.43447667360305786
Nobiletin,COL1A1,0.43447649478912354
Hydroxytyrosol,MRE11,0.4344761371612549
Catechin,CD74,0.43447577953338623
Chrysophanol,IRF1,0.43447524309158325
Nobiletin,BRCA2,0.43447455763816833
Hydroxytyrosol,H2AX,0.43447351455688477
Nobiletin,RELA,0.43447235226631165
Hydroxytyrosol,MMP1,0.4344721734523773
Hydroxytyrosol,FTL,0.4344712197780609
Hydroxytyrosol,CXCL8,0.4344691038131714
Naringenin,SOCS2,0.4344678521156311
Hydroxytyrosol,MAP1LC3A,0.43446624279022217
Naringenin,LIFR,0.43446147441864014
Hydroxytyrosol,CRYAB,0.43446093797683716
Pinocembrin,IL1B,0.4344598352909088
Shikonin,SOCS2,0.4344591200351715
Nobiletin,CDKN2A,0.4344589412212372
Shikonin,EPHA2,0.43445613980293274
Aloe emodin,SP1,0.43445613980293274
Naringenin,SOD1,0.4344552457332611
Pinocembrin,IFNG,0.43445202708244324
Tanshinone IIA,E2F3,0.4344518184661865
Hydroxytyrosol,ADIPOQ,0.434450626373291
Nobiletin,HDAC1,0.43445053696632385
Salidroside,LGMN,0.4344494044780731
Shikonin,IGFBP7,0.4344485104084015
Shikonin,LIFR,0.43444621562957764
Naringenin,IGFBP7,0.4344449043273926
Nobiletin,STAT1,0.43444347381591797
Aloe emodin,BCL6,0.43444162607192993
Nobiletin,NFKB1,0.43443986773490906
Nobiletin,HDAC2,0.4344390630722046
Nobiletin,SQSTM1,0.43443581461906433
Shikonin,SOD1,0.43443483114242554
Nobiletin,VEGFA,0.4344320297241211
Naringenin,MPO,0.4344313144683838
Pinocembrin,S100A8,0.4344298243522644
VC,DUOX1,0.43442749977111816
Hydroxytyrosol,HSPB1,0.43442484736442566
Aloe emodin,CXCL10,0.43442437052726746
Nobiletin,PPARGC1A,0.43442055583000183
Honokiol,RAD51,0.4344201982021332
Nobiletin,PRKAA2,0.4344194233417511
Phloretin,LACTB,0.43441858887672424
Idebenone,RAD51,0.4344152808189392
Nobiletin,CDK4,0.4344151020050049
Nobiletin,FOXO3,0.4344130754470825
Naringenin,SMURF2,0.43441155552864075
Shikonin,MPO,0.43441110849380493
Hydroxytyrosol,TIMP1,0.43440908193588257
Pinocembrin,MAPK1,0.4344084560871124
Naringenin,EDN1,0.43440747261047363
Nobiletin,BNIP3L,0.4344067871570587
Salidroside,CTSB,0.4344066083431244
Pinocembrin,ALOX15,0.43440571427345276
Pinocembrin,YAP1,0.4344029724597931
Nobiletin,LMNB1,0.4343999922275543
Melatonin,ABCC1,0.43439802527427673
Shikonin,EDN1,0.43439531326293945
Shikonin,SMURF2,0.43439415097236633
Pinocembrin,FBXO31,0.4343908727169037
Pinocembrin,TNFAIP1,0.4343870282173157
VC,MDM2,0.4343859553337097
Pinocembrin,TFRC,0.4343818724155426
Tanshinone IIA,PTBP1,0.43437984585762024
Aloe emodin,PTGS2,0.43437930941581726
Nobiletin,CDKN1B,0.4343792200088501
Pinocembrin,HMGB1,0.43437525629997253
Pinocembrin,KEAP1,0.4343748986721039
Plumbagin,DYRK1A,0.43437430262565613
VC,LOX,0.4343736469745636
Curcumin,SPATA2,0.4343731999397278
Pinocembrin,TXNIP,0.4343720078468323
Nobiletin,HMGA2,0.43437066674232483
Nobiletin,MMP12,0.4343700408935547
Naringenin,EGR1,0.43436896800994873
Emodin,CD74,0.4343640208244324
Huperzine A,LGMN,0.43436288833618164
Shikonin,EGR1,0.4343591630458832
Nobiletin,VCAM1,0.4343544840812683
Nobiletin,CDKN1A,0.4343537986278534
Pinocembrin,TLR4,0.43435195088386536
Erastin,CD74,0.4343498945236206
Aloe emodin,HMOX1,0.43434926867485046
Aloe emodin,IL1B,0.434347540140152
Pinocembrin,EPHA2,0.4343450367450714
Melatonin,SAT1,0.4343450367450714
Pinocembrin,IL6,0.4343431890010834
VC,RGS4,0.4343388080596924
Pinocembrin,SOCS2,0.434334397315979
Nobiletin,MMP9,0.4343305826187134
Chrysophanol,RUNX3,0.4343302845954895
Aloe emodin,IFNG,0.43432915210723877
Hydroxytyrosol,PCNA,0.43432891368865967
Pinocembrin,LIFR,0.43432798981666565
Pinocembrin,SOD1,0.43432173132896423
Huperzine A,CTSB,0.4343201518058777
Hydroxytyrosol,HMGA1,0.43431785702705383
Epicatechin,LGMN,0.4343176782131195
Naringenin,TNFAIP3,0.43431705236434937
Catechin,LGMN,0.43431535363197327
Nobiletin,NCOA4,0.4343138635158539
Chrysophanol,ZEB1,0.4343130588531494
Nobiletin,FN1,0.4343128204345703
Shikonin,TNFAIP3,0.43431174755096436
Pinocembrin,IGFBP7,0.43431147933006287
Nobiletin,ATR,0.43431031703948975
Aloe emodin,MAP3K14,0.43430978059768677
Nobiletin,SLAMF8,0.43430814146995544
Nobiletin,GPX4,0.4343043267726898
Naringenin,E2F1,0.4343026578426361
Nobiletin,TP53,0.4343022108078003
Nobiletin,CHAC1,0.4342983365058899
Pinocembrin,MPO,0.4342978596687317
Shikonin,E2F1,0.43429630994796753
Nobiletin,BRD4,0.43429356813430786
Curcumin,ABCC1,0.4342932105064392
Aloe emodin,MAPK1,0.43428468704223633
Shikonin,MAPK14,0.4342840313911438
Naringenin,MAPK14,0.43428197503089905
Shikonin,PRKD1,0.43428125977516174
Hydroxytyrosol,GCLM,0.4342788755893707
Nobiletin,MDM4,0.43427881598472595
Nobiletin,CDO1,0.4342787265777588
Pinocembrin,SMURF2,0.43427810072898865
Salidroside,LCN2,0.43427756428718567
Pinocembrin,EDN1,0.43427395820617676
Aloe emodin,TXNIP,0.43427154421806335
Epicatechin,CTSB,0.4342710077762604
Catechin,CTSB,0.43426865339279175
Nobiletin,ATF2,0.43426623940467834
Aloe emodin,YAP1,0.43426334857940674
Tanshinone IIA,DPEP1,0.43425995111465454
Hydroxytyrosol,FABP5,0.4342597723007202
Hydroxytyrosol,MMP13,0.4342568516731262
Nobiletin,LIG3,0.4342553913593292
Hydroxytyrosol,ABCC2,0.43425387144088745
Tanshinone IIA,ICA1,0.43425166606903076
Phloretin,KLF6,0.43424588441848755
Nobiletin,HSPD1,0.43424510955810547
Nobiletin,SIRT6,0.434244841337204
Chrysophanol,ATG3,0.43424341082572937
Curcumin,SAT1,0.43424028158187866
Salidroside,NR1D1,0.43423980474472046
Melatonin,COX7A1,0.4342391788959503
Aloe emodin,IL6,0.4342367947101593
Nobiletin,VDAC2,0.43423619866371155
Pinocembrin,EGR1,0.43423545360565186
VC,FOXO4,0.43423476815223694
Aloe emodin,ALOX15,0.43423378467559814
Salidroside,HIF1A,0.4342308044433594
Aloe emodin,TLR4,0.43423014879226685
Hydroxytyrosol,TNFRSF1A,0.4342291057109833
Naringenin,PRKD1,0.4342283010482788
Hydroxytyrosol,MMP10,0.4342247545719147
Nobiletin,ACSL3,0.4342228174209595
Nobiletin,MAPK8,0.43421533703804016
Nobiletin,SNAI1,0.43421462178230286
Tanshinone IIA,SNCA,0.4342140853404999
Aloe emodin,S100A8,0.4342121183872223
Nobiletin,JUN,0.43421193957328796
Nobiletin,ATG7,0.4342111349105835
Nobiletin,XRCC1,0.4342111349105835
Salidroside,IRF1,0.43421074748039246
Aloe emodin,IGFBP7,0.43421071767807007
Nobiletin,GADD45B,0.4342079758644104
Nobiletin,NFE2L2,0.4342038929462433
Hydroxytyrosol,BAP1,0.4342018961906433
Aloe emodin,HMGB1,0.4341997504234314
Chrysophanol,SOCS1,0.43419530987739563
Nobiletin,CD38,0.43419384956359863
Huperzine A,LCN2,0.4341910779476166
Shikonin,NLRP3,0.43418991565704346
Hydroxytyrosol,CD82,0.4341888129711151
VC,E2F2,0.43418869376182556
Shikonin,KDM6B,0.43418797850608826
Emodin,LGMN,0.43418747186660767
Nobiletin,TSC1,0.43418630957603455
Chrysophanol,IRF9,0.43418577313423157
Aloe emodin,SOCS2,0.4341855049133301
Aloe emodin,TNFAIP1,0.43418535590171814
Nobiletin,ALOX5,0.4341844618320465
Naringenin,KDM6B,0.43418359756469727
Pinocembrin,TNFAIP3,0.4341835677623749
VC,MYC,0.4341832399368286
Nobiletin,MAPK3,0.43418312072753906
Tanshinone IIA,ERN1,0.4341830313205719
Tanshinone IIA,MCU,0.4341760575771332
Naringenin,NLRP3,0.4341752827167511
Tanshinone IIA,HERPUD1,0.4341750144958496
Aloe emodin,KEAP1,0.4341737627983093
Hydroxytyrosol,RELA,0.4341733753681183
Erastin,LGMN,0.4341733753681183
Nobiletin,PRKDC,0.43417301774024963
Nobiletin,RAD50,0.4341697692871094
Nobiletin,GADD45A,0.43416959047317505
Pinocembrin,E2F1,0.4341692328453064
Nobiletin,TRIB3,0.434165358543396
VC,CBS,0.43416517972946167
Shikonin,FOSL1,0.4341611862182617
VC,MRE11,0.43416112661361694
Hydroxytyrosol,COL1A2,0.4341594874858856
Hydroxytyrosol,BNIP3L,0.4341593384742737
VC,H2AX,0.4341585338115692
Nobiletin,MTOR,0.43415820598602295
Aloe emodin,LIFR,0.43415722250938416
VC,MMP1,0.43415719270706177
Nobiletin,CCNB1,0.4341565668582916
Nobiletin,TERT,0.43415629863739014
Hydroxytyrosol,STAT1,0.43415623903274536
VC,FTL,0.434156209230423
Aloe emodin,TFRC,0.4341554641723633
VC,CXCL8,0.43415409326553345
Huperzine A,NR1D1,0.4341527819633484
VC,MAP1LC3A,0.4341512620449066
Chrysophanol,SP1,0.4341506361961365
Hydroxytyrosol,COL1A1,0.4341505765914917
Nobiletin,ALOX12,0.4341498911380768
Naringenin,FOSL1,0.4341496229171753
Hydroxytyrosol,BRCA2,0.4341490864753723
Hydroxytyrosol,VEGFA,0.4341488778591156
Pinocembrin,MAPK14,0.43414852023124695
Shikonin,NOX4,0.4341481924057007
Hydroxytyrosol,HDAC1,0.4341473877429962
Aloe emodin,EPHA2,0.4341464936733246
VC,CRYAB,0.43414589762687683
Nobiletin,IL1A,0.43414488434791565
Emodin,CTSB,0.4341447055339813
Huperzine A,HIF1A,0.434144526720047
Hydroxytyrosol,NFKB1,0.4341431260108948
Aloe emodin,FBXO31,0.43414226174354553
Hydroxytyrosol,FOXO3,0.4341404139995575
Nobiletin,IGFBP5,0.434137225151062
Nobiletin,TNF,0.4341365098953247
Chrysophanol,BCL6,0.43413615226745605
Hydroxytyrosol,PRKAA2,0.4341357946395874
VC,ADIPOQ,0.4341356158256531
Curcumin,COX7A1,0.43413445353507996
Aloe emodin,SOD1,0.4341343641281128
Hydroxytyrosol,HDAC2,0.43413227796554565
Nobiletin,XRCC6,0.4341306686401367
Erastin,CTSB,0.43413057923316956
Hydroxytyrosol,SQSTM1,0.43413057923316956
Hydroxytyrosol,LMNB1,0.43412914872169495
Hydroxytyrosol,CDKN2A,0.4341289699077606
Nobiletin,IL10,0.4341287910938263
Epicatechin,LCN2,0.4341278076171875
Nobiletin,RB1,0.4341270923614502
Nobiletin,BLM,0.4341261386871338
Nobiletin,CSE1L,0.43412551283836365
Catechin,LCN2,0.4341254234313965
Hydroxytyrosol,CDK4,0.4341242015361786
Huperzine A,IRF1,0.43412357568740845
Nobiletin,MNT,0.43412303924560547
Nobiletin,LPIN1,0.4341226816177368
Nobiletin,SLC3A2,0.434120237827301
Chrysophanol,CXCL10,0.4341188967227936
Hydroxytyrosol,CDKN1B,0.43411746621131897
Aloe emodin,PRKD1,0.43411198258399963
Nobiletin,ATF4,0.43411126732826233
Shikonin,IRF7,0.4341106414794922
VC,HSPB1,0.4341098368167877
Naringenin,NOX4,0.43410900235176086
Nobiletin,GABARAP,0.4341087341308594
Aloe emodin,EDN1,0.4341072142124176
Hydroxytyrosol,CDKN1A,0.43410542607307434
Nobiletin,STAT3,0.4340997636318207
Hydroxytyrosol,PPARGC1A,0.43409931659698486
Hydroxytyrosol,MMP9,0.4340950846672058
Pinocembrin,PRKD1,0.4340948164463043
VC,TIMP1,0.434094101190567
Tanshinone IIA,PADI4,0.434094101190567
Shikonin,MEN1,0.43409085273742676
Aloe emodin,MPO,0.4340895712375641
Hydroxytyrosol,HMGA2,0.43408888578414917
Naringenin,IRF7,0.434088796377182
Shikonin,PDE4B,0.4340886175632477
Tanshinone IIA,ACVR1B,0.43408674001693726
Nobiletin,PLIN2,0.4340862035751343
Epicatechin,HIF1A,0.4340822398662567
Hydroxytyrosol,MMP12,0.4340803623199463
Catechin,HIF1A,0.4340799152851105
Nobiletin,PARP1,0.4340774714946747
Chrysophanol,PTGS2,0.4340738356113434
Nobiletin,VDAC3,0.434071809053421
Shikonin,PPP2R2B,0.43407154083251953
Nobiletin,GOT1,0.43407124280929565
Naringenin,PDE4B,0.4340706169605255
Salidroside,ZEB1,0.4340692162513733
Naringenin,MEN1,0.43406912684440613
Aloe emodin,EGR1,0.43406710028648376
Epicatechin,NR1D1,0.4340619444847107
Hydroxytyrosol,VCAM1,0.4340600371360779
Nobiletin,HSP90AA1,0.4340599477291107
Catechin,NR1D1,0.43405959010124207
Nobiletin,TIMP2,0.4340585172176361
Aloe emodin,SMURF2,0.43405771255493164
Epicatechin,IRF1,0.43405410647392273
Naringenin,PPP2R2B,0.43405231833457947
Catechin,IRF1,0.4340517818927765
Melatonin,DYRK1A,0.4340510070323944
Pinocembrin,KDM6B,0.43405017256736755
Nobiletin,IL18,0.4340495467185974
Nobiletin,CCND1,0.43404486775398254
Chrysophanol,HMOX1,0.4340437948703766
Nobiletin,CHEK2,0.4340435266494751
Nobiletin,HDAC3,0.43404334783554077
Nobiletin,HSPA5,0.43404263257980347
Chrysophanol,IL1B,0.4340420663356781
Pinocembrin,NLRP3,0.4340418577194214
Salidroside,RUNX3,0.43404170870780945
Nobiletin,GSS,0.4340416193008423
Phloretin,RGS4,0.43404078483581543
Phloretin,DUOX1,0.43404072523117065
Hydroxytyrosol,GPX4,0.4340384006500244
Nobiletin,STEAP3,0.4340359568595886
Hydroxytyrosol,ATR,0.43403568863868713
Nobiletin,SLC39A8,0.43403512239456177
Nobiletin,DDIT3,0.4340342581272125
Nobiletin,TERF2,0.4340321123600006
Salidroside,ATG3,0.43403205275535583
Nobiletin,BECN1,0.4340287744998932
Nobiletin,SESN2,0.4340285062789917
Hydroxytyrosol,TP53,0.43402573466300964
Hydroxytyrosol,NCOA4,0.4340250492095947
Chrysophanol,IFNG,0.4340236783027649
Hydroxytyrosol,SLAMF8,0.43402329087257385
Hydroxytyrosol,MDM4,0.4340226650238037
Hydroxytyrosol,CHAC1,0.4340216815471649
Nobiletin,IGFBP3,0.4340206980705261
Nobiletin,WRN,0.4340199828147888
Pinocembrin,FOSL1,0.4340161681175232
Emodin,LCN2,0.4340156614780426
Nobiletin,EP300,0.4340146780014038
Nobiletin,ACSL4,0.43401458859443665
VC,PCNA,0.43401387333869934
Shikonin,SMARCB1,0.43401163816452026
Nobiletin,XRCC5,0.43401026725769043
Hydroxytyrosol,FN1,0.4340069890022278
Phloretin,LOX,0.43400439620018005
Aloe emodin,E2F1,0.43400436639785767
Chrysophanol,MAP3K14,0.4340043067932129
VC,HMGA1,0.43400290608406067
Erastin,LCN2,0.4340015649795532
Nobiletin,MMP3,0.43399959802627563
Nobiletin,GABARAPL1,0.433999240398407
Aloe emodin,MAPK14,0.4339990019798279
Hydroxytyrosol,BRD4,0.4339981973171234
Nobiletin,CREB1,0.4339963495731354
Nobiletin,CREBBP,0.4339963495731354
Hydroxytyrosol,ATF2,0.4339959919452667
Aloe emodin,TNFAIP3,0.43399572372436523
Nobiletin,MMP2,0.43399348855018616
Nobiletin,SERPINE1,0.4339921474456787
Hydroxytyrosol,CDO1,0.4339908957481384
Nobiletin,LIG4,0.4339880049228668
Hydroxytyrosol,VDAC2,0.4339855909347534
Nobiletin,HERC2,0.4339844286441803
Huperzine A,ZEB1,0.43398305773735046
Naringenin,SMARCB1,0.4339818060398102
Hydroxytyrosol,LIG3,0.4339801073074341
Chrysophanol,MAPK1,0.43397921323776245
Emodin,NR1D1,0.4339779019355774
Pinocembrin,NOX4,0.43397557735443115
Nobiletin,FANCD2,0.43397223949432373
Hydroxytyrosol,ACSL3,0.4339696764945984
Emodin,HIF1A,0.4339689612388611
Shikonin,ATF3,0.4339682459831238
Nobiletin,ATG5,0.4339682459831238
Phloretin,MDM2,0.43396803736686707
Hydroxytyrosol,SIRT6,0.43396681547164917
Hydroxytyrosol,HSPD1,0.433966726064682
Chrysophanol,TXNIP,0.43396610021591187
Shikonin,WWTR1,0.43396520614624023
VC,GCLM,0.4339638948440552
Erastin,NR1D1,0.43396374583244324
Hydroxytyrosol,NFE2L2,0.4339619278907776
Hydroxytyrosol,SNAI1,0.43396124243736267
Nobiletin,AKT1,0.43395981192588806
Nobiletin,FBXL5,0.4339580535888672
Chrysophanol,YAP1,0.43395793437957764
Hydroxytyrosol,CD38,0.43395766615867615
Hydroxytyrosol,ATG7,0.43395742774009705
Nobiletin,CCNE1,0.4339563846588135
Pinocembrin,IRF7,0.4339553713798523
Erastin,HIF1A,0.4339548647403717
Huperzine A,RUNX3,0.4339546859264374
Hydroxytyrosol,MAPK3,0.4339524507522583
Hydroxytyrosol,XRCC1,0.4339520037174225
Nobiletin,HBP1,0.4339514970779419
Nobiletin,CDK2,0.4339500963687897
Emodin,IRF1,0.43394893407821655
Naringenin,ATF3,0.43394866585731506
Nobiletin,BNIP3,0.43394705653190613
Hydroxytyrosol,JUN,0.43394652009010315
Curcumin,DYRK1A,0.43394625186920166
Huperzine A,ATG3,0.43394607305526733
Tanshinone IIA,SPATA2,0.43394535779953003
VC,FABP5,0.4339447617530823
Salidroside,SOCS1,0.43394413590431213
Hydroxytyrosol,GADD45B,0.43394359946250916
Hydroxytyrosol,PRKDC,0.4339430034160614
VC,MMP13,0.4339418411254883
Hesperetin,SLC1A5,0.433941125869751
Salidroside,IRF9,0.4339410364627838
Hydroxytyrosol,TSC1,0.43393924832344055
Hydroxytyrosol,ALOX5,0.43393898010253906
VC,ABCC2,0.4339388906955719
Pinocembrin,PDE4B,0.433937132358551
Nobiletin,PRNP,0.43393605947494507
Pinocembrin,MEN1,0.43393564224243164
Hydroxytyrosol,MAPK8,0.4339355528354645
Shikonin,WNT5A,0.4339350163936615
Erastin,IRF1,0.43393474817276
Hydroxytyrosol,GADD45A,0.4339328706264496
Shikonin,LPCAT3,0.4339313805103302
Chrysophanol,IL6,0.4339313507080078
Nobiletin,FOXO1,0.4339296519756317
Chrysophanol,ALOX15,0.4339282810688019
Naringenin,WWTR1,0.43392738699913025
Chrysophanol,TLR4,0.43392470479011536
Nobiletin,EBF3,0.4339246153831482
Nobiletin,RBM3,0.43391966819763184
Pinocembrin,PPP2R2B,0.43391886353492737
Epicatechin,ZEB1,0.4339180588722229
Salidroside,BCL6,0.43391796946525574
Catechin,ZEB1,0.43391573429107666
VC,TNFRSF1A,0.43391409516334534
Nobiletin,CHEK1,0.4339127540588379
Chrysophanol,S100A8,0.4339119493961334
Shikonin,BRD7,0.43391144275665283
VC,MMP10,0.4339098036289215
Nobiletin,LPIN2,0.4339096248149872
Nobiletin,PTEN,0.4339076280593872
Hydroxytyrosol,TNF,0.4339068830013275
Hydroxytyrosol,MTOR,0.43390628695487976
Hydroxytyrosol,RAD50,0.4339057207107544
Aloe emodin,NLRP3,0.4339056611061096
Chrysophanol,IGFBP7,0.43390530347824097
Nobiletin,SLC40A1,0.4339044988155365
Nobiletin,GCLC,0.4339035153388977
Hydroxytyrosol,TRIB3,0.4339032471179962
Hydroxytyrosol,TERT,0.43390288949012756
Nobiletin,TFAM,0.43390172719955444
Nobiletin,CDKN2B,0.43390148878097534
